pmid,doi,resourceName,resourceType,observationType,details,foundIn,confidence
PMID:21460792,10.3791/2558,orthotopic xenograft model,Patient-Derived Model,Usage Instructions,"Methodology allows rapid determination of therapeutic ranges and comparison of agent effectiveness
between transgenic tumors and genuine human tumor cells. Facilitates continuous quantitation of
tumor growth during therapeutic period. Provides more physiologically relevant microenvironment
compared to subcutaneous xenografts. Successfully demonstrated for preclinical testing of candidate
therapeutic agents including tamoxifen.
",both,1.0
PMID:21460792,10.3791/2558,orthotopic xenograft model,Patient-Derived Model,Tumor Growth,"Demonstrates aggressive tumor growth with grafted MPNST cells breaching normal nerve barriers
and invading adjacent skeletal muscle tissue. Tumor cells migrate aggressively into nerve
tissue both proximal and distal to the graft site. Growth pattern shows initial establishment
followed by markedly accelerated growth in later stages (1-24 days post-grafting).
",results,1.0
PMID:21726432,10.1186/1741-7015-9-82,Nf1Prx1 mice,Animal Model,Molecular,"Increased expression of Mia was found in Nf1-deficient cartilage in mice. qRT-PCR revealed 
a more than twofold increase of Mia expression in Nf1Prx1-deficient cartilage compared to 
wild-type tissue, normalized to GAPDH expression. This demonstrates that conditional 
inactivation of Nf1 in developing limbs leads to upregulation of the SOX9 target gene Mia.
",results,1.0
PMID:21726432,10.1186/1741-7015-9-82,Nf1Prx1 mice,Animal Model,Developmental,"These mice do not develop tumours but recapitulate aspects of NF1 bone dysplasia, including 
deregulation of cartilage differentiation. The model shows upregulation and persistently 
nuclear localization of the transcription factor SOX9 in Nf1-deficient embryonic cartilage.
",methods,1.0
PMID:21726432,10.1186/1741-7015-9-82,anti-human MIA antibody,Antibody,Usage Instructions,"Monoclonal anti-human MIA antibody (R&D Systems) used at 1:40 dilution for immunohistochemical 
detection. Sections were boiled in citrate buffer (pH 6.1) for antigen retrieval. The 
streptavidin-biotin method was performed using automated staining system. Negative controls 
were performed with normal serum or antibody preincubated with excess recombinant human MIA.
",methods,1.0
PMID:21726432,10.1186/1741-7015-9-82,anti-human MIA antibody,Antibody,Molecular,"MIA was immunohistochemically detected in all NF1-related tumours tested (cutaneous and 
plexiform neurofibromas, and MPNSTs). The typical pattern showed a mixture of positive and 
negative nuclei side-by-side, with 50-90% of cells being MIA-positive. The most intense 
staining was obtained in MPNSTs due to high nuclear density.
",results,1.0
PMID:21726432,10.1186/1741-7015-9-82,MIA ELISA kit,Clinical Assessment Tool,Usage Instructions,"MIA ELISA kit (Roche Diagnostics) used for serum biomarker measurement. Measurements were 
conducted in duplicate according to supplied protocol. Internal negative and positive quality 
controls were provided in each kit and run in triplicate in each assay. Serum samples were 
prepared using standardized protocol and stored at -80°C in 100-μL aliquots.
",methods,1.0
PMID:21726432,10.1186/1741-7015-9-82,MIA ELISA kit,Clinical Assessment Tool,Molecular,"MIA serum concentration was significantly higher in NF1 patients than in healthy controls: 
15.16 ± 1.26 pg/mL versus 4.54 ± 0.40 pg/mL (P < 0.001). Among NF1 patients, those with 
plexiform neurofibromas had significantly higher MIA levels (P = 0.032). Linear regression 
analysis revealed strong association between total internal tumour load and MIA serum level 
(P = 1.95E-7, R² = ~0.64).
",results,1.0
PMID:21980365,10.1371/journal.pone.0024917,Nf1+/- mice,Animal Model,Body Weight,"PeriCre+;Nf1flox/- mice had reduced body weight compared to WT, Nf1+/-, or PeriCre+;Nf1flox/flox mice.
The reduction was statistically significant and consistent across experimental groups.
",results,0.9
PMID:21980365,10.1371/journal.pone.0024917,Nf1+/- mice,Animal Model,Developmental,"PeriCre+;Nf1flox/- mice were smaller than the other three groups of mice, showing overall
developmental differences in addition to specific skeletal phenotypes.
",results,0.9
PMID:21980365,10.1371/journal.pone.0024917,Nf1+/- mice,Animal Model,Cellular,"Significantly greater osteoclast surface/bone surface (OcS/BS) ratio in trabecular bone was observed
in Nf1+/- mice compared to WT controls, indicating increased osteoclast activity.
",results,1.0
PMID:21980365,10.1371/journal.pone.0024917,Nf1+/- mice,Animal Model,Cellular,"Significantly lower number of osteoblasts was observed in Nf1+/- mice compared to WT mice,
as evaluated by counting osteoblasts in tibial trabecular bone on MacNeal's stained sections.
",results,1.0
PMID:21980365,10.1371/journal.pone.0024917,Col2.3Cre transgenic mice,Animal Model,Body Weight,"Col2.3Cre+;Nf1flox/- mice displayed an ~20% reduction in body weight compared to WT, Nf1+/-, 
or Col2.3Cre+;Nf1flox/flox mice, similar to the PeriCre model.
",results,0.9
PMID:21980365,10.1371/journal.pone.0024917,PeriCre transgenic mice,Animal Model,Developmental,"PeriCre+;Nf1flox/- mice had reduced body length (10% reduction) as compared to control groups,
indicating overall developmental impact beyond skeletal-specific effects.
",results,0.9
PMID:21980365,10.1371/journal.pone.0024917,PeriCre transgenic mice,Animal Model,Molecular,"LacZ expression was abundant in osteoblasts within cartilaginous ribs, long bone, and vertebrae
cartilage of adult PeriCre+;Rosa26flox/flox mice, confirming tissue-specific Cre expression pattern.
",results,1.0
PMID:21980365,10.1371/journal.pone.0024917,Image Pro Plus version 4.1,Computational Tool,Usage Instructions,"Software was used for measuring histomorphometric parameters including single label (sL.Pm),
double label (dL.Pm) and the area of bone (dL.Ar) between calcein and alizarin labels for
bone formation analysis.
",methods,1.0
PMID:22384355,10.1534/g3.111.000687,MySQL,Computational Tool,Usage Instructions,"MySQL database system was used to organize SQL tables representing SPRED1 mutation status,
associated phenotype, literature references, and clinical information. The database serves
as the backend storage system for the web-based SPRED1 variants repository.
",results,0.9
PMID:22384355,10.1534/g3.111.000687,PHP,Computational Tool,Usage Instructions,"PHP programming language was used for in-house coding to create dynamic HTML display
functionality for rendering web pages and displaying SQL tables in the SPRED1 database
web interface.
",results,0.9
PMID:22384355,10.1534/g3.111.000687,FusionCharts v3,Computational Tool,Usage Instructions,"FusionCharts v3 graphics software was used to generate dynamic graphical summaries
of variant classification and mutation types found in the SPRED1 database, providing
visual representation of the database contents.
",results,0.95
PMID:22384355,10.1534/g3.111.000687,Mutalyzer 2.0,Computational Tool,Usage Instructions,"Mutalyzer 2.0 online batch position check tool was used to confirm genomic positions
of all SPRED1 gene variants to comply with Human Genome Variation Society sequence
variant nomenclature guidelines. This ensures accurate positioning and naming of
variants in the database.
",results,0.95
PMID:22384355,10.1534/g3.111.000687,phpmyadmin,Computational Tool,Usage Instructions,"phpmyadmin database administration tool was used for adding and editing SPRED1
mutations in the database, providing a web-based interface for database management
and curation activities.
",results,0.9
PMID:22811580,10.1158/1078-0432.CCR-12-1072,CNP-HRas12V,Animal Model,Tumor Growth,"Transgenic mouse model expressing constitutively active HRas in Schwann cells was created to model 
malignant peripheral nerve sheath tumors (MPNST). The model was used to define a Ras-induced gene 
expression signature for comparative analysis with human neurofibromas and MPNSTs.
",both,1.0
PMID:22811580,10.1158/1078-0432.CCR-12-1072,Aurora kinase shRNAs,Genetic Reagent,Cellular,"Aurora kinase shRNAs blocked MPNST cell growth in vitro, demonstrating functional significance 
of Aurora kinase overexpression in tumor cell proliferation. This validates Aurora kinase as 
a potential therapeutic target.
",results,1.0
PMID:22811580,10.1158/1078-0432.CCR-12-1072,MLN8237,Genetic Reagent,Tumor Growth,"MLN8237, an AURKA selective inhibitor, stabilized tumor volume and significantly increased 
survival of mice with MPNST xenografts. This demonstrates therapeutic efficacy in vivo and 
validates Aurora kinase A as a viable treatment target.
",results,1.0
PMID:22811580,10.1158/1078-0432.CCR-12-1072,MPNST xenografts,Patient-Derived Model,Tumor Growth,"MPNST xenograft models showed stabilized tumor volume and significantly increased survival 
when treated with MLN8237 (AURKA inhibitor). This demonstrates the therapeutic potential 
of Aurora kinase inhibition in MPNST treatment.
",results,0.9
PMID:22811580,10.1158/1078-0432.CCR-12-1072,Bayesian factor regression model,Computational Tool,Other,"Bayesian factor regression model analysis identified 2,000 genes with probability of linkage 
to nerve Ras signaling, of which 339 were significantly differentially expressed in mouse and 
human NF1-related tumor samples relative to normal nerves, including Aurora kinase A (AURKA).
",results,0.8
PMID:22942771,10.3390/ijms13079380,NFSC141,Cell Line,Cellular,"Primary Schwann cell culture established from plexiform neurofibroma surgically resected from NF1 patient.
Showed highly homogenous cell population and expressed characteristic Schwann cell marker S100β.
Secreted significant amounts of complement components C3 and C4-A, RARRES1, apolipoproteins D and E,
Chitinase-3 like protein and glutathione peroxidase 3 compared to normal Schwann cells.
",results,0.9
PMID:22942771,10.3390/ijms13079380,NFSC142,Cell Line,Cellular,"Primary Schwann cell culture established from plexiform neurofibroma surgically resected from NF1 patient.
Showed highly homogenous cell population and expressed characteristic Schwann cell marker S100β.
Part of the four NF1 Schwann cell cultures that showed altered secretome signature compared to normal cells.
",results,0.9
PMID:22942771,10.3390/ijms13079380,sNF96.2,Cell Line,Cellular,"Commercial Schwann cell line established from malignant peripheral nerve sheath tumor (MPNST) from 27-year-old donor.
Maintained altered secretome signature similar to primary NF1 Schwann cells relative to normal Schwann cells.
Secreted high molecular mass RARRES1 protein similar to primary NF1 cultures. Detected significant amount of uPA
(7 spectral counts) in conditioned medium, consistent with its malignant nature.
",results,0.95
PMID:22942771,10.3390/ijms13079380,ProteoIQ,Computational Tool,Usage Instructions,"Software used for quantitative proteomics comparisons. Successfully compared spectral counts and signal intensities
generated from peptides belonging to each protein across all samples analyzed. Enabled identification of
differentially secreted proteins between NF1 and normal Schwann cells with statistical significance (p ≤ 0.05).
",results,0.9
PMID:22942771,10.3390/ijms13079380,rabbit polyclonal antibodies against RARRES1,Antibody,Issue,"Two different rabbit polyclonal antibodies from different sources with different target epitopes were tested.
Successfully detected cell-attached RARRES1 as single band around 40 kDa in Western blot analysis.
However, both antibodies failed to detect the secreted form of RARRES1 despite mass spectrometry detection,
suggesting potential post-translational modification of secreted RARRES1 that hinders antibody recognition.
",results,0.85
PMID:23124644,10.3174/ajnr.A3316,3-point scale,Clinical Assessment Tool,Usage Instructions,"Image quality assessment using 3-point scale showed excellent results:
- All anatomic MR imaging studies (29/29, 100%) received ""good"" quality
- 20/21 (95%) DWI studies received ""good"" quality  
- 21/24 (79%) DTI studies received ""good"" quality
This demonstrates the scale's utility for standardized image quality evaluation in clinical imaging studies.
",results,0.8
PMID:23175151,10.1038/bjc.2012.518,sNF96.2,Cell Line,Cellular,"sNF96.2 MPNST cell line showed low miR-29c expression levels, consistent with the downregulation observed in MPNST tumors compared to neurofibromas. The cell line was confirmed to have biallelic inactivation of neurofibromin 1 with a germline mutation in exon 21 (3683delC) and loss of the remaining wild-type allele.
",results,1.0
PMID:23175151,10.1038/bjc.2012.518,sNF96.2,Cell Line,Cellular,"Transient transfection of sNF96.2 cells with miR-29c mimic significantly reduced cell motility in both transwell migration assays and scratch/wound healing assays. However, no effect on cell growth/proliferation was observed using multiple assays including live-cell imaging, MTS assay, and 3D soft agar culture.
",results,1.0
PMID:23175151,10.1038/bjc.2012.518,sNF96.2,Cell Line,Molecular,"miR-29c transfection in sNF96.2 cells resulted in significant downregulation of predicted target genes including COL1A1, COL1A2, COL5A2, COL21A1, COL4A1, COL4A2, TGFβ3, and MMP2 compared to scrambled miRNA control. Zymography analysis showed loss of MMP2 proteolytic activity bands, and western blot confirmed significant reduction in MMP2 protein levels.
",results,1.0
PMID:23175151,10.1038/bjc.2012.518,miR-29c mimic,Genetic Reagent,Usage Instructions,"miR-29c mimic was used at 100 nM final concentration for transfection of sNF96.2 cells using oligofectamine. Cells were harvested at 24h, 48h, and 72h time points following exposure. Functional effects were assessed after 2 days of transfection, showing optimal timing for migration assays.
",methods,1.0
PMID:23175151,10.1038/bjc.2012.518,MMP2 antibody,Antibody,Usage Instructions,"Mouse monoclonal MMP2 antibody (CA-4001) from Abcam was used at 1:1000 dilution with overnight incubation at 4°C for western blot analysis. The antibody successfully detected MMP2 protein and showed reduced expression in miR-29c transfected cells compared to controls.
",methods,1.0
PMID:23328114,10.18632/oncotarget.793,NOD/SCID mice,Animal Model,Tumor Growth,"Treatment of animals with MLN8237 resulted in stabilized disease for tumour explants from both patients, 
as opposed to the linear expansion of tumour volumes in the vehicle treated cohorts (SP-MPNST, p <0.0001; 
NF1-MPNST, p= 0.0011). Treatment with MLN8237 resulted in tumour masses that were significantly lower 
in both the NF1-MPNST and SP-MPNST explants (p<0.01) compared to those of vehicle treated tumours.
",results,1.0
PMID:23328114,10.18632/oncotarget.793,S462 cell line,Cell Line,Cellular,"S462 cells were 2.2-9.2 fold more sensitive to aurora kinase inhibitors compared to 2884 cells despite 
equivalent AURKA expression levels. S462 showed IC-50 values of 42±10 nM for VX680 and 1302±264 nM for C1368. 
5.6±1.2% of S462 cells (168±25 of 3,000 seeded) are capable of forming spheroids under stem cell conditions, 
while 2884 cells formed no spheroids.
",results,1.0
PMID:23328114,10.18632/oncotarget.793,2884 cell line,Cell Line,Cellular,"2884 cells showed reduced sensitivity to aurora kinase inhibitors with IC-50 values of 387±47 nM for VX680 
and 2925±135 nM for C1368. These cells contain genomic amplification of 5q33.2-qter region including HMMR/RHAMM. 
2884 cells were unable to form spheroids under stem cell culture conditions, but gained this ability when 
HMMR/RHAMM was silenced.
",results,1.0
PMID:23328114,10.18632/oncotarget.793,2885 cell line,Cell Line,Growth Rate,"The 2885 cell-line was poorly proliferative and lysates from these cells contained negligible levels of AURKA. 
This cell line resisted MLN8237 treatment and required 400-725 fold higher concentrations to inhibit 50% of 
cellular growth (IC-50) compared to other MPNST cell lines, consistent with negligible AURKA expression.
",results,1.0
PMID:23328114,10.18632/oncotarget.793,sphere culture system,Advanced Cellular Model,Cellular,"Sphere-enriched S462 cells showed elevated p-AURKA (but not total AURKA) compared to adherent cells, 
indicating increased AURKA activity in sphere versus adherent cultures. Treatment with MLN8237 significantly 
inhibited sphere formation (166 to 29 spheres) and self-renewal capacity. MLN8237 treatment induced 
differentiation with loss of nestin expression and gain of neuronal marker Tuj1.
",results,1.0
PMID:23328114,10.18632/oncotarget.793,primary human MPNST xenografts,Patient-Derived Model,Tumor Growth,"Both sporadic (SP-MPNST) and hereditary (NF1-MPNST) primary human MPNST xenografts showed stabilized 
disease when treated with MLN8237 (30 mg/kg/day for 28 days) compared to linear tumor expansion in 
vehicle controls. Treated tumors showed significantly reduced Ki-67 positive cells and increased 
polyploid cells, indicating cell cycle exit and endoreduplication.
",results,1.0
PMID:23328114,10.18632/oncotarget.793,RHAMM antibody,Antibody,Usage Instructions,"RHAMM antibody from Epitomics was used for immunofluorescence, immunohistochemistry, and immunoblot 
analyses. The p-RHAMM (Thr703) polyclonal antibody is characterized in reference [11]. RHAMM protein 
levels were used to assess genomic amplification effects and knockdown efficiency in cell lines.
",methods,1.0
PMID:23328114,10.18632/oncotarget.793,shRNA against RHAMM,Genetic Reagent,Cellular,"Stable silencing of HMMR/RHAMM with redundant shRNA constructs (shR1 and shR2) achieved ~65% reduction 
of RHAMM protein. This silencing significantly reduced IC-50 for MLN8237 and VX680 (2-fold decrease), 
augmented AURKA activity at spindle poles, and endowed 2884 cells with ability to form and maintain 
sphere cultures.
",results,1.0
PMID:23432799,10.1186/1477-7525-11-21,PedsQL™ NF1 Module,Clinical Assessment Tool,Usage Instructions,"The PedsQL™ NF1 Module demonstrated excellent feasibility with only 4.8% missing responses across all subscales.
The instrument can be completed in an average of 6 minutes (range 4-8 minutes) and is designed at a sixth-grade
reading level for easy comprehension. The Sexual Functioning subscale had the highest missing response rate (30.8%)
but was retained as important to patients and experts.
",results,0.95
PMID:23432799,10.1186/1477-7525-11-21,PedsQL™ NF1 Module,Clinical Assessment Tool,General Comment or Review,"Internal consistency reliability was excellent with Total Score alpha = 0.97 (exceeding 0.90 criterion for individual
patient analysis) and subscale reliabilities ranging from 0.72 to 0.96 (all exceeding 0.70 criterion for group
comparisons). The instrument demonstrated discriminant validity by distinguishing between NF1 adults with different
self-reported health status levels (excellent-very good, good, fair-poor) with effect sizes ranging from 0.22 to 0.63.
",results,0.98
PMID:23432799,10.1186/1477-7525-11-21,PedsQL™ NF1 Module,Clinical Assessment Tool,Issue,"The Social Functioning subscale showed problematic scaling success at only 42.86% (lowest among all subscales).
One item was dropped from this subscale to improve internal consistency. Future versions should test more
Social Functioning items. The Sexual Functioning domain had high missing responses (30.8%) and was excluded
from statistical analyses but retained in the instrument as deemed important by patients and experts.
",results,0.9
PMID:23432799,10.1186/1477-7525-11-21,SPSS,Computational Tool,Usage Instructions,"SPSS version 18 for Windows was used for statistical analyses including calculation of Cronbach's coefficient alpha
for internal consistency reliability, exploratory factor analysis with Promax rotation, multitrait scaling analysis,
and one-way ANOVA for known-groups validation. The software was used alongside SAS 9.3 for comprehensive
psychometric evaluation of the PedsQL™ NF1 Module.
",methods,0.95
PMID:23432799,10.1186/1477-7525-11-21,SAS,Computational Tool,Usage Instructions,"SAS version 9.3 for Windows was used in conjunction with SPSS for statistical analyses in the psychometric
validation of the PedsQL™ NF1 Module. The software was used for reliability analysis, validity testing,
and effect size calculations to establish the instrument's measurement properties in adults with NF1.
",methods,0.95
PMID:23685747,10.1038/ng.2641,Nf1 f/f,Animal Model,Tumor Growth,"Cnp-Cre; Nf1 f/f; Pten f/+ mice had significantly decreased median survival of 101 days 
compared to control Cnp-Cre; Nf1 f/f (185 days, Logrank p=0.017) and Cnp-Cre; Pten f/+ 
(323 days, Logrank p<0.0001) mice. Mice succumbed to paralysis-related deaths with 
peripheral nerve hyperplasia and tumors, majority of which were grade 1 neurofibromas. 
Importantly, grade 1 neurofibromas in extremities contained regions of high-grade PNST histology.
",results,1.0
PMID:23685747,10.1038/ng.2641,Pten f/+,Animal Model,Tumor Growth,"Cnp-Cre; Pten f/+ mice developed hematopoietic malignancies rather than Schwann cell-related 
phenotypes. When combined with Nf1 f/f, the double mutant showed enhanced tumorigenesis 
with significantly reduced survival and development of high-grade PNSTs.
",results,1.0
PMID:23685747,10.1038/ng.2641,FOXR2 antibody,Antibody,Usage Instructions,"FOXR2 antibody (SIGMA) used at 1:100 dilution for immunohistochemistry on tissue microarray. 
Demonstrated increased cytoplasmic FOXR2 expression in MPNSTs compared to neurofibromas. 
Also used for western blotting and immunofluorescence applications.
",results,1.0
PMID:23685747,10.1038/ng.2641,ST88-14,Cell Line,Cellular,"Human MPNST cell line showed increased FOXR2 mRNA and protein levels compared to normal 
Schwann cells and immortalized human Schwann cells (iHSCs). Demonstrated cytoplasmic 
FOXR2 expression pattern.
",results,1.0
PMID:23685747,10.1038/ng.2641,STS26T,Cell Line,Cellular,"TALEN-mediated FOXR2 knockout in STS26T cells caused loss of protein by western blot analysis. 
FOXR2 knockout and mutation detected cell lines had reduced proliferation and significant 
reductions in colony formation ability compared to HPRT knockout control cells (t-test p<0.0001). 
FOXR2 loss inhibited ability to form tumors in xenograft experiments.
",results,1.0
PMID:23685747,10.1038/ng.2641,S462-TY,Cell Line,Cellular,"TALEN-mediated targeted knockout of FOXR2 in S462-TY human MPNST cell line caused loss 
of protein expression. shRNA-mediated FOXR2 knockdown confirmed the TALEN results in vitro, 
showing reduced proliferation and colony formation.
",results,1.0
PMID:23685747,10.1038/ng.2641,iHSCs,Cell Line,Cellular,"FOXR2 overexpression in immortalized human Schwann cell clone HSC1λ increased total FOXR2 
protein and cytoplasmic staining, minimally increased in vitro proliferation, and significantly 
increased soft-agar colony formation compared to luciferase control (two-tailed t-test p<0.0001). 
Xenograft experiments showed no tumor formation in control HSC1λ cells, but 3/5 mice harboring 
FOXR2 overexpressing cells developed tumors.
",results,1.0
PMID:23685747,10.1038/ng.2641,ImageJ,Computational Tool,Usage Instructions,"ImageJ software was used for automated colony counting in soft agar anchorage independent 
colony formation assays. Twelve images per cell line were taken and automated colony counts 
were performed to quantify colony formation ability.
",methods,1.0
PMID:23685747,10.1038/ng.2641,R/Bioconductor,Computational Tool,Usage Instructions,"R/Bioconductor packages were used for statistical comparisons in gene expression analysis. 
Differentially expressed genes were defined as genes with expression levels at least 
three-fold higher or lower in MPNSTs compared to normal human Schwann cells after applying 
Benjamini and Hochberg false discovery rate correction (FDR/BH p ≤ 0.05).
",methods,1.0
PMID:24040940,10.1186/1479-5876-11-213,NF02.2,Cell Line,Cellular,"NF02.2 MPNST-derived cell line showed high ABCC1 expression confirmed by quantitative real-time PCR 
relative to benign neurofibroma-derived cell lines. ABCC1 protein was detectable by immunofluorescent 
staining in culture. This high expression serves as a predicted contra-indication for doxorubicin 
therapy in these cells.
",results,1.0
PMID:24040940,10.1186/1479-5876-11-213,NF02.2,Cell Line,Cellular,"Doxorubicin resistance was observed in NF02.2 cells with significantly higher EC50 values 
(0.861 μg/ml ± 0.17) compared to treatment with verapamil combination (0.248 μg/ml ± 0.07, p = 0.0002). 
This demonstrates functional ABC transporter-mediated drug efflux contributing to chemotherapy resistance.
",results,1.0
PMID:24040940,10.1186/1479-5876-11-213,NF94.3,Cell Line,Cellular,"NF94.3 cells showed high ABCC1 expression detectable by immunofluorescence and a small but significant 
effect of verapamil on doxorubicin EC50 (0.81 μg/ml ± 0.42 versus 0.34 μg/ml ± 0.20, p = 0.025), 
indicating moderate ABC transporter activity contributing to drug resistance.
",results,1.0
PMID:24040940,10.1186/1479-5876-11-213,NF96.2,Cell Line,Cellular,"NF96.2 cells showed low ABCC1 expression not detectable by immunofluorescence and no significant 
effect of verapamil on doxorubicin EC50 (0.44 μg/ml ± 0.31 versus 0.22 μg/ml ± 0.25, p = 0.16), 
indicating minimal ABC transporter-mediated drug resistance in this cell line.
",results,1.0
PMID:24040940,10.1186/1479-5876-11-213,Affymetrix expression console MAS 5.0,Computational Tool,Usage Instructions,"Microarray data was successfully normalized using Affymetrix expression console MAS 5.0 method. 
Data was further filtered to remove probes with absent calls and expression intensities less than 100 
in over 40% of samples. This normalization method was effective for comparative analysis between 
MPNST and neurofibroma samples.
",methods,0.9
PMID:24040940,10.1186/1479-5876-11-213,XenoBase,Computational Tool,Usage Instructions,"XenoBase® version 3.5 was used successfully for generating heat maps from Affymetrix array data 
using MAS 5.0 normalization. Clustering was performed in both sample and probe dimensions using 
average linkages with a Pearson correlation distance metric, enabling visualization of expression 
patterns across MPNST and neurofibroma samples.
",methods,0.9
PMID:24040940,10.1186/1479-5876-11-213,ABCC1 antibody,Antibody,Usage Instructions,"ABCC1 antibody (Abcam ab24102) was used successfully at 1:50 dilution for immunofluorescence staining 
of MPNST-derived cell lines. The antibody showed specific staining in high ABCC1-expressing cell lines 
(NF02.2, NF94.3) but not in low-expressing lines (NF96.2), demonstrating good specificity for 
detecting ABCC1 protein expression differences.
",results,0.9
PMID:24040940,10.1186/1479-5876-11-213,S100 antibody,Antibody,Usage Instructions,"S100 antibody (Dako Z0311) was used successfully at 1:400 dilution for immunofluorescence co-staining 
with ABCC1 in MPNST-derived cell lines. The antibody provided reliable cell identification and 
morphological context for ABCC1 expression analysis in both high and low expressing cell lines.
",methods,0.8
PMID:24249802,10.1212/01.wnl.0000435745.95155.b8,Teller acuity cards,Clinical Assessment Tool,Usage Instructions,"Teller acuity cards are recommended as the primary visual acuity endpoint for NF1-associated 
optic pathway glioma clinical trials. The study recommends using consistent quantitative 
testing methods for visual acuity assessments as the main functional outcome measure.
",results,0.95
PMID:24249802,10.1212/01.wnl.0000435745.95155.b8,HOTV,Clinical Assessment Tool,Usage Instructions,"HOTV is recommended as a secondary visual acuity endpoint for NF1-OPG clinical trials, 
specifically for use once subjects are old enough to complete the assessment. This provides 
an age-appropriate alternative to Teller acuity cards for older children.
",results,0.9
PMID:24249802,10.1212/01.wnl.0000435745.95155.b8,Children's Visual Function Questionnaire,Clinical Assessment Tool,Usage Instructions,"The Children's Visual Function Questionnaire is proposed as a secondary endpoint for 
evaluating visual quality of life in NF1-OPG clinical trials. This patient-reported 
outcome measure is important for capturing the patient perspective on visual function 
and quality of life impacts.
",results,0.95
PMID:24249802,10.1212/01.wnl.0000435745.95155.b8,Teller acuity cards,Clinical Assessment Tool,General Comment or Review,"The optic disc should be assessed for pallor when using Teller acuity cards, as this 
appears to be a contributory variable that may affect the interpretation of visual 
acuity change over time. This suggests the need for comprehensive ophthalmologic 
assessment alongside visual acuity testing.
",results,0.85
PMID:24249806,10.1212/01.wnl.0000435747.02780.bf,Numerical Rating Scale-11,Clinical Assessment Tool,Usage Instructions,"The NRS-11 was rated as the highest recommended pain intensity scale for use in NF clinical trials.
Key advantages identified include: recommendations from pain experts and consensus groups, extensive
use in research, strong psychometric data including sensitivity to change, and excellent feasibility
for ages ≥8 years. The scale is described as brief, reliable, valid, and widely used.
",results,0.95
PMID:24249806,10.1212/01.wnl.0000435747.02780.bf,Visual Analogue Scale,Clinical Assessment Tool,Usage Instructions,"The Visual Analogue Scale was evaluated as one of three pain intensity scales reviewed by the
REiNS PRO group. It was found to be brief, reliable, valid, and widely used, though it received
a lower rating than the NRS-11 for use in NF clinical trials. The scale was assessed using
systematic review criteria including patient characteristics, psychometric properties, and feasibility.
",both,0.9
PMID:24249806,10.1212/01.wnl.0000435747.02780.bf,Faces Pain Scale-Revised,Clinical Assessment Tool,Usage Instructions,"The Faces Pain Scale-Revised was evaluated as one of three pain intensity scales reviewed by the
REiNS PRO group. It was found to be brief, reliable, valid, and widely used, though it received
a lower rating than the NRS-11 for use in NF clinical trials. This scale is particularly relevant
for pediatric populations and was assessed using systematic review criteria.
",both,0.9
PMID:24375753,10.1002/ana.24093,Nf1 GEM,Animal Model,Nervous System,"Female Nf1 GEM exhibited a decrement in optic glioma-associated visual acuity, shorter 
retinal ganglion cell (RGC) axons, and attenuated cAMP levels. This represents sexually
dimorphic neuronal dysfunction specific to female animals in the visual system.
",results,0.95
PMID:24375753,10.1002/ana.24093,Nf1 GEM,Animal Model,Behavior,"Male Nf1 GEM showed spatial learning/memory deficits, increased Ras activity, and reduced
dopamine levels. This represents sexually dimorphic neuronal dysfunction specific to male
animals affecting cognitive function and neurotransmitter signaling.
",results,0.95
PMID:24375753,10.1002/ana.24093,Nf1 GEM,Animal Model,Molecular,"Sex-specific differences in Nf1 protein (neurofibromin)-regulated signaling pathways were
observed, including differential Ras activity, cyclic adenosine monophosphate (cAMP), and
dopamine levels between male and female animals.
",both,0.9
PMID:24386979,10.1186/1471-2407-14-6,"Mx1-Cre, Nf1flox/flox mice",Animal Model,Cellular,"Nf1−/− mice showed higher recovery of Lin− BM cells (0.7%) compared to WT littermates (0.3%). 
The greater recovery of Lin− BM cells in the Nf1−/− mice is likely indicative of chronic polyclonal 
hyperproliferation due to hypersensitivity to GM-CSF, which is mediated by increased and prolonged Ras activation.
",results,1.0
PMID:24386979,10.1186/1471-2407-14-6,"Mx1-Cre, Nf1flox/flox mice",Animal Model,Disease Susceptibility,"Nf1−/− cultures showed significantly greater induction of micronuclei formation than WT cultures 
at both 50μM (p<0.01) and 100μM (p<0.05) hydroquinone treatment. Two-way ANOVA analysis found 
overall significant difference between MN frequency in Nf1−/− cultures and corresponding WT cultures (p<0.001).
",results,1.0
PMID:24386979,10.1186/1471-2407-14-6,"Mx1-Cre, Nf1flox/flox mice",Animal Model,Cellular,"Nf1−/− progenitors demonstrated significantly increased survival to hydroquinone exposure compared to WT 
at 10μM (p-value 0.0010). CFU-GM colony formation showed dose-dependent decrease in both genotypes, 
but Nf1−/− cells showed increased proliferation relative to WT following HQ treatment.
",results,1.0
PMID:24386979,10.1186/1471-2407-14-6,ira2Δ,Genetic Reagent,Disease Susceptibility,"ira2Δ yeast strain (with increased Ras signaling due to IRA2 deletion) showed enhanced sensitivity 
to hydroquinone treatment compared to wild type strain. This sensitivity was confirmed by analysis 
of the individual deletion strain in growth curve assays.
",results,1.0
PMID:24386979,10.1186/1471-2407-14-6,ras1Δ,Genetic Reagent,Disease Susceptibility,"ras1Δ yeast strain (with reduced Ras signaling due to RAS1 deletion) showed increased tolerance 
to hydroquinone treatment and actually demonstrated resistance to HQ compared to wild type strain.
",results,1.0
