pmid,title,doi,journal,year,query_type,source,is_research,screening_reasoning,abstract,has_nf_tools,abstract_screening_reasoning
PMID:32699356,Murine models of IDH-wild-type glioblastoma exhibit spatial segregation of tumor initiation and manifestation during evolution.,10.1038/s41467-020-17382-3,Nature communications,2020.0,bench,pubmed,True,Murine tumor model,"Murine models of IDH-wild-type glioblastoma exhibit spatial segregation of tumor  initiation and manifestation during evolution.  Li Y(#)(1)(2)(3), Li B(#)(4), Li W(#)(5), Wang Y(1)(2)(3), Akgül  S(1)(2)(3)(6)(7), Treisman DM(1)(2)(3)(6), Heist KA(8), Pierce BR(1)(2)(3), Hoff  B(8), Ho CY(5), Ferguson DO(9), Rehemtulla A(10), Zheng S(11), Ross BD(8), Li  JZ(4), Zhu Y(12)(13)(14)(15)(16).  Author information: (1)Gilbert Family Neurofibromatosis Institute, Children's National Hospital,  Washington, DC, 20010, USA. (2)Center for Cancer and Immunology Research, Children's National Hospital,  Washington, DC, 20010, USA. (3)Center for Neuroscience Research, Children's National Hospital, Washington,  DC, 20010, USA. (4)Department of Human Genetics, University of Michigan Medical School, Ann  Arbor, MI, 48109, USA. (5)Center for Genetic Medicine Research, Children's National Hospital,  Washington, DC, 20010, USA. (6)Cellular and Molecular Biology Graduate Program, University of Michigan  Medical School, Ann Arbor, MI, 48109, USA. (7)Sid Faithfull Brain Cancer Laboratory, Department of Cell and Molecular  Biology, QIMR Berghofer Medical Research Institute, Brisbane, QLD, 4006,  Australia. (8)Department of Radiology, University of Michigan Medical School, Ann Arbor,  MI, 48109, USA. (9)Department of Pathology, University of Michigan Medical School, Ann Arbor,  MI, 48109, USA. (10)Department of Radiation Oncology, University of Michigan Medical School, Ann  Arbor, MI, 48109, USA. (11)Greehey Children's Cancer Research Institute, The University of Texas Health  Science Center at San Antonio, San Antonio, TX, 78229, USA. (12)Gilbert Family Neurofibromatosis Institute, Children's National Hospital,  Washington, DC, 20010, USA. yzhu@childrensnational.org. (13)Center for Cancer and Immunology Research, Children's National Hospital,  Washington, DC, 20010, USA. yzhu@childrensnational.org. (14)Center for Neuroscience Research, Children's National Hospital, Washington,  DC, 20010, USA. yzhu@childrensnational.org. (15)Cellular and Molecular Biology Graduate Program, University of Michigan  Medical School, Ann Arbor, MI, 48109, USA. yzhu@childrensnational.org. (16)GW Cancer Center, The George Washington University, Washington, DC, 20052,  USA. yzhu@childrensnational.org. (#)Contributed equally  Recent characterization of spatiotemporal genomic architecture of IDH-wild-type  multifocal glioblastomas (M-GBMs) suggests a clinically unobserved  common-ancestor (CA) with a less aggressive phenotype, generating highly  genetically divergent malignant gliomas/GBMs in distant brain regions. Using  serial MRI/3D-reconstruction, whole-genome sequencing and spectral  karyotyping-based single-cell phylogenetic tree building, we show two distinct  types of tumor evolution in p53-mutant driven mouse models. Malignant  gliomas/GBMs grow as a single mass (Type 1) and multifocal masses (Type 2),  respectively, despite both exhibiting loss of Pten/chromosome 19 (chr19) and  PI3K/Akt activation with sub-tetraploid/4N genomes. Analysis of early biopsied  and multi-segment tumor tissues reveals no evidence of less proliferative  diploid/2N lesions in Type 1 tumors. Strikingly, CA-derived relatively quiescent  tumor precursors with ancestral diploid/2N genomes and normal Pten/chr19 are  observed in the subventricular zone (SVZ), but are distantly segregated from  multi focal Type 2 tumors. Importantly, PI3K/Akt inhibition by Rictor/mTORC2  deletion blocks distant dispersal, restricting glioma growth in the SVZ.  DOI: 10.1038/s41467-020-17382-3 PMCID: PMC7376246 PMID: 32699356 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare no competing interests.",True,Parse error - defaulted to include
PMID:32733557,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type 2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis.",10.1155/2020/5976465,Journal of oncology,2020.0,bench,pubmed,True,Bioinformatics analysis tool,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type  2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis.  Huang Q(1), Zhai SJ(1), Liao XW(1), Liu YC(1), Yin SH(1).  Author information: (1)Department of Otolaryngology & Head and Neck Surgery, The Second Affiliated  Hospital of Guangxi Medical University, Nanning 530007, China.  Neurofibromatosis Type 2- (NF2-) associated vestibular schwannomas (VSs) are  histologically benign tumors. This study aimed to determine disease-related  genes, pathways, and potential therapeutic drugs associated with NF2-VSs using  the bioinformatics method. Microarray data of GSE108524 were downloaded from the  Gene Expression Omnibus (GEO) database, and differentially expressed genes  (DEGs) were screened using GEO2R. The functional enrichment and pathway  enrichment of DEGs were performed using Gene Ontology (GO) and Kyoto  Encyclopedia of Genes Genomes (KEGG). Furthermore, the STRING and Cytoscape were  used to analyze the protein-protein interaction (PPI) network of all  differentially expressed genes and identify hub genes. Finally, the enriched  gene sets belonging to the identified pathways were queried against the  Drug-Gene Interaction database to find drug candidates for topical use in  NF2-associated VSs. A total of 542 DEGs were identified, including 13  upregulated and 329 downregulated genes, which were mainly enriched in terms of  focal adhesion, PI3K-Akt signaling pathway, ECM-receptor interaction, Toll-like  receptor signaling pathway, Rap1 signaling pathway, and regulation of actin  cytoskeleton. 28 hub genes were identified based on the subset of PPI network,  and 31 drugs were selected based on the Drug-Gene Interaction database. Drug  discovery using bioinformatics methods facilitates the identification of  existing or potential therapeutic drugs to improve NF2 treatment.  Copyright © 2020 Qiao Huang et al.  DOI: 10.1155/2020/5976465 PMCID: PMC7378604 PMID: 32733557  Conflict of interest statement: All authors declare that they have no conflicts  of interest.",True,Parse error - defaulted to include
PMID:32781282,Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of human neurofibromatosis type 1.,10.1016/j.trsl.2020.08.001,Translational research : the journal of laboratory and clinical medicine,2021.0,bench,pubmed,True,Animal model characterization,"Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of  human neurofibromatosis type 1.  Tritz R(1), Benson T(2), Harris V(1), Hudson FZ(1), Mintz J(2), Zhang H(1),  Kennard S(2), Chen W(2), Stepp DW(3), Csanyi G(4), Belin de Chantemèle EJ(5),  Weintraub NL(5), Stansfield BK(6).  Author information: (1)Vascular Biology Center, Augusta University, Augusta, Georgia; Department of  Pediatrics, Medical College of Georgia, Augusta University, Augusta, Georgia. (2)Vascular Biology Center, Augusta University, Augusta, Georgia. (3)Vascular Biology Center, Augusta University, Augusta, Georgia; Department of  Physiology, Medical College of Georgia, Augusta University, Augusta, Georgia. (4)Vascular Biology Center, Augusta University, Augusta, Georgia; Department of  Pharmacology and Toxicology, Medical College of Georgia, Augusta University,  Augusta, Georgia. (5)Vascular Biology Center, Augusta University, Augusta, Georgia; Department of  Medicine, Medical College of Georgia, Augusta University, Augusta, Georgia. (6)Vascular Biology Center, Augusta University, Augusta, Georgia; Department of  Pediatrics, Medical College of Georgia, Augusta University, Augusta, Georgia.  Electronic address: bstansfield@augusta.edu.  Neurofibromatosis type 1 (NF1) is a heritable cancer predisposition syndrome  resulting from mutations in the NF1 tumor suppressor gene. Genotype-phenotype  correlations for NF1 are rare due to the large number of NF1 mutations and role  of modifier genes in manifestations of NF1; however, emerging reports suggest  that persons with NF1 display a distinct anthropometric and metabolic phenotype  featuring short stature, low body mass index, increased insulin sensitivity, and  protection from diabetes. Nf1 heterozygous (Nf1+/-) mice accurately reflect the  dominant inheritance of NF1 and are regularly employed as a model of NF1. Here,  we sought to identify whether Nf1+/- mice recapitulate the anthropometric and  metabolic features identified in persons with NF1. Littermate 16-20 week-old  male wildtype (WT) and Nf1+/- C57B/6J mice underwent nuclear magnetic resonance  (NMR), indirect calorimetry, and glucose/insulin/pyruvate tolerance testing. In  some experiments, tissues were harvested for NMR and histologic  characterization. Nf1+/- mice are leaner with significantly reduced visceral and  subcutaneous fat mass, which corresponds with an increased density of small  adipocytes and reduced leptin levels. Additionally, Nf1+/- mice are highly  reliant on carbohydrates as an energy substrate and display increased glucose  clearance and insulin sensitivity, but normal response to pyruvate suggesting  enhanced glucose utilization and preserved gluconeogenesis. Finally, WT and  Nf1+/- mice subjected to high glucose diet were protected from diet-induced  obesity and hyperglycemia. Our data suggest that Nf1+/- mice closely  recapitulate the anthropometric and metabolic phenotype identified in persons  with NF1, which will impact the interpretation of previous and future  translational studies of NF1.  Copyright © 2020 Elsevier Inc. All rights reserved.  DOI: 10.1016/j.trsl.2020.08.001 PMCID: PMC7779711 PMID: 32781282 [Indexed for MEDLINE]",True,Parse error - defaulted to include
PMID:3280697,"Monoclonal antibody (AFH1) immunoreactive on morphologically abnormal basal melanocytes within dysplastic nevi, nevocellular nevus nests, and melanoma.",10.1111/1523-1747.ep12460896,The Journal of investigative dermatology,1988.0,bench,pubmed,True,Monoclonal antibody development,"Monoclonal antibody (AFH1) immunoreactive on morphologically abnormal basal  melanocytes within dysplastic nevi, nevocellular nevus nests, and melanoma.  Aronson PJ(1), Ito K, Fukaya T, Hashimoto K, Mehregan AH.  Author information: (1)Department of Dermatology and Syphilology, Wayne State University School of  Medicine, Detroit, Michigan 48201.  The mouse monoclonal antibody AFH1 was produced using formalin-fixed, sham  paraffin-embedded human melanoma cell culture line A375 as immunogen. Reactivity  of this antibody was assessed by immunohistochemical techniques against  formalin- or acid alcohol-fixed paraffin-embedded tissue as well as formalin- or  acid alcohol-fixed unembedded lesions. Ninety-seven nevomelanocytic lesions,  neurofibromas, epithelial lesions, and a plasmacellular infiltrate were  evaluated. AFH1 was immunoreactive on 54 of 55 nevocytic lesions (98.2%), 15 of  16 primary melanomas (93.7%), a lentigo maligna, and nests in 21 of 21  dysplastic nevi (100%). Of 100 consecutive basal melanocytes of intraepidermal  melanoma cells counted in each lesion, mean AFH1 immunoreactivity for nonnested  basal melanocytes in nevocellular nevi was 3.8%; for dysplastic nevi, 13.8%; and  for intraepidermal melanoma cells, 78.0%. When nonnested basal melanocytes were  subdivided into cytologically normal and abnormal cell groups, AFH1  immunoreactivity was 9.4% and 72.6%, respectively. AFH1 recognition of the  lentiginous portion of dysplastic nevi corresponds statistically to the  appearance of abnormal melanocyte cytology, nest formation, or both. Using 50%  immunoreactive nonnested melanocytes as the criterion, AFH1 seems to distinguish  primary melanoma from dysplastic nevi with a sensitivity of 93.8% and a  specificity of 95.8%.  DOI: 10.1111/1523-1747.ep12460896 PMID: 3280697 [Indexed for MEDLINE]",True,Parse error - defaulted to include
PMID:32839340,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific ,10.1073/pnas.2008391117,Proceedings of the National Academy of Sciences of the United States of America,2020.0,bench,pubmed,True,Brain disruption animal model,"Brain-wide structural and functional disruption in mice with  oligodendrocyte-specific Nf1 deletion is rescued by inhibition of nitric oxide  synthase.  Asleh J(1), Shofty B(1)(2), Cohen N(1), Kavushansky A(1), López-Juárez A(3),  Constantini S(2), Ratner N(4), Kahn I(5).  Author information: (1)Department of Neuroscience, Rappaport Faculty of Medicine and Institute,  Technion-Israel Institute of Technology, 3525422 Haifa, Israel. (2)Department of Pediatric Neurosurgery and Gilbert Israeli NF Center, Tel Aviv  Medical Center, and Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv  6423906, Israel. (3)Division of Experimental Hematology and Cancer Biology, Cincinnati Children's  Hospital Medical Center, University of Cincinnati College of Medicine,  Cincinnati, OH 45229. (4)Division of Experimental Hematology and Cancer Biology, Cincinnati Children's  Hospital Medical Center, University of Cincinnati College of Medicine,  Cincinnati, OH 45229 Nancy.Ratner@cchmc.org kahn@technion.ac.il. (5)Department of Neuroscience, Rappaport Faculty of Medicine and Institute,  Technion-Israel Institute of Technology, 3525422 Haifa, Israel;  Nancy.Ratner@cchmc.org kahn@technion.ac.il.  Neurofibromin gene (NF1) mutation causes neurofibromatosis type 1 (NF1), a  disorder in which brain white matter deficits identified by neuroimaging are  common, yet of unknown cellular etiology. In mice, Nf1 loss in adult  oligodendrocytes causes myelin decompaction and increases oligodendrocyte nitric  oxide (NO) levels. Nitric oxide synthase (NOS) inhibitors rescue this pathology.  Whether oligodendrocyte pathology is sufficient to affect brain-wide structure  and account for NF1 imaging findings is unknown. Here we show that Nf1 gene  inactivation in adult oligodendrocytes (Plp-Nf1fl/+ mice) results in a motor  coordination deficit. Magnetic resonance imaging in awake mice showed that  fractional anisotropy is reduced in Plp-Nf1fl/+ corpus callosum and that  interhemispheric functional connectivity in the motor cortex is also reduced,  consistent with disrupted myelin integrity. Furthermore, NOS-specific inhibition  rescued both measures. These results suggest that oligodendrocyte defects  account for aspects of brain dysfunction in NF1 that can be identified by  neuroimaging and ameliorated by NOS inhibition.  Copyright © 2020 the Author(s). Published by PNAS.  DOI: 10.1073/pnas.2008391117 PMCID: PMC7486714 PMID: 32839340 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare no competing interest.",True,Parse error - defaulted to include
PMID:32858845,Systems Biology Approaches Reveal Potential Phenotype-Modifier Genes in Neurofibromatosis Type 1.,10.3390/cancers12092416,Cancers,2020.0,bench,pubmed,True,Systems biology analysis tool,"Systems Biology Approaches Reveal Potential Phenotype-Modifier Genes in  Neurofibromatosis Type 1.  Woycinck Kowalski T(1)(2)(3), Brussa Reis L(1)(2), Finger Andreis T(1)(2),  Ashton-Prolla P(1)(2)(4), Rosset C(1)(5).  Author information: (1)Laboratório de Medicina Genômica, Centro de Pesquisa Experimental, Hospital  de Clínicas de Porto Alegre, Porto Alegre 90035-007, Rio Grande do Sul, Brazil. (2)Programa de Pós-Graduação em Genética e Biologia Molecular, PPGBM,  Departamento de Genética, Universidade Federal do Rio Grande do Sul, Porto  Alegre 91501-970, Rio Grande do Sul, Brazil. (3)CESUCA - Faculdade Inedi, Cachoeirinha 94935-630, Rio Grande do Sul, Brazil. (4)Serviço de Genética Médica, Hospital de Clínicas de Porto Alegre, Porto  Alegre 90035-007, Rio Grande do Sul, Brazil. (5)Unidade de Pesquisa Laboratorial, Centro de Pesquisa Experimental, Hospital  de Clínicas de Porto Alegre, Porto Alegre 90035-007, Rio Grande do Sul, Brazil.  Neurofibromatosis type (NF1) is a syndrome characterized by varied symptoms,  ranging from mild to more aggressive phenotypes. The variation is not explained  only by genetic and epigenetic changes in the NF1 gene and the concept of  phenotype-modifier genes in extensively discussed in an attempt to explain this  variability. Many datasets and tools are already available to explore the  relationship between genetic variation and disease, including systems biology  and expression data. To suggest potential NF1 modifier genes, we selected  proteins related to NF1 phenotype and NF1 gene ontologies. Protein-protein  interaction (PPI) networks were assembled, and network statistics were obtained  by using forward and reverse genetics strategies. We also evaluated the  heterogeneous networks comprising the phenotype ontologies selected, gene  expression data, and the PPI network. Finally, the hypothesized  phenotype-modifier genes were verified by a random-walk mathematical model. The  network statistics analyses combined with the forward and reverse genetics  strategies, and the assembly of heterogeneous networks, resulted in ten  potential phenotype-modifier genes: AKT1, BRAF, EGFR, LIMK1, PAK1, PTEN, RAF1,  SDC2, SMARCA4, and VCP. Mathematical models using the random-walk approach  suggested SDC2 and VCP as the main candidate genes for phenotype-modifiers.  DOI: 10.3390/cancers12092416 PMCID: PMC7565824 PMID: 32858845  Conflict of interest statement: The authors stated that they had no interests  which might be perceived as posing any conflict or bias.",True,Parse error - defaulted to include
PMID:32869517,Genome-wide association study of café-au-lait macule number in neurofibromatosis type 1.,10.1002/mgg3.1400,Molecular genetics & genomic medicine,2020.0,bench,pubmed,True,Genome-wide association study,"Genome-wide association study of café-au-lait macule number in neurofibromatosis  type 1.  Sung H(1), Hyland PL(2)(3), Pemov A(4), Sabourin JA(1), Baldwin AM(5), Bass  S(6), Teshome K(6), Luo W(6); Frederick National Laboratory for Cancer  Research(6); Widemann BC(5), Stewart DR(4), Wilson AF(1).  Author information: (1)Genometrics Section, Computational and Statistical Genomics Branch, National  Human Genome Research Institute, National Institutes of Health, Baltimore, MD,  USA. (2)Integrative Tumor Epidemiology Branch, Division of Cancer Epidemiology and  Genetics, National Cancer Institute, National Institutes of Health, Rockville,  MD, USA. (3)Division of Applied Regulatory Science, Office of Translational Science,  Center for Drug Evaluation & Research, U.S. Food and Drug Administration, Silver  Spring, MD, USA. (4)Clinical Genetics Branch, Division of Cancer Epidemiology and Genetics,  National Cancer Institute, National Institutes of Health, Rockville, MD, USA. (5)Pediatric Oncology Branch, Center for Cancer Research, National Cancer  Institute, National Institutes of Health, Bethesda, MD, USA. (6)Frederick National Laboratory for Cancer Research, Division of Cancer  Epidemiology and Genetics, National Cancer Institute, National Institutes of  Health, Rockville, MD, USA.  BACKGROUND: Neurofibromatosis type 1 (NF1) is a tumor-predisposition disorder  that arises due to pathogenic variants in tumor suppressor NF1. NF1 has variable  expressivity that may be due, at least in part, from heritable elements such as  modifier genes; however, few genetic modifiers have been identified to date. METHODS: In this study, we performed a genome-wide association analysis of the  number of café-au-lait macules (CALM) that are considered a tumor-like trait as  a clinical phenotype modifying NF1. RESULTS: A borderline genome-wide significant association was identified in the  discovery cohort (CALM1, N = 112) between CALM number and rs12190451 (and  rs3799603, r2  = 1.0; p = 7.4 × 10-8 ) in the intronic region of RPS6KA2.  Although, this association was not replicated in the second cohort (CALM2,  N = 59) and a meta-analysis did not show significantly associated variants in  this region, a significant corroboration score (0.72) was obtained for the  RPS6KA2 signal in the discovery cohort (CALM1) using Complementary Pairs  Stability Selection for Genome-Wide Association Studies (ComPaSS-GWAS) analysis,  suggesting that the lack of replication may be due to heterogeneity of the  cohorts rather than type I error. CONCLUSION: rs12190451 is located in a melanocyte-specific enhancer and may  influence RPS6KA2 expression in melanocytes-warranting further functional  studies.  © Published 2020. This article is a U.S. Government work and is in the public  domain in the USA. Molecular Genetics & Genomic Medicine published by Wiley  Periodicals LLC.  DOI: 10.1002/mgg3.1400 PMCID: PMC7549607 PMID: 32869517 [Indexed for MEDLINE]  Conflict of interest statement: DRS performs contract clinical telegenetics  services for Genome Medical, Inc, in accordance with relevant NCI ethics  policies.",True,Parse error - defaulted to include
PMID:32948135,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,10.1186/s12885-020-07397-w,BMC cancer,2020.0,bench,pubmed,True,In vitro cancer model,"Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic  pathways in a representative in-vitro model.  Linke C(1), Wösle M(2), Harder A(3)(4)(5).  Author information: (1)Faculty of Health Sciences, joint Faculty of the Brandenburg University of  Technology Cottbus - Senftenberg, the Brandenburg Medical School Theodor Fontane  and the University of Potsdam, Potsdam, Brandenburg an der Havel, Germany. (2)Clinic for Radiotherapy and Radiation Oncology, Dessau City Hospital,  Dessau-Roßlau, Germany. (3)Faculty of Health Sciences, joint Faculty of the Brandenburg University of  Technology Cottbus - Senftenberg, the Brandenburg Medical School Theodor Fontane  and the University of Potsdam, Potsdam, Brandenburg an der Havel, Germany.  anja.harder@ukmuenster.de. (4)Institute of Neuropathology, University Hospital Münster, Münster, Germany.  anja.harder@ukmuenster.de. (5)Institute of Pathology, Brandenburg Medical School Theodor Fontane, Dessau  City Hospital, Auenweg 38, 06847, Dessau-Roßlau, Germany.  anja.harder@ukmuenster.de.  BACKGROUND: Anticancer compound 3-bromopyruvate (3-BrPA) suppresses cancer cell  growth via targeting glycolytic and mitochondrial metabolism. The malignant  peripheral nerve sheath tumor (MPNST), a very aggressive, therapy resistant, and  Neurofibromatosis type 1 associated neoplasia, shows a high metabolic activity  and affected patients may therefore benefit from 3-BrPA treatment. To elucidate  the specific mode of action, we used a controlled cell model overexpressing  proteasome activator (PA) 28, subsequently leading to p53 inactivation and  oncogenic transformation and therefore reproducing an important pathway in MPNST  and overall tumor pathogenesis. METHODS: Viability of MPNST cell lines S462, NSF1, and T265 in response to  increasing doses (0-120 μM) of 3-BrPA was analyzed by CellTiter-Blue® assay.  Additionally, we investigated viability, reactive oxygen species (ROS)  production (dihydroethidium assay), nicotinamide adenine dinucleotide  dehydrogenase activity (NADH-TR assay) and lactate production (lactate assay) in  mouse B8 fibroblasts overexpressing PA28 in response to 3-BrPA application. For  all experiments normal and nutrient deficient conditions were tested. MPNST cell  lines were furthermore characterized immunohistochemically for Ki67, p53, bcl2,  bcl6, cyclin D1, and p21. RESULTS: MPNST significantly responded dose dependent to 3-BrPA application,  whereby S462 cells were most responsive. Human control cells showed a reduced  sensitivity. In PA28 overexpressing cancer cell model 3-BrPA application harmed  mitochondrial NADH dehydrogenase activity mildly and significantly failed to  inhibit lactate production. PA28 overexpression was associated with a functional  glycolysis as well as a partial resistance to stress provoked by nutrient  deprivation. 3-BrPA treatment was not associated with an increase of ROS.  Starvation sensitized MPNST to treatment. CONCLUSIONS: Aggressive MPNST cells are sensitive to 3-BrPA therapy in-vitro  with and without starvation. In a PA28 overexpression cancer cell model leading  to p53 inactivation, thereby reflecting a key molecular feature in human NF1  associated MPNST, known functions of 3-BrPA to block mitochondrial activity and  glycolysis were reproduced, however oncogenic cells displayed a partial  resistance. To conclude, 3-BrPA was sufficient to reduce NF1 associated MPNST  viability potentially due inhibition of glycolysis which should lead to the  initiation of further studies and promises a potential benefit for NF1 patients.  DOI: 10.1186/s12885-020-07397-w PMCID: PMC7501688 PMID: 32948135 [Indexed for MEDLINE]  Conflict of interest statement: Christian Linke, Markus Wösle, and Anja Harder  declare that they have no competing interests.",True,Parse error - defaulted to include
PMID:33032988,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,10.1158/0008-5472.CAN-20-1365,Cancer research,2020.0,bench,pubmed,True,Cancer model and inhibition study,"Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient  Malignant Peripheral Nerve Sheath Tumors.  Wang J(1), Pollard K(1), Allen AN(1), Tomar T(2), Pijnenburg D(2), Yao Z(3),  Rodriguez FJ(4), Pratilas CA(5).  Author information: (1)Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins and Department of  Oncology, Johns Hopkins University School of Medicine, Baltimore, Maryland. (2)PamGene International BV, 's-Hertogenbosch, the Netherlands. (3)Program in Molecular Pharmacology, Memorial Sloan Kettering Cancer Center,  New York, New York. (4)Department of Pathology, Johns Hopkins University School of Medicine,  Baltimore, Maryland. (5)Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins and Department of  Oncology, Johns Hopkins University School of Medicine, Baltimore, Maryland.  cpratil1@jhmi.edu.  Comment in     Cancer Res. 2021 Jan 15;81(2):266-267. doi: 10.1158/0008-5472.CAN-20-3834.  Loss of the RAS GTPase-activating protein (RAS-GAP) NF1 drives aberrant  activation of RAS/MEK/ERK signaling and other effector pathways in the majority  of malignant peripheral nerve sheath tumors (MPNST). These dysregulated pathways  represent potential targets for therapeutic intervention. However, studies of  novel single agents including MEK inhibitors (MEKi) have demonstrated limited  efficacy both preclinically and clinically, with little advancement in overall  patient survival. By interrogation of kinome activity through an unbiased screen  and targeted evaluation of the signaling response to MEK inhibition, we have  identified global activation of upstream receptor tyrosine kinases (RTK) that  converges on activation of RAS as a mechanism to limit sensitivity to MEK  inhibition. As no direct inhibitors of pan-RAS were available, an inhibitor of  the protein tyrosine phosphatase SHP2, a critical mediator of RAS signal  transduction downstream of multiple RTK, represented an alternate strategy. The  combination of MEKi plus SHP099 was superior to MEKi alone in models of  NF1-MPNST, including those with acquired resistance to MEKi. Our findings have  immediate translational implications and may inform future clinical trials for  patients with MPNST harboring alterations in NF1. SIGNIFICANCE: Combined  inhibition of MEK and SHP2 is effective in models of NF1-MPNST, both those naïve  to and those resistant to MEKi, as well as in the MPNST precursor lesion  plexiform neurofibroma.  ©2020 American Association for Cancer Research.  DOI: 10.1158/0008-5472.CAN-20-1365 PMCID: PMC7739379 PMID: 33032988 [Indexed for MEDLINE]  Conflict of interest statement: Conflict of interest T.T. and D.P. are employed  by PamGene International B.V. C.A.P. is a paid consultant for Genentech/ Roche.  The remaining authors have declared that no conflicts of interests exist.",True,Parse error - defaulted to include
PMID:33078583,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,10.1002/jcsm.12632,"Journal of cachexia, sarcopenia and muscle",2020.0,bench,pubmed,True,Cell autonomous requirement model,"Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle  hypertrophic growth and metabolic homeostasis.  Wei X(1)(2), Franke J(1)(2), Ost M(3)(4), Wardelmann K(5)(6), Börno S(7),  Timmermann B(7), Meierhofer D(8), Kleinridders A(5)(6)(9), Klaus S(3)(10),  Stricker S(1)(2).  Author information: (1)Musculoskeletal Development and Regeneration Group, Institute of Chemistry  and Biochemistry, Freie Universität Berlin, Berlin, Germany. (2)Development and Disease Group, Max Planck Institute for Molecular Genetics,  Berlin, Germany. (3)Department of Physiology of Energy Metabolism, German Institute for Human  Nutrition, Nuthetal, Germany. (4)Department of Neuropathology, University Hospital Leipzig, Leipzig, Germany. (5)Junior Research Group Central Regulation of Metabolism, German Institute for  Human Nutrition, Nuthetal, Germany. (6)Institute of Nutritional Science, Department of Molecular and Experimental  Nutritional Medicine, University of Potsdam, Potsdam, Germany. (7)Sequencing Core Unit, Max Planck Institute for Molecular Genetics, Berlin,  Germany. (8)Mass Spectrometry Core Unit, Max Planck Institute for Molecular Genetics,  Berlin, Germany. (9)German Center for Diabetes Research (DZD), München-Neuherberg, Germany. (10)Institute of Nutritional Science, University of Potsdam, Potsdam, Germany.  BACKGROUND: Neurofibromatosis type 1 (NF1) is a multi-organ disease caused by  mutations in neurofibromin 1 (NF1). Amongst other features, NF1 patients  frequently show reduced muscle mass and strength, impairing patients' mobility  and increasing the risk of fall. The role of Nf1 in muscle and the cause for the  NF1-associated myopathy are mostly unknown. METHODS: To dissect the function of Nf1 in muscle, we created muscle-specific  knockout mouse models for NF1, inactivating Nf1 in the prenatal myogenic lineage  either under the Lbx1 promoter or under the Myf5 promoter. Mice were analysed  during prenatal and postnatal myogenesis and muscle growth. RESULTS: Nf1Lbx1 and Nf1Myf5 animals showed only mild defects in prenatal  myogenesis. Nf1Lbx1 animals were perinatally lethal, while Nf1Myf5 animals  survived only up to approximately 25 weeks. A comprehensive phenotypic  characterization of Nf1Myf5 animals showed decreased postnatal growth, reduced  muscle size, and fast fibre atrophy. Proteome and transcriptome analyses of  muscle tissue indicated decreased protein synthesis and increased proteasomal  degradation, and decreased glycolytic and increased oxidative activity in muscle  tissue. High-resolution respirometry confirmed enhanced oxidative metabolism in  Nf1Myf5 muscles, which was concomitant to a fibre type shift from type 2B to  type 2A and type 1. Moreover, Nf1Myf5 muscles showed hallmarks of decreased  activation of mTORC1 and increased expression of atrogenes. Remarkably, loss of  Nf1 promoted a robust activation of AMPK with a gene expression profile  indicative of increased fatty acid catabolism. Additionally, we observed a  strong induction of genes encoding catabolic cytokines in muscle Nf1Myf5  animals, in line with a drastic reduction of white, but not brown adipose  tissue. CONCLUSIONS: Our results demonstrate a cell autonomous role for Nf1 in myogenic  cells during postnatal muscle growth required for metabolic and proteostatic  homeostasis. Furthermore, Nf1 deficiency in muscle drives cross-tissue  communication and mobilization of lipid reserves.  © 2020 The Authors. Journal of Cachexia, Sarcopenia and Muscle published by John  Wiley & Sons Ltd on behalf of Society on Sarcopenia, Cachexia and Wasting  Disorders.  DOI: 10.1002/jcsm.12632 PMCID: PMC7749575 PMID: 33078583 [Indexed for MEDLINE]  Conflict of interest statement: All authors declare that they have no conflict  of interest.",True,Parse error - defaulted to include
