antibodyId,targetAntigen,hostOrganism,clonality,cloneId,uniprotId,reactiveSpecies,conjugate,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
a128917f-00e0-4532-b9d3-11b19887a6a8,PD-L1 antibody (clone B55),,,,,,,PMID:29137242,,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,methods,1.0,"An antibody to PD-L1 (clone B55, Sino Biological Inc., catalog number 10084-H08H) was used at a dilution factor of 1:200",Antibody clone naming pattern not captured,,AI validation - Sonnet 4.5,0,0,,
30bd8685-0ecd-4bd9-851c-52254ff6bcfd,CD4 antibody (clone SP35),,,,,,,PMID:29137242,,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,methods,1.0,"Antibodies to CD4 (clone SP35, Cell Marque, catalog number 104R-18) and CD8 (clone 4B11, Leica Microsystems, catalog number PA0183) were used pre-diluted",CD marker antibody with clone not captured,,AI validation - Sonnet 4.5,0,0,,
b121eaa0-f987-48a6-91cc-d20783b5b5f0,CD8 antibody (clone 4B11),,,,,,,PMID:29137242,,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,methods,1.0,"Antibodies to CD4 (clone SP35, Cell Marque, catalog number 104R-18) and CD8 (clone 4B11, Leica Microsystems, catalog number PA0183) were used pre-diluted",CD marker antibody with clone not captured,,AI validation - Sonnet 4.5,0,0,,
b42ad1bd-2d09-49c0-81e3-941936e75293,CD45RO antibody (clone UCHL1),,,,,,,PMID:29137242,,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,methods,1.0,"Antibodies to CD56 (clone 1B6, Leica Microsystems, catalog number NCL-L-CD56-1B6) and CD45RO (clone UCHL1, Leica Microsystems, catalog number PA0146) were used pre-diluted",CD marker antibody with clone not captured,,AI validation - Sonnet 4.5,0,0,,
fc9115e2-0dca-4224-bc52-e1a8fcca1590,Phycoerythrin-Cyanine 7-conjugated anti-human PD-L1 antibody (29E.2A3),,,,,,,PMID:29137242,,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,methods,1.0,"Phycoerythrin -Cyanine 7-conjugated anti-human PD-L1 antibody (29E.2A3) (Biolegend, catalog number 329717)",Flow cytometry antibody with complex fluorophore conjugation not captured,,AI validation - Sonnet 4.5,0,0,,
542e2f98-0c01-4a3f-80c2-7f45c37dbf10,anti-GAPDH ab9485-100,,,,,,,PMID:29662612,,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,methods,1.0,"anti-GAPDH ab9485-100 (Abcam, 1:1000, overnight)",Antibody with catalog number not captured,,AI validation - Sonnet 4.5,0,0,,
a1ed0529-2488-4105-bac7-8b0db1933265,Anti-ERK1/2,,,,,,,PMID:29670214,,Restoring functional neurofibromin by protein transduction.,methods,1.0,Anti-ERK1/2 (p44/42 MAPK (Erk1/2); Cell Signaling Technology; 1:1000),Antibody with full vendor and dilution info not caught by antibody patterns,,AI validation - Sonnet 4.5,0,0,,
dca85dd0-ccdb-4a3d-83f0-1feed134a603,Anti-phospho ERK1/2,,,,,,,PMID:29670214,,Restoring functional neurofibromin by protein transduction.,methods,1.0,anti-phopho ERK1/2 (Phospho-p44/42 MAPK (Erk1/2) (Thr202/Tyr204); Cell Signaling Technology; 1:1000),Phospho-specific antibody with epitope info not detected,,AI validation - Sonnet 4.5,0,0,,
8b3ec6aa-d7f9-4d64-b76a-8f1c9a9656fc,Anti-GAPDH,,,,,,,PMID:29670214,,Restoring functional neurofibromin by protein transduction.,methods,1.0,anti-GAPDH; Santa Cruz Biotechnology Inc.; 1:3000,Standard housekeeping protein antibody not caught,,AI validation - Sonnet 4.5,0,0,,
8b924828-674a-49c4-b0b0-c27f8fefa458,anti-Merlin,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"anti-Merlin (rabbit polyclonal antibody, A-19 (sc-331) and C-18 (sc-332), 1:50; Santa Cruz, Heidelberg, Germany)",Antibody with catalog numbers not captured,,AI validation - Sonnet 4.5,0,0,,
98b98006-4612-44bb-a791-72fd15ced474,anti-Olig2,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"anti-Olig2 (mouse monoclonal antibody, 1:500; Millipore (AB9610), Darmstadt, Germany)",Antibody name pattern not recognized,,AI validation - Sonnet 4.5,0,0,,
43da3d31-52c7-4b9e-9d8e-77b71d1a67e3,anti-MBP,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"anti-MBP (mouse monoclonal antibody, 1:500; Chemikon (MAB384), Schwalbach, Germany)",Antibody abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
a22791e9-942f-41d5-9dfb-f5ad9ced939b,anti Ki67,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"anti Ki67 (15580, 1:500, Abcam, Cambridge, UK)",Proliferation marker antibody not captured,,AI validation - Sonnet 4.5,0,0,,
dc375419-ec72-48a1-ae93-5cdda9322217,anti phospho-Histone H3,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"anti phospho-Histone H3 (pH3-Ser10, 06–570, 1:1000, Millipore, Darmstadt, Germany)",Phospho-specific antibody not recognized,,AI validation - Sonnet 4.5,0,0,,
de60eb12-65af-480e-be95-ea3426aff707,anti-neurofibromin antibody,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"anti-neurofibromin (#A300; Bethyl Laboratories, Montgomery, TX, USA)",Antibody with catalog number and vendor not captured,,AI validation - Sonnet 4.5,0,0,,
0316b0f5-7bda-4531-97cc-e2ce19d34c1c,anti-phospho-Erk XP antibody,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"anti-phospho-Akt XP (#4060), anti-Akt (#2938S), anti-phospho-Erk XP (#4370), anti-Erk (#4695S; Cell Signaling, Danvers, MA, USA)",Phospho-specific antibody with catalog number not captured,,AI validation - Sonnet 4.5,0,0,,
bd4e7299-2972-479b-ae39-710906bdbd2e,anti-Erk antibody,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"anti-phospho-Akt XP (#4060), anti-Akt (#2938S), anti-phospho-Erk XP (#4370), anti-Erk (#4695S; Cell Signaling, Danvers, MA, USA)",Total protein antibody with catalog number not captured,,AI validation - Sonnet 4.5,0,0,,
5808732f-458a-43d4-984e-f29ebd99d344,anti-GAPDH antibody,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"anti-GAPDH (Novus, Littleton, CO, USA)",Loading control antibody with vendor not captured,,AI validation - Sonnet 4.5,0,0,,
183a2b22-e52a-4c92-bca8-5980c01fe636,CD34/FITC (581),,,,,,,PMID:29941005,,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,methods,1.0,"...CD14/PE (M5E2, BD Biosciences, CA, USA), CD34/FITC (581, BD Biosciences), CD45/ALexa405 (HI30, Caltag Medsystems)...",Specific antibody with clone number and vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
dd903cd4-b713-4069-af3d-2a23e8eed823,CD45/ALexa405 (HI30),,,,,,,PMID:29941005,,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,methods,1.0,"...CD34/FITC (581, BD Biosciences), CD45/ALexa405 (HI30, Caltag Medsystems), CD90/PECy5 (5E10, BioLegend, CA, USA)...",Specific antibody with clone number and vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
f3f0c979-00f8-4d7d-ac0a-44a0146065c5,CD271/APC (C401457),,,,,,,PMID:29941005,,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,methods,1.0,"...CD146/PE (P1H12, BD Biosciences), CD271/APC (C401457, BD Biosciences). Unstained cells were used as controls...",Specific antibody with clone number and vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
2d1a085b-9b44-4ce9-92bb-83ef89e1fa05,anti-Ki-67 (M7240),,,,,,,PMID:29941005,,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,methods,1.0,"...Expression of Ki-67 was evaluated immunohistochemically using mouse monoclonal antibody anti-Ki-67 (1:80; M7240; Dako Corporation, CA, USA)...",Specific antibody with catalog number and vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
e46e0f3c-8e12-4a81-a386-c115dfb53045,S100 antibody,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"antibodies against S100 (monoclonal, mouse, 10 μg/mL, Ventana S100-4C4.9) to demonstrate human Schwann cell origin",Antibody with vendor and clone information not captured - need patterns for Ventana antibodies,,AI validation - Sonnet 4.5,0,0,,
031bfcab-a8b7-4a5c-bab9-112e858d9333,Ki67 antibody,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"anti-Ki67 (monoclonal, mouse, 0.4 μg/mL, Ventana Ki-67-30.9) to evaluate proliferation fraction",Antibody with vendor and clone information not captured,,AI validation - Sonnet 4.5,0,0,,
eaaeace6-587c-473e-99c0-e0dd9313b968,CD34 antibody,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"anti-CD34 (monoclonal, mouse, 0.8 μg/mL, Ventana QBEnd/10) to demonstrate vessel and stem cell formation",Antibody with vendor and clone information not captured,,AI validation - Sonnet 4.5,0,0,,
fc57e879-de5b-4ae7-ac07-2c8e77c0ff49,p53 antibody,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"anti-p53 (monoclonal, mouse, Ventana Bp-53-11), anti-p16 (monoclonal, mouse, 1 μg/mL, Ventana 725-4713)",Antibody with vendor and clone information not captured,,AI validation - Sonnet 4.5,0,0,,
6d24b0c1-200f-4673-ad38-5cce2f1d6906,p16 antibody,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"anti-p16 (monoclonal, mouse, 1 μg/mL, Ventana 725-4713), anti-vimentin (vimentin, monoclonal, mouse",Antibody with vendor and clone information not captured,,AI validation - Sonnet 4.5,0,0,,
7f08f284-4c29-4556-8d3c-38305d00d87b,merlin antibody,,,,,,,PMID:30274821,,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,methods,1.0,"Immunoblotting analysis was performed with antibodies specific for merlin (# HPA003097, Sigma-Aldrich; # sc331, Santa Cruz)",Antibody with specific catalog numbers and vendors not detected,,AI validation - Sonnet 4.5,0,0,,
684f36eb-c3c6-4517-97b2-f9b9b836fef9,p53 antibody,,,,,,,PMID:30274821,,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,methods,1.0,"p53 (# P6874, Sigma-Aldrich; # 2524, Cell Signaling)",Antibody with specific catalog numbers and vendors not detected,,AI validation - Sonnet 4.5,0,0,,
6b781814-a61e-4677-ae4d-c50b2aad23ca,p27 antibody,,,,,,,PMID:30615146,,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,results,0.85,"Each decreased phosphorylated pERK1/2 and cyclin D1, increased p27",Antibody target mentioned without explicit 'antibody' keyword,,AI validation - Sonnet 4.5,0,0,,
b15143ef-9508-4684-9b57-6d8e5b89fd2c,Ki-67 antibody,,,,,,,PMID:30615146,,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,results,0.85,"decreased pERK1/2, cyclin D1, and Ki-67 levels were observed only in PD0325901 and cobimetinib-treated grafts",Antibody target mentioned without explicit 'antibody' keyword,,AI validation - Sonnet 4.5,0,0,,
d7ed6660-5282-414d-98da-06d1c06d3ac8,caspase-3 antibody,,,,,,,PMID:30615146,,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,results,0.85,"increased p27, and induced caspase-3 cleavage in MD-MSCs",Antibody target mentioned without explicit 'antibody' keyword,,AI validation - Sonnet 4.5,0,0,,
7f6433ed-baa4-4a49-9021-979167e248d3,KRAS antibody,,,,,,,PMID:31836666,,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,methods,1.0,Western blots...probed with a series of antibodies:...KRAS (Sigma/Novus Biologicals WH0003845M1/H0003845M1),Protein-specific antibody with catalog numbers not detected,,AI validation - Sonnet 4.5,0,0,,
4e93da10-965e-41e0-ae1c-900bc34342c2,rabbit anti-GAPDH,,,,,,,PMID:32457840,,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",methods,1.0,"rabbit anti-GAPDH, rabbit anti-Histone 3, rabbit anti-Merlin, mouse anti-p53, mouse anti-Ki67, and rabbit anti-β-catenin, all from Cell Signaling",Antibody name not caught by mining patterns,,AI validation - Sonnet 4.5,0,0,,
8795f27b-9d59-4c00-af30-7c887836044a,rabbit anti-Merlin,,,,,,,PMID:32457840,,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",methods,1.0,"rabbit anti-GAPDH, rabbit anti-Histone 3, rabbit anti-Merlin, mouse anti-p53, mouse anti-Ki67, and rabbit anti-β-catenin, all from Cell Signaling",Antibody name not caught by mining patterns - particularly relevant as Merlin/NF2 is in the title,,AI validation - Sonnet 4.5,0,0,,
c9699702-6516-4dcc-bb3f-c4106e9261f9,Ki67 antibody,,,,,,,PMID:32948135,,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,methods,1.0,"antigen Ki67, monoclonal mouse anti-human Ki67 antigen, clone MIB1, M7240, DAKO",Antibody with full catalog information not detected - needs pattern for DAKO catalog numbers,,AI validation - Sonnet 4.5,0,0,,
e0acde11-fb6d-4068-ba7b-4773b203af6a,p53 antibody,,,,,,,PMID:32948135,,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,methods,1.0,"tumor protein p53 (p53, monoclonal mouse anti-human p53 M7001, DAKO)",Antibody with catalog number not detected,,AI validation - Sonnet 4.5,0,0,,
93a73e36-ee67-42c1-9350-ec4702a13149,p21 antibody,,,,,,,PMID:32948135,,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,methods,1.0,"p21, monoclonal mouse anti-human p21 WAF1/Cip1 , M7202, DAKO",Antibody with catalog number not detected,,AI validation - Sonnet 4.5,0,0,,
b6434e6d-9f46-460d-b657-5c29d36c22f7,goat anti-collagen IV,,,,,,,PMID:33078583,,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,methods,1.0,The primary antibodies and dilutions used were goat anti-collagen IV (Millipore AB769; 1:500),Antibody naming pattern with vendor info not captured,,AI validation - Sonnet 4.5,0,0,,
6167e967-1009-4598-81fb-4a64e56c0c9e,rabbit anti-laminin,,,,,,,PMID:33078583,,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,methods,1.0,rabbit anti-laminin (Sigma-Aldrich L9393; 1:500),Antibody naming pattern with vendor info not captured,,AI validation - Sonnet 4.5,0,0,,
c44c1b10-c64d-4cb9-bf33-a416440dbde6,rabbit anti-phosphor (s235/236) S6,,,,,,,PMID:33078583,,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,methods,1.0,rabbit anti-phosphor (s235/236) S6 (Cell Signaling Technology 4858),Antibody naming pattern with vendor info not captured,,AI validation - Sonnet 4.5,0,0,,
82b3a381-4149-4e63-a16f-333e8fb92adf,ERBB3 antibody,,,,,,,PMID:33273014,,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,methods,1.0,"Antibodies recognizing ERRB3 Y1197, ERBB3, EPHA2 S897, NDRG1 T346, Akt S473, Akt T308, Akt, p70S6K T389",Antibody target names not captured as antibodies,,AI validation - Sonnet 4.5,0,0,,
7cc3626d-1ed8-45bd-bc84-166c6a4d63ac,IGF1R antibody,,,,,,,PMID:33273014,,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,methods,1.0,"IGF1R Y1135/36/IR Y1150/51, IGF1R, FOXO1/3a T24/T32, and FOXO3 were from Cell Signaling",Antibody target names not captured as antibodies,,AI validation - Sonnet 4.5,0,0,,
8817fdb1-a361-4556-8944-94f28a30139c,GAPDH antibody,,,,,,,PMID:33273014,,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,methods,1.0,"Other antibodies included EPHA2 (Santa Cruz), secreted form of NRG1 (R&D Systems), NDRG1 (Abcam), and GAPDH (EMD Millipore)",Antibody target names not captured as antibodies,,AI validation - Sonnet 4.5,0,0,,
e51bff29-bfd7-4ddf-8b94-841d9c11509e,NF2/merlin antibody,,,,,,,PMID:33273014,,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,methods,1.0,Anti-NF2/merlin polyclonal antibody has been previously described,Custom antibody not captured,,AI validation - Sonnet 4.5,0,0,,
a45b072f-861f-4d01-9f69-67711bd1909b,S100,,,,,,,PMID:33356508,,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,abstract,1.0,"Immunostaining with markers such as S100, β-tubulin III, Foxp3, CD45, Vimentin, and Ki67 confirmed low-grade tumor formation",Antibody marker not recognized in immunostaining context,,AI validation - Sonnet 4.5,0,0,,
ddb46f91-c55f-4972-ad57-5b35f521a452,CD45,,,,,,,PMID:33356508,,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,abstract,1.0,"Immunostaining with markers such as S100, β-tubulin III, Foxp3, CD45, Vimentin, and Ki67 confirmed low-grade tumor formation",Antibody marker not recognized in immunostaining context,,AI validation - Sonnet 4.5,0,0,,
69da5d93-a844-4aad-b85e-f07a610d6a2b,Ki67,,,,,,,PMID:33356508,,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,abstract,1.0,"Immunostaining with markers such as S100, β-tubulin III, Foxp3, CD45, Vimentin, and Ki67 confirmed low-grade tumor formation",Antibody marker not recognized in immunostaining context,,AI validation - Sonnet 4.5,0,0,,
512ee50a-ac28-417c-b80c-4c6b67909e8f,GFAP,,,,,,,PMID:33356508,,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,methods,1.0,"labeled overnight at room temperature with the following conjugated primary antibodies: S100-FITC, Vimentin-FTIC, CD45-APC, Ki67-APC, and GFAP-APC.",Additional antibody marker found in detailed methods not captured in abstract,,AI validation - Sonnet 4.5,0,0,,
e33aac2e-f032-40b5-85d7-db22c6e36465,phospho-ERK1/2 antibody (Cell Signaling #9101),,,,,,,PMID:33436083,,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,methods,1.0,"...phospho-p38 (Cell Signaling # 4511), phospho-ERK1/2 (Cell Signaling #9101), and β-Actin (Cell Signaling #3700)...",Specific antibody with catalog number not caught by mining patterns,,AI validation - Sonnet 4.5,0,0,,
e4256566-a818-4d09-a477-7232ca91592e,NGFR antibody,,,,,,,PMID:33574490,,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,methods,1.0,"Cells were incubated with α-tubulin (Invitrogen, 1:1000) and NGFR (Advance Targeting systems, 1:100) antibodies",Antibody with vendor and dilution information,,AI validation - Sonnet 4.5,0,0,,
2083f444-f3d0-4096-a48b-1fd6e21a55b6,P-ERK 1/2 antibody,,,,,,,PMID:33574490,,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,methods,1.0,All antibodies used were diluted in 3% non-fat dry milk and include P-ERK 1/2 (Cell Signalling diluted 1:2000),Antibody with vendor and dilution information,,AI validation - Sonnet 4.5,0,0,,
16dfbe62-ebc1-4ab3-b143-2b4efe37120b,ERK 1/2 antibody,,,,,,,PMID:33574490,,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,methods,1.0,"ERK 1/2 (Millipore diluted 1:1000), P-PKA α/β (Invitrogen diluted 1ug/ml)",Antibody with vendor and dilution information,,AI validation - Sonnet 4.5,0,0,,
55a2ed85-8e6d-4723-a99b-ad76e9b88bc8,NF1 c-terminal antibody,,,,,,,PMID:33574490,,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,methods,1.0,"NF1 c-terminal (Bethyl diluted 1:1000), NF1 n-terminal (Santa Cruz diluted 1:500)",Antibody with vendor and dilution information,,AI validation - Sonnet 4.5,0,0,,
abdce6a3-b374-420f-8cab-456bfe02be49,NF1 n-terminal antibody,,,,,,,PMID:33574490,,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,methods,1.0,NF1 n-terminal (Santa Cruz diluted 1:500) and α-Tubulin (Sigma Aldrich 1:1000),Antibody with vendor and dilution information,,AI validation - Sonnet 4.5,0,0,,
fdf53758-368b-4602-bd1d-e2c1740e1ed7,NF1 antibody (#D7R7D),,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"phospho-ERK (#D13.14.4E), MMP1 (#E9S9N), and NF1 (#D7R7D), as well as anti-rabbit IgG HRP-linked antibody were purchased from Cell Signaling Technology",Specific antibody with clone number from Cell Signaling Technology,,AI validation - Sonnet 4.5,0,0,,
375e6b16-c122-4613-9b95-9d59c2ec153e,phospho-MEK1/2 antibody (#41G9),,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"Antibodies used in western blotting targeting β-actin (#13E5), MEK1/2, Akt, c-Raf, ERK, phospho-MEK1/2 (#41G9)",Phospho-specific antibody with clone number for pathway analysis,,AI validation - Sonnet 4.5,0,0,,
1280ede2-0ff4-4bc4-b5d6-369b24682999,phospho-c-Raf antibody (#56A6),,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"phospho-Akt (#D9E), phospho-c-Raf (#56A6), phospho-ERK (#D13.14.4E), MMP1 (#E9S9N)",Phospho-specific antibody with clone number,,AI validation - Sonnet 4.5,0,0,,
d0695738-515d-43a8-a165-8cb04d50cdf9,phospho-ERK antibody (#D13.14.4E),,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"phospho-c-Raf (#56A6), phospho-ERK (#D13.14.4E), MMP1 (#E9S9N), and NF1 (#D7R7D)",Phospho-specific antibody with clone number,,AI validation - Sonnet 4.5,0,0,,
6c7d09a5-b236-4e42-b437-045c15a9131b,Aryl hydrocarbon receptor antibody (#H-211),,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"Antibody for Aryl hydrocarbon receptor (AHR, #H-211) was from Santa Cruz Biotechnology (Dallas, TX, USA)",Specific antibody with clone number from Santa Cruz,,AI validation - Sonnet 4.5,0,0,,
9996b33a-9898-4da5-9be8-66a3bbf3331a,collagen I antibody (#EPR7785),,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"that for collagen I (#EPR7785) was from Abcam. For immunohistochemical analysis, anti-collagen antibody",Specific antibody with clone number from Abcam,,AI validation - Sonnet 4.5,0,0,,
9648ef1f-f4d4-4d5e-98d4-fc5234343522,anti-S100 protein antibody,,,,,,,PMID:34011935,,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,methods,1.0,"anti-collagen antibody (Nichirei Biosciences Inc.), anti-MMP1 antibody (Nichirei Biosciences Inc.), anti-S100 protein antibody (Nichirei Biosciences Inc.)",Specific antibody used for immunohistochemical analysis,,AI validation - Sonnet 4.5,0,0,,
109b0527-7033-440c-938c-c2052c09b4e6,anti-phospho-ERK,,,,,,,PMID:34257279,,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,methods,0.95,"anti-phospho-ERK (mouse, Sigma M8159, 1:2500)",Antibody target name not recognized - includes catalog number,,AI validation - Sonnet 4.5,0,0,,
7d8d178d-6772-4845-b9cb-da6bf37150de,ERK antibody,,,,,,,PMID:34428430,,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,methods,1.0,"ERK, Cell Signaling Technology, #4696, 1:1000 or Cell Signaling Technology, #4695, 1:1000",Primary antibody with vendor and catalog numbers for Western blot,,AI validation - Sonnet 4.5,0,0,,
d2b2497d-5706-4e8a-85be-7ea3cc1354b8,GFAP antibody,,,,,,,PMID:34428430,,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,methods,1.0,"GFAP, Agilent, #Z0334, 1:2000",Primary antibody with vendor and catalog number for immunohistochemistry,,AI validation - Sonnet 4.5,0,0,,
f82f5d2c-649f-4dfc-bded-9e270a684fcb,total ERK antibody,,,,,,,PMID:36730269,,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,methods,1.0,The following antibodies were purchased from Cell signaling Technologies: total ERK (Catalogue # 9102),Antibody with specific catalog number from Cell Signaling Technologies,,AI validation - Sonnet 4.5,0,0,,
