_pmid,_doi,_publicationTitle,_year,_toolName,_toolType,_usageType,usageId,publicationId,resourceId
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1flox/flox; Olig2-Cre,animal_models,Experimental Usage,16ac34e7-7ccf-573d-be93-eb99289b7532,5c99cec1-6803-516d-b5a4-81969d0d6528,c1738be3-7190-5eed-8f1e-44c26b7840cf
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1flox/mut; Olig2-Cre,animal_models,Experimental Usage,552d1ccb-e913-54ee-81a6-06e72b392fda,5c99cec1-6803-516d-b5a4-81969d0d6528,72b463a4-9450-5933-9ee9-144f93c2e642
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1flox/flox; Prom1-CreER,animal_models,Experimental Usage,d54eb6a8-34ca-5acd-beb8-7cdb2f26016c,5c99cec1-6803-516d-b5a4-81969d0d6528,9831ac31-0d36-5fac-9acf-a05868bb41cf
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1flox/mut; Prom1-CreER,animal_models,Experimental Usage,4ea2fd9e-e5ad-5176-940c-4943b1375f01,5c99cec1-6803-516d-b5a4-81969d0d6528,c4168bda-acf2-50c3-b7a4-adf9290dab55
PMID:36148553,10.1093/brain/awac342,Inhibition of YAP/TAZ-driven TEAD activity prevents growth of NF2-null schwannoma and meningioma.,,Periostin-CRE;NF2 fl/fl,animal_models,Experimental Usage,30c31e05-3a1e-5a9a-9798-69a213f20363,865f5011-5b7e-5810-85d5-63c582ea12bf,680350a0-4047-53d0-a656-b2023afec10d
PMID:36148553,10.1093/brain/awac342,Inhibition of YAP/TAZ-driven TEAD activity prevents growth of NF2-null schwannoma and meningioma.,,Periostin-CRE;NF2 fl/fl YAP fl/fl,animal_models,Experimental Usage,f4ef5c8c-e8e9-5760-8b89-6239cccbf57a,865f5011-5b7e-5810-85d5-63c582ea12bf,2db4c5f8-aa40-5224-8496-b01342a63231
PMID:36148553,10.1093/brain/awac342,Inhibition of YAP/TAZ-driven TEAD activity prevents growth of NF2-null schwannoma and meningioma.,,Periostin-CRE;NF2 fl/fl TAZ fl/fl,animal_models,Experimental Usage,028f111d-53b3-5e69-ae5f-eda1524267cc,865f5011-5b7e-5810-85d5-63c582ea12bf,707cc2cc-7915-5ee8-8ff5-909b0be068fd
PMID:36148553,10.1093/brain/awac342,Inhibition of YAP/TAZ-driven TEAD activity prevents growth of NF2-null schwannoma and meningioma.,,P0-CRE,animal_models,Experimental Usage,38a97521-ebaa-5a58-9d45-70ecdf1792fa,865f5011-5b7e-5810-85d5-63c582ea12bf,6aed20e7-7783-549b-8c58-ba167a441fdc
PMID:32438526,10.1002/lary.28671,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,,Postn-cre;Nf2f/f,animal_models,Experimental Usage,ce87d483-fde0-5e9b-a41e-ff5846fe2c8e,95f1082d-f96e-5e7d-8f17-7f4a01bed966,2b37cdeb-3836-52bd-a2a5-a229d9b507b0
PMID:40723243,10.3390/cancers17142359,The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,,DhhCre;Nf1f/f;Luciferase,animal_models,Experimental Usage,5208bfbe-d84a-5ceb-9bba-e51d783611a9,534364ec-5bd4-5066-8aab-1b44350472e7,2f569e31-8ff7-54e8-b684-176b4df47f50
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,Tg(U6x:nf2a/b-4sgRNA),animal_models,Development,ac5e71eb-a1cf-59a1-aa60-2fa769ec91fe,4ae7a300-d8f1-5cab-815b-f1652288fa55,40149ff0-d3d4-5803-bd93-aa74eca79655
PMID:33978635,10.1093/noajnl/vdab020,Selumetinib normalizes Ras/MAPK signaling in clinically relevant neurofibromatosis type 1 minipig tissues in vivo.,,NF1 R1947X minipig,animal_models,Development,99934420-65ee-55dc-9b07-58dc75fecedd,8509814f-0af6-5405-a0d5-f4686bfdd03c,2f1c5933-8ac9-5f7d-a7e1-60f4eded55c2
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,TetOff-Osx-/-Nf1,animal_models,Experimental Usage,e292cfbe-34d0-5d88-9bc7-af3ad3132150,98f04c40-6c31-53bf-a60f-ca873e104087,61dad128-c400-5e13-b462-a5c01a5644b6
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,Osx-/-Nf1flox/flox,animal_models,Experimental Usage,68578e16-2afd-531c-a2a2-13f00a013418,98f04c40-6c31-53bf-a60f-ca873e104087,61ef5af3-9ee1-551b-a8d2-4b6cbee11331
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,"Osx-tTA,tetO-cre;Nf1flox/flox",animal_models,Experimental Usage,0b4a4fed-92c9-540a-9f2f-4f715dc4a9ff,98f04c40-6c31-53bf-a60f-ca873e104087,4f21943c-ea3d-5020-849d-053e3e34536c
PMID:24371224,10.1158/0008-5472.CAN-13-2062,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,,Nf2+/-,animal_models,Experimental Usage,f255a636-4154-5b53-a021-90192970708f,a0df1bca-5f35-5ebe-a57c-3c083dd25c09,54f66d81-ea33-5c3e-b5c9-763b915539d1
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,hGFAP-cre,animal_models,Experimental Usage,28711436-20a9-5e6b-b06b-adef8a9e259a,478f386b-2215-5d9d-8a28-7f21227fd667,f3355321-fa18-5f7e-8f14-d892385d821a
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,Math1-cre,animal_models,Experimental Usage,f82130ac-e9cf-5e04-80f6-cebc66a5f44b,478f386b-2215-5d9d-8a28-7f21227fd667,fdfe318a-0b2d-54d2-87e4-66a0f4e6ad04
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,L7-cre,animal_models,Experimental Usage,b8cc61ec-41e3-53b2-872a-6f774b01c0ba,478f386b-2215-5d9d-8a28-7f21227fd667,b9bf1586-64f3-584d-ac39-70ab47e7832d
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,Nestin-creER,animal_models,Experimental Usage,617291e8-bdaa-5fe6-8801-dd9e7ec55cfc,478f386b-2215-5d9d-8a28-7f21227fd667,cd685fab-cc29-5bfc-bb21-77237036daeb
PMID:33658640,10.1038/s41416-021-01270-8,Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours.,,Nf1-Arf flox/flox ;Postn-Cre,animal_models,Experimental Usage,99d8dc8c-8784-57b6-aa47-954c2b6e0897,530910bf-7a1c-50fa-8d7c-5ddf953165bb,0a5050bc-6f25-584d-94ef-06f1f9dd8eb0
PMID:38216123 | PMID:38481529 | PMID:37446790 | PMID:39890807 | PMID:29438698 | PMID:29847659 | PMID:36241865,10.1016/j.molmet.2024.101876 | 10.3389/fcell.2024.1359561 | 10.3390/molecules28135128 | 10.1038/s41598-024-84493-y | 10.1016/j.ccell.2018.01.005 | 10.1167/iovs.17-22588 | 10.1038/s12276-022-00850-9,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer. | Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1. | Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway. | Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism. | Programming of Schwann Cells by Lats1/2-TAZ/YAP Signaling Drives Malignant Peripheral Nerve Sheath Tumorigenesis. | Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization. | Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,,neurofibromin,antibodies,Experimental Usage,cf215f08-ae13-543a-96eb-4907fed24def,038e21c3-f8df-5af9-bcfa-ec044e50e4ad,d724a5d6-8188-536b-bb02-0fc5744ff9e6
PMID:32457840 | PMID:20195187 | PMID:21072183 | PMID:31015291 | PMID:28126595 | PMID:29715273 | PMID:30274821 | PMID:39415595 | PMID:38945076 | PMID:24595234,10.3389/fonc.2020.00687 | 10.1097/MAO.0b013e3181d2777f | 10.1371/journal.pone.0013791 | 10.1126/scisignal.aau8749 | 10.1016/j.ebiom.2017.01.020 | 10.1371/journal.pone.0196726 | 10.1016/j.ebiom.2018.09.042 | 10.1242/dmm.050862 | 10.1016/j.redox.2024.103249 | 10.1371/journal.pone.0090853,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling. | Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis. | p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2. | Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins. | Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target. | Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation. | Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors. | Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b. | Selective nitration of Hsp90 acts as a metabolic switch promoting tumor cell proliferation. | In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.",,Merlin,antibodies,Experimental Usage,5aef6e6a-d334-5dea-8df5-11fde0370440,98f74e04-4fc4-5645-be0a-84ee544d38ce,a18d6751-6837-5aa9-bc05-2697d979a999
PMID:41022755 | PMID:28166733 | PMID:38714355 | PMID:39472976 | PMID:41564118 | PMID:30479396 | PMID:39129390 | PMID:34257279 | PMID:34011935 | PMID:25535838,10.1038/s41467-025-63619-4 | 10.1186/s12864-017-3519-7 | 10.1158/1535-7163.MCT-23-0510 | 10.1186/s40478-024-01875-z | 10.1371/journal.pone.0340183 | 10.1038/s41467-018-07452-y | 10.1002/1878-0261.13704 | 10.1038/s41467-021-24505-x | 10.1038/s41419-021-03802-9 | 10.7554/eLife.05151,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma. | MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma. | NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes. | Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas. | NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation. | Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila. | Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine. | Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,NF1,antibodies,Experimental Usage,c27c1920-63a5-5dc8-939e-7185932312b5,7ed7a85f-ea61-568c-acb4-f96ee5a4e657,d99bdc9f-6321-5c0a-b270-e41d89d883b0
PMID:19191334,10.1002/glia.20845,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,,NF1GRP-D,antibodies,Experimental Usage,06fa0495-518b-5d9c-b2e1-2eefd85d6094,46a648d0-4916-50ea-8031-8acc47037bac,78627244-ee2f-5a10-8bb6-87e12f15e74f
PMID:33273014 | PMID:38216572 | PMID:19144871,10.1074/jbc.RA120.014960 | 10.1038/s41467-024-44755-9 | 10.3181/0809-RM-275,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance. | Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,,NF2/merlin,antibodies,Experimental Usage,316302d9-60e4-5c07-abcd-886256536c18,27dba626-27cb-5501-9b47-75527dd7b5e8,583fc9c4-ef58-5741-978d-ffdea11fbd88
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,Drosophila neurofibromin,antibodies,Experimental Usage,19db6ba4-2bba-580f-b9f4-13d21d5482c5,0d572b03-b1ed-5e1d-9f5a-0a036c3924ff,e81f19f7-1813-5ec5-b1f3-4a2add294e96
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,human neurofibromin,antibodies,Experimental Usage,52b0b8a1-27ea-5c2b-882e-3b5f609e3e41,0d572b03-b1ed-5e1d-9f5a-0a036c3924ff,4021a726-e62c-5ac9-bd49-294673a4204b
PMID:28126595,10.1016/j.ebiom.2017.01.020,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,,phospho-Merlin,antibodies,Experimental Usage,05617817-524e-5630-8ea4-3f4e6d5d799c,2d046a17-b787-5b4d-8881-41e4cff9bce0,dbdf1ca3-bf76-5dcf-a6c1-188565ac5a5c
PMID:29715273 | PMID:26219339,10.1371/journal.pone.0196726 | 10.18632/oncotarget.4858,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation. | A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,NF2,antibodies,Experimental Usage,362777a6-2b8f-53e4-80fb-954b81c8c278,3bc56521-79de-5a19-9afb-0e9f4ec6b6b8,0f8afde2-7213-5154-95dd-2d492c56adcc
PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,phospho S518-Merlin,antibodies,Experimental Usage,e1e03cb9-d84f-5212-b502-b56e0faf38b9,b50c1286-4736-5b9c-8789-27260a2c74d4,b09845f4-970f-571a-8e0c-e6c8b93e94da
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,neurofibromin/NF1,antibodies,Experimental Usage,2b3c5bdd-7ea7-5d77-b921-1307e2cee44d,91102d9b-3d20-56e0-90c2-ca7bd11b41fc,b3a57db0-d64e-5b53-8556-a3bfc93f6f5b
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,neurofibromin 1,antibodies,Experimental Usage,bf240d56-04f7-527d-8983-4a8796d77cf5,c079a8f5-6f86-5f1e-8b61-d414dade9904,94972c11-296d-52a8-ad10-d805b5b59ff4
PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,SUZ12,antibodies,Experimental Usage,1074a6cc-32a7-5288-aeef-3c8289717431,709065cc-0444-5cae-8a57-1ef376c6e992,dd40dcb1-e7b5-5164-8751-dfb0daa65243
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,S518-Merlin,antibodies,Experimental Usage,5276f563-b27e-550d-9574-7050926b6a5a,107350fd-06aa-5a46-b6d8-3bc0f5fccb45,1b15c6e8-036c-5237-a331-13de48f550e9
PMID:32642734,10.1093/noajnl/vdz026,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1.,,NPcis cell line,cell_lines,Experimental Usage,538a6c09-0c68-5e06-97e5-c62499037580,4c500643-3c43-5c39-a015-aae7aacba58e,41f3ec49-a3df-56a8-be13-329fac246519
PMID:35589737,10.1038/s41467-022-30466-6,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,,BJFF.6,cell_lines,Experimental Usage,012c1bba-22f3-5d7e-91fb-8e5c9aab3ff0,686ba2dd-21f7-5c0f-9c35-4a10134fe88f,3dc7da7a-91d2-56ae-af93-c1cea07d24a4
PMID:35589737,10.1038/s41467-022-30466-6,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,,Normal human Schwann cells (Sciencell),cell_lines,Experimental Usage,4f16f5f5-aee2-5fb5-8bd7-4939202b71d1,686ba2dd-21f7-5c0f-9c35-4a10134fe88f,0e0df540-0cd5-5dcc-863f-c5726016888b
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,,TOP-10F' cells,cell_lines,Experimental Usage,61090e6d-e2af-5d14-9b41-cdcb6fb06c60,478bbb4d-93c5-5026-8762-befa931a28c8,90ede777-afc9-5311-b681-ce6333eae4cb
PMID:38216123 | PMID:40507334,10.1016/j.molmet.2024.101876 | 10.3390/cancers17111852,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer. | Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,MCF7,cell_lines,Experimental Usage,327ea7a4-a7d1-59d3-a567-a72a446a5a2b,9989dba1-c7ff-54ee-b15c-7a910c7d2c86,7009c225-cd7f-57a0-adb2-d1a86b112043
PMID:20200958,10.1002/jbmr.42,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,,Nf1 flox/flox calvaria osteoblasts,cell_lines,Experimental Usage,6c433084-9235-5425-9d1c-2f3b2eb7e996,6b5c6af2-fd8f-50bb-be17-0d6f652bf2e4,2161e9dc-dc78-5518-a26b-b35422575e49
PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,DH10Bac cells,cell_lines,Experimental Usage,fc0ee5be-c5e4-5b5c-a91d-1a53c5b5c8e1,c258452c-1dfa-5c05-b2fe-4bec5a756d83,7750e324-2e59-5cb7-ba9a-71dc007bf88d
PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,BL21(DE3),cell_lines,Experimental Usage,df99b724-4672-5640-8250-3c2bf844e5d4,c258452c-1dfa-5c05-b2fe-4bec5a756d83,c3833025-8a17-54ac-a1ec-57c9531dd2ce
PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,Sf9 cells,cell_lines,Experimental Usage,0b4971d8-ea0e-5a4d-8d81-563711c8519e,c258452c-1dfa-5c05-b2fe-4bec5a756d83,5d82da91-d47d-578b-9ce7-5bce5028b878
PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,Tni-FNL cells,cell_lines,Experimental Usage,9a3ba6b2-3811-54af-803e-dc0ee032ed91,c258452c-1dfa-5c05-b2fe-4bec5a756d83,295395e8-095c-58b4-bd92-9b5178a341a4
PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,NF1-null HEK293T cell line,cell_lines,Development,df86f235-3a8d-5802-a9fa-c2edf70aef6c,c258452c-1dfa-5c05-b2fe-4bec5a756d83,0b3cb4ca-5e44-5145-babc-2b10416795c8
PMID:40590220 | PMID:35789380 | PMID:31836666 | PMID:29402968 | PMID:31015291 | PMID:40225167 | PMID:34415582 | PMID:39269317 | PMID:23175151 | PMID:38216587 | PMID:20554030 | PMID:28166733 | PMID:33934112,10.1172/JCI188932 | 10.1158/2159-8290.CD-21-1671 | 10.1074/jbc.RA119.010934 | 10.1038/s41598-018-20894-0 | 10.1126/scisignal.aau8749 | 10.1155/2023/9628049 | 10.1002/glia.24075 | 10.1158/1078-0432.CCR-24-1750 | 10.1038/bjc.2012.518 | 10.1038/s41467-023-40408-5 | 10.1016/j.jneuroim.2010.05.002 | 10.1186/s12864-017-3519-7 | 10.1038/s41419-021-03716-6,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice. | PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry. | Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer. | Integrating Functional Analysis in the Next-Generation Sequencing Diagnostic Pipeline of RASopathies. | Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins. | Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome. | Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury. | MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression. | Epigenetic reprogramming shapes the cellular landscape of schwannoma. | CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice. | A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma. | HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia.,,HEK293T cells,cell_lines,Experimental Usage,44ef4eb6-738f-5091-8d84-bf9b6a4d2c96,b353d4a5-01db-58fd-b624-0817514dc697,6ba75f31-1687-55b8-a135-05638c896b67
PMID:38201517 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:41036607 | PMID:38203448 | PMID:23535903,10.3390/cancers16010089 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1158/1535-7163.MCT-24-1053 | 10.3390/ijms25010277 | 10.1158/2159-8290.CD-13-0081,"Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,S462TY,cell_lines,Experimental Usage,fd506874-6121-5299-8b75-cc96fb0e22a5,e5e4fc42-d8c9-59c8-9996-413281f0bac8,906fc06b-68d4-5355-ae14-f8a175ea9cb3
PMID:38201517 | PMID:18367665,10.3390/cancers16010089 | 10.1124/jpet.107.135830,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers. | Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,iSC,cell_lines,Experimental Usage,cd71be14-23ab-54ad-b8d7-4f0b0fd32429,bd6ba93c-e470-5c04-a4b7-aaddeb4a6996,33501856-51de-5bac-813a-6461cff1afde
PMID:38201517,10.3390/cancers16010089,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers.,,A549,cell_lines,Experimental Usage,98c037b5-73a4-5061-bcc6-295e28c1f7f7,7d34adf6-d82a-5853-b025-eaf7706fb47c,e2918a1d-a7d4-5193-a0f5-248ecba5c0af
