_pmid,_doi,_publicationTitle,resourceName,resourceType,observationType,details,foundIn,contextSnippet,confidence
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,NF02.2,cell_line,Biomarker,High ABCC1 expression confirmed by quantitative real-time PCR relative to benign neurofibroma-derived cells,Results,Quantitative real-time PCR confirms the high level of expression of ABCC1 in the NF02.2 cell line relative to benign neurofibroma-derived cells,0.95
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,NF02.2,cell_line,Efficacy,Doxorubicin EC50 of 0.861 μg/ml ± 0.17 alone versus 0.248 μg/ml ± 0.07 with verapamil (p = 0.0002),Results,"Significantly lower doxorubicin EC50 values are obtained when doxorubicin dose is combined with verapamil (0.861 μg/ml ± 0.17 versus 0.248 μg/ml ± 0.07, p = 0.0002",0.98
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,NF94.3,cell_line,Efficacy,Doxorubicin EC50 of 0.81 μg/ml ± 0.42 alone versus 0.34 μg/ml ± 0.20 with verapamil (p = 0.025),Results,"A small effect of verapamil channel blockade on doxorubicin EC50 is observed in NF94.3 cells (0.81 μg/ml ± 0.42 versus 0.34 μg/ml ± 0.20, p = 0.025",0.95
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,NF96.2,cell_line,Efficacy,"Doxorubicin EC50 of 0.44 μg/ml ± 0.31 alone versus 0.22 μg/ml ± 0.25 with verapamil (p = 0.16, not significant)",Results,"no significant effect is observed in low-ABCC1 expressing NF96.2 cells (0.44 μg/ml ± 0.31 versus 0.22 μg/ml ± 0.25, p = 0.16 paired Student's t-test",0.95
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,ABCC1 antibody (Abcam ab24102),antibody,Biomarker,Successfully detected ABCC1 protein by immunofluorescent staining in NF02.2 and NF94.3 cells but not in NF96.2 cells,Results,ABCC1 protein is also detectable by immunofluorescent staining in NF02.2 cells in culture...ABCC1 is detectable by immunofluorescence in NF94.3 but not NF96.2,0.92
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,S100 antibody (Dako Z0311),antibody,Biomarker,Successfully used for immunofluorescent co-staining with ABCC1 in MPNST-derived cell lines,Results,Immunofluorescent staining for ABCC1 (green) and S100 (red) with DAPI (blue) nuclear stain as indicated,0.9
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,FSL version 5.0.7,computational_tool,Other,"Successfully processed 93 DTI datasets from children with and without NF1, enabling measurement of FA, RD, and MD in optic radiations",Results,"A total of 93 DTI datasets were analyzed, including 40 children with NF1 and 53 children without NF1...FA, RD, and MD were measured in the optic radiations for each participant.",0.85
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,PROBTRACKX,computational_tool,Other,"Enabled tractography analysis that could be interrupted by FASI lesions, requiring sensitivity analysis excluding participants whose optic radiations intersect with FASI",Discussion,"Because FASI may be associated with interruptions in tractography, a sensitivity analysis was performed eliminating participants whose optic radiations intersect with FASI.",0.8
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,Tract-Based Spatial Statistics (TBSS),computational_tool,Biomarker,"Identified significant (P < .05) reductions in FA and increases in RD and MD among NF1 participants diffusely throughout the white matter skeleton, with significant NF1*ln(age) interaction in nearly all regions",Results,"This analysis identified significant (P < .05) reductions in FA and increases in RD and MD among NF1 participants diffusely throughout the white matter skeleton...the interaction term NF1*ln(age) for all DTI measures (FA, RD, and MD) was significant in nearly all regions",0.95
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,"iPlan Net software (Brainlab, Feldkirchen, Germany)",computational_tool,Other,Used for segmented volumetric analysis (SVA) which served as the gold standard for 3D tumor volume measurements in 2586 measurements across 292 vestibular schwannomas,Results,"In total, 2586 measurements (3D volumetrics: 2586; MLD measurements: 10344, including all dimensions) were performed",0.9
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,"Statistical Package for Social Studies (SPSS 10.0 for Windows, SPSS Inc.)",computational_tool,Other,"Used for statistical analysis including linear regression models that showed all measurement techniques statistically significantly predict SVA, F (8,2324) = 2003.457, p < 0.0005",Results,"A linear regression model established that all measurement techniques and classification systems...statistically significantly predict SVA, F (8,2324) = 2003.457, p < 0.0005",0.9
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,Hannover classification system,clinical_assessment_tool,Other,"Showed statistically significant differences between all categories with F (15, 2329) = 210.172, p < 0.001, but reached limits in cases with large contralateral tumors causing anatomical displacement",Results,"The difference between SVA, MLD3, and OA on the combined dependent variables (Hannover categories) was statistically significant, F (15, 2329) = 210.172, p < 0.001",0.9
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,Koos classification system,clinical_assessment_tool,Other,"Demonstrated statistically significant differences between categories F (6, 4650) = 24.614, p < 0.001, with smaller tumors (K1/K2) showing low to moderate correlation with SVA (r² = 0.225–0.435) compared to larger tumors (K4) (r² = 0.540–0.758)",Results,"smaller tumors (T1/T2, K1/K2) exhibited a low to moderate positive correlation (SVA vs. OA/MLD3: r2 = 0.225–0.435) compared to medium-sized...and large tumors (T4, K4) (SVA vs. OA/MLD3: r2 = 0.540–0.758)",0.9
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,RECIST guidelines,clinical_assessment_tool,Other,"Subject to enormous scatter range and percentage deviation from segmented 3D volumetry, especially in small tumor volumes, with classification systems being insufficient for detailed monitoring of tumor volume",Discussion,"these methods are subject to an enormous scatter range and percentage deviation from segmented (3D) volumetry, especially in the case of small tumor volumes...Classification systems are sufficient for categorizing tumors...but are not suitable for detailed monitoring",0.8
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,Human Splicing Finder (HSF) Version 2.4.1,computational_tool,Efficacy,Correctly predicted splicing effects for all 5 canonical splice site variants but showed conflicting results for 7 out of 10 control variants,Results,All 5 variations involving the 5′ or 3′ GT/AG canonical splice sites of NF1 were correctly classified as splicing affecting variants by all the predicting software tools,0.85
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,Mutation taster,computational_tool,Efficacy,Correctly predicted splicing effects for canonical splice sites but showed conflicting results with other tools for non-canonical variants,Results,All 5 variations involving the 5′ or 3′ GT/AG canonical splice sites of NF1 were correctly classified as splicing affecting variants by all the predicting software tools,0.85
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,Combined Annotation Dependent Depletion (CADD) v1.6,computational_tool,Efficacy,CADD score was below 15 for c.5694G>A variant and thus considered not significant; showed score of 22.5 for c.4538_4540delGAC deletion indicating pathogenic verdict,Results,CADD score was below 15 and thus was considered not significant...showed a CADD score of 22.5 (with a pathogenic computational verdict),0.9
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,beta-globin vector,genetic_reagent,Efficacy,Successfully detected aberrant splicing patterns for pathogenic variants while maintaining normal splicing patterns for benign variants; detected residual wild-type transcript production in hypomorphic variants,Results,the expression of the mutant minigene construct did not affect transcript maturation: the same splicing pattern as that obtained with the wild-type plasmid was observed,0.9
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,HEK293 cells,cell_line,Efficacy,"Successfully expressed minigene constructs and allowed detection of aberrant splicing patterns, including multiple splicing products and residual wild-type transcript quantification",Results,"when expressed from the minigene construct, did not affect transcript maturation in HEK293 cells...expression of the minigene yielded a splicing pattern characterized by more products",0.9
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,beta-globin vector,genetic_reagent,Biomarker,"Quantified residual wild-type transcript levels: 11% for c.1722-3C>T variant, 3% for c.3496+5 variant, and 69% for c.4538_4540delGAC deletion",Results,"wild-type mRNA, which represents approximately 11% of the total transcripts...residual wild-type mRNA (approximately 3% of the total)...correctly spliced transcript (that reaches 69% of total mRNA)",0.95
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,ImageJ,computational_tool,Efficacy,Used for densitometric analysis to quantify transcript levels in minigene assays,Results,which represents approximately 11% of the total transcripts as shown by densitometric analysis,0.8
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,LLC-PK1 ATCC CL-101,cell_line,Efficacy,"Used for in vitro validation assay to design and select optimal genome editing reagents, testing two gRNA-donor pairs for HDR efficiency",Results,"First, we used an in vitro validation assay utilizing LLC-PK1 cells to design and select the optimal genome editing reagents. We tested two gRNA–donor pairs",0.8
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,CRISPOR,computational_tool,Efficacy,"Revealed that a TP53 pseudogene was also targeted by the same target sequence, allowing identification of unintended edits",Results,"When CRISPOR became available and we queried our target sites, we found that a TP53 pseudogene was also targeted by the same target sequence used in our previous experiments",0.9
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,CRISPResso,computational_tool,Efficacy,Used for quantification of DNA repair products through TAm-Seq analysis of amplicons,Results,Quantification of DNA repair products through TAm-Seq of amplicons and CRISPResso analysis,0.8
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,JMP Pro 15.0.0,computational_tool,Other,Used for logistic regression analysis showing significant association between excision allele abundance and germline transmission rate (p<0.05),Results,"There was a significant association between excision allele abundance (pixel density) and germline transmission rate (logistic regression, p <0.05)",0.9
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,Phusion polymerase (M0530S),genetic_reagent,Efficacy,Used for PCR amplification of targeted regions for molecular characterization and TAm-Seq analysis,Results,"The targeted region of exon 1 was PCR amplified for TAm-Seq, yielding the identification of four animals carrying the E19* knock-in allele",0.7
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,Q5® Hot Start High-Fidelity DNA Polymerase,genetic_reagent,Efficacy,Used for competitive PCR assays that successfully distinguished excision and non-excision alleles with different sized amplicon products,Results,Competitive PCR for excision and non-excision alleles yields amplicon products of two different sizes,0.8
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,S. pyogenes Cas9 mRNA,genetic_reagent,Efficacy,"Successfully generated genome edits in porcine embryos via microinjection, producing founders with desired mutations across multiple NF1 and TP53 models",Results,"After two rounds of embryo microinjection and surgical implantation into recipient sows, we produced 38 live piglets",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,tp1:mCherry,genetic_reagent,Biomarker,"mCherry immunofluorescence indicates Notch signaling is activated and restricted to differentiating MG within the first 2 days post-fertilization (dpf), preceding gfap:GFP transgene induction",Results,"In developing fish, mCherry and GFP immunofluorescence indicate Notch signaling is activated and restricted to differentiating MG within the first 2 days post-fertilization (dpf), preceding gfap:GFP transgene induction",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,tp1:mCherry,genetic_reagent,Biomarker,mCherry immunofluorescence was not detected in progenitors residing in the retinal periphery,Results,mCherry immunofluorescence was not detect in progenitors residing in the retinal periphery,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,tp1:mCherry,genetic_reagent,Biomarker,PCR analysis of retinal mCherry RNA levels indicates a gradual reduction in Notch signaling as the fish matures,Results,PCR analysis of retinal mCherry RNA levels indicates a gradual reduction in Notch signaling as the fish matures,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,tp1:mCherry,genetic_reagent,Mechanistic,"Residual Notch signaling in adult zebrafish MG is readily detected and regulated by retinal injury, γ-secretase inhibitors, and dominant-negative MAML",Results,"residual Notch signaling in adult zebrafish MG is readily detected and regulated by retinal injury, γ-secretase inhibitors, and dominant-negative MAML",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,gfap:GFP,genetic_reagent,Biomarker,GFP+ MG were FACS purified from uninjured gfap:GFP fish for RNAseq analysis,Results,GFP+ MG were FACS purified from uninjured gfap:GFP fish treated +/−DAPT for 24 hours,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,1016 tuba1a:GFP,genetic_reagent,Biomarker,GFP+ MG were FACS purified from 1016 tuba1a:GFP fish at 2 days post injury (dpi) when most MG are in an activated state with some beginning to undergo cell division,Results,GFP+ MG that were FACS purified from the uninjured retina of gfap:GFP fish with those from 1016 tuba1a:GFP fish at 2 days post injury (dpi) when most MG are in an activated state,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,hsp70:DN-MAML-GFP,genetic_reagent,Mechanistic,"DN-MAML suppresses endogenous Notch-dependent gene activation, identifying 1,122 differentially expressed genes with only 244 showing reduced expression",Results,"DN-MAML suppresses endogenous Notch-dependent gene activation... Expression analysis identified 1,122 differentially expressed genes with only 244 showing reduced expression",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,3kb-hey1:luciferase,genetic_reagent,Mechanistic,Mutation of either putative Rbpj binding sites in a 3kb hey1 promoter fragment resulted in a dramatic reduction in promoter activation by NICD when assayed in transfected HEK293 cells,Results,Mutation of either of these putative Rbpj binding sites in a 3kb hey1 promoter fragment driving luciferase gene expression resulted in a dramatic reduction in promoter activation by NICD,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,HEK 293T,cell_line,Mechanistic,"Used for luciferase assays to test hey1 promoter activation by NICD, showing dramatic reduction when Rbpj binding sites were mutated",Results,resulted in a dramatic reduction in promoter activation by NICD when assayed in transfected HEK293 cells,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,hsp70:GFP-P2A-hey1,genetic_reagent,Efficacy,Hey1 overexpression suppressed MG proliferation without affecting cell death and suppressed injury-dependent induction of regeneration-associated genes like ascl1a and lin28a,Results,both Hey1 and Id2b suppressed MG proliferation without affecting cell death in hsp70:GFP-P2A-hey1... Hey1 overexpression also suppressed injury-dependent induction of regeneration-associated genes,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,hsp70:id2b-P2A-GFP,genetic_reagent,Efficacy,Id2b overexpression suppressed MG proliferation without affecting cell death,Results,both Hey1 and Id2b suppressed MG proliferation without affecting cell death in hsp70:GFP-P2A-hey1 or hsp70:id2b-P2A-GFP fish,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,ubi:Cas9,genetic_reagent,Mechanistic,"Used with gRNAs to generate gene deletions confirmed using genomic DNA from fin clips, resulting in expanded zone of injury-responsive MG for hey1 editing",Results,These fish were raised to adults and gene deletions were confirmed using genomic DNA from fin clips... only editing of the hey1 gene resulted in an expanded zone of injury-responsive MG,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,u6:dll4-gRNAs,genetic_reagent,Efficacy,dll4 gene editing resulted in an expanded zone of injury-responsive proliferating MG without affecting cell death,Results,"Like Dll4 knockdown, dll4 gene editing resulted in an expanded zone of injury-responsive proliferating MG without affecting cell death",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,u6:n3-gRNAs,genetic_reagent,Efficacy,Retinal injury in ubi:Cas9;u6:n3-gRNA fish resulted in an expanded zone of injury-responsive MG and increased MG proliferation without affecting retinal cell death,Results,Retinal injury in ubi:Cas9;u6:n3-gRNA fish resulted in an expanded zone of injury-responsive MG and increased MG proliferation without affecting retinal cell death,0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,hsp70:dll4-P2A-GFP,genetic_reagent,Efficacy,"Forced expression of Dll4 with heat shock inhibited injury-dependent proliferation of MG and MG-derived progenitors, and reduced the zone of proliferating MG without affecting retinal cell death",Results,"forced expression of Dll4 with heat shock in hsp70:dll4-P2A-GFP transgenic fish inhibited injury-dependent proliferation of MG and MG-derived progenitors, and also reduced the zone of proliferating MG",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,hsp70:GFP-P2A-dlb,genetic_reagent,Efficacy,Dlb overexpression inhibited injury-dependent proliferation of MG-derived progenitors,Results,"Furthermore, Dlb overexpression in hsp70:GFP-p2A-dlb fish, inhibited injury-dependent proliferation of MG-derived progenitors",0.9
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,"Rabbit anti-GFP, Thermo Fisher, Cat. # A6455",antibody,Biomarker,Used for immunofluorescence detection of GFP in developing fish to indicate Notch signaling activation in differentiating MG,Results,"In developing fish, mCherry and GFP immunofluorescence indicate Notch signaling is activated and restricted to differentiating MG",0.8
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,"Mouse anti-mCherry, Abcam, Cat. # ab125096",antibody,Biomarker,Used for immunofluorescence detection of mCherry to track Notch signaling activity in developing and adult zebrafish retina,Results,"In developing fish, mCherry and GFP immunofluorescence indicate Notch signaling is activated and restricted to differentiating MG",0.8
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",MIAPaCa-2,cell_line,Biomarker,Showed elevated mRNA expression of NBCn1 and NBCe2 compared to HPDE cells,Results,MIAPaCa-2 cells predominantly showed upregulation of NBCn1 and NBCe2,0.85
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",MIAPaCa-2,cell_line,Biomarker,NBCn1 protein level was significantly increased compared to HPDE cells,Results,"western blot analysis revealed that...the NBCn1 protein level in MIAPaCa-2 and Panc-1 cells, compared to that observed in HPDE cells",0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Biomarker,Showed upregulation of both NHE2 and NBCn1 mRNA compared to HPDE cells,Results,both NHE2 and NBCn1 were upregulated in Panc-1 cells,0.85
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Biomarker,NBCn1 protein level was significantly increased compared to HPDE cells,Results,"western blot analysis revealed that...the NBCn1 protein level in MIAPaCa-2 and Panc-1 cells, compared to that observed in HPDE cells",0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Mechanistic,"TGFβ-1 treatment significantly reduced E-cadherin level and increased α-SMA and CTGF levels, consistent with EMT induction",Results,"In Panc-1 cells, TGFβ-1 treatment significantly reduced the level of E-cadherin, and increased that of α-SMA and CTGF, consistent with induction of EMT",0.95
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Biomarker,TGFβ-1 treatment increased NHE1 protein expression by about 60% and NBCn1 by about 40%,Results,"The protein expression level of NHE1 increased by about 60%, and that of NBCn1 by about 40%, following TGFβ-1 treatment of Panc-1 cells",0.95
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Biomarker,TGFβ-1 treatment significantly increased steady state pHi from 7.06 ± 0.105 to 7.26 ± 0.043,Results,"TGFβ-1 treatment significantly increased steady state pH i in Panc-1 cells, from an average value of 7.06 ± 0.105 in control cells to 7.26 ± 0.043 after TGFβ-1 treatment",0.95
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Mechanistic,"TGFβ-1 treatment markedly increased the pHi recovery rate, indicating increased acid extrusion capacity",Results,TGFβ-1 treatment markedly increased the pH i recovery rate in Panc-1 cells,0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",Panc-1,cell_line,Mechanistic,TGFβ-1 treatment increased invasion through Matrigel more than 4-fold,Results,Stimulation with TGFβ-1 increased invasion of Panc-1 cells through Matrigel more than 4-fold,0.95
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",BxPC-3,cell_line,Biomarker,Showed elevated expression of NHE1 and NHE2 compared to HPDE cells,Results,BxPC-3 and AsPC-1 cells showed elevated expression of NHE1 and−2,0.85
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",BxPC-3,cell_line,Biomarker,NHE1 protein level was significantly increased compared to HPDE cells,Results,western blot analysis revealed that the NHE1 protein level was significantly increased in BxPC-3 cells,0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",BxPC-3,cell_line,Mechanistic,TGFβ-1 treatment elicited only a small yet significant decrease in E-cadherin of about 25% without detectable changes in α-SMA and CTGF,Results,"In BxPC-3 cells, TGFβ-1 treatment elicited a small yet significant decrease in E-cadherin of about 25%, which was not accompanied by detectable changes in α-SMA and CTGF expression",0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",BxPC-3,cell_line,Biomarker,"Steady state pHi was 7.01 ± 0.062 in controls and 7.09 ± 0.066 after TGFβ-1 treatment, not significantly different",Results,"the steady state pH i of BxPC-3 cells was 7.01 ± 0.062 in controls and 7.09 ± 0.066 after TGFβ-1 treatment, not significantly different",0.95
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",AsPC-1,cell_line,Biomarker,Showed elevated expression of NHE1 and NHE2 compared to HPDE cells,Results,BxPC-3 and AsPC-1 cells showed elevated expression of NHE1 and−2,0.85
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",HPDE H6c7,cell_line,Biomarker,Used as control reference for transporter expression comparisons with PDAC cell lines,Results,All PDAC cell lines studied exhibited increased mRNA levels of one or more of these transporters compared to HPDE cells,0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",mouse anti-β-actin,antibody,Other,Used as loading control in western blot analyses,Results,Data (mean with S.E.M. error bars) are normalized to the β-actin loading control,0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",rabbit anti-Merlin,antibody,Other,Used to detect Merlin protein levels in western blot analysis,Results,"Panc-1 cells were treated with siRNA against NHE1, NBCn1, and /or Merlin as indicated...followed by Western blotting to assess protein expression levels",0.85
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",mouse anti-NHE1 (clone 54),antibody,Other,Used to detect NHE1 protein levels showing significant increases in BxPC-3 cells compared to HPDE cells,Results,western blot analysis revealed that the NHE1 protein level was significantly increased in BxPC-3 cells,0.9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",NHE1 siRNA: ON-TARGET SMART pool,genetic_reagent,Mechanistic,Essentially abolished NHE1 protein levels and unexpectedly increased TGFβ-1-induced invasiveness,Results,Although the protein level of both transporters was essentially abolished upon siRNA treatment...siRNA-mediated knockdown of NHE1 further increased TGFβ-1-induced invasiveness,0.9
