doi,diseaseFocus,journal,title,year,pmid,author,manifestation,fundingAgency,studyId,studyName,funding_agencies,is_NIH-NCI,is_Fundación Proyecto Neurofibromatosis,is_Children's Cancer Foundation,is_Center for Cancer Research,is_NTAP,is_GFF,is_Cancer Research Foundation,is_The V Foundation,is_syn51298831,is_CTF,is_NFRI,has_linked_tools,is_missing,tool_types_mentioned
10.1038/s41467-018-07452-y,Neurofibromatosis type 1,Nature Communications,NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation.,2018,PMID:30479396,"['Jean-Philippe Brosseau', 'Chung-Ping Liao', 'Yong Wang', 'Vijay Ramani', 'Travis Vandergriff', 'Michelle Lee', 'Amisha Patel', 'Kiyoshi Ariizumi', 'Lu Q Le']","['Plexiform Neurofibroma', 'MPNST']",['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
10.1172/JCI99424,Neurofibromatosis type 1,The Journal of Clinical Investigation,Contributions of inflammation and tumor microenvironment to neurofibroma tumorigenesis.,2018,PMID:29596064,"['Chung-Ping Liao', 'Reid C Booker', 'Jean-Philippe Brosseau', 'Zhiguo Chen', 'Juan Mo', 'Edem Tchegnon', 'Yong Wang', 'D Wade Clapp', 'Lu Q Le']",['Plexiform Neurofibroma'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
10.1212/CON.0000000000000541,,Continuum,Common Histologically Benign Tumors of the Brain.,2017,PMID:29200117,"['Roy E Strowd', 'Jaishri O Blakeley']","['Meningioma', 'Schwannoma', 'Pituitary Adenoma']",['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
10.1101/gad.298703.117,,Genes & Development,Identification of hair shaft progenitors that create a niche for hair pigmentation.,2017,PMID:28465357,"['Chung-Ping Liao', 'Reid C Booker', 'Sean J Morrison', 'Lu Q Le']",['Pigmentation'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
10.1016/j.trecan.2019.07.004,Neurofibromatosis type 1,Trends in Cancer,Heterozygous Tumor Suppressor Microenvironment in Cancer Development.,2019,PMID:31474359,"['Jean-Philippe Brosseau', 'Lu Q Le']","['Plexiform Neurofibroma', 'MPNST']",['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
10.1002/pbc.28372,Neurofibromatosis type 1,Pediatric Blood & Cancer,Early administration of imatinib mesylate reduces plexiform neurofibroma tumor burden with durable results after drug discontinuation in a mouse model of neurofibromatosis type 1.,2020,PMID:32459399,"['Amy E Armstrong', 'Steven D Rhodes', 'Abbi Smith', 'Shi Chen', 'Waylan Bessler', 'Michael J Ferguson', 'Li Jiang', 'Xiaohong Li', 'Jin Yuan', 'Xianlin Yang', 'Feng-Chun Yang', 'Kent A Robertson', 'David A Ingram', 'Jaishri O Blakeley', 'D Wade Clapp']",['Plexiform Neurofibroma'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,True,False,['animal_model']
10.1016/j.ejpn.2020.07.014,Neurofibromatosis type 1,European Journal of Paediatric Neurology,Cognitive functioning and pain interference mediate pain predictive effects on health-related quality of life in pediatric patients with Neurofibromatosis Type 1,2020,PMID:32847704,"['James W Varni', 'Kavitha Nutakki', 'Nancy L Swigonski']",['Plexiform Neurofibroma'],['NTAP'],['syn4939878'],['Child NF1 Quality of Life Measures'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1002/ajmg.a.61197,Neurofibromatosis type 1,American Journal of Medical Genetics,"Speech difficulties and patient health communication mediating effects on worry and health-related quality of life in children, adolescents, and young adults with Neurofibromatosis Type 1",2019,PMID:31081992,"['James W Varni', 'Kavitha Nutakki', 'Nancy L Swigonski']",['Plexiform Neurofibroma'],['NTAP'],['syn4939878'],['Child NF1 Quality of Life Measures'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1007/s11060-017-2723-2,Neurofibromatosis type 1,Journal of Neuro-Oncology,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",2017,PMID:29273891,"['Kavitha Nutakki', ' James W Varni', ' Nancy L Swigonski']",['Plexiform Neurofibroma'],['NTAP'],['syn4939878'],['Child NF1 Quality of Life Measures'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1007/s11136-018-2055-5,Neurofibromatosis type 1,Quality of Life Research,"Pain, skin sensations symptoms, and cognitive functioning predictors of health-related quality of life in pediatric patients with Neurofibromatosis Type 1",2018,PMID:30465317,"['James W Varni', ' Kavitha Nutakki', ' Nancy L Swigonski']",['Plexiform Neurofibroma'],['NTAP'],['syn4939878'],['Child NF1 Quality of Life Measures'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1007/s00401-020-02230-x,Schwannomatosis,Acta Neuropathologica,"Epigenomic, genomic, and transcriptomic landscape of schwannomatosis",2020,PMID:33025139,"['Sheila Mansouri', 'Suganth Suppiah', 'Yasin Mamatjan', 'Irene Paganini', 'Jeffrey C Liu', 'Shirin Karimi', 'Vikas Patil', 'Farshad Nassiri', 'Olivia Singh', 'Yogi Sundaravadanam', 'Prisni Rath', 'Roberta Sestini', 'Francesca Gensini', 'Sameer Agnihotri', 'Jaishri Blakeley', 'Kimberly Ostrow', 'David Largaespada', 'Scott R Plotkin', 'Anat Stemmer-Rachamimov', 'Marcela Maria Ferrer', 'Trevor J Pugh', 'Kenneth D Aldape', 'Laura Papi', 'Gelareh Zadeh']",['Schwannoma'],['CTF'],['syn9727752'],['Synodos Schwannomatosis'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1002/mgg3.1530,Neurofibromatosis type 1,Molecular Genetics and Genomic Medicine, The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas ,2020,PMID:33085177,"['Alice Heaney', ' Jeanette Wilburn', ' Matthew Rouse', ' Shannon Langmead', ' Jaishri O Blakeley', ' Susan Huson', ' Stephen P McKenna']",['Plexiform Neurofibroma'],['NTAP'],['syn4939880'],['Development of Needs-based Quality of Life Patient Reported Outcome'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1093/noajnl/vdz026,Neurofibromatosis type 1,Neuro-Oncology Advances,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1,2020,PMID:32642734,"['Abigail Godec', ' Reyka Jayasinghe', ' John S A Chrisinger', ' Bethany Prudner', ' Tyler Ball', ' Yuxi Wang', ' Divya Srihari', ' Madhurima Kaushal', ' Hilary Dietz', ' Xiaochun Zhang', ' Melike Pekmezci', ' Sonika Dahiya', ' Yu Tao', ' Jinqin Luo', ' Brian A Van Tine', ' Li Ding', ' David H Gutmann', ' Angela C Hirbe']",['MPNST'],[' NFRI'],[],[],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,[]
10.1186/s13072-020-00380-6,Neurofibromatosis type 1,Epigenetics & Chromatin,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling,2021,PMID:33436083,"['Jamie L Grit', 'Benjamin K Johnson', 'Patrick S Dischinger', 'Curt J Essenburg', 'Marie Adams', 'Stacy Campbell', 'Kai Pollard', 'Christine A Pratilas', 'Tim J Triche Jr', 'Carrie R Graveel', 'Matthew R Steensma']","['Cutaneous Neurofibroma', 'Plexiform Neurofibroma']",['NTAP'],"['syn4939910', 'syn4939902']","['Targeting the mechanisms underlying cutaneous neurofibroma formation in NF1', 'A Nerve Sheath Tumor Bank from Patients with NF1']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1002/glia.23969,Neurofibromatosis type 1,Glia,Purinergic signaling in peripheral nervous system glial cells.,2021,PMID:33507559,"['Jennifer Patritti-Cram', 'Robert A Coover', 'Michael P Jankowski', 'Nancy Ratner']",['Plexiform Neurofibroma'],['CTF'],['syn22268639'],['Understanding the role of purinerigic signaling on tumor formation in a mouse model of Neurofibromatosis Type 1'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1074/jbc.RA120.014960,Neurofibromatosis type 2,The Journal of Biological Chemistry,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,2020,PMID:33461953,"['Roberta L Beauchamp', 'Serkan Erdin', 'Luke Witt', 'Justin T Jordan', 'Scott R Plotkin', 'James F Gusella', 'Vijaya Ramesh']",['Meningioma'],['CTF'],['syn2343195'],['Synodos NF2'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1101/199026,Neurofibromatosis type 1,bioRxiv,Oncogenic RAS-MET signal interactions are modulated by P53 status in NF1-related MPNSTs,2017,PMID:,"['Matthew G. Pridgeon', 'Elizabeth A. Tovar', 'Curt J. Essenburg', 'Zachary Madaj', 'Elissa A. Boguslawski', 'Patrick S. Dischinger', 'Jacqueline D. Peacock', 'Flavio Maina', 'Rosanna Dono', 'Mary E. Winn', 'Carrie R. Graveel', 'Matthew R. Steensma']",['MPNST'],['NTAP'],[],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/0008-5472.CAN-20-1992,Neurofibromatosis type 1,Cancer Research,Activation of receptor tyrosine kinases mediates acquired resistance to MEK inhibition in malignant peripheral nerve sheath tumors,2021,PMID:33203698,"['Jiawan Wang', 'Kai Pollard', 'Ana Calizo', 'Christine A. Pratilas']",['MPNST'],"['NTAP', 'NIH-NCI', 'syn51298831']",['syn4939902'],['A Nerve Sheath Tumor Bank from Patients with NF1'],"['NTAP', 'NIH-NCI', 'syn51298831']",True,False,False,False,True,False,False,False,True,False,False,True,False,[]
10.1093/noajnl/vdaa037,Neurofibromatosis type 1,Neuro-Oncology Advances,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations,2020,PMID:32642741,"['Peter de Blank', 'Jeffrey I Berman', 'Marisa Prelack', 'John R Sollee', 'Adam Lane', 'Amy T Waldman', 'Michael J Fisher']","['Low Grade Glioma', 'Optic Pathway Glioma']",['NTAP'],['syn4939894'],['Imaging Biomarkers of Neurofibromatosis'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.3390/genes11060691,Neurofibromatosis type 1,Genes,From Genes to -Omics: The Evolving Molecular Landscape of Malignant Peripheral Nerve Sheath Tumor,2020,PMID:32599735,"['Kathryn M. Lemberg', 'Jiawan Wang', 'Christine A. Pratilas']",['MPNST'],['NTAP'],['syn4939902'],['A Nerve Sheath Tumor Bank from Patients with NF1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41436-020-0873-7,Neurofibromatosis type 1,Genetics in Medicine,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,2020,PMID:32572180,"['Peter de Blank', 'Nan Li', 'Michael J. Fisher', 'Nicole J. Ullrich', 'Smita Bhatia', 'Yutaka Yasui', 'Charles A. Sklar', 'Wendy Leisenring', 'Rebecca Howell', 'Kevin Oeffinger', 'Kristina Hardy', 'M. Fatih Okcu', 'Todd M. Gibson', 'Leslie L. Robison', 'Gregory T. Armstrong', 'Kevin R. Krull']","['Low Grade Glioma', 'Optic Pathway Glioma']","['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
10.1038/s41416-020-0903-x,Neurofibromatosis type 1,British Journal of Cancer,Translating current basic research into future therapies for neurofibromatosis type 1,2020,PMID:32439933,"['Jean-Philippe Brosseau', 'Chung-Ping Liao', 'Lu Q. Le']",['MPNST'],"['NTAP', 'NIH-NCI']","['syn8016635', 'syn5714288', 'syn11374333']","['A Robust Plexiform Neurofibroma Model for Preclinical Drug Screening', 'DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials', 'Cutaneous Neurofibroma - Models, Biology, and Translation']","['NTAP', 'NIH-NCI']",True,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1089/ars.2019.7972,Neurofibromatosis type 1,Antioxidants & Redox Signaling,Honokiol bis-dichloroacetate is a selective allosteric inhibitor of the mitochondrial chaperone TRAP1,2021,PMID:32438819,"['Carlos Sanchez-Martin', 'Daniela Menon', 'Elisabetta Moroni', 'Mariarosaria Ferraro', 'Ionica Masgras', 'Justin Elsey', 'Jack L. Arbiser', 'Giorgio Colombo', 'Andrea Rasola']","['Plexiform Neurofibroma', 'MPNST']","['CTF', 'NTAP']","['syn8016650', 'syn23532255']","['TRAPping the metabolic adaptations of plexiform neurofibroma', 'TRAPping neurofibromas. Inhibition of the mitochondrial chaperone TRAP1 as an anti-neoplastic strategy for NF1-associated tumors']","['CTF', 'NTAP']",False,False,False,False,True,False,False,False,False,True,False,False,True,[]
10.15252/embr.201949117,Neurofibromatosis type 1,EMBO reports,Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca 2+ -dependent death of cancer cells,2020,PMID:32383545,"['Francesco Ciscato', 'Riccardo Filadi', 'Ionica Masgras', 'Marco Pizzi', 'Oriano Marin', 'Nunzio Damiano', 'Paola Pizzo', 'Alessandro Gori', 'Federica Frezzato', 'Federica Chiara', 'Livio Trentin', 'Paolo Bernardi', 'Andrea Rasola']","['Plexiform Neurofibroma', 'MPNST']",['NTAP'],['syn23532255'],['TRAPping neurofibromas. Inhibition of the mitochondrial chaperone TRAP1 as an anti-neoplastic strategy for NF1-associated tumors'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.3390/genes11050499,Neurofibromatosis type 1,Genes,Unmasking Intra-tumoral Heterogeneity and Clonal Evolution in NF1-MPNST,2020,PMID:32369930,"['Chang-In Moon', 'William Tompkins', 'Yuxi Wang', 'Abigail Godec', 'Xiaochun Zhang', 'Patrik Pipkorn', 'Christopher A. Miller', 'Carina Dehner', 'Sonika Dahiya', 'Angela C. Hirbe']",['MPNST'],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
10.3390/genes11030331,Neurofibromatosis type 1,Genes,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities,2020,PMID:32245042,"['Jamie L. Grit', 'Matt G. Pridgeon', 'Curt J. Essenburg', 'Emily Wolfrum', 'Zachary B. Madaj', 'Lisa Turner', 'Julia Wulfkuhle', 'Emanuel F. Petricoin', 'Carrie R. Graveel', 'Matthew R. Steensma']",['MPNST'],['NTAP'],['syn4939910'],['Targeting the mechanisms underlying cutaneous neurofibroma formation in NF1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1093/neuonc/noaa053,Neurofibromatosis type 1,Neuro-Oncology,Longitudinal evaluation of peripheral nerve sheath tumors in neurofibromatosis type 1: growth analysis of plexiform neurofibromas and distinct nodular lesions,2020,PMID:32152628,"['Srivandana Akshintala', 'Andrea Baldwin', 'David J Liewehr', 'Anne Goodwin', 'Jaishri O Blakeley', 'Andrea M Gross', 'Seth M Steinberg', 'Eva Dombi', 'Brigitte C Widemann']",['Plexiform Neurofibroma'],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
10.1007/s00401-021-02276-5,Neurofibromatosis type 1,Acta Neuropathologica,Integrated molecular and clinical analysis of low-grade gliomas in children with neurofibromatosis type 1 (NF1).,2021,PMID:33585982,"['Michael J Fisher', 'David T W Jones', 'Yimei Li', 'Xiaofan Guo', 'Poonam S Sonawane', 'Angela J Waanders', 'Joanna J Phillips', 'William A Weiss', 'Adam C Resnick', 'Sara Gosline', 'Jineta Banerjee', 'Justin Guinney', 'Astrid Gnekow', 'Daniela Kandels', 'Nicholas K Foreman', 'Andrey Korshunov', 'Marina Ryzhova', 'Luca Massimi', 'Sri Gururangan', 'Mark W Kieran', 'Zhihong Wang', 'Maryam Fouladi', 'Mariko Sato', 'Ingrid �ra', 'Stefan Holm', 'Stephen J Markham', 'Pengbo Beck', 'Natalie J�ger', 'Andrea Wittmann', 'Alexander C Sommerkamp', 'Felix Sahm', 'Stefan M Pfister', 'David H Gutmann']",['Low Grade Glioma'],['CTF'],['syn5698493'],['Synodos NF1 Low Grade Glioma'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.3389/fpsyt.2020.585700,Neurofibromatosis type 1,Frontiers in Psychiatry,Autism Spectrum Disorder Symptom Profile Across the RASopathies.,2020,PMID:33519543,"['Marie-Maude Geoffray', 'Bruno Falissard', 'Jonathan Green', 'Browyn Kerr', 'D Gareth Evans', 'Susan Huson', 'Emma Burkitt-Wright', 'Shruti Garg']",['autism spectrum disorder'],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
10.3390/ijms22041954,Neurofibromatosis type 1,International Journal of Molecular Sciences,Spontaneous and Engineered Large Animal Models of Neurofibromatosis Type 1.,2021,PMID:33669386,"['Sara H Osum', 'Adrienne L Watson', 'David A Largaespada']","['MPNST', 'Plexiform Neurofibroma', 'Cutaneous Neurofibroma']",['CTF'],['syn5610425'],['Synodos NF1 Preclinical Models (Minnesota CCHMC Recombinetics)'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1016/j.omtm.2021.03.004,Neurofibromatosis type 1,Molecular Therapy - Methods & Clinical Development,Transplantation of miPSC/mESC-derived Retinal Ganglion Cells into healthy and glaucomatous retinas,2021,PMID:33816648,"['Julia Oswald', ' Evgenii Kegeles', ' Tomas Minelli', ' Pavel Volchkov', ' Petr Baranov']",['Optic Pathway Glioma'],['GFF'],['syn21650484'],['Stem cell derived RGCs: Improving the success of transplantation strategies'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
10.1159/000517011,Neurofibromatosis type 1,"Dermatology (Basel, Switzerland)","Mast Cells in Human Cutaneous Neurofibromas: Density, Subtypes, and Association with Clinical Features in Neurofibromatosis type 1.",2021,PMID:34237737,"['Roope A Kallionpää', 'Kaisa Ahramo', 'Eija Martikkala', 'Elnaz Fazeli', 'Pekka Haapaniemi', 'Anne Rokka', 'Ilmo Leivo', 'Ilkka T Harvima', 'Juha Peltonen', 'Sirkku Peltonen']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374341'],['Microenvironmental Targets of Cutaneous Neurofibromas'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1109/JBHI.2021.3087735,Neurofibromatosis type 1,IEEE Journal of Biomedical and Health Informatics,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,2021,PMID:34106871,"['Jian-Wei Zhang', 'Wei Chen', 'Kien-Ninh Ina Ly', 'Xubin Zhang', 'Fan Yan', 'Justin Jordan', 'Gordon Harris', 'Scott Plotkin', 'Pengyi Hao', 'Wenli Cai']",['Plexiform Neurofibroma'],['CTF'],['syn20608511'],['Whole Body MRI of NF Patients'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.3390/ijms22105367,Neurofibromatosis type 1,International Journal of Molecular Sciences,RABL6A Regulates Schwann Cell Senescence in an RB1-Dependent Manner.,2021,PMID:34065204,"['Jordan L Kohlmeyer', 'Courtney A Kaemmer', 'Shaikamjad Umesalma', 'Francoise A Gourronc', 'Aloysius J Klingelhutz', 'Dawn E Quelle']",['MPNST'],['CTF'],"['syn25961160', 'syn5610446']","['Defining the RABL6A-YAP axis in MPNST pathogenesis and therapy', 'Synodos NF1 Preclinical Models (Iowa Sanford Exemplar)']",['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1093/noajnl/vdab020,Neurofibromatosis type 1,Neuro-Oncology Advances,Selumetinib normalizes Ras/MAPK signaling in clinically relevant neurofibromatosis type 1 minipig tissues in vivo.,2021,PMID:33978635,"['Sara H Osum', 'Alexander W Coutts', 'Dylan J Duerre', 'Barbara R Tschida', 'Mark N Kirstein', 'James Fisher', 'W Robert Bell', 'Oona Delpuech', 'Paul D Smith', 'Brigitte C Widemann', 'Christopher L Moertel', 'David A Largaespada', 'Adrienne L Watson']",[],['CTF'],['syn5610425'],['Synodos NF1 Preclinical Models (Minnesota CCHMC Recombinetics)'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,['animal_model']
10.3390/ijms22094716,Neurofibromatosis type 1,International Journal of Molecular Sciences,Hexokinase 2 in Cancer: A Prima Donna Playing Multiple Characters.,2021,PMID:33946854,"['Francesco Ciscato', 'Lavinia Ferrone', 'Ionica Masgras', 'Claudio Laquatra', 'Andrea Rasola']",['Plexiform Neurofibroma'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41419-021-03716-6,Neurofibromatosis type 1,Cell Death and Disease,HIF1a-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia.,2021,PMID:33934112,"['Claudio Laquatra', 'Carlos Sanchez-Martin', 'Alberto Dinarello', 'Giuseppe Cannino', 'Giovanni Minervini', 'Elisabetta Moroni', 'Marco Schiavone', 'Silvio Tosatto', 'Francesco Argenton', 'Giorgio Colombo', 'Paolo Bernardi', 'Ionica Masgras', 'Andrea Rasola']",['Plexiform Neurofibroma'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1371/journal.pmed.1003734,Neurofibromatosis type 1,PLOS Medicine,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study,2021,PMID:29219400,"['Jeffrey J. Szymanski', 'R. Taylor Sundby', 'Paul A. Jones', 'Divya Srihari', 'Noah Earland', 'Peter K. Harris', 'Wenjia Feng', 'Faridi Qaium', 'Haiyan Lei', 'David Roberts', 'Michele Landeau', 'Jamie Bell', 'Yi Huang', 'Leah Hoffman', 'Melissa Spencer', 'Matthew B. Spraker', 'Li Ding', 'Brigitte C. Widemann', 'Jack F. Shern', 'Angela C. Hirbe', 'Aadel A. Chaudhuri']","['Plexiform Neurofibroma', 'MPNST']","['NIH-NCI', ""Children's Cancer Foundation"", 'Cancer Research Foundation', 'The V Foundation', 'Center for Cancer Research', 'NTAP']",['syn23651229'],['Ultra-low-pass whole genome sequencing of plasma cfDNA from patients with plexiform neurofibroma and malignant peripheral nerve sheath tumors'],"['NIH-NCI', ""Children's Cancer Foundation"", 'Cancer Research Foundation', 'The V Foundation', 'Center for Cancer Research', 'NTAP']",True,False,True,True,True,False,True,True,False,False,False,False,True,[]
10.1016/j.xjidi.2021.100044,Neurofibromatosis type 1,JID Innovations,Insights into the Pathogenesis of NF1-Associated Neoplasms,2021,PMID:34604833,"['Ashley Bui', 'Chunhui Jiang', 'Renee M. McKay', 'Laura J. Klesse', 'Lu Q. Le']","['Cutaneous Neurofibroma', 'Plexiform Neurofibroma', 'MPNST']",['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41388-021-01979-z,Neurofibromatosis type 1,Oncogene,Tumorigenesis in neurofibromatosis type 1: role of the microenvironment,2021,PMID:34345017,"['Chunhui Jiang', 'Renee M. McKay', 'Lu Q. Le']","['Cutaneous Neurofibroma', 'Plexiform Neurofibroma']",['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1172/JCI139807,Neurofibromatosis type 1,Journal of Clinical Investigation,Humanized neurofibroma model from induced pluripotent stem cells delineates tumor pathogenesis and developmental origins,2021,PMID:33108355,"['Juan Mo', 'Corina Anastasaki', 'Zhiguo Chen', 'Tracey Shipman', 'Jason Papke', 'Kevin Yin', 'David H. Gutmann', 'Lu Q. Le']","['Cutaneous Neurofibroma', 'Plexiform Neurofibroma']",['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,True,False,['animal_model']
10.1093/noajnl/vdz034,Neurofibromatosis type 1,Neuro-Oncology Advances,Management of cutaneous neurofibroma: current therapy and future directions,2019,PMID:32642736,"['Bahir H Chamseddin', 'Lu Q Le']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1093/noajnl/vdz044,Neurofibromatosis type 1,Neuro-Oncology Advances,New insights into the neurofibroma tumor cells of origin,2019,PMID:32642729,"['Stephen Li', 'Zhiguo Chen', 'Lu Q Le']","['Cutaneous Neurofibroma', 'Plexiform Neurofibroma']",['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1172/jci.insight.128881,Neurofibromatosis type 1,JCI Insight,Robust surgical approach for cutaneous neurofibroma in neurofibromatosis type 1,2019,PMID:31038470,"['Bahir H. Chamseddin', 'La�Nette Hernandez', 'Dezehree Solorzano', 'Juan Vega', 'Lu Q. Le']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1212/WNL.0000000000005788,Neurofibromatosis type 1,Neurology,The biology of cutaneous neurofibromas: Consensus recommendations for setting research priorities,2018,PMID:29987131,"['Jean-Philippe Brosseau', 'Dominique C. Pichard', 'Eric H. Legius', 'Pierre Wolkenstein', 'Robert M. Lavker', 'Jaishri O. Blakeley', 'Vincent M. Riccardi', 'Sharad K. Verma', 'Isaac Brownell', 'Lu Q. Le']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1212/WNL.0000000000005789,Neurofibromatosis type 1,Neurology,Creating a comprehensive research strategy for cutaneous neurofibromas,2018,PMID:29987129,"['Jaishri O. Blakeley', 'Pierre Wolkenstein', 'Brigitte C. Widemann', 'James Lee', 'Lu Q. Le', 'Rhonda Jackson', 'Marigo Stathis', 'Sharad K. Verma']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
