publicationId,doi,pmid,publicationTitle,abstract,journal,publicationDate,authors
PUB29137242,10.18632/oncotarget.18301,PMID:29137242,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,"Successful treatment of neurofibromatosis type 1 (NF1)-associated tumors poses a significant clinical challenge. While the primary underlying genetic defect driving RAS signaling is well described, recent evidence suggests immune dysfunction contributes to tumor pathogenesis and malignant transformation. As immunologic characterizations, prognostic and predictive of immunotherapeutic clinical response in other cancers, are not fully described for benign and malignant NF1-related tumors, we sought to define their immunologic profiles. We determined the expression of human leukocyte antigen (HLA)-A/-B/-C, β-2-microglobulin (B2M), and T cell inhibitory ligands PD-L1 and CTLA-4 by microarray gene analysis and flow cytometry. We examined HLA-A/-B/-C, B2M, and PD-L1 expression on thirty-six NF1-associated tumor samples by immunohistochemistry, and correlated these with tumoral CD4",Oncotarget,2017-10-10,Kellie B Haworth; Michael A Arnold; Christopher R Pierson; Kwangmin Choi; Nicholas D Yeager; Nancy Ratner; Ryan D Roberts; Jonathan L Finlay; Timothy P Cripe
PUB29408605,10.1016/j.neuroscience.2018.01.054,PMID:29408605,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,"Merlin is the protein product of the NF2 tumor suppressor gene. Germline NF2 mutation leads to neurofibromatosis type 2 (NF2), characterized by multiple intracranial and spinal schwannomas. Patients with NF2 also frequently develop peripheral neuropathies. While the role of merlin in SC neoplasia is well established, its role in SC homeostasis is less defined. Here we explore the role of merlin in SC responses to nerve injury and their ability to support axon regeneration. We performed sciatic nerve crush in wild-type (WT) and in P0SchΔ39-121 transgenic mice that express a dominant negative Nf2 isoform in SCs. Recovery of nerve function was assessed by measuring mean contact paw area on a pressure pad 7, 21, 60, and 90 days following nerve injury and by nerve conduction assays at 90 days following injury. After 90 days, the nerves were harvested and axon regeneration was quantified stereologically. Myelin ultrastructure was analyzed by electron microscopy. Functional studies showed delayed nerve regeneration in Nf2 mutant mice compared to the WT mice. Delayed neural recovery correlated with a reduced density of regenerated axons and increased endoneurial space in mutants compared to WT mice. Nevertheless, functional and nerve conduction measures ultimately recovered to similar levels in WT and Nf2 mutant mice, while there was a small (∼17%) reduction in the percent of regenerated axons in the Nf2 mutant mice. The data suggest that merlin function in SCs regulates neural ultrastructure and facilitates neural regeneration, in addition to its role in SC neoplasia.",Neuroscience,2018-03-15,Kristy Truong; Iram Ahmad; J Jason Clark; Alison Seline; Tyler Bertroche; Brian Mostaert; Douglas J Van Daele; Marlan R Hansen
PUB29438698,10.1016/j.ccell.2018.01.005,PMID:29438698,Programming of Schwann Cells by Lats1/2-TAZ/YAP Signaling Drives Malignant Peripheral Nerve Sheath Tumorigenesis.,"Malignant peripheral nerve sheath tumors (MPNSTs) are highly aggressive Schwann cell (SC)-lineage-derived sarcomas. Molecular events driving SC-to-MPNST transformation are incompletely understood. Here, we show that human MPNSTs exhibit elevated HIPPO-TAZ/YAP expression, and that TAZ/YAP hyperactivity in SCs caused by Lats1/2 loss potently induces high-grade nerve-associated tumors with full penetrance. Lats1/2 deficiency reprograms SCs to a cancerous, progenitor-like phenotype and promotes hyperproliferation. Conversely, disruption of TAZ/YAP activity alleviates tumor burden in Lats1/2-deficient mice and inhibits human MPNST cell proliferation. Moreover, genome-wide profiling reveals that TAZ/YAP-TEAD1 directly activates oncogenic programs, including platelet-derived growth factor receptor (PDGFR) signaling. Co-targeting TAZ/YAP and PDGFR pathways inhibits tumor growth. Thus, our findings establish a previously unrecognized convergence between Lats1/2-TAZ/YAP signaling and MPNST pathogenesis, revealing potential therapeutic targets in these untreatable tumors.",Cancer cell,2018-02-12,Lai Man Natalie Wu; Yaqi Deng; Jincheng Wang; Chuntao Zhao; Jiajia Wang; Rohit Rao; Lingli Xu; Wenhao Zhou; Kwangmin Choi; Tilat A Rizvi; Marc Remke; Joshua B Rubin; Randy L Johnson; Thomas J Carroll; Anat O Stemmer-Rachamimov; Jianqiang Wu; Yi Zheng; Mei Xin; Nancy Ratner; Q Richard Lu
PUB29590612,10.1016/j.celrep.2018.03.014,PMID:29590612,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,"Loss of the Neurofibromatosis 1 (Nf1) protein, neurofibromin, in Drosophila disrupts circadian rhythms of locomotor activity without impairing central clock function, suggesting effects downstream of the clock. However, the relevant cellular mechanisms are not known. Leveraging the discovery of output circuits for locomotor rhythms, we dissected cellular actions of neurofibromin in recently identified substrates. Herein, we show that neurofibromin affects the levels and cycling of calcium in multiple circadian peptidergic neurons. A prominent site of action is the pars intercerebralis (PI), the fly equivalent of the hypothalamus, with cell-autonomous effects of Nf1 in PI cells that secrete DH44. Nf1 interacts genetically with peptide signaling to affect circadian behavior. We extended these studies to mammals to demonstrate that mouse astrocytes exhibit a 24-hr rhythm of calcium levels, which is also attenuated by lack of neurofibromin. These findings establish a conserved role for neurofibromin in intracellular signaling rhythms within the nervous system.",Cell reports,2018-03-27,Lei Bai; Yool Lee; Cynthia T Hsu; Julie A Williams; Daniel Cavanaugh; Xiangzhong Zheng; Carly Stein; Paula Haynes; Han Wang; David H Gutmann; Amita Sehgal
PUB29662612,10.18632/oncotarget.19335,PMID:29662612,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,Neurofibromatosis type 1 is a disease caused by mutation of neurofibromin 1 (,Oncotarget,2018-03-23,Robert J Allaway; Matthew D Wood; Sondra L Downey; Stephanie J Bouley; Nicole A Traphagen; Jason D Wells; Jaya Batra; Sir Norman Melancon; Carol Ringelberg; William Seibel; Nancy Ratner; Yolanda Sanchez
PUB29715273,10.1371/journal.pone.0196726,PMID:29715273,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,"The neurofibromatosis type 2 (NF2) tumor suppressor protein Merlin functions as a negative regulator of cell growth and actin dynamics in different cell types amongst which Schwann cells have been extensively studied. In contrast, the presence and the role of Merlin in oligodendrocytes, the myelin forming cells within the CNS, have not been elucidated. In this work, we demonstrate that Merlin immunoreactivity was broadly distributed in the white matter throughout the central nervous system. Following Merlin expression during development in the cerebellum, Merlin could be detected in the cerebellar white matter tract at early postnatal stages as shown by its co-localization with Olig2-positive cells as well as in adult brain sections where it was aligned with myelin basic protein containing fibers. This suggests that Merlin is expressed in immature and mature oligodendrocytes. Expression levels of Merlin were low in oligodendrocytes as compared to astrocytes and neurons throughout development. Expression of Merlin in oligodendroglia was further supported by its identification in either immortalized cell lines of oligodendroglial origin or in primary oligodendrocyte cultures. In these cultures, the two main splice variants of Nf2 could be detected. Merlin was localized in clusters within the nuclei and in the cytoplasm. Overexpressing Merlin in oligodendrocyte cell lines strengthened reduced impedance in XCELLigence measurements and Ki67 stainings in cultures over time. In addition, the initiation and elongation of cellular projections were reduced by Merlin overexpression. Consistently, cell migration was retarded in scratch assays done on Nf2-transfected oligodendrocyte cell lines. These data suggest that Merlin actively modulates process outgrowth and migration in oligodendrocytes.",PloS one,2018,Andrea Toledo; Elena Grieger; Khalad Karram; Helen Morrison; Stephan L Baader
PUB29941005,10.1186/s13023-018-0843-1,PMID:29941005,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,"BACKGROUND: Neurofibromatosis 1 (NF1) presents a wide range of clinical manifestations, including bone alterations. Studies that seek to understand cellular and molecular mechanisms underlying NF1 orthopedic problems are of great importance to better understand the pathogenesis and the development of new therapies. Dental pulp stem cells (DPSCs) are being used as an in vitro model for several diseases and appear as a suitable model for NF1. The aim of this study was to evaluate in vitro chondrogenic differentiation of DPSCs from individuals with NF1 using two-dimensional (2D) and three-dimensional (3D) cultures. RESULTS: To fulfill the criteria of the International Society for Cellular Therapy, DPSCs were characterized by surface antigen expression and by their multipotentiality, being induced to differentiate towards adipogenic, osteogenic, and chondrogenic lineages in 2D cultures. Both DPSCs from individuals with NF1 (NF1 DPSCs) and control cultures were positive for CD90, CD105, CD146 and negative for CD13, CD14, CD45 and CD271, and successfully differentiated after the protocols. Chondrogenic differentiation was evaluated in 2D and in 3D (pellet) cultures, which were further evaluated by optical microscopy and transmission electron microscopy (TEM). 2D cultures showed greater extracellular matrix deposition in NF1 DPSCs comparing with controls during chondrogenic differentiation. In semithin sections, control pellets hadhomogenous-sized intra and extracelullar matrix vesicles, whereas NF1 cultures had matrix vesicles of different sizes. TEM analysis showed higher amount of collagen fibers in NF1 cultures compared with control cultures. CONCLUSION: NF1 DPSCs presented increased extracellular matrix deposition during chondrogenic differentiation, which could be related to skeletal changes in individuals with NF1.",Orphanet journal of rare diseases,2018-06-25,Paula Nascimento Almeida; Deuilton do Nascimento Barboza; Eloá Borges Luna; Maria Clara de Macena Correia; Rhayra Braga Dias; Ana Caroline Siquara de Sousa; Maria Eugenia Leite Duarte; Maria Isabel Doria Rossi; Karin Soares Cunha
PUB30055648,10.1186/s13104-018-3630-0,PMID:30055648,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,"OBJECTIVE: Malignant peripheral nerve sheath tumors (MPNST) are aggressive sarcomas characterized by high recurrence rates and early metastases. These tumors arise more frequently within neurofibromatosis type 1 (NF1) and present with resistance during standard chemotherapy leading to increased mortality and morbidity in those patients. In vitro all-trans retinoic acid (ATRA) and MEK inhibitors (MEKi) were shown to inhibit tumor proliferation, especially when applied in combination. Therefore, we established a nude mouse model to investigate if treatment of xenografts derived from NF1 associated S462 and T265 MPNST cells respond to ATRA and the MEKi PD0325901. RESULTS: We demonstrated that human NF1 associated MPNST derived from S462 but not T265 cells form solid subcutaneous tumors in Foxn1 nude mice but not in Balb/c, SHO or Shorn mice. We verified a characteristic staining pattern of human MPNST xenografts by immunohistochemistry. Therapeutic effects of ATRA and/or MEKi PD0325901 on growth of S462 MPNST xenografts in Foxn1 nude mice were not demonstrated in vitro, as we did not observe significant suppression of MPNST growth compared with placebo treatment.",BMC research notes,2018-07-28,Susan Fischer-Huchzermeyer; Levan Chikobava; Verena Stahn; Monique Zangarini; Philip Berry; Gareth J Veal; Volker Senner; Victor F Mautner; Anja Harder
PUB30274821,10.1016/j.ebiom.2018.09.042,PMID:30274821,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,"BACKGROUND: The great majority of sporadic vestibular schwannomas (VSs) are due to the mutations of the NF2 gene encoding merlin. Sporadic VSs exhibit variable growth patterns and only a small fraction of the tumours are fast-growing; however, the underlying mechanisms remain undefined. METHODS: DNA sequencing and dosage analysis were used to identify the NF2 mutation status in sporadic schwannomas. The expression and sub-cellular localization of merlin and p53-MDM2 were assessed by immunoblotting, qRT-PCR and immunofluorescence. In vitro and in vivo studies were performed to reveal the effects of Nutlin-3 (a MDM2 inhibitor) and/or MG-132(a proteasome inhibitor) on schwannomas. The proliferation of schwannoma cells was assessed by CCK-8 assay, EdU staining and Flow cytometry analysis. FINDINGS: Double genetic hits of NF2 tended to occur in fast-growing tumours, characterized by the absence of merlin. The deregulation of p53-MDM2 was demonstrated to mediate merlin-deficient tumour growth, characterized by a nuclear accumulation of stabilized MDM2, contributing to a nuclear export of p53 for degradation. Nutlin-3 blocked the proliferation of schwannoma cells via a cooperative recovery of merlin and p53, accompanied by the shuttling of both proteins from the cytoplasm to the nucleus. We further demonstrated a difference in the sensitivity to Nutlin-3 between schwannoma cells with and without merlin expression. Nutlin-3 combined with MG-132 narrowed this between-group difference and triggered stronger inhibitory effects on the growth of schwannomas through coordinated reactivation of p53. INTERPRETATION: These findings present treatment strategies directed on the pathogenesis of sporadic schwannomas. FUND: National Natural Science Foundation of China.",EBioMedicine,2018-10,Hongsai Chen; Lu Xue; He Huang; Hantao Wang; Xiaoman Zhang; Weidong Zhu; Zhigang Wang; Zhaoyan Wang; Hao Wu
PUB30290804,10.1186/s12929-018-0474-9,PMID:30290804,Genetic diagnosis of neurofibromatosis type 1: targeted next- generation sequencing with Multiple Ligation-Dependent Probe Amplification analysis.,"BACKGROUND: Neurofibromatosis type 1 (NF1) is a dominantly inherited tumor predisposition syndrome that targets the peripheral nervous system. It is caused by mutations of the NF1 gene which serve as a negative regulator of the cellular Ras/MAPK (mitogen-activated protein kinases) signaling pathway. Owing to the complexity in some parts of clinical diagnoses and the need for better understanding of its molecular relationships, a genetic characterization of this disorder will be helpful in the clinical setting. METHODS: In this study, we present a customized targeted gene panel of NF1/KRAS/BRAF/p53 and SPRED1 genes combined with Multiple Ligation-Dependent Probe Amplification analysis for the NF1 mutation screening in a cohort of patients clinically suspected as NF1. RESULTS: In this study, we identified 73 NF1 mutations and two BRAF novel variants from 100 NF1 patients who were suspected as having NF1. These genetic alterations are heterogeneous and distribute in a complicated way without clustering in either cysteine-serine-rich domain or within the GAP-related domain. We also detected fifteen multi-exon deletions within the NF1 gene by MLPA Analysis. CONCLUSIONS: Our results suggested that a genetic screening using a NGS panel with high coverage of Ras-signaling components combined with Multiple Ligation-Dependent Probe Amplification analysis will enable differential diagnosis of patients with overlapping clinical features.",Journal of biomedical science,2018-10-05,Yah-Huei Wu-Chou; Tzu-Chao Hung; Yin-Ting Lin; Hsing-Wen Cheng; Ju-Li Lin; Chih-Hung Lin; Chung-Chih Yu; Kuo-Ting Chen; Tu-Hsueh Yeh; Yu-Ray Chen
PUB30479396,10.1038/s41467-018-07452-y,PMID:30479396,NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation.,"Neurofibromatosis type 1 (NF1) is an autosomal genetic disorder. Patients with NF1 are associated with mono-allelic loss of the tumor suppressor gene NF1 in their germline, which predisposes them to develop a wide array of benign lesions. Intriguingly, recent sequencing efforts revealed that the NF1 gene is frequently mutated in multiple malignant tumors not typically associated with NF1 patients, suggesting that NF1 heterozygosity is refractory to at least some cancer types. In two orthogonal mouse models representing NF1- and non-NF1-related tumors, we discover that an Nf1",Nature communications,2018-11-27,Jean-Philippe Brosseau; Chung-Ping Liao; Yong Wang; Vijay Ramani; Travis Vandergriff; Michelle Lee; Amisha Patel; Kiyoshi Ariizumi; Lu Q Le
PUB30531922,10.1038/s41591-018-0263-8,PMID:30531922,The molecular landscape of glioma in patients with Neurofibromatosis 1.,"Neurofibromatosis type 1 (NF1) is a common tumor predisposition syndrome in which glioma is one of the prevalent tumors. Gliomagenesis in NF1 results in a heterogeneous spectrum of low- to high-grade neoplasms occurring during the entire lifespan of patients. The pattern of genetic and epigenetic alterations of glioma that develops in NF1 patients and the similarities with sporadic glioma remain unknown. Here, we present the molecular landscape of low- and high-grade gliomas in patients affected by NF1 (NF1-glioma). We found that the predisposing germline mutation of the NF1 gene was frequently converted to homozygosity and the somatic mutational load of NF1-glioma was influenced by age and grade. High-grade tumors harbored genetic alterations of TP53 and CDKN2A, frequent mutations of ATRX associated with Alternative Lengthening of Telomere, and were enriched in genetic alterations of transcription/chromatin regulation and PI3 kinase pathways. Low-grade tumors exhibited fewer mutations that were over-represented in genes of the MAP kinase pathway. Approximately 50% of low-grade NF1-gliomas displayed an immune signature, T lymphocyte infiltrates, and increased neo-antigen load. DNA methylation assigned NF1-glioma to LGm6, a poorly defined Isocitrate Dehydrogenase 1 wild-type subgroup enriched with ATRX mutations. Thus, the profiling of NF1-glioma defined a distinct landscape that recapitulates a subset of sporadic tumors.",Nature medicine,2019-01,Fulvio D'Angelo; Michele Ceccarelli; Tala; Luciano Garofano; Jing Zhang; Véronique Frattini; Francesca P Caruso; Genevieve Lewis; Kristin D Alfaro; Luc Bauchet; Giulia Berzero; David Cachia; Mario Cangiano; Laurent Capelle; John de Groot; Francesco DiMeco; François Ducray; Walid Farah; Gaetano Finocchiaro; Stéphane Goutagny; Carlos Kamiya-Matsuoka; Cinzia Lavarino; Hugues Loiseau; Véronique Lorgis; Carlo E Marras; Ian McCutcheon; Do-Hyun Nam; Susanna Ronchi; Veronica Saletti; Romuald Seizeur; John Slopis; Mariona Suñol; Fanny Vandenbos; Pascale Varlet; Dominique Vidaud; Colin Watts; Viviane Tabar; David E Reuss; Seung-Ki Kim; David Meyronet; Karima Mokhtari; Hector Salvador; Krishna P Bhat; Marica Eoli; Marc Sanson; Anna Lasorella; Antonio Iavarone
PUB30571760,10.1371/journal.pone.0208835,PMID:30571760,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,"The fertility of men with neurofibromatosis 1 (NF1) is reduced. Despite this observation, gonadal function has not been examined in patients with NF1. In order to assess the role of reduced neurofibromin in the testes, we examined testicular morphology and function in an Nf1+/- mouse model. We found that although Nf1+/- male mice are able to reproduce, they have significantly fewer pups per litter than Nf1+/+ control males. Reduced fertility in Nf1+/- male mice is associated with disorganization of the seminiferous epithelium, with exfoliation of germ cells and immature spermatids into the tubule lumen. Morphometric analysis shows that these alterations are associated with decreased Leydig cell numbers and increased spermatid cell numbers. We hypothesized that hyper-activation of Ras in Nf1+/- males affects ectoplasmic specialization, a Sertoli-spermatid adherens junction involved in spermiation. Consistent with this idea, we found increased expression of phosphorylated ERK, a downstream effector of Ras that has been shown to alter ectoplasmic specialization, in Nf1+/- males in comparison to control Nf1+/+ littermates. These data demonstrate that neurofibromin haploinsufficiency impairs spermatogenesis and fertility in a mouse model of NF1.",PloS one,2018,Harleen Chohan; Mitra Esfandiarei; Darian Arman; Catherine D Van Raamsdonk; Cornelis van Breemen; Jan M Friedman; Kimberly A Jett
PUB30617350,10.1038/s41596-018-0105-7,PMID:30617350,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.","Neurofibromatosis type II (NF2) is a disease that lacks effective therapies. NF2 is characterized by bilateral vestibular schwannomas (VSs) that cause progressive and debilitating hearing loss, leading to social isolation and increased rates of depression. A major limitation in NF2 basic and translational research is the lack of animal models that allow the full spectrum of research into the biology and molecular mechanisms of NF2 tumor progression, as well as the effects on neurological function. In this protocol, we describe how to inject schwannoma cells into the mouse brain cerebellopontine angle (CPA) region. We also describe how to apply state-of-the-art intravital imaging and hearing assessment techniques to study tumor growth and hearing loss. In addition, ataxia, angiogenesis, and tumor-stroma interaction assays can be applied, and the model can be used to test the efficacy of novel therapeutic approaches. By studying the disease from every angle, this model offers the potential to unravel the basic biological underpinnings of NF2 and to develop novel therapeutics to control this devastating disease. Our protocol can be adapted to study other diseases within the CPA, including meningiomas, lipomas, vascular malformations, hemangiomas, epidermoid cysts, cerebellar astrocytomas, and metastatic lesions. The entire surgical procedure takes ~45 min per mouse and allows for subsequent longitudinal imaging, as well as neurological and hearing assessment, for up to 2 months.",Nature protocols,2019-02,Jie Chen; Lukas D Landegger; Yao Sun; Jun Ren; Nir Maimon; Limeng Wu; Mei R Ng; John W Chen; Na Zhang; Yingchao Zhao; Xing Gao; Takeshi Fujita; Sylvie Roberge; Peigen Huang; Rakesh K Jain; Scott R Plotkin; Konstantina M Stankovic; Lei Xu
PUB30713041,10.1016/j.stemcr.2019.01.001,PMID:30713041,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,"Neurofibromatosis type 1 (NF1) is a tumor predisposition genetic disease caused by mutations in the NF1 tumor suppressor gene. Plexiform neurofibromas (PNFs) are benign Schwann cell (SC) tumors of the peripheral nerve sheath that develop through NF1 inactivation and can progress toward a malignant soft tissue sarcoma. There is a lack of non-perishable model systems to investigate PNF development. We reprogrammed PNF-derived NF1(-/-) cells, descendants from the tumor originating cell. These NF1(-/-)-induced pluripotent stem cells (iPSCs) captured the genomic status of PNFs and were able to differentiate toward neural crest stem cells and further to SCs. iPSC-derived NF1(-/-) SCs exhibited a continuous high proliferation rate, poor myelination ability, and a tendency to form 3D spheres that expressed the same markers as their PNF-derived primary SC counterparts. They represent a valuable model to study and treat PNFs. PNF-derived iPSC lines were banked for making them available.",Stem cell reports,2019-02-12,Meritxell Carrió; Helena Mazuelas; Yvonne Richaud-Patin; Bernat Gel; Ernest Terribas; Imma Rosas; Senda Jimenez-Delgado; Josep Biayna; Leen Vendredy; Ignacio Blanco; Elisabeth Castellanos; Conxi Lázaro; Ángel Raya; Eduard Serra
PUB30796033,10.1158/1078-0432.CCR-18-2437,PMID:30796033,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,"PURPOSE: BET bromodomain inhibitors have emerged as a promising therapy for numerous cancer types in preclinical studies, including neurofibromatosis type 1 (NF1)-associated malignant peripheral nerve sheath tumor (MPNST). However, potential mechanisms underlying resistance to these inhibitors in different cancers are not completely understood. In this study, we explore new strategy to overcome BET inhibitor resistance in MPNST. RESULTS: Here, we show that a malignant progression-associated increase in BRD4 protein levels corresponds to partial sensitivity to BET inhibition in MPNST. Strikingly, genetic depletion of BRD4 protein levels synergistically sensitized MPNST cells to diverse BET inhibitors in culture and  CONCLUSIONS: Collectively, MPNST sensitivity to combination genetic and pharmacologic inhibition of BRD4 revealed the presence of a unique addiction to BRD4 in MPNST. Our discovery that a synthetic lethality exists between BET inhibition and reduced BRD4 protein levels nominates MPNST for the investigation of emerging therapeutic interventions such as proteolysis-targeting chimeras (PROTACs) that simultaneously target bromodomain activity and BET protein abundance.",Clinical cancer research : an official journal of the American Association for Cancer Research,2019-06-01,Jonathan M Cooper; Amish J Patel; Zhiguo Chen; Chung-Ping Liao; Kun Chen; Juan Mo; Yong Wang; Lu Q Le
PUB31053133,10.1186/s13023-019-1067-8,PMID:31053133,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,"BACKGROUND: Neurofibromatosis Type 1 (NF1) is a common genetic neurocutaneous disease, with an autosomal dominant inheritance mode. Quality of life has been shown impaired in NF1, due to severe complications, cosmetic features, and uncertainty about the disorder. METHODS: This study sought to develop a self-administered questionnaire in French to assess the burden of NF1 (BoN), then translate and linguistically and cross-culturally validate it into American English, standardized methodology applied, as outlined in the report. RESULTS: Based on several discussions with NF1 patients, a 17-item conceptual questionnaire was first produced. Of the 91 NF1 adult patients who responded to the conceptual questionnaire, 65 (64.6% females) were accessible. Subsequent confirmatory analyses generated a 15-item questionnaire grouped into four domains, demonstrating internal consistency (Cronbach's alpha: 091), discriminant validity, and high reliability. The BoN was likewise shown to significantly correlate with other validated questionnaires, such as Dermatology Life Quality Index, Perceived Stress Scale, and SF12 mental score, indicating good external validity. CONCLUSIONS: BoN is a specific tool for assessing the burden that NF1 generates on many practical aspects of the patient daily activities, beyond the notion of quality of life"". Given the increasing relevance that regulatory authorities attribute to patient-reported outcomes, the BoN questionnaire provides such supplementary information while accounting for the burden of NF1 patients in the broadest sense.",Orphanet journal of rare diseases,2019-05-03,Marie-Laure Armand; Charles Taieb; Aline Bourgeois; Mireille Bourlier; Mohammed Bennani; Christine Bodemer; Pierre Wolkenstein
PUB31527226,10.1158/1535-7163.MCT-19-0123,PMID:31527226,"Ketotifen Modulates Mast Cell Chemotaxis to Kit-Ligand, but Does Not Impact Mast Cell Numbers, Degranulation, or Tumor Behavior in Neurofibromas of",Neurofibromatosis Type 1 (NF1) is one of the most common genetic tumor predisposition syndromes in humans. Mutant ,Molecular cancer therapeutics,2019-12,Ciersten A Burks; Steven D Rhodes; Waylan K Bessler; Shi Chen; Abbi Smith; Jeffrey R Gehlhausen; Eric T Hawley; Li Jiang; Xiaohong Li; Jin Yuan; Qingbo Lu; Max Jacobsen; George E Sandusky; David R Jones; D Wade Clapp; Jaishri O Blakeley
PUB31545171,10.7554/eLife.48983,PMID:31545171,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,"Neurofibromatosis type 1 (NF1) is an autosomal dominant disorder whose neurodevelopmental symptoms include impaired executive function, attention, and spatial learning and could be due to perturbed mesolimbic dopaminergic circuitry. However, these circuits have never been directly assayed in vivo. We employed the genetically encoded optical dopamine sensor dLight1 to monitor dopaminergic neurotransmission in the ventral striatum of NF1 mice during motivated behavior. Additionally, we developed novel systemic AAV vectors to facilitate morphological reconstruction of dopaminergic populations in cleared tissue. We found that NF1 mice exhibit reduced spontaneous dopaminergic neurotransmission that was associated with excitation/inhibition imbalance in the ventral tegmental area and abnormal neuronal morphology. NF1 mice also had more robust dopaminergic and behavioral responses to salient visual stimuli, which were independent of learning, and rescued by optogenetic inhibition of non-dopaminergic neurons in the VTA. Overall, these studies provide a first in vivo characterization of dopaminergic circuit function in the context of NF1 and reveal novel pathophysiological mechanisms.",eLife,2019-09-23,J Elliott Robinson; Gerard M Coughlin; Acacia M Hori; Jounhong Ryan Cho; Elisha D Mackey; Zeynep Turan; Tommaso Patriarchi; Lin Tian; Viviana Gradinaru
PUB31836666,10.1074/jbc.RA119.010934,PMID:31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,Neurofibromin is a tumor suppressor encoded by the ,The Journal of biological chemistry,2020-01-24,Mukul Sherekar; Sae-Won Han; Rodolfo Ghirlando; Simon Messing; Matthew Drew; Dana Rabara; Timothy Waybright; Puneet Juneja; Hugh O'Neill; Christopher B Stanley; Debsindhu Bhowmik; Arvind Ramanathan; Sriram Subramaniam; Dwight V Nissley; William Gillette; Frank McCormick; Dominic Esposito
PUB32193437,10.1038/s41598-020-61251-4,PMID:32193437,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,"Neurofibromatosis type 1 (NF1) is a rare, autosomal dominant disease with variable clinical presentations. Large animal models are useful to help dissect molecular mechanisms, determine relevant biomarkers, and develop effective therapeutics. Here, we studied a NF1 minipig model (NF1",Scientific reports,2020-03-19,Johanna Uthoff; Jared Larson; Takashi S Sato; Emily Hammond; Kimberly E Schroeder; Frank Rohret; Christopher S Rogers; Dawn E Quelle; Benjamin W Darbro; Rajesh Khanna; Jill M Weimer; David K Meyerholz; Jessica C Sieren
PUB32438526,10.1002/lary.28671,PMID:32438526,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,"OBJECTIVES: The objective was to explore the effect of the proneuronal transcription factor neurogenic differentiation 1 (Neurod1, ND1) on Schwann cells (SC) and schwannoma cell proliferation. METHODS: Using a variety of transgenic mouse lines, we investigated how expression of Neurod1 effects medulloblastoma (MB) growth, schwannoma tumor progression, vestibular function, and SC cell proliferation. Primary human vestibular schwannoma (VS) cell cultures were transduced with adenoviral vectors expressing Neurod1. Cell proliferation was assessed by 5-ethynyl-2'-deoxyuridine (EdU) uptake. STUDY DESIGN: Basic science investigation. RESULTS: Expression of Neurod1 reduced the growth of slow-growing but not fast-growing MB models. Gene transfer of Neurod1 in human schwannoma cultures significantly reduced cell proliferation in dose-dependent way. Deletion of the neurofibromatosis type 2 (Nf2) tumor-suppressor gene via Cre expression in SCs led to increased intraganglionic SC proliferation and mildly reduced vestibular sensory-evoked potentials (VsEP) responses compared to age-matched wild-type littermates. The effect of Neurod1-induced expression on intraganglionic SC proliferation in animals lacking Nf2 was mild and highly variable. Sciatic nerve axotomy significantly increased SC proliferation in wild-type and Nf2-null animals, and expression of Neurod1 reduced the proliferative capacity of both wild-type and Nf2-null SCs following nerve injury. CONCLUSION: Expression of Neurod1 reduces slow-growing MB progression and reduces human SC proliferation in primary VS cultures. In a genetic mouse model of schwannomas, we find some effects of Neurod1 expression; however, the high variability indicates that more tightly regulated Neurod1 expression levels that mimic our in vitro data are needed to fully validate Neurod1 effects on schwannoma progression. LEVEL OF EVIDENCE: NA Laryngoscope, 131:E259-E270, 2021.",The Laryngoscope,2021-01,Jennifer Kersigo; Lintao Gu; Linjing Xu; Ning Pan; Sarath Vijayakuma; Timothy Jones; Seiji B Shibata; Bernd Fritzsch; Marlan R Hansen
