_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,targetAntigen
PMID:23535903,10.1158/2159-8290.CD-13-0081,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,"The primary antibodies used in this study were activated β-catenin (1:1000), total β-catenin (1:100), GSK3B (1:1000), AXIN1 (1:1000), and GAPDH (1:2000) (Cell Signaling)",0.9,Accept,Experimental Usage,GAPDH antibody (Cell Signaling)
PMID:23535903,10.1158/2159-8290.CD-13-0081,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,"Immunohistochemistry for CCND1 (SP4) monoclonal antibody (Neomarkers, Thermo Scientific, 1:50) and β-catenin (6B3) monoclonal antibody (Cell Signaling; 1:200)",0.9,Accept,Experimental Usage,"CCND1 (SP4) monoclonal antibody (Neomarkers, Thermo Scientific)"
PMID:23535903,10.1158/2159-8290.CD-13-0081,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,"Immunohistochemistry for CCND1 (SP4) monoclonal antibody (Neomarkers, Thermo Scientific, 1:50) and β-catenin (6B3) monoclonal antibody (Cell Signaling; 1:200)",0.9,Accept,Experimental Usage,β-catenin (6B3) monoclonal antibody (Cell Signaling)
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,"incubated overnight with the primary anti-neurofibromin antibody (abcam, ab17963, 1/1000)",0.95,Accept,Experimental Usage,"anti-neurofibromin antibody (abcam, ab17963)"
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,"Anti-beta-Actin antibody (Santa Cruz Biotechnologies, sc4778, 1/10,000) was used to verify equal protein loading",0.9,Accept,Experimental Usage,"Anti-beta-Actin antibody (Santa Cruz Biotechnologies, sc4778)"
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,"anti-vinculin (abcam, ab129002, 1/1000) was used to verify equal protein loading",0.9,Accept,Experimental Usage,"anti-vinculin (abcam, ab129002)"
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"neurofibromin/NF1 (sc-67, sc-376886, Santa Cruz Biotechnology and ab238142, Abcam)",0.9,Accept,Experimental Usage,anti-neurofibromin antibody sc-67
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"neurofibromin/NF1 (sc-67, sc-376886, Santa Cruz Biotechnology and ab238142, Abcam)",0.9,Accept,Experimental Usage,anti-neurofibromin antibody sc-376886
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"neurofibromin/NF1 (sc-67, sc-376886, Santa Cruz Biotechnology and ab238142, Abcam)",0.9,Accept,Experimental Usage,anti-neurofibromin antibody ab238142
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"Flag (F7425, MilliporeSigma)",0.9,Accept,Experimental Usage,anti-Flag antibody F7425
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"GFP (ab1218, Abcam, Western blotting and Invitrogen, IP)",0.9,Accept,Experimental Usage,anti-GFP antibody ab1218
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"FBXW11/bTrCP2 (GTX33193, GeneTex and PA5-109715, Invitrogen, Thermo Fisher Scientific)",0.9,Accept,Experimental Usage,anti-FBXW11 antibody GTX33193
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"ERK1/2 (9102, Cell Signaling Technology)",0.9,Accept,Experimental Usage,anti-ERK1/2 antibody 9102
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"anti-pERK Thr202/Tyr204 (4377, Cell Signaling Technology)",0.9,Accept,Experimental Usage,anti-pERK antibody 4377
PMID:21681782,10.1002/ajh.22035,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease resembling acute leukemia with a variable phenotype.,,Blocking antibody (anti-CD16/CD32) was added to the cell suspensions and incubated 15 min.,0.8,Accept,Experimental Usage,anti-CD16/CD32 blocking antibody
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,"The primary antibodies used included: mouse monoclonal (CA-4001) matrix metalloproteinase (MMP)2...dilution 1 : 1000; incubation overnight at 4 °C, Abcam",0.95,Accept,Experimental Usage,"mouse monoclonal (CA-4001) matrix metalloproteinase (MMP)2 (Abcam, Cambridge, Cambs., UK)"
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,"rabbit monoclonal (EP1254) MMP9 (dilution 1 : 1000; incubation overnight at 4 °C, Abcam, Cambridge, Cambs., UK)",0.95,Accept,Experimental Usage,"rabbit monoclonal (EP1254) MMP9 (Abcam, Cambridge, Cambs., UK)"
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,"MMP3 (dilution 1 : 50; incubation overnight at 4 °C, Santa Cruz Biotechnology, Inc., Santa Cruz, CA, USA)",0.85,Accept,Experimental Usage,"MMP3 (Santa Cruz Biotechnology, Inc., Santa Cruz, CA, USA)"
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,"GAPDH mouse mAb (6C5) (dilution 1 : 5000; incubation 1 h at room temperature; Advanced Immunochemical Inc., Long Beach, CA, USA)",0.9,Accept,Experimental Usage,"GAPDH mouse mAb (6C5) (Advanced Immunochemical Inc., Long Beach, CA, USA)"
PMID:40217315,10.1186/s13073-025-01462-4,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,,"Tumors were stained first with CD45-Vioblue direct antibody conjugate (clone REA747, Miltenyi Biotec) for 30 min at 4 °C.",0.9,Accept,Experimental Usage,"CD45-Vioblue direct antibody conjugate (clone REA747, Miltenyi Biotec)"
PMID:40217315,10.1186/s13073-025-01462-4,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,,"CD45 negative cells were stained with calcein AM (Life Technologies) for viability and CD24-APC (human antibody, clone REA832, Miltenyi Biotec)",0.9,Accept,Experimental Usage,"CD24-APC (human antibody, clone REA832, Miltenyi Biotec)"
PMID:40217315,10.1186/s13073-025-01462-4,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,,"and CD44-VioBlue (human antibody, clone REA690, Miltenyi Biotec) to sort subpopulations of viable non-immune cells.",0.9,Accept,Experimental Usage,"CD44-VioBlue (human antibody, clone REA690, Miltenyi Biotec)"
PMID:40217315,10.1186/s13073-025-01462-4,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,,"HLA-B (anti-HLA Class I ABC antibody, ab225636, Abcam, Cambridge, UK) for MHC I",0.9,Accept,Experimental Usage,"anti-HLA Class I ABC antibody, ab225636, Abcam"
PMID:40217315,10.1186/s13073-025-01462-4,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,,"and DPB1 (anti-MHC Class II antibody, ab55152, Abcam, Cambridge, UK) for MHC II",0.9,Accept,Experimental Usage,"anti-MHC Class II antibody, ab55152, Abcam"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...with the following mouse anti-human monoclonal antibodies directly conjugated with fluorochromes: CD13/FITC (22A5, Caltag Medsystems, UK)...",0.95,Accept,Experimental Usage,"CD13/FITC (22A5, Caltag Medsystems)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD14/PE (M5E2, BD Biosciences, CA, USA), CD34/FITC (581, BD Biosciences)...",0.95,Accept,Experimental Usage,"CD14/PE (M5E2, BD Biosciences)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD14/PE (M5E2, BD Biosciences, CA, USA), CD34/FITC (581, BD Biosciences), CD45/ALexa405...",0.95,Accept,Experimental Usage,"CD34/FITC (581, BD Biosciences)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD34/FITC (581, BD Biosciences), CD45/ALexa405 (HI30, Caltag Medsystems), CD90/PECy5...",0.95,Accept,Experimental Usage,"CD45/ALexa405 (HI30, Caltag Medsystems)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD45/ALexa405 (HI30, Caltag Medsystems), CD90/PECy5 (5E10, BioLegend, CA, USA), CD105/APC...",0.95,Accept,Experimental Usage,"CD90/PECy5 (5E10, BioLegend)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD90/PECy5 (5E10, BioLegend, CA, USA), CD105/APC (45A5A3, BioLegend), CD146/PE...",0.95,Accept,Experimental Usage,"CD105/APC (45A5A3, BioLegend)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD105/APC (45A5A3, BioLegend), CD146/PE (P1H12, BD Biosciences), CD271/APC...",0.95,Accept,Experimental Usage,"CD146/PE (P1H12, BD Biosciences)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...CD146/PE (P1H12, BD Biosciences), CD271/APC (C401457, BD Biosciences). Unstained cells were used as controls...",0.95,Accept,Experimental Usage,"CD271/APC (C401457, BD Biosciences)"
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...Expression of Ki-67 was evaluated immunohistochemically using mouse monoclonal antibody anti-Ki-67 (1:80; M7240; Dako Corporation, CA, USA)...",0.95,Accept,Experimental Usage,"anti-Ki-67 (M7240, Dako Corporation)"
PMID:33436083,10.1186/s13072-020-00380-6,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,,incubated at 4 °C overnight in primary antibody; MKK3 (Cell Signaling #5674),0.95,Accept,Experimental Usage,MKK3 antibody (Cell Signaling #5674)
PMID:33436083,10.1186/s13072-020-00380-6,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,,"p38 (Cell Signaling #9219), phospho-p38 (Cell Signaling # 4511)",0.95,Accept,Experimental Usage,p38 antibody (Cell Signaling #9219)
PMID:33436083,10.1186/s13072-020-00380-6,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,,"p38 (Cell Signaling #9219), phospho-p38 (Cell Signaling # 4511)",0.95,Accept,Experimental Usage,phospho-p38 antibody (Cell Signaling #4511)
PMID:33436083,10.1186/s13072-020-00380-6,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,,"phospho-ERK1/2 (Cell Signaling #9101), and β-Actin (Cell Signaling #3700)",0.95,Accept,Experimental Usage,phospho-ERK1/2 antibody (Cell Signaling #9101)
PMID:33436083,10.1186/s13072-020-00380-6,Distinctive epigenomic alterations in NF1-deficient cutaneous and plexiform neurofibromas drive differential MKK/p38 signaling.,,"phospho-ERK1/2 (Cell Signaling #9101), and β-Actin (Cell Signaling #3700)",0.95,Accept,Experimental Usage,β-Actin antibody (Cell Signaling #3700)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"The following antibodies were used: anti-neurofibromin (#A300; Bethyl Laboratories, Montgomery, TX, USA)",0.9,Accept,Experimental Usage,anti-neurofibromin (#A300)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"anti-phospho-Akt XP (#4060), anti-Akt (#2938S), anti-phospho-Erk XP (#4370), anti-Erk (#4695S; Cell Signaling, Danvers, MA, USA)",0.85,Accept,Experimental Usage,anti-phospho-Akt XP (#4060)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"anti-phospho-Akt XP (#4060), anti-Akt (#2938S), anti-phospho-Erk XP (#4370), anti-Erk (#4695S; Cell Signaling, Danvers, MA, USA)",0.85,Accept,Experimental Usage,anti-Akt (#2938S)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"anti-phospho-Akt XP (#4060), anti-Akt (#2938S), anti-phospho-Erk XP (#4370), anti-Erk (#4695S; Cell Signaling, Danvers, MA, USA)",0.85,Accept,Experimental Usage,anti-phospho-Erk XP (#4370)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"anti-phospho-Akt XP (#4060), anti-Akt (#2938S), anti-phospho-Erk XP (#4370), anti-Erk (#4695S; Cell Signaling, Danvers, MA, USA)",0.85,Accept,Experimental Usage,anti-Erk (#4695S)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"anti-phospho-endothelial nitric oxide synthase (eNOS) (612392) and FITC-anti-CD31 (BD Laboratories, San Jose, CA, USA)",0.85,Accept,Experimental Usage,anti-phospho-endothelial nitric oxide synthase (eNOS) (612392)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"anti-phospho-endothelial nitric oxide synthase (eNOS) (612392) and FITC-anti-CD31 (BD Laboratories, San Jose, CA, USA)",0.85,Accept,Experimental Usage,FITC-anti-CD31
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"and anti-GAPDH (Novus, Littleton, CO, USA).",0.8,Accept,Experimental Usage,anti-GAPDH
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,"goat monoclonal Iba-1 antibody targeting microglia (1:300; Abcam, Cambridge, UK)",0.9,Accept,Experimental Usage,goat monoclonal Iba-1 antibody
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,"chicken polyclonal GFP antibody targeting eYFP (1:250; Abcam, Cambridge, UK)",0.85,Accept,Experimental Usage,chicken polyclonal GFP antibody
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,mouse anti-NeuN targeting neurons (1:00; Synaptic Systems),0.85,Accept,Experimental Usage,mouse anti-NeuN
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,"Iba-1 was visualized with donkey anti-goat IgG conjugated with Cy5 or Alexa488 fluorophores (both 1:200; Dianova, Hamburg, Germany)",0.8,Accept,Experimental Usage,donkey anti-goat IgG conjugated with Cy5
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,eYFP was visualized with donkey anti-chicken IgY conjugated with Alexa488 or Cy5 (both 1:200; Dianova),0.8,Accept,Experimental Usage,donkey anti-chicken IgY conjugated with Alexa488
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,"incubated with anti-mouse CD11b antibodies coupled to magnetic beads (Miltenyi Biotech, Bergisch Gladbach, Germany)",0.85,Accept,Experimental Usage,anti-mouse CD11b antibodies coupled to magnetic beads
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"The following antibodies were purchased from Cell signaling Technologies: pERK (Catalogue # 4370), total ERK (Catalogue # 9102)",0.95,Accept,Experimental Usage,pERK (Catalogue # 4370)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"The following antibodies were purchased from Cell signaling Technologies: pERK (Catalogue # 4370), total ERK (Catalogue # 9102)",0.95,Accept,Experimental Usage,total ERK (Catalogue # 9102)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"pAKT (Catalogue # 4060), total AKT (Catalogue # 4691), Ubiquitin (Catalogue # 4289)",0.95,Accept,Experimental Usage,pAKT (Catalogue # 4060)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"pAKT (Catalogue # 4060), total AKT (Catalogue # 4691), Ubiquitin (Catalogue # 4289)",0.95,Accept,Experimental Usage,total AKT (Catalogue # 4691)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"total AKT (Catalogue # 4691), Ubiquitin (Catalogue # 4289), MYC (Catalogue # 18583)",0.95,Accept,Experimental Usage,Ubiquitin (Catalogue # 4289)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Ubiquitin (Catalogue # 4289), MYC (Catalogue # 18583), pCHEK1 S296 (Catalogue # 90178)",0.95,Accept,Experimental Usage,MYC (Catalogue # 18583)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"MYC (Catalogue # 18583), pCHEK1 S296 (Catalogue # 90178), BMI1 (Catalogue # 5856)",0.95,Accept,Experimental Usage,pCHEK1 S296 (Catalogue # 90178)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"pCHEK1 S296 (Catalogue # 90178), BMI1 (Catalogue # 5856), H3K27Ac (Catalogue # 8173)",0.95,Accept,Experimental Usage,BMI1 (Catalogue # 5856)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"BMI1 (Catalogue # 5856), H3K27Ac (Catalogue # 8173), total H3 (Catalogue # 14269)",0.95,Accept,Experimental Usage,H3K27Ac (Catalogue # 8173)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"H3K27Ac (Catalogue # 8173), total H3 (Catalogue # 14269), CDK9 (Catalogue # 2316)",0.95,Accept,Experimental Usage,total H3 (Catalogue # 14269)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"total H3 (Catalogue # 14269), CDK9 (Catalogue # 2316), Vinculin (Catalogue # 4650)",0.95,Accept,Experimental Usage,CDK9 (Catalogue # 2316)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"CDK9 (Catalogue # 2316), Vinculin (Catalogue # 4650), CPNase (Catalogue # 5664)",0.95,Accept,Experimental Usage,Vinculin (Catalogue # 4650)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Vinculin (Catalogue # 4650), CPNase (Catalogue # 5664) and MAG (Catalogue # 9043)",0.95,Accept,Experimental Usage,CPNase (Catalogue # 5664)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,CPNase (Catalogue # 5664) and MAG (Catalogue # 9043). Beta-Actin (Catalogue # NB600-501),0.95,Accept,Experimental Usage,MAG (Catalogue # 9043)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,MAG (Catalogue # 9043). Beta-Actin (Catalogue # NB600-501) was purchased from Novus,0.95,Accept,Experimental Usage,Beta-Actin (Catalogue # NB600-501)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Beta-Actin (Catalogue # NB600-501) was purchased from Novus, pS2 RNApol II (Catalogue # 04-1571-1) from EMD Millipore",0.95,Accept,Experimental Usage,pS2 RNApol II (Catalogue # 04-1571-1)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"pS2 RNApol II (Catalogue # 04-1571-1) from EMD Millipore, SOX2 (Catalogue # MAB2018) from R&D systems",0.95,Accept,Experimental Usage,SOX2 (Catalogue # MAB2018)
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,SOX2 (Catalogue # MAB2018) from R&D systems and NG2 (Catalogue # PA5-17199) from Invitrogen,0.95,Accept,Experimental Usage,NG2 (Catalogue # PA5-17199)
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"Antibodies used were: monoclonal anti-EGFR (1:250; Capralogics, Hardwick, MA)",0.9,Accept,Experimental Usage,"monoclonal anti-EGFR (1:250; Capralogics, Hardwick, MA)"
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"polyclonal anti-ErbB2 (1:250; Santa Cruz Biotechnology, Santa Cruz, CA)",0.9,Accept,Experimental Usage,"polyclonal anti-ErbB2 (1:250; Santa Cruz Biotechnology, Santa Cruz, CA)"
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,polyclonal anti-ErbB3 (1:250; Santa Cruz),0.9,Accept,Experimental Usage,polyclonal anti-ErbB3 (1:250; Santa Cruz)
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"polyclonal anti-merlin (1:250, Santa Cruz)",0.9,Accept,Experimental Usage,"polyclonal anti-merlin (1:250, Santa Cruz)"
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"and monoclonal anti-actin (BD Biosciences, San Jose, CA)",0.85,Accept,Experimental Usage,"monoclonal anti-actin (BD Biosciences, San Jose, CA)"
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"Rabbit polyclonal anti-merlin (1:100; Santa Cruz Biotechnology, Santa Cruz, CA)",0.9,Accept,Experimental Usage,"Rabbit polyclonal anti-merlin (1:100; Santa Cruz Biotechnology, Santa Cruz, CA)"
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,"cells were labeled with MPM-2 antibody (Upstate Biotechnology, Lake Placid, NY) for 1 h at 4°C",0.85,Accept,Experimental Usage,MPM-2 antibody
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,Detection of Ras was done by immunoblotting using the supplied pan-Ras antibody,0.85,Accept,Experimental Usage,pan-Ras antibody
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,"Membranes were blotted with antibodies specific for Cyclin D1, ERK, phospho-ERK, B-Raf, and Ku-70 (Santa Cruz Biotechnology)",0.85,Accept,Experimental Usage,Cyclin D1 antibody
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,"phospho-MEK1/2 [Ser217/221] and phospho Rb[S807/S811] (Cell Signaling Technology, Beverly, MA)",0.85,Accept,Experimental Usage,phospho-MEK1/2 [Ser217/221] antibody
PMID:40352015,10.7759/cureus.82033,Development of a Machine Learning Algorithm for the Prediction of WHO Grade 1 Meningioma Recurrence.,,"multiple predictive factors of recurrence, including age, female gender, and various histopathologic features, including the Ki-67/MIB-1 index.",0.75,Accept,Experimental Usage,Ki-67/MIB-1 index
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,"Immunoblotting analysis was performed with antibodies specific for merlin (# HPA003097, Sigma-Aldrich; # sc331, Santa Cruz)",0.85,Accept,Experimental Usage,merlin antibody HPA003097
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,"Immunoblotting analysis was performed with antibodies specific for merlin (# HPA003097, Sigma-Aldrich; # sc331, Santa Cruz)",0.85,Accept,Experimental Usage,merlin antibody sc331
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,"antibodies specific for merlin (# HPA003097, Sigma-Aldrich; # sc331, Santa Cruz), p53 (# P6874, Sigma-Aldrich; # 2524, Cell Signaling)",0.85,Accept,Experimental Usage,p53 antibody P6874
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,"p53 (# P6874, Sigma-Aldrich; # 2524, Cell Signaling), cyclinD1 (# C7464, Sigma-Aldrich)",0.85,Accept,Experimental Usage,p53 antibody 2524
