_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,_cellLineName
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,NF1-1 and NF1-2 hiPSC lines were reprogrammed using OSKM episomal technique by Phenocell from two patient-derived fibroblasts carrying NF1 mutations,0.9,Accept,Experimental Usage,NF1-1 and NF1-2 hiPSC lines
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,Two control NF1 (+/+) hiPSC lines (WT-1 and WT-2) purchased from Phenocell were also generated from control donors,0.9,Accept,Experimental Usage,WT-1 and WT-2 control hiPSC lines
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,"TOPO™ TA Cloning™ Kit for Sequencing, with One Shot™ TOP10 Chemically Competent E. coli (Thermo Fisher Scientific)",0.8,Accept,Experimental Usage,One Shot TOP10 Chemically Competent E. coli
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"HEK293T cells (American Type Culture Collection [ATCC], CRL-3216)",0.9,Accept,Experimental Usage,HEK293T cells
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,HeLa cells (ATCC CCL-2),0.9,Accept,Experimental Usage,HeLa cells
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,LUVA cells (Kerafast) were cultured in STEM PRO-34 SFM,0.9,Accept,Experimental Usage,LUVA cells
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,"human fibroblasts (ATCC, PCS-201-012) were grown in DMEM",0.85,Accept,Experimental Usage,human fibroblasts
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,"The human MPNST cell line sNF96.2, was kindly provided by Dr Abhijit Guha...We confirmed the reported germline mutation in exon 21 (3683delC)",0.95,Accept,Experimental Usage,sNF96.2
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,"very-low expression of the gene in both the neurofibromas and MPNST cases compared with HEK293T cells, which are neurofibromin 1 wildtype (WT)",0.85,Accept,Experimental Usage,HEK293T
PMID:23175151,10.1038/bjc.2012.518,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,,We confirmed the reported germline mutation in exon 21 (3683delC) and loss of the remaining WT allele in the cell line before use in our study compared with HT1080 WT,0.85,Accept,Experimental Usage,HT1080
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,...DPSCs were obtained from human third molars...Two primary cell cultures were obtained from individuals with NF1 (NF1 group; NF37 and NF87)...,0.9,Accept,Experimental Usage,NF1 DPSCs
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...three from individuals without NF1 (control group; CT10, CT11 and CT12)...",0.85,Accept,Experimental Usage,Control DPSCs
PMID:37990867,10.1242/dmm.049861,Neurofibromin 1 mutations impair the function of human induced pluripotent stem cell-derived microglia.,,"The original CTL BJFF.6 hiPSCs were generated from commercially available human foreskin fibroblasts (Stemgent, Reprocell, MD, USA)",0.85,Accept,Experimental Usage,CTL BJFF.6 hiPSCs
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"Pooled human endothelial colony forming cells (ECFC, endothelial outgrowth cells) were purchased from the Angio BioCore at Indiana University",0.85,Accept,Experimental Usage,human endothelial colony forming cells (ECFC)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"Human microvascular endothelial cells (HMVEC) were purchased from Lonza (Allendale, NJ, USA).",0.85,Accept,Experimental Usage,human microvascular endothelial cells (HMVEC)
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"To generate lentiviral supernatant, 293FT packaging cells were plated onto tissue culture plates and transfected the following day",0.8,Accept,Experimental Usage,293FT packaging cells
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"The NF1 patient-derived HGG cell line TM-31 (RRID:CVCL_6735), purchased from the RIKEN biorepository, is null for NF1, TP53, CDKN2A and ATRX",0.95,Accept,Experimental Usage,TM-31
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,The Glioblastoma Multiphorme (GBM) LN319 cell line was a gift from Dr. Karen Cichowski. LN319 is an adult sporadic GBM with full inactivation of NF1,0.9,Accept,Experimental Usage,LN319
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Mouse NF1-HGG cell lines 17, 5653, and 5746 were derived from three distinct high-grade murine brain tumors sporadically developed by the NPcis genetically engineered mouse model",0.9,Accept,Experimental Usage,17
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Mouse NF1-HGG cell lines 17, 5653, and 5746 were derived from three distinct high-grade murine brain tumors sporadically developed by the NPcis genetically engineered mouse model",0.9,Accept,Experimental Usage,5653
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Mouse NF1-HGG cell lines 17, 5653, and 5746 were derived from three distinct high-grade murine brain tumors sporadically developed by the NPcis genetically engineered mouse model",0.9,Accept,Experimental Usage,5746
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"Human Schwann cells (HSC; ScienCell, Carlsbad, CA) were maintained in culture at 37°C in an atmosphere of 5% carbon dioxide.",0.9,Accept,Experimental Usage,"Human Schwann cells (HSC; ScienCell, Carlsbad, CA)"
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,MPNST was derived from a patient with a high grade peripheral nerve sheath tumor of the thigh,0.85,Accept,Experimental Usage,MPNST cell line
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,ST8814 was derived from a patient with NF1-associated MPNST of the thigh,0.85,Accept,Experimental Usage,ST8814 cell line
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,LS141 and DDLS primary human cell lines were derived from two patients with high grade retroperitoneal dedifferentiated liposarcoma,0.8,Accept,Experimental Usage,LS141 cell line
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,LS141 and DDLS primary human cell lines were derived from two patients with high grade retroperitoneal dedifferentiated liposarcoma,0.8,Accept,Experimental Usage,DDLS cell line
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,"Human Schwann cells (HSCs) were purchased from ScienCell Research Laboratories (catalog no., 1700).",0.85,Accept,Experimental Usage,Human Schwann cells (HSCs)
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,The rat RT4-D6P2T schwannoma cells was obtained from the Global Bioresource Center.,0.85,Accept,Experimental Usage,RT4-D6P2T schwannoma cells
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,"The HEI-193, an HPV E6-E7 immortalized schwannoma cell line, was a kind gift from Dr. Weg M. Ongkeko (House Ear Institute).",0.85,Accept,Experimental Usage,HEI-193
PMID:20554030,10.1016/j.jneuroim.2010.05.002,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,,The HEK 293T cell line was purchased from ATCC,0.85,Accept,Experimental Usage,HEK 293T cell line
PMID:20554030,10.1016/j.jneuroim.2010.05.002,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,,LN428 human glioblastoma multiforme (GBM) cell line was a gift from Dr. Erwin van Meir,0.85,Accept,Experimental Usage,LN428 human glioblastoma multiforme (GBM) cell line
PMID:37446790,10.3390/molecules28135128,Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,,The C2C12 line is a subclone of a mouse myoblast cell line. These cells were purchased from the American Type Culture Collection (ATCC),0.9,Accept,Experimental Usage,C2C12
PMID:40862755,10.3390/cells14161276,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,,The following immortalized human plexiform neurofibroma cell lines ( Nf1 −/− ; hereafter called pNF1 cells) described in [ 23 ] were used: ipNF95.11b C and ipNF05.5 purchased from ATCC.,0.9,Accept,Experimental Usage,ipNF95.11b C
PMID:40862755,10.3390/cells14161276,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,,The following immortalized human plexiform neurofibroma cell lines ( Nf1 −/− ; hereafter called pNF1 cells) described in [ 23 ] were used: ipNF95.11b C and ipNF05.5 purchased from ATCC.,0.9,Accept,Experimental Usage,ipNF05.5
PMID:28831766,10.1007/s12104-017-9768-1,NMR resonance assignments of the EVH1 domain of neurofibromin's recruitment factor Spred1.,,The plasmid was transformed into the E. coli strain BL21(DE3) Star (Invitrogen).,0.9,Accept,Experimental Usage,E. coli strain BL21(DE3) Star
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Cultured immortalized Schwann cells (iHSC1λ and iHSC2λ) were both derived from a patient's normal sciatic nerve, are NF1 wild-type, and were immortalized by hTERT and CDK4 R24C",0.9,Accept,Experimental Usage,iHSC1λ
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Cultured immortalized Schwann cells (iHSC1λ and iHSC2λ) were both derived from a patient's normal sciatic nerve, are NF1 wild-type, and were immortalized by hTERT and CDK4 R24C",0.9,Accept,Experimental Usage,iHSC2λ
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Immortalized human Schwann cell and MPNST cell lines (S462 [34], S462-TY [35], ST8814 [36], T265 [37], and STS-26T [38]) were maintained in Dulbecco's Modification of Eagle Medium",0.85,Accept,Experimental Usage,S462
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Immortalized human Schwann cell and MPNST cell lines (S462 [34], S462-TY [35], ST8814 [36], T265 [37], and STS-26T [38]) were maintained in Dulbecco's Modification of Eagle Medium",0.85,Accept,Experimental Usage,S462-TY
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Immortalized human Schwann cell and MPNST cell lines (S462 [34], S462-TY [35], ST8814 [36], T265 [37], and STS-26T [38]) were maintained in Dulbecco's Modification of Eagle Medium",0.85,Accept,Experimental Usage,ST8814
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Immortalized human Schwann cell and MPNST cell lines (S462 [34], S462-TY [35], ST8814 [36], T265 [37], and STS-26T [38]) were maintained in Dulbecco's Modification of Eagle Medium",0.85,Accept,Experimental Usage,T265
PMID:24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,,"Immortalized human Schwann cell and MPNST cell lines (S462 [34], S462-TY [35], ST8814 [36], T265 [37], and STS-26T [38]) were maintained in Dulbecco's Modification of Eagle Medium",0.85,Accept,Experimental Usage,STS-26T
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,"...iHSCs and human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) were cultured in complete media...",0.9,Accept,Experimental Usage,ST88-14
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,"...iHSCs and human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) were cultured in complete media...",0.9,Accept,Experimental Usage,STS26T
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,"...iHSCs and human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) were cultured in complete media...",0.9,Accept,Experimental Usage,S462
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,"...iHSCs and human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) were cultured in complete media...",0.9,Accept,Experimental Usage,S462-TY
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,"...iHSCs and human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) were cultured in complete media...",0.9,Accept,Experimental Usage,T265
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,...Immortalized human Schwann cells (iHSCs) were acquired from the laboratory of Dr. Margaret Wallace. iHSCs and human MPNST cell lines...,0.85,Accept,Experimental Usage,iHSCs
PMID:23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,,...Assembled TALENs were tested by transient transfection into K562 cells using the NEON electroporation system...,0.8,Accept,Experimental Usage,K562
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"Human 293T cells (used for lentiviral packaging), sNF96.2 (a MPNST cell line derived from a patient with NF1, used as target cells)",0.9,Accept,Experimental Usage,293T cells
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"sNF96.2 (a MPNST cell line derived from a patient with NF1, used as target cells) and HFFs (human foreskin fibroblasts, used as target cells)",0.95,Accept,Experimental Usage,sNF96.2
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"HFFs (human foreskin fibroblasts, used as target cells) were maintained in DMEM (GIBCO) supplemented with 10% (v/v) FBS",0.85,Accept,Experimental Usage,HFFs
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"NCI-H266 (a lung carcinoma cell line, used as target cells) and K562 (a chronic myelogenous leukemia cell line, used as target cells)",0.85,Accept,Experimental Usage,NCI-H266
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"K562 (a chronic myelogenous leukemia cell line, used as target cells) were maintained in RPMI1640 (GIBCO)",0.85,Accept,Experimental Usage,K562
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"Firefly over-expressing sNF96.2 (sNF96.2-luci, also used as target cells) was derived by lentiviral infection and puromycin selection",0.9,Accept,Development,sNF96.2-luci
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,We received iHSCs from Dr. Margaret Wallace (University of Florida). These are wild-type human SCs immortalized using the human reverse transcriptase component of telomerase,0.85,Accept,Experimental Usage,iHSCs
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,S462-TY cells were cultured in DMEM supplemented with 10% FBS and 1% penicillin/streptomycin at 37°C with 5% CO2,0.9,Accept,Experimental Usage,S462-TY cells
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,ST88-14 is an established NF1-deficient MPNST cell line,0.85,Accept,Experimental Usage,ST88-14
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,Human MPNST cell lines S462 and T265 were described previously...Cells were cultured in DMEM,0.9,Accept,Experimental Usage,S462
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,Human MPNST cell lines S462 and T265 were described previously...Cells were cultured in DMEM,0.9,Accept,Experimental Usage,T265
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"The establishment of the MPNST-SP-01, MPNST-NF1-08, and MPNST-NF1-9 cell lines at the Catalan Institute of Oncology is described",0.9,Accept,Experimental Usage,MPNST-SP-01
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"The establishment of the MPNST-SP-01, MPNST-NF1-08, and MPNST-NF1-9 cell lines at the Catalan Institute of Oncology is described",0.9,Accept,Experimental Usage,MPNST-NF1-08
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"The establishment of the MPNST-SP-01, MPNST-NF1-08, and MPNST-NF1-9 cell lines at the Catalan Institute of Oncology is described",0.9,Accept,Experimental Usage,MPNST-NF1-9
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"STS-26T (19), HS-PSS, HS-sch2 (20), S462 (21), and sNF96.2 (22) cell lines were previously established in other laboratories",0.85,Accept,Experimental Usage,STS-26T
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"STS-26T (19), HS-PSS, HS-sch2 (20), S462 (21), and sNF96.2 (22) cell lines were previously established in other laboratories",0.85,Accept,Experimental Usage,HS-PSS
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"STS-26T (19), HS-PSS, HS-sch2 (20), S462 (21), and sNF96.2 (22) cell lines were previously established in other laboratories",0.85,Accept,Experimental Usage,HS-sch2
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"STS-26T (19), HS-PSS, HS-sch2 (20), S462 (21), and sNF96.2 (22) cell lines were previously established in other laboratories",0.85,Accept,Experimental Usage,S462
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,"STS-26T (19), HS-PSS, HS-sch2 (20), S462 (21), and sNF96.2 (22) cell lines were previously established in other laboratories",0.85,Accept,Experimental Usage,sNF96.2
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,The Human Foreskin Fibroblast (HFF) cell line was purchased from ATCC (American Type Culture Collection),0.8,Accept,Experimental Usage,Human Foreskin Fibroblast (HFF)
PMID:39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,,"The following immortalized human plexiform neurofibroma cell lines (hereafter called pNF1 cells) described in [ 36 ] were used: ipNF95.11b C, ipNF95.11b C-RFP, and ipNF 05.5.",0.9,Accept,Experimental Usage,ipNF95.11b C
PMID:39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,,"ipNF95.11b C gifted from Dr. Margaret Wallace (University of Florida, USA) was lentivirally transduced with red fluorescent protein (RFP) by Dr. Raymond R Mattingly's group",0.9,Accept,Experimental Usage,ipNF95.11b C-RFP
PMID:39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,,"The following immortalized human plexiform neurofibroma cell lines (hereafter called pNF1 cells) described in [ 36 ] were used: ipNF95.11b C, ipNF95.11b C-RFP, and ipNF 05.5.",0.9,Accept,Experimental Usage,ipNF 05.5
PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,Cell lines included immortalized NF2-deficient meningioma Ben-Men-1,0.9,Accept,Experimental Usage,Ben-Men-1
PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,immortalized arachnoid AC007-hTERT derived from an NF2 patient expressing heterozygous level of NF2,0.9,Accept,Experimental Usage,AC007-hTERT
PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,primary normal arachnoid AC028,0.85,Accept,Experimental Usage,AC028
PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,Low passage 293T cells for large-scale lentiviral packaging were obtained from TRC,0.8,Accept,Experimental Usage,293T cells
PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,U87-MG and HEK293T cells were purchased from ATCC. Cell lines were regularly passaged and were cultured in Dulbecco's Modified Eagle Medium,0.9,Accept,Experimental Usage,U87-MG
PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,U87-MG and HEK293T cells were purchased from ATCC. Cell lines were regularly passaged and were cultured in Dulbecco's Modified Eagle Medium,0.9,Accept,Experimental Usage,HEK293T
PMID:25026211,10.1016/j.ccr.2014.05.001,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,,FH-DCAF1 and FH-Lats1 (purified from 293T cells) were incubated in 20 μl reaction buffer,0.8,Accept,Experimental Usage,293T cells
PMID:25026211,10.1016/j.ccr.2014.05.001,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,,plated in 0.34% low melting temperature agarose (FMC Bioproducts) in complete medium at 2×10 4 (Meso-33 cells),0.9,Accept,Experimental Usage,Meso-33 cells
PMID:25026211,10.1016/j.ccr.2014.05.001,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,,"or 1.2×10 4 (FC-1801 cells) per well in 24-well Ultra Low Cluster Plates (Costar). For tumorigenicity assay, 1×10 6 FC-1801 cells",0.9,Accept,Experimental Usage,FC-1801 cells
PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,NIH-3T3 (obtained from American Type Culture Collection) cells were cultured in high-glucose DMEM supplemented with 10% fetal calf serum,0.9,Accept,Experimental Usage,NIH-3T3
PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,The φNX packaging cell line (Orbigen) was transfected using Lipofectamine 2000,0.85,Accept,Experimental Usage,φNX packaging cell line
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"H1838 was obtained from the American Type Culture Collection (ATCC, Manassas, VA)",0.9,Accept,Experimental Usage,H1838
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,WM3918 and M308 were obtained from Dr. David Solit at Memorial Sloan Kettering Cancer Center,0.9,Accept,Experimental Usage,WM3918
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,WM3918 and M308 were obtained from Dr. David Solit at Memorial Sloan Kettering Cancer Center,0.9,Accept,Experimental Usage,M308
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"STS26T, ST8814 and NF90.8 were kindly provided by Dr. Gregory Riggins at Johns Hopkins University",0.9,Accept,Experimental Usage,STS26T
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"STS26T, ST8814 and NF90.8 were kindly provided by Dr. Gregory Riggins at Johns Hopkins University",0.9,Accept,Experimental Usage,ST8814
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"STS26T, ST8814 and NF90.8 were kindly provided by Dr. Gregory Riggins at Johns Hopkins University",0.9,Accept,Experimental Usage,NF90.8
