resourceId,softwareName,softwareType,softwareVersion,programmingLanguage,sourceRepository,documentation,licenseType,containerized,maintainer,_resourceName,_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType
RES26060c1f,"IBM SPSS for Windows, version 28",Analysis Software,version 28,,,,,,,"IBM SPSS for Windows, version 28",PMID:38475852,10.1186/s13023-024-03093-1,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,,"The data were analyzed using IBM SPSS for Windows, version 28",0.85,Accept,Experimental Usage
RES6a7d40be,GPower 3.1,Analysis Software,3.1,,,,,,,GPower 3.1,PMID:38475852,10.1186/s13023-024-03093-1,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,,A post-hoc power analysis was conducted using GPower 3.1 (n = 19),0.85,Accept,Experimental Usage
RES60fc1bb1,netMHCpan-4.0,Analysis Software,4.0,,,,,,,netMHCpan-4.0,PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,Binding affinity of mutant and corresponding wild-type peptides to the patient's germline HLA alleles was predicted using netMHCpan-4.0,0.9,Accept,Experimental Usage
RES477ca922,CatWalk XT,Analysis Software,ver. 8,,,,,,,CatWalk XT,PMID:29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,,"We used the CatWalk XT (ver. 8, Noldus Information Technology, Wageningen, The Netherlands) system to study the functional recovery of the nerve",0.9,Accept,Experimental Usage
RES2c7845ec,Agilent ChemStation software (version C.01.07),Analysis Software,C.01.07,,,,,,,Agilent ChemStation software (version C.01.07),PMID:38931352,10.3390/ph17060685,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,,An Agilent ChemStation software (version C.01.07) was used for data analysis,0.9,Accept,Experimental Usage
RESa0ea9b80,VivoQuant software version 4.0,Analysis Software,4.0,,,,,,,VivoQuant software version 4.0,PMID:38931352,10.3390/ph17060685,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,,"ROIs were manually drawn with VivoQuant software version 4.0 (Invicro, Needham, MA, USA)",0.95,Accept,Experimental Usage
RES20f7f8bb,MaxQuant version 1.3.05,Analysis Software,1.3.05,,,,,,,MaxQuant version 1.3.05,PMID:28126595,10.1016/j.ebiom.2017.01.020,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,,Andromeda search engine integrated in MaxQuant version 1.3.05 programme was used to identify the proteins,0.95,Accept,Experimental Usage
RESccdc807c,DAVID software,Analysis Software,,,,,,,,DAVID software,PMID:28126595,10.1016/j.ebiom.2017.01.020,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,,"Functional enrichment analysis was performed using Benjamini-Hochberg multiple correction testing integrated in to the database for annotation, visualization and integrated discovery (DAVID) software",0.9,Accept,Experimental Usage
RESa7ae4788,log-rank Mantel-Cox test,Analysis Software,,,,,,,,log-rank Mantel-Cox test,PMID:40063513,10.1158/1078-0432.CCR-24-3029,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,,Kaplan-Meier plots were generated in GraphPad Prism and p-values were determined by log-rank Mantel-Cox test.,0.9,Accept,Experimental Usage
RESa453b7cc,spatial transcriptomics profiling,Analysis Software,,,,,,,,spatial transcriptomics profiling,PMID:40063513,10.1158/1078-0432.CCR-24-3029,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,,"For patients in the institutional cohort whose samples underwent bulk RNA sequencing, whole exome sequencing and spatial transcriptomics profiling",0.9,Accept,Experimental Usage
RES91569a5d,TRAP (Tiled Regression Analysis Package),Analysis Software,,,,,,,,TRAP (Tiled Regression Analysis Package),PMID:25329635,10.1371/journal.pgen.1004575,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,,"""Tiled Regression"" as implemented in TRAP (Tiled Regression Analysis Package) was used to identify the set of independent significant variants",0.9,Accept,Experimental Usage
RESedf6124e,GenomeStudio (v. 2010.2),Analysis Software,v. 2010.2,,,,,,,GenomeStudio (v. 2010.2),PMID:25329635,10.1371/journal.pgen.1004575,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,,SNP-array analysis was done according to the manufacturer's protocol using GenomeStudio (v. 2010.2) software,0.9,Accept,Experimental Usage
RESa37c1184,MaxQuant version 1.6.10.43,Analysis Software,1.6.10.43,,,,,,,MaxQuant version 1.6.10.43,PMID:36890585 | PMID:33442015,10.1186/s40478-023-01525-w | 10.1038/s41591-020-01193-6,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic. | Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,,MaxQuant version 1.6.10.43 [ 12 ] was used whilst enabling TMTpro 16-plex reporter ion quantitation | Raw files were processed for label-free quantification by MaxQuant (version 1.6.10.43) LFQ using the Uniprot/Swiss-Prot mouse database,0.95,Accept,Experimental Usage
RES07195dfa,Perseus (version 1.6.10.50),Analysis Software,1.6.10.50,,,,,,,Perseus (version 1.6.10.50),PMID:33442015,10.1038/s41591-020-01193-6,Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,,LFQ intensities for kinases with at least two peptides were imported into Perseus (version 1.6.10.50),0.9,Accept,Experimental Usage
RESfe684353,FlowJo Software (version 9.9.6),Analysis Software,9.9.6,,,,,,,FlowJo Software (version 9.9.6),PMID:33442015,10.1038/s41591-020-01193-6,Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,,"Data were acquired uncompensated and exported as FCS 3.0 files for analysis using FlowJo Software (version 9.9.6,Tree Star Inc)",0.9,Accept,Experimental Usage
RESdf71b82a,HALO Image Analysis Software (version 2.3),Analysis Software,2.3,,,,,,,HALO Image Analysis Software (version 2.3),PMID:33442015,10.1038/s41591-020-01193-6,Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,,"representative image were generated using HALO Image Analysis Software (version 2.3, Indica Labs)",0.9,Accept,Experimental Usage
RESdb8dbe2a,XCELLigence Real Time Cell Analysis System,Analysis Software,,,,,,,,XCELLigence Real Time Cell Analysis System,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,"The microelectronic biosensor XCELLigence Real Time Cell Analysis System (RTCA, Roche Diagnostics GmbH",0.9,Accept,Experimental Usage
RES8f04a9dd,Primer 3.0,Analysis Software,3.0,,,,,,,Primer 3.0,PMID:33767727,10.3389/fgene.2021.603195,Molecular Diagnosis of Neurofibromatosis by Multigene Panel Testing.,,Primers were designed based on the mutation sites found using Primer 3.0,0.85,Accept,Experimental Usage
RES1854c01b,Feature Extraction 10.5,Analysis Software,10.5,,,,,,,Feature Extraction 10.5,PMID:23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,,Copy number estimates were extracted from the microarray image files using Feature Extraction 10.5 (Agilent),0.85,Accept,Experimental Usage
RES48a3bc4e,Agilent Genomic Workbench 6.5,Analysis Software,6.5,,,,,,,Agilent Genomic Workbench 6.5,PMID:23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,,data were analyzed in Agilent Genomic Workbench 6.5 (Agilent),0.85,Accept,Experimental Usage
RES385b45f2,Drop-seq tools (version 1.12),Analysis Software,1.12,,,,,,,Drop-seq tools (version 1.12),PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"FASTQ sequencing reads were processed, aligned to the mouse genome (mm10), and converted to digital gene expression matrices using the Drop-seq tools (version 1.12)",0.9,Accept,Experimental Usage
RES4637dad3,Cellranger v5.0.1,Analysis Software,v5.0.1,,,,,,,Cellranger v5.0.1,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"For 10X Genomics datasets, we used Cellranger v5.0.1 to align reads to the hg19 human reference sequence",0.9,Accept,Experimental Usage
RESdd12d863,Seurat (version 3.1.0),Package/Library,3.1.0,R,,,,,,Seurat (version 3.1.0),PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"For each sample dataset, unsupervised clustering was performed using R package Seurat (version 3.1.0)",0.9,Accept,Experimental Usage
RES5dbcec52,scREF,Analysis Software,,,https://github.com/jumphone/scRef/archive/master.zip,,,,,scREF,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,scREF is a reference-based toolkit for single-cell analysis for mapping a query RNA-seq dataset onto a reference,0.85,Accept,Experimental Usage
RESae087f41,CIBERSORTx,Analysis Software,,,,,,,,CIBERSORTx,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,We used CIBERSORTx to perform deconvolution analysis of bulk tumor data against Lats1/2-mut advanced SN tumor cell types,0.9,Accept,Experimental Usage
RES8aa9eefe,inferCNV,Analysis Software,,,,,,,,inferCNV,PMID:36322658 | PMID:33591953,10.1126/sciadv.abo5442 | 10.1172/jci.insight.146351,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Chromosome 8 gain is associated with high-grade transformation in MPNST.,,Malignant cells were identified by inferring large-scale chromosomal CNVs in each single cell based on a moving averaged expression profiles across chromosomal intervals by inferCNV | Copy number variations of each PDX were inferred from scRNA-seq using the R package inferCNV,0.9,Accept,Experimental Usage
RES1eda8a8e,VECTOR,Analysis Software,,,,,,,,VECTOR,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,Cell-state transition directions were inferred by VECTOR based on the observation that quantile polarization of a cell's principal component values,0.9,Accept,Experimental Usage
RES021b742f,Slingshot,Package/Library,,R,,,,,,Slingshot,PMID:36322658 | PMID:41591566,10.1126/sciadv.abo5442 | 10.1007/s00401-026-02979-7,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | FAP expression as a marker of malignant transformation enabling in vivo characterization in peripheral nerve sheath tumors: a multimodal and translational study.,,"Slingshot is a top performer for cellular trajectory from scRNA-seq data. We used Slingshot to model the pseudotime trajectory | To explore differentiation trajectories among tumor clusters, we applied Slingshot (Version: 2.12.0)",0.9,Accept,Experimental Usage
RES927c40f5,CytoTRACE version 0.3.3,Package/Library,0.3.3,R,,,,,,CytoTRACE version 0.3.3,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,we used the R package CytoTRACE version 0.3.3 to predict differentiation status of SC lineage cells from mouse and human scRNA-seq data,0.9,Accept,Experimental Usage
RES0072c440,ArchR,Package/Library,,R,,,,,,ArchR,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"ArchR was used for all scATAC-seq analyses according to default parameters, including quality control and cell filtering",0.9,Accept,Experimental Usage
RESfc2801f1,CellChat,Package/Library,,R,,,,,,CellChat,PMID:36322658 | PMID:38907342,10.1126/sciadv.abo5442 | 10.1186/s40478-024-01821-z,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,"We used CellChat to infer the intercellular communication from scRNA-seq data for further data exploration, analysis, and visualization | After processing our snRNA-seq dataset in Seurat, downstream analysis in CellChat was conducted",0.9,Accept,Experimental Usage
RES77a9c53b,DGIdb (version 3.0.2),Database,3.0.2,,,,,,,DGIdb (version 3.0.2),PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"were used to query the Washington University DGIdb (version 3.0.2), with a focus on expert-curated collections of druggable genes",0.9,Accept,Experimental Usage
RESd8256a02,Trim Galore (version 0.6.10),Analysis Software,0.6.10,,,,,,,Trim Galore (version 0.6.10),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,The raw sequence reads were first trimmed using Trim Galore (version 0.6.10) to remove any primer adapter contamination,0.9,Accept,Experimental Usage
RES4c373806,Broad's Genome Analysis ToolKit (version 4.6.0),Analysis Software,4.6.0,,,,,,,Broad's Genome Analysis ToolKit (version 4.6.0),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,The trimmed sequence reads were further analyzed using Broad's Genome Analysis ToolKit (version 4.6.0) following their Best Practices Guidelines,0.9,Accept,Experimental Usage
RESf7503724,BWA (version 0.7.17-r1188),Analysis Software,0.7.17-r1188,,,,,,,BWA (version 0.7.17-r1188),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,BWA (version 0.7.17-r1188) was used to align the trimmed sequences to GATKs hg38 genome from their Resource Bundle,0.9,Accept,Experimental Usage
RESdb33838a,Picard tools (version 3.2.0),Analysis Software,3.2.0,,,,,,,Picard tools (version 3.2.0),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,Duplicate reads were removed with Picard tools (version 3.2.0) and Base Quality Score Recalibration (BQSR) was then applied,0.9,Accept,Experimental Usage
RES5e518fa2,ReAdW v. 3.5.1,Analysis Software,3.5.1,,,,,,,ReAdW v. 3.5.1,PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,"The XCalibur RAW files were collected in profile mode, centroided and converted to MzXML using ReAdW v. 3.5.1",0.9,Accept,Experimental Usage
RES1861ffff,MzXML2Search (included in TPP v. 3.5),Analysis Software,3.5,,,,,,,MzXML2Search (included in TPP v. 3.5),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,The mgf files were then created using MzXML2Search (included in TPP v. 3.5) for all scans,0.9,Accept,Experimental Usage
RESb663bcef,"Scaffold (Protein Sciences, Portland Oregon)",Analysis Software,,,,,,,,"Scaffold (Protein Sciences, Portland Oregon)",PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,"The list of peptide IDs generated based on SEQUEST or MASCOT search results were filtered separately using Scaffold (Protein Sciences, Portland Oregon)",0.9,Accept,Experimental Usage
RESe69ab1ae,Human Protein Atlas (proteinatlas.org),Database,23.0,,,,,,,Human Protein Atlas (proteinatlas.org),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,Subcellular localization was assessed for the PPI's using the Human Protein Atlas (proteinatlas.org) Subcellular section (Protein Atlas version 23.0),0.9,Accept,Experimental Usage
RES53cd6f66,QIAGEN Ingenuity Pathway Analysis (IPA),Analysis Software,,,,,,,,QIAGEN Ingenuity Pathway Analysis (IPA),PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,Further Pathway analysis was conducted using QIAGEN Ingenuity Pathway Analysis (IPA),0.9,Accept,Experimental Usage
RES36941219,Partek Flow software (v.9.0),Analysis Software,v.9.0,,,,,,,Partek Flow software (v.9.0),PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,"The analysis for this Article was generated using Partek Flow software, v.9.0",0.9,Accept,Experimental Usage
RESa6ec65fb,STAR (v.2.7.3a),Analysis Software,v.2.7.3a,,,,,,,STAR (v.2.7.3a),PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,RNA-seq reads were aligned to the Ensembl release 100 top-level assembly with STAR v.2.7.3a,0.9,Accept,Experimental Usage
RES3cb0d20e,Cell Profiler (v.3.1.9),Analysis Software,v.3.1.9,,,,,,,Cell Profiler (v.3.1.9),PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,Cell proliferation was determined by dividing the number of EdU+ cells by the number of DAPI+ cells using Cell Profiler (v.3.1.9),0.9,Accept,Experimental Usage
RES236c3ef8,Stereo Investigator software (mbfbioscience v2019),Analysis Software,v2019,,,,,,,Stereo Investigator software (mbfbioscience v2019),PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,Images were taken using a Zeiss Axio Imager M2 and the Stereo Investigator software (mbfbioscience v2019),0.9,Accept,Experimental Usage
RESe04fef7b,Image Lab software (v.6),Analysis Software,v.6,,,,,,,Image Lab software (v.6),PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,imaged on a Bio-Rad Gel Doc imager using Image Lab software (v.6),0.9,Accept,Experimental Usage
RESf8dd2655,Image Studio Lite (v.5.0.21),Analysis Software,v.5.0.21,,,,,,,Image Studio Lite (v.5.0.21),PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,and analysed using Image Studio Lite (v.5.0.21),0.9,Accept,Experimental Usage
RES91bb3586,origin8.1,Analysis Software,8.1,,,,,,,origin8.1,PMID:21949590,10.2478/v10134-010-0025-8,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,,"Analysis was performed using Fitmaster and origin8.1 (OriginLab Corporation, MA)",0.85,Accept,Experimental Usage
RES061c2253,Nikon Elements software,Analysis Software,,,,,,,,Nikon Elements software,PMID:21949590,10.2478/v10134-010-0025-8,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,,The morphometric analysis of neurite lengths of transfected green fluorescent cells was performed with Nikon Elements software,0.9,Accept,Experimental Usage
RESc817b20b,BWA-MEM v 0.7.12,Command-line Tool,v 0.7.12,,,,,,,BWA-MEM v 0.7.12,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,read pairs were aligned to the hg19 reference genome using BWA-MEM v 0.7.12 with default parameters,0.9,Accept,Experimental Usage
RESfa7ea4cc,GATK v3.6.0,Command-line Tool,v3.6.0,,,,,,,GATK v3.6.0,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,"PCR duplicate marking, indel realignment and base quality score recalibration were performed using Picard v1.72 and GATK v3.6.0",0.9,Accept,Experimental Usage
RES9e79c59c,Mutect V1.1.6,Command-line Tool,V1.1.6,,,,,,,Mutect V1.1.6,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,We identified somatic mutations using Mutect V1.1.6 and Strelka v1.0.13 for 20 tumors with matched peripheral blood controls,0.9,Accept,Experimental Usage
RESd3d40c00,Strelka v1.0.13,Command-line Tool,v1.0.13,,,,,,,Strelka v1.0.13,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,We identified somatic mutations using Mutect V1.1.6 and Strelka v1.0.13 for 20 tumors with matched peripheral blood controls,0.9,Accept,Experimental Usage
RES46762b5e,STAR aligner (v.2.6.0),Command-line Tool,v.2.6.0,,,,,,,STAR aligner (v.2.6.0),PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,Sequence data was processed and aligned to human reference genome (hg38) using STAR aligner (v.2.6.0),0.9,Accept,Experimental Usage
RES414d06fd,FusionCatcher v1.1.0,Command-line Tool,v1.1.0,,,,,,,FusionCatcher v1.1.0,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,Fusion genes for cohort of PNSTs were identified using FusionCatcher v1.1.0 with default parameters,0.9,Accept,Experimental Usage
RES2f917537,Seurat version 3.0,Package/Library,version 3.0,R,,,,,,Seurat version 3.0,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,"The raw gene expression matrix was normalized, and variance stabilized by SCTransform in Suerat version 3.0",0.9,Accept,Experimental Usage
RES1177b3f0,inferCNV (v.1.1.1),Package/Library,v.1.1.1,R,,,,,,inferCNV (v.1.1.1),PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,CNAs of neoplastic and non-neoplastic cells were inferred from the snRNA-seq data using inferCNV (v.1.1.1),0.9,Accept,Experimental Usage
RES1c26bcde,limma package,Package/Library,,R,,,,,,limma package,PMID:23175151 | PMID:34010628 | PMID:28256556 | PMID:23535903,10.1038/bjc.2012.518 | 10.1016/j.stem.2021.04.029 | 10.1038/srep43315 | 10.1158/2159-8290.CD-13-0081,"MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression. | Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression. | An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,The limma package was also used for differential expression and multiple testing was controlled using the false discovery rate | Limma package was used for generating the human 621-MPNST signature | The Bioconductor/R limma package was used to define DEGs between two groups | Statistical comparisons were done using R/Bioconductor's Limma package ( http://www.bioconductor.org ),0.9,Accept,Experimental Usage
RES9d6618c0,GeneSpring GX v7.3.1,Analysis Software,v7.3.1,,,,,,,GeneSpring GX v7.3.1,PMID:23685747 | PMID:23535903,10.1038/ng.2641 | 10.1158/2159-8290.CD-13-0081,"Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,Statistical comparisons were done using R/Bioconductor packages and GeneSpring GX v7.3.1 (Agilent Technologies) | Statistical comparisons were done using R/Bioconductor's Limma package ( http://www.bioconductor.org ) and GeneSpring GXv7.3.1 (Agilent Technologies),0.9,Accept,Experimental Usage
RES001192a1,"Matlab script (Version 9.9.0, Natick, MA)",Analysis Software,9.9.0,MATLAB,,,,,,"Matlab script (Version 9.9.0, Natick, MA)",PMID:38173515,10.1016/j.heliyon.2023.e23445,Development of a semi-automatic segmentation technique based on mean magnetic resonance imaging intensity thresholding for volumetric quantification of plexiform neurofibromas.,,"The SSTMean method consisted of 4 main steps that were implemented in a Matlab script (Version 9.9.0, Natick, MA).",0.85,Accept,Development
RES430c2678,SSTMean,Analysis Software,,,,,,,,SSTMean,PMID:38173515,10.1016/j.heliyon.2023.e23445,Development of a semi-automatic segmentation technique based on mean magnetic resonance imaging intensity thresholding for volumetric quantification of plexiform neurofibromas.,,A semi-automatic segmentation technique based on mean magnetic resonance imaging (MRI) intensity thresholding (SSTMean) was developed,0.9,Accept,Development
RES949c580f,fastp v.0.2,Analysis Software,v.0.2,,,,,,,fastp v.0.2,PMID:34464388,10.1371/journal.pmed.1003734,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,,raw reads were quality filtered using fastp v.0.2,0.9,Accept,Experimental Usage
RES96aa8c5f,BWA v.0.7.17,Analysis Software,v.0.7.17,,,,,,,BWA v.0.7.17,PMID:34464388,10.1371/journal.pmed.1003734,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,,Quality-filtered reads were then aligned to the hg19 human genome assembly using BWA v.0.7.17,0.9,Accept,Experimental Usage
RESa0737fb1,Samtools v.1.7,Analysis Software,v.1.7,,,,,,,Samtools v.1.7,PMID:34464388,10.1371/journal.pmed.1003734,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,,Aligned reads were deduplicated with Samtools v.1.7,0.9,Accept,Experimental Usage
RES00d6a02d,ichorCNA tool (Broad v.0.2.0),Analysis Software,v.0.2.0,,,,,,,ichorCNA tool (Broad v.0.2.0),PMID:34464388,10.1371/journal.pmed.1003734,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,,copy number–based estimation of tumor fraction were then performed using the ichorCNA tool (Broad v.0.2.0),0.95,Accept,Experimental Usage
RESfade5453,deepTools bamPEFragmentSize,Analysis Software,,,,,,,,deepTools bamPEFragmentSize,PMID:34464388,10.1371/journal.pmed.1003734,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,,read-pair fragment sizes for cfDNA samples were calculated using deepTools bamPEFragmentSize,0.9,Accept,Experimental Usage
RESd417d523,CRISPOR software,Web Application,,,http://crispor.tefor.net,,,,,CRISPOR software,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,Single-guide RNAs (sgRNAs) were designed using CRISPOR software (http://crispor.tefor.net),0.9,Accept,Experimental Usage
RES84e3bf74,AnyMaze software,Analysis Software,,,,,,,,AnyMaze software,PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,The time spent near each wire cup was recorded and scored with the automated AnyMaze software,0.9,Accept,Experimental Usage
