pmid,title,verdict,reasoning
PMID:21686274,Inhibition of Cdc42-mediated activation of mixed lineage kinase 3 by the tumor suppressor protein merlin.,EXCLUDE,Molecular signaling mechanism study
PMID:21697395,Discovery of a small molecule targeting IRA2 deletion in budding yeast and neurofibromin loss in malignant peripheral nerve sheath tumor cells.,INCLUDE,Small molecule targeting NF research tool
PMID:21726432,MIA is a potential biomarker for tumour load in neurofibromatosis type 1.,INCLUDE,Potential biomarker development
PMID:21727212,Nilotinib alone or in combination with selumetinib is a drug candidate for neurofibromatosis type 2.,EXCLUDE,Drug candidate discussion
PMID:21748792,Hyperactivation of mTOR critically regulates abnormal osteoclastogenesis in neurofibromatosis Type 1.,EXCLUDE,Pathogenesis mechanism study
PMID:21750658,Multistep phosphorylation by oncogenic kinases enhances the degradation of the NF2 tumor suppressor merlin.,EXCLUDE,Molecular mechanism study
PMID:21778190,"AR42, a novel histone deacetylase inhibitor, as a potential therapy for vestibular schwannomas and meningiomas.",EXCLUDE,Potential therapy discussion
PMID:21855613,Genetically engineered mouse models shed new light on the pathogenesis of neurofibromatosis type I-related neoplasms of the peripheral nervous system.,INCLUDE,Genetically engineered mouse models
PMID:21876680,A comprehensive map of mobile element insertion polymorphisms in humans.,EXCLUDE,Genomic polymorphism mapping
PMID:21878642,KIBRA protein phosphorylation is regulated by mitotic kinase aurora and protein phosphatase 1.,EXCLUDE,Protein phosphorylation mechanism
PMID:21896734,Neurofibromatosis-1 regulates mTOR-mediated astrocyte growth and glioma formation in a TSC/Rheb-independent manner.,EXCLUDE,CNS dysfunction mechanism
PMID:21903164,Neurofibromatosis-1 heterozygosity impairs CNS neuronal morphology in a cAMP/PKA/ROCK-dependent manner.,EXCLUDE,Neuronal morphology mechanism
PMID:21931722,The probable cell of origin of NF1- and PDGF-driven glioblastomas.,EXCLUDE,Glioblastoma cell origin study
PMID:21949590,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,INCLUDE,Nf1 haploinsufficient mouse model
PMID:21949657,The receptor tyrosine kinase Alk controls neurofibromin functions in Drosophila growth and learning.,EXCLUDE,Drosophila signaling mechanism
PMID:21961044,Erk1 positively regulates osteoclast differentiation and bone resorptive activity.,EXCLUDE,Osteoclast differentiation mechanism
PMID:21963267,Choroidal abnormalities detected by near-infrared reflectance imaging as a new diagnostic criterion for neurofibromatosis 1.,INCLUDE,Near-infrared imaging diagnostic tool
PMID:21963652,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,INCLUDE,PET imaging preclinical tool
PMID:21980365,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,INCLUDE,Murine NF1 disease model
PMID:22012890,"Unfurling of the band 4.1, ezrin, radixin, moesin (FERM) domain of the merlin tumor suppressor.",EXCLUDE,Protein domain structural study
PMID:22077553,Pathogenesis of plexiform neurofibroma: tumor-stromal/hematopoietic interactions in tumor progression.,EXCLUDE,Tumor progression mechanism
PMID:22108604,Exploring the somatic NF1 mutational spectrum associated with NF1 cutaneous neurofibromas.,INCLUDE,NF1 mutational spectrum exploration
PMID:22125493,The NF1 gene contains hotspots for L1 endonuclease-dependent de novo insertion.,EXCLUDE,Genetic insertion mechanism
PMID:22384355,The SPRED1 Variants Repository for Legius Syndrome.,INCLUDE,SPRED1 genetic variants repository
PMID:22493273,Neurofibromatosis-like phenotype in Drosophila caused by lack of glucosylceramide extension.,EXCLUDE,Drosophila glycosphingolipid phenotype
PMID:22550514,Skin-derived precursor cells as an in vitro modelling tool for the study of type 1 neurofibromatosis.,INCLUDE,Skin-derived precursor cell model
PMID:22776759,Computer-based identification of a novel LIMK1/2 inhibitor that synergizes with salirasib to destabilize the actin cytoskeleton.,EXCLUDE,Computational drug identification
PMID:22811580,Ras-driven transcriptome analysis identifies aurora kinase A as a potential malignant peripheral nerve sheath tumor therapeutic target.,INCLUDE,Ras-driven transcriptome analysis tool
PMID:22821737,The Learning Disabilities Network (LeaDNet): using neurofibromatosis type 1 (NF1) as a paradigm for translational research.,INCLUDE,Genetically mediated mouse tumor model
PMID:22901811,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,INCLUDE,Neural progenitor ERK inhibition model
PMID:22916147,Applying microsatellite multiplex PCR analysis (MMPA) for determining allele copy-number status and percentage of normal cells within tumors.,INCLUDE,Microsatellite multiplex PCR analysis tool
PMID:22942771,Secretome survey of human plexiform neurofibroma derived Schwann Cells reveals a secreted form of the RARRES1 protein.,INCLUDE,Secretome survey tool
PMID:22961690,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,INCLUDE,Pediatric clinical trial tool
PMID:23045281,Rac1 is required for Prkar1a-mediated Nf2 suppression in Schwann cell tumors.,EXCLUDE,Schwann cell tumor mechanism
PMID:23055477,Neurofibromatosis type 1: modeling CNS dysfunction.,EXCLUDE,CNS dysfunction review
PMID:23056937,"Physical, cognitive, and psychosocial predictors of functional disability and health-related quality of life in adolescents with neurofibromatosis-1.",EXCLUDE,Clinical predictors study
PMID:23071067,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,INCLUDE,Radiation-induced tumor mouse model
PMID:23087000,Dedifferentiation of neurons and astrocytes by oncogenes can induce gliomas in mice.,EXCLUDE,Glioma induction mechanism
PMID:23124644,Anatomic MR imaging and functional diffusion tensor imaging of peripheral nerve tumors and tumorlike conditions.,INCLUDE,MR imaging and DTI peripheral nerve tumor tool
PMID:23140466,Regression of schwannomas induced by adeno-associated virus-mediated delivery of caspase-1.,INCLUDE,AAV-mediated caspase-1 delivery tool
PMID:23175151,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,INCLUDE,MicroRNA profiling tool
PMID:23221337,Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant mice.,INCLUDE,MEK inhibition mouse model
PMID:23225063,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,INCLUDE,Dopamine deficiency NF1 mouse model
PMID:23239959,Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured Fibroblasts Indicates a New Function of Neurofibromin in Regulation of Mechanosensoric.,INCLUDE,Mechanosensoric cell culture tool
PMID:23312374,Modeling cognitive dysfunction in neurofibromatosis-1.,EXCLUDE,Cognitive dysfunction modeling review
PMID:23318430,EGFR-STAT3 signaling promotes formation of malignant peripheral nerve sheath tumors.,EXCLUDE,EGFR-STAT3 signaling mechanism
PMID:23328114,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,INCLUDE,Genomic imbalance analysis tool
PMID:23348505,"Genomic analysis of non-NF2 meningiomas reveals mutations in TRAF7, KLF4, AKT1, and SMO.",EXCLUDE,Genomic mutation analysis
PMID:23356716,Miniaturized handheld confocal microscopy identifies focal brain invasion in a mouse model of aggressive meningioma.,INCLUDE,Handheld confocal microscopy tool
PMID:23358504,Integrated proteomics identified novel activation of dynein IC2-GR-COX-1 signaling in neurofibromatosis type I (NF1) disease model cells.,INCLUDE,Integrated proteomics analysis tool
PMID:23412344,Depletion of the novel p53-target gene carnitine palmitoyltransferase 1C delays tumor growth in the neurofibromatosis type I tumor model.,EXCLUDE,No specific research tool mentioned
PMID:23413263,Loss of SOX10 function contributes to the phenotype of human Merlin-null schwannoma cells.,EXCLUDE,No specific research tool mentioned
PMID:23423222,RAS/MEK-independent gene expression reveals BMP2-related malignant phenotypes in the Nf1-deficient MPNST.,EXCLUDE,No specific research tool mentioned
PMID:23424002,Reduced microglial CX3CR1 expression delays neurofibromatosis-1 glioma formation.,EXCLUDE,No specific research tool mentioned
PMID:23432799,"Development of the adult PedsQL™ neurofibromatosis type 1 module: initial feasibility, reliability and validity.",INCLUDE,Develops clinical assessment tool (PedsQL NF1 module)
PMID:23434321,CXCR4/CXCL12 mediate autocrine cell- cycle progression in NF1-associated malignant peripheral nerve sheath tumors.,EXCLUDE,No specific research tool mentioned
PMID:23446537,"[Quality of life in children with neurofibromatosis type 1, based on their mothers' reports].",EXCLUDE,Clinical observational study
PMID:23457304,Platelet-derived growth factor-BB activates calcium/calmodulin-dependent and -independent mechanisms that mediate Akt phosphorylation in the neurofibromin-deficient human Schwann cell line ST88-14.,INCLUDE,Uses neurofibromin-deficient cell line (ST88-14)
PMID:23475878,An unholy alliance: cooperation between BRAF and NF1 in melanoma development and BRAF inhibitor resistance.,EXCLUDE,No specific research tool mentioned
PMID:23487764,NMR-based functional profiling of RASopathies and oncogenic RAS mutations.,EXCLUDE,No specific research tool mentioned
PMID:23524941,"PAK1-deficiency/down-regulation reduces brood size, activates HSP16.2 gene and extends lifespan in Caenorhabditis elegans.",EXCLUDE,No specific research tool mentioned
PMID:23535903,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",INCLUDE,Develops genetic mouse models
PMID:23555837,Genetic interactions between neurofibromin and endothelin receptor B in mice.,EXCLUDE,No specific research tool mentioned
PMID:23583712,Neurofibromin interacts with the cytoplasmic Dynein Heavy Chain 1 in melanosomes of human melanocytes.,EXCLUDE,No specific research tool mentioned
PMID:23685747,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,INCLUDE,Forward genetic screen for identifying genes/pathways
PMID:23714726,Therapeutic potential of HSP90 inhibition for neurofibromatosis type 2.,EXCLUDE,No specific research tool mentioned
PMID:23723300,Genotype-specific abnormalities in mitochondrial function associate with distinct profiles of energy metabolism and catecholamine content in pheochromocytoma and paraganglioma.,EXCLUDE,No specific research tool mentioned
PMID:23749527,Extending the convergence of canonical WNT signaling and classic cancer pathways for treatment of malignant peripheral nerve sheath tumors.,EXCLUDE,No specific research tool mentioned
PMID:23762458,Motivational disturbances and effects of L-dopa administration in neurofibromatosis-1 model mice.,EXCLUDE,No specific research tool mentioned
PMID:23848554,MicroRNAome profiling in benign and malignant neurofibromatosis type 1-associated nerve sheath tumors: evidences of PTEN pathway alterations in early NF1 tumorigenesis.,EXCLUDE,No specific research tool mentioned
PMID:23858101,NF1 deletion generates multiple subtypes of soft-tissue sarcoma that respond to MEK inhibition.,EXCLUDE,No specific research tool mentioned
PMID:23863460,Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.,EXCLUDE,No specific research tool mentioned
PMID:23863479,Tumor suppressor Nf2 limits expansion of the neural progenitor pool by inhibiting Yap/Taz transcriptional coactivators.,EXCLUDE,No specific research tool mentioned
PMID:23907387,An integrative characterization of recurrent molecular aberrations in glioblastoma genomes.,EXCLUDE,No specific research tool mentioned
PMID:23928514,Natural compounds as potential treatments of NF2-deficient schwannoma and meningioma: cucurbitacin D and goyazensolide.,EXCLUDE,No specific research tool mentioned
PMID:23934191,LIM domain kinases as potential therapeutic targets for neurofibromatosis type 2.,EXCLUDE,No specific research tool mentioned
PMID:23960073,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.",INCLUDE,Small molecule inhibitor (FRAX597) development
PMID:24012335,Spatial organization of Hippo signaling at the plasma membrane mediated by the tumor suppressor Merlin/NF2.,EXCLUDE,No specific research tool mentioned
PMID:24035394,Nf1 loss and Ras hyperactivation in oligodendrocytes induce NOS-driven defects in myelin and vasculature.,EXCLUDE,No specific research tool mentioned
PMID:24040940,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,INCLUDE,Molecular-guided therapy prediction tool
PMID:24065580,Prevalence of Sleep Disturbances in Children With Neurofibromatosis Type 1.,EXCLUDE,Clinical observational study
PMID:24101678,Autism traits in the RASopathies.,EXCLUDE,No specific research tool mentioned
PMID:24132643,EZH2-miR-30d-KPNB1 pathway regulates malignant peripheral nerve sheath tumour cell survival and tumourigenesis.,EXCLUDE,No specific research tool mentioned
PMID:24189137,Succinate-to-fumarate ratio as a new metabolic marker to detect the presence of SDHB/D-related paraganglioma: initial experimental and ex vivo findings.,EXCLUDE,No specific research tool mentioned
PMID:24197987,Vision specific quality of life in children with optic pathway gliomas.,EXCLUDE,No specific research tool mentioned
PMID:24211110,Ras-Mek-Erk signaling regulates Nf1 heterozygous neointima formation.,EXCLUDE,No specific research tool mentioned
PMID:24213576,PPARβ/δ promotes HRAS-induced senescence and tumor suppression by potentiating p-ERK and repressing p-AKT signaling.,EXCLUDE,No specific research tool mentioned
PMID:24232507,Neuregulin-1 overexpression and Trp53 haploinsufficiency cooperatively promote de novo malignant peripheral nerve sheath tumor pathogenesis.,EXCLUDE,No specific research tool mentioned
PMID:24249801,Achieving consensus for clinical trials: the REiNS International Collaboration.,INCLUDE,REiNS International Collaboration clinical trial framework
PMID:24249802,Functional outcome measures for NF1-associated optic pathway glioma clinical trials.,INCLUDE,Functional outcome measures for clinical trials
PMID:24249804,Recommendations for imaging tumor response in neurofibromatosis clinical trials.,INCLUDE,Imaging response recommendations for clinical trials
PMID:24249806,Patient-reported outcomes in neurofibromatosis and schwannomatosis clinical trials.,INCLUDE,Patient-reported outcome tools
PMID:24259290,Inhibition of SIRT2 in merlin/NF2-mutant Schwann cells triggers necrosis.,EXCLUDE,No specific research tool mentioned
PMID:24261697,High incidence of activating TERT promoter mutations in meningiomas undergoing malignant progression.,EXCLUDE,No specific research tool mentioned
PMID:24285727,Preclinical therapeutic efficacy of a novel pharmacologic inducer of apoptosis in malignant peripheral nerve sheath tumors.,EXCLUDE,No specific research tool mentioned
PMID:24295733,Rapamycin improves sociability in the BTBR T(+)Itpr3(tf)/J mouse model of autism spectrum disorders.,EXCLUDE,No specific research tool mentioned
PMID:24297905,Regulation of Son of sevenless by the membrane-actin linker protein ezrin.,EXCLUDE,No specific research tool mentioned
PMID:24309211,Neuronal merlin influences ERBB2 receptor expression on Schwann cells through neuregulin 1 type III signalling.,EXCLUDE,No specific research tool mentioned
PMID:24336571,Genome-scale CRISPR-Cas9 knockout screening in human cells.,INCLUDE,Genome-scale CRISPR-Cas9 knockout screening method
PMID:24346802,"Evaluation of Bcl-2, Bcl-x and cleaved caspase-3 in malignant peripheral nerve sheath tumors and neurofibromas.",EXCLUDE,No specific research tool mentioned
PMID:24371224,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,INCLUDE,Parse error - defaulted to include
PMID:24375753,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:24386979,"Modulation of Ras signaling alters the toxicity of hydroquinone, a benzene metabolite and component of cigarette smoke.",INCLUDE,Parse error - defaulted to include
PMID:24414536,mTORC1 inhibition delays growth of neurofibromatosis type 2 schwannoma.,INCLUDE,Parse error - defaulted to include
PMID:24431436,Neurofibromin is the major ras inactivator in dendritic spines.,INCLUDE,Parse error - defaulted to include
PMID:24465906,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",INCLUDE,Parse error - defaulted to include
PMID:24470552,Treatment of orthotopic malignant peripheral nerve sheath tumors with oncolytic herpes simplex virus.,INCLUDE,Parse error - defaulted to include
PMID:24500418,"Phase 2 randomized, flexible crossover, double-blinded, placebo-controlled trial of the farnesyltransferase inhibitor tipifarnib in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.",INCLUDE,Parse error - defaulted to include
PMID:24503545,Expression of WW domain-containing oxidoreductase WOX1 in human nervous system tumors.,INCLUDE,Parse error - defaulted to include
PMID:24506781,Exon-skipping antisense oligonucleotides to correct missplicing in neurogenetic diseases.,INCLUDE,Parse error - defaulted to include
PMID:24509877,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,INCLUDE,Parse error - defaulted to include
PMID:24558021,Proteomic screening identifies a YAP-driven signaling network linked to tumor cell proliferation in human schwannomas.,INCLUDE,Parse error - defaulted to include
PMID:24559228,Abnormal late visual responses and alpha oscillations in neurofibromatosis type 1: a link to visual and attention deficits.,INCLUDE,Parse error - defaulted to include
PMID:2456020,Expression of nerve growth factor receptor in paraffin-embedded soft tissue tumors.,INCLUDE,Parse error - defaulted to include
PMID:24595234,In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,INCLUDE,Parse error - defaulted to include
PMID:24619350,Longitudinal evaluation of quality of life in 288 patients with neurofibromatosis 2.,INCLUDE,Parse error - defaulted to include
PMID:24676424,Neurofibromatosis type 1 gene mutation analysis using sequence capture and high-throughput sequencing.,INCLUDE,Parse error - defaulted to include
PMID:24681606,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,INCLUDE,Parse error - defaulted to include
PMID:24686726,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,INCLUDE,Parse error - defaulted to include
PMID:24711647,ADAP2 in heart development: a candidate gene for the occurrence of cardiovascular malformations in NF1 microdeletion syndrome.,INCLUDE,Parse error - defaulted to include
PMID:24719295,Maximizing bone formation in posterior spine fusion using rhBMP-2 and zoledronic acid in wild type and NF1 deficient mice.,INCLUDE,Parse error - defaulted to include
PMID:24726726,Molecular insights into NF2/Merlin tumor suppressor function.,INCLUDE,Parse error - defaulted to include
PMID:24753394,Phase II trial of pirfenidone in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.,INCLUDE,Parse error - defaulted to include
PMID:24786638,Analyses of merlin/NF2 connection to FAK inhibitor responsiveness in serous ovarian cancer.,INCLUDE,Parse error - defaulted to include
PMID:24815379,Application of COLD-PCR for improved detection of NF2 mosaic mutations.,INCLUDE,Parse error - defaulted to include
PMID:24817309,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,INCLUDE,Parse error - defaulted to include
PMID:24824755,BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells.,INCLUDE,Parse error - defaulted to include
PMID:24832557,Trp53 haploinsufficiency modifies EGFR-driven peripheral nerve sheath tumorigenesis.,INCLUDE,Parse error - defaulted to include
PMID:24848258,Merlin deficiency predicts FAK inhibitor sensitivity: a synthetic lethal relationship.,INCLUDE,Parse error - defaulted to include
PMID:24882693,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,INCLUDE,Parse error - defaulted to include
PMID:24912773,Structural basis of DDB1-and-Cullin 4-associated Factor 1 (DCAF1) recognition by merlin/NF2 and its implication in tumorigenesis by CD44-mediated inhibition of merlin suppression of DCAF1 function.,INCLUDE,Parse error - defaulted to include
PMID:2491775,Genetic analysis of eight loci tightly linked to neurofibromatosis 1.,INCLUDE,Parse error - defaulted to include
PMID:2491777,Genetic linkage mapping of chromosome 17 markers and neurofibromatosis type I.,INCLUDE,Parse error - defaulted to include
PMID:2491778,Flanking markers for the gene causing von Recklinghausen neurofibromatosis (NF1).,INCLUDE,Parse error - defaulted to include
PMID:2491779,A refined genetic map of the region of chromosome 17 surrounding the von Recklinghausen neurofibromatosis (NF1) gene.,INCLUDE,Parse error - defaulted to include
PMID:2491781,Close flanking markers for neurofibromatosis type I (NF1).,INCLUDE,Parse error - defaulted to include
PMID:2491782,"Linkage analysis of neurofibromatosis type I, using chromosome 17 DNA markers.",INCLUDE,Parse error - defaulted to include
PMID:2491783,Physical mapping of the von Recklinghausen neurofibromatosis region on chromosome 17.,INCLUDE,Parse error - defaulted to include
PMID:2491784,Multipoint linkage analysis in neurofibromatosis type I: an international collaboration.,INCLUDE,Parse error - defaulted to include
PMID:2491785,"The order of loci in the pericentric region of chromosome 17, based on evidence from physical and genetic breakpoints.",INCLUDE,Parse error - defaulted to include
PMID:24925884,Correlation between in vivo 18F-FDG PET and immunohistochemical markers of glucose uptake and metabolism in pheochromocytoma and paraganglioma.,INCLUDE,Parse error - defaulted to include
PMID:24932921,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,INCLUDE,Parse error - defaulted to include
PMID:24958239,SVA retrotransposon insertion-associated deletion represents a novel mutational mechanism underlying large genomic copy number changes with non-recurrent breakpoints.,INCLUDE,Parse error - defaulted to include
PMID:24980480,Novel age-dependent targets in vestibular schwannomas.,INCLUDE,Parse error - defaulted to include
PMID:24997609,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",INCLUDE,Parse error - defaulted to include
PMID:25003081,An integrative analysis of meningioma tumors reveals the determinant genes and pathways of malignant transformation.,INCLUDE,Parse error - defaulted to include
PMID:2500456,"Type 1 neurofibromatosis: selective expression of extracellular matrix genes by Schwann cells, perineurial cells, and fibroblasts in mixed cultures.",INCLUDE,Parse error - defaulted to include
PMID:25012216,A neuronal function of the tumor suppressor protein merlin.,INCLUDE,Parse error - defaulted to include
PMID:25026211,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,INCLUDE,Parse error - defaulted to include
PMID:25043298,Oncogenic role of Merlin/NF2 in glioblastoma.,INCLUDE,Parse error - defaulted to include
PMID:25043591,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,INCLUDE,Mouse model (Nf1Osx -/- mice)
PMID:25070947,Neuronal NF1/RAS regulation of cyclic AMP requires atypical PKC activation.,EXCLUDE,Neurophysiology mechanism study
PMID:25074460,Neurofibromatosis type 1 molecular diagnosis: what can NGS do for you when you have a large gene with loss of function mutations?,INCLUDE,Next-generation sequencing diagnostic tool
PMID:25079666,Primary culture of human vestibular schwannomas.,INCLUDE,Primary cell culture tool
PMID:25083141,Insights into synaptic function from mouse models of human cognitive disorders.,EXCLUDE,General cognitive disorder review
PMID:25092287,Translationally controlled tumor protein is a novel biological target for neurofibromatosis type 1-associated tumors.,EXCLUDE,Molecular biology mechanism study
PMID:25109740,TAGLN expression is upregulated in NF1-associated malignant peripheral nerve sheath tumors by hypomethylation in its promoter and subpromoter regions.,EXCLUDE,Molecular genetics analysis
PMID:25113746,A murine model of neurofibromatosis type 2 that accurately phenocopies human schwannoma formation.,INCLUDE,Murine NF2 model development
PMID:25184332,Heat hyperalgesia and mechanical hypersensitivity induced by calcitonin gene-related peptide in a mouse model of neurofibromatosis.,EXCLUDE,Pain mechanism study
PMID:25204795,Regulation of cell proliferation and adhesion by means of a novel region of drosophila merlin interacting with Sip1.,EXCLUDE,Molecular interaction study
PMID:25217104,The p53/mouse double minute 2 homolog complex deregulation in merlin-deficient tumours.,EXCLUDE,Tumor mechanism study
PMID:25240281,PRC2 is recurrently inactivated through EED or SUZ12 loss in malignant peripheral nerve sheath tumors.,EXCLUDE,Tumor genetics analysis
PMID:25246427,The impact of coexisting genetic mutations on murine optic glioma biology.,INCLUDE,Mouse optic glioma model
PMID:25274808,Hippocampal dysregulation of neurofibromin-dependent pathways is associated with impaired spatial learning in engrailed 2 knock-out mice.,EXCLUDE,Neurological mechanism study
PMID:25289889,Combinatorial therapy with tamoxifen and trifluoperazine effectively inhibits malignant peripheral nerve sheath tumor growth by targeting complementary signaling cascades.,EXCLUDE,Drug combination study
PMID:25325900,The use of next-generation sequencing in molecular diagnosis of neurofibromatosis type 1: a validation study.,INCLUDE,Next-generation sequencing diagnostic tool
PMID:25329635,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,INCLUDE,Multi-platform genetic analysis tool
PMID:25335493,Expanding the mutational spectrum of LZTR1 in schwannomatosis.,EXCLUDE,Genetic mutation spectrum study
PMID:25336744,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,INCLUDE,Mouse developmental model
PMID:25340526,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,INCLUDE,In vitro/in vivo drug testing tool
PMID:25360213,A chemical biology approach identified PI3K as a potential therapeutic target for neurofibromatosis type 2.,INCLUDE,Chemical biology screening approach
PMID:25377441,Development and validation of the English Pain Interference Index and Pain Interference Index-Parent report.,INCLUDE,Pain assessment tool development
PMID:25433207,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,INCLUDE,Mouse developmental model
PMID:25437375,"Abnormal relationship between GABA, neurophysiology and impulsive behavior in neurofibromatosis type 1.",EXCLUDE,Neurophysiology mechanism study
PMID:25452392,Evidence of polyclonality in neurofibromatosis type 2-associated multilobulated vestibular schwannomas.,EXCLUDE,Tumor genetic analysis
PMID:25475340,Validity and interexaminer reliability of a new method to quantify skin neurofibromas of neurofibromatosis 1 using paper frames.,INCLUDE,Skin neurofibroma quantification method
PMID:25480913,Mutations in LZTR1 add to the complex heterogeneity of schwannomatosis.,EXCLUDE,Genetic mutation study
PMID:25483400,Nf1 regulates alcohol dependence-associated excessive drinking and gamma-aminobutyric acid release in the central amygdala in mice and is associated with alcohol dependence in humans.,EXCLUDE,Alcohol dependence mechanism study
PMID:2551169,Transplacental induction of peripheral nervous tumor in the Syrian golden hamster by N-nitroso-N-ethylurea. A new animal model for von Recklinghausen's neurofibromatosis.,INCLUDE,Animal model development
PMID:25534182,Depression among adults with neurofibromatosis type 1: prevalence and impact on quality of life.,EXCLUDE,Clinical prevalence study
PMID:25534823,Akt- or MEK-mediated mTOR inhibition suppresses Nf1 optic glioma growth.,INCLUDE,Mouse optic glioma model
PMID:25535838,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,INCLUDE,Mouse developmental model
PMID:25549701,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,INCLUDE,Exome sequencing tool
PMID:25551830,Soluble AXL: a possible circulating biomarker for neurofibromatosis type 1 related tumor burden.,EXCLUDE,Biomarker identification study
PMID:25557241,Outcomes of preimplantation genetic diagnosis in neurofibromatosis type 1.,INCLUDE,Preimplantation genetic diagnosis tool
PMID:25596744,Group I Paks as therapeutic targets in NF2-deficient meningioma.,EXCLUDE,Therapeutic target study
PMID:25616962,FGFR1 signaling in hypertrophic chondrocytes is attenuated by the Ras-GAP neurofibromin during endochondral bone formation.,EXCLUDE,Molecular signaling mechanism study
PMID:2562822,Fine structure DNA mapping studies of the chromosomal region harboring the genetic defect in neurofibromatosis type I.,EXCLUDE,Genetic mapping study
PMID:25639352,Neural Crest-Specific TSC1 Deletion in Mice Leads to Sclerotic Craniofacial Bone Lesion.,INCLUDE,Mouse model development
PMID:25692621,Interplay between VEGF-A and cMET signaling in human vestibular schwannomas and schwann cells.,EXCLUDE,Signaling pathway study
PMID:25710373,Spatial and temporal heterogeneity in high-grade serous ovarian cancer: a phylogenetic analysis.,EXCLUDE,Cancer heterogeneity analysis
PMID:2573276,Refined physical and genetic mapping of the NF1 region on chromosome 17.,EXCLUDE,Genetic mapping study
PMID:25750037,Role of Yes-associated protein 1 in gliomas: pathologic and therapeutic aspects.,EXCLUDE,Molecular mechanism review
PMID:25772366,Mouse low-grade gliomas contain cancer stem cells with unique molecular and functional properties.,INCLUDE,Mouse low-grade glioma model
PMID:25788518,Elucidating the impact of neurofibromatosis-1 germline mutations on neurofibromin function and dopamine-based learning.,EXCLUDE,Mutation mechanism study
PMID:25823924,NF2 blocks Snail-mediated p53 suppression in mesothelioma.,EXCLUDE,Molecular mechanism study
PMID:25833823,STAT3 and HIF1α Signaling Drives Oncogenic Cellular Phenotypes in Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Oncogenic signaling study
PMID:25851896,Preclinical assessment of the anticancer drug response of plexiform neurofibroma tissue using primary cultures.,INCLUDE,Primary cell culture tool
