clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
0ca9aa1d-ed02-4038-8e26-78924bd40cd7,Hearing grade score,,,,,,,,,,,,PMID:28848060,,Genetic Severity Score predicts clinical phenotype in NF2.,methods,0.9,"Hearing grade was assigned based on a score of 1–6, as used within the English NF2 service to indicate suitability for a hearing implant","Standardized 6-point hearing assessment scale used in clinical practice, but not detected",,AI validation - Sonnet 4.5,0,0,,
69690404-e99a-4dce-b265-e5bc5a42cc43,Speech Discrimination Score,,,,,,,,,,,,PMID:28848060,,Genetic Severity Score predicts clinical phenotype in NF2.,methods,0.85,"grades 1, 2 and 3/4 hearing equating to optimum Speech Discrimination Score (SDS) in the better hearing ear >70%, 50%–70% and below 50%, respectively","Standardized hearing assessment tool (SDS) with specific percentage thresholds, but not caught",,AI validation - Sonnet 4.5,0,0,,
abd600f6-06db-4b82-8233-1ced82dd4748,nerve conduction assays,,,,,,,,,,,,PMID:29408605,,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,abstract,0.9,"Recovery of nerve function was assessed by measuring mean contact paw area on a pressure pad 7, 21, 60, and 90 days following nerve injury and by nerve conduction assays at 90 days following injury",Electrophysiological assessment method for measuring nerve function,,AI validation - Sonnet 4.5,0,0,,
dad0dd6c-2876-4c51-bcba-b85db16fa7b9,Wechsler Adult Intelligence Scale-3rd edition (WAIS-III),,,,,,,,,,,,PMID:29566645,,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",methods,1.0,Intellectual function was assessed by using the Portuguese-adapted version of the Wechsler Adult Intelligence Scale-3rd edition (WAIS-III),Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
92fe3924-ded6-4cdc-99a7-65cb8374946d,Stroop Colour and Word Test,,,,,,,,,,,,PMID:29566645,,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",methods,1.0,All the participants performed the standard Stroop Colour and Word Test [ 31 ] composed by two congruent conditions [word (W) and colour (C)] and one incongruent (interference) condition,Validated neuropsychological test not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
59375e89-ae35-49bb-bd1f-1a499140cb07,Edinburgh Handedness Inventory,,,,,,,,,,,,PMID:29566645,,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",methods,1.0,All the participants but one were right-handed as assessed by the Edinburgh Handedness Inventory [ 29 ],Clinical assessment inventory not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
4b7752d3-0764-4597-89bb-311b63407eaa,WAIS-III,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.98,General intellectual functioning was assessed by the third version of the Brazilian Wechsler Intelligence Scales (WAIS-III for adults and WISC-III for children),Standardized neuropsychological test not detected,,AI validation - Sonnet 4.5,0,0,,
dcb5fa2c-2ab8-4b51-9f07-ca090c40041e,WISC-III,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.98,General intellectual functioning was assessed by the third version of the Brazilian Wechsler Intelligence Scales (WAIS-III for adults and WISC-III for children),Standardized neuropsychological test not detected,,AI validation - Sonnet 4.5,0,0,,
959d749a-9029-49d9-8074-81efacbd354e,Nine-Hole Peg Test,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.95,The Nine-Hole Peg Test was performed as a measure of finger dexterity. It measures the time (in seconds) needed to complete the test,Motor assessment tool not detected,,AI validation - Sonnet 4.5,0,0,,
10257531-8d34-4673-b81c-90493bad68af,Rey-Osterrieth Complex Figure Test,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.95,The Rey-Osterrieth Complex Figure Test was implemented as a measure of the visuospatial cognitive domain,Neuropsychological assessment tool not detected,,AI validation - Sonnet 4.5,0,0,,
20b41a51-0765-4648-9afb-59eccbf48481,Rey Auditory-Verbal Learning Test,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.95,Immediate (A6) and delayed recalls (A7) of the Brazilian-Portuguese version of the Rey Auditory-Verbal Learning Test (RAVLT),Memory assessment tool not detected,,AI validation - Sonnet 4.5,0,0,,
596ca8ca-f637-4749-aed3-01531506cc2f,Five Digits Test,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.95,The Five Digits Test (FDT) is a numeric-Stroop paradigm designed to assess attentional processes,Attention assessment tool not detected,,AI validation - Sonnet 4.5,0,0,,
773a4fb6-a841-44a3-a9fc-0a84d5e30d88,Corsi block-tapping task,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.95,"For working memory evaluation, we used the Digit Span according to the WAIS-III or WISC-III, and the Corsi block-tapping task",Working memory assessment tool not detected,,AI validation - Sonnet 4.5,0,0,,
4e9ed336-1640-47a3-9f27-bdd3a48ea783,Tower of London Test,,,,,,,,,,,,PMID:30192842,,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,methods,0.95,The Tower of London Test was used as a measure of Planning Skills,Executive function assessment tool not detected,,AI validation - Sonnet 4.5,0,0,,
ca843ec7-1ba0-4ed4-88c3-36c6f754cdac,hearing assessment techniques,,,,,,,,,,,,PMID:30617350,,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",abstract,0.8,...apply state-of-the-art intravital imaging and hearing assessment techniques to study tumor growth and hearing loss...,Assessment methodology mentioned but not captured by clinical tool patterns,,AI validation - Sonnet 4.5,0,0,,
4d9db71e-d7d6-4cb1-9975-f385909ef123,Burden of Neurofibromatosis (BoN) questionnaire,,,,,,,,,,,,PMID:31053133,,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,methods,1.0,"This study sought to develop a self-administered questionnaire in French to assess the burden of NF1 (BoN), then translate and linguistically and cross-culturally validate it into American English",This is the primary tool being developed in this study - a 15-item questionnaire with 4 domains measuring NF1 burden. Should have been captured as a newly developed clinical assessment tool.,,AI validation - Sonnet 4.5,0,0,,
1affe1e4-73da-4bb0-a797-506cf9bbc110,Dermatology Life Quality Index (DLQI),,,,,,,,,,,,PMID:31053133,,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,methods,1.0,all participants were asked to complete three previously validated self-administered questionnaires: the Dermatology Life Quality Index [DLQI] questionnaire,Established dermatology-specific quality of life questionnaire used for external validation. Clear clinical assessment tool with specific scoring (0-30 scale).,,AI validation - Sonnet 4.5,0,0,,
092f1e91-640f-46e4-8be8-bc684619e694,Perceived Stress Scale (PSS),,,,,,,,,,,,PMID:31053133,,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,methods,1.0,"The PSS is the most widely used psychological instrument for measuring the perception of stress. Composed of 10 items rated from 'never' to 'often', PSS measures the degree to which situations in one's life are perceived as stressful",Validated 10-item psychological stress assessment scale with specific scoring (10-50 range). Standard clinical assessment tool.,,AI validation - Sonnet 4.5,0,0,,
e14f1b9c-79cd-49a9-9280-9b4f53738c31,SF12,,,,,,,,,,,,PMID:31053133,,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,methods,1.0,"The SF12 is a short version of the SF-36, namely a generic instrument to measure population health, with a physical composite score and mental composite score calculated based on 12 questions",Well-established 12-item health survey instrument with physical and mental composite scores. Standard clinical assessment tool for health-related quality of life.,,AI validation - Sonnet 4.5,0,0,,
c3e4799d-4cf4-47f4-9a5a-6ca367128a6d,Social Responsiveness Scale 2nd Edition,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...Children with NF1 that screen at risk for ASD on the parent-rated Social Responsiveness Scale 2nd Edition will be invited back to complete...,Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
8acbab84-bb3a-4714-8457-104ff0c82211,SRS-2,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...NF1 participants that screen at risk for ASD on the basis of their SRS-2 results (total symptom T-score≥60)...,Abbreviated form of clinical assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
55eb8baa-47e8-435b-af3f-7a4f8e5c9ec3,Autism Diagnostic Observation Scale 2nd Edition,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...complete the Autism Diagnostic Observation Scale 2nd Edition and Autism Diagnostic Interview-Revised to determine whether they fulfil ASD diagnostic criteria...,Standard diagnostic instrument name not captured,,AI validation - Sonnet 4.5,0,0,,
256b3f4d-7d22-4456-b0ed-d7bb63873dc9,ADOS-2,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...The ADOS-2 is a semi-structured, standardised child-direct observational assessment designed to assess reciprocal social interaction...",Abbreviated diagnostic instrument name not captured,,AI validation - Sonnet 4.5,0,0,,
9d37ae60-a07b-450a-9a07-4283e94afe65,Autism Diagnostic Interview-Revised,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...The ADI-R is a semistructured, standardised diagnostic interview designed to assess core aspects of ASD...",Standard diagnostic instrument name not captured,,AI validation - Sonnet 4.5,0,0,,
c15a8d4a-4fe1-4e0c-9f61-6b192f336cf7,ADI-R,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...The ADI-R is administered to a parent/caregiver by a trained clinician and consists of 95 items...,Abbreviated diagnostic instrument name not captured,,AI validation - Sonnet 4.5,0,0,,
21924327-89e0-45f7-bef1-b6d3a0c74690,WISC-V,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...WISC-V 10 subtests providing 5 indices and full scale IQ S...,Cognitive assessment tool abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
4b181bad-2a46-4ba4-aec7-a00e70efabf4,"Wechsler Intelligence Scale for Children, 5th edition",,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...WISC-V, Wechsler intelligence scale for children, 5th edition...",Full cognitive assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
f731b014-15d0-4a46-83b1-ed2e48012fd0,WPPSI-IV,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...WPPSI-IV 10 subtests providing 5 indices and full scale IQ Y...,Cognitive assessment tool abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
cbe9df0e-c9ae-4d53-ad1e-9558ee941b2b,"Wechsler Preschool and Primary Scale of Intelligence, 4th edition",,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...WPPSI IV, Wechsler preschool and primary scale of intelligence, 4th edition...",Full cognitive assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
a4507749-d933-4aee-871b-2f538e970f66,NEPSY-II,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...NESPY-II Inhibition 6 items assessing the ability to inhibit automatic responses...,Neuropsychological assessment battery abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
4db815ac-77ca-4668-b5b3-6a818590024b,BRIEF,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...BRIEF 86 items assessing executive functions in the home environment...,Executive function rating scale abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
a8eaae0b-e338-4d50-9550-de34561d0b45,Behavior Rating Inventory of Executive Functions,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...BRIEF, behavior rating inventory of executive functions...",Full executive function assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
393c1f8c-536b-44e3-ba04-db76c751924b,CBCL,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...CBCL: 6–18 years 113 items assessing internalising and externalising problems...,Behavioral checklist abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
8c91f161-2e1e-47f9-8e36-5ec051ef04b6,Child Behavior Checklist,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...CBCL, child behavior checklist...",Full behavioral assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
c5bc48dd-ef53-4040-a0b4-d6821ffcd472,ABAS-3,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...ABAS-3: 0–5 years 241 items assessing adaptive functioning skills...,Adaptive behavior assessment abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
4b42c630-cbf9-4ac2-b104-bfd9bafbf3a6,"Adaptive Behavior Assessment System, 3rd edition",,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...ABAS-3, adaptive behaviour assessment system, 3rd edition...",Full adaptive behavior assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
20433b07-bb7b-451e-9bcf-be4b93bdcaac,Conners 3,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,...Conners 3 110 items assessing ADHD symptom and comorbid disorders...,ADHD rating scale name not captured,,AI validation - Sonnet 4.5,0,0,,
b6fbccdf-5aef-4813-adae-d996f60cddac,SSIS Rating Scale,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...SSIS Rating Scale 79 items assessing social skills, problem behaviours and academic competence...",Social skills rating scale name not captured,,AI validation - Sonnet 4.5,0,0,,
db8f466c-0e35-42d9-8ea9-d51ce6316767,Social Skills Improvement System,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...SSIS, social skills improvement system...",Full social skills assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
fe82c84e-0992-44f9-a7c0-f1311220a4f1,Sensory Profile 2,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...Sensory Profile 2 86 items assessing sensory processing, including auditory, visual, taste/smell...",Sensory processing assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
2affb961-91aa-4796-94c1-d0a27e772862,CCC-2,,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...CCC-2 70 items assessing speech, syntax, semantics, coherence...",Communication checklist abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
7ba42e85-e25a-45c5-b9ce-2515d4d8b95a,"Children's Communication Checklist, 2nd edition",,,,,,,,,,,,PMID:31558455,,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,methods,1.0,"...CCC-2, children's communication checklist, 2nd edition...",Full communication assessment tool name not captured,,AI validation - Sonnet 4.5,0,0,,
9b314a86-740f-4366-a38c-2a8804ece399,World Health Organization (WHO) criteria,,,,,,,,,,,,PMID:32193437,,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,methods,0.9,...Measurements of the neurofibroma regions were made using the World Health Organization (WHO) criteria on the LAVA post contrast MR scans...,Standardized clinical measurement criteria for tumor assessment,,AI validation - Sonnet 4.5,0,0,,
ae0e5ca6-34ed-4d03-bf08-a797fad23825,"International Classification of Diseases, 10th Revision",,,,,,,,,,,,PMID:32406525,,Autism and attention-deficit/hyperactivity disorders and symptoms in children with neurofibromatosis type 1.,abstract,0.8,"...We searched hospital electronic medical records (EMR) for International Classification of Diseases, 10th Revision NF1 and co-occurring diagnoses codes...","ICD-10 is a standardized diagnostic classification system used for clinical assessment, but may not be recognized as a clinical tool",,AI validation - Sonnet 4.5,0,0,,
7946e775-ddd5-4873-9a44-025235ee29d9,SF-36,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.95,"Patients completed generic measures (SF-36, EQ-5D-5L, and PROMIS pain interference)",Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
4d977ee6-9ece-4c22-aca6-a1adc600287f,EQ-5D-5L,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.95,"Patients completed generic measures (SF-36, EQ-5D-5L, and PROMIS pain interference)",Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
70ca4906-4fba-41e3-b794-29a5af20302e,PROMIS pain interference,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.95,"Patients completed generic measures (SF-36, EQ-5D-5L, and PROMIS pain interference)",PROMIS tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
d32f669f-b067-4cbf-a12f-14a3551acc9a,PedsQL NF1 module,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.95,disease-specific questionnaires (PedsQL NF1 module and the NFTI-QOL for NF2),Disease-specific questionnaire name not captured,,AI validation - Sonnet 4.5,0,0,,
65d5b751-2e0a-4389-aa59-8e8c82132e4b,NFTI-QOL,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.95,disease-specific questionnaires (PedsQL NF1 module and the NFTI-QOL for NF2),NF2-specific quality of life tool not captured,,AI validation - Sonnet 4.5,0,0,,
8f1d6e28-a117-4e33-bca8-4135bd97d45a,Ablon visibility index,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.9,the clinicians also rated the disease visibility using the Ablon visibility index,Clinical rating scale not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
53670b32-b674-4892-b2c8-7eb4584c68a9,House and Brackmann facial nerve scale,,,,,,,,,,,,PMID:32642740,,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,methods,0.95,physicians also completed the House and Brackmann facial nerve scale that rates facial nerve impairments from 1—normal symmetric function to 6—indicating complete paralysis,Clinical rating scale with specific name not captured,,AI validation - Sonnet 4.5,0,0,,
3dd4e35f-c035-4fb7-b4db-5a05e9ace31d,PlexiQoL,,,,,,,,,,,,PMID:33085177,,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,methods,1.0,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas...The PlexiQoL is the first disease-specific PRO assessing the ability of adults with NF-1 associated pNFs to meet their basic human needs.,This is the primary clinical assessment tool being developed in this study - a patient-reported outcome measure specifically for NF1 patients with plexiform neurofibromas,,AI validation - Sonnet 4.5,0,0,,
a294c808-e6e6-4445-be60-45fe18b85c1c,Nottingham Health Profile,,,,,,,,,,,,PMID:33085177,,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,methods,1.0,"The comparator measure used in the UK was the Nottingham Health Profile (NHP; Hunt et al., 1981)...The NHP comprises six sections; energy level, pain, physical mobility, sleep, social isolation, and emotional reactions.",This is an established clinical assessment tool used as a comparator measure in the validation study,,AI validation - Sonnet 4.5,0,0,,
4aded5c5-04c6-44a8-b5cf-103fccc018e8,Short Form-36,,,,,,,,,,,,PMID:33085177,,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,methods,1.0,"the Short Form‐36 (SF‐36; Ware & Sherbourne, 1992) was used in the US. These are generic measures of subjective health status (HRQL). The SF‐36 consists of 36 items, covering eight sections.",This is an established clinical assessment tool (SF-36) used as a comparator measure in the US portion of the validation study,,AI validation - Sonnet 4.5,0,0,,
447dc725-08f2-4b43-b7a8-d58fc13b051c,PHQ-9,,,,,,,,,,,,PMID:33197677,,Effects of a mind-body program on symptoms of depression and perceived stress among adults with neurofibromatosis type 2 who are deaf: A live-video randomized controlled trial.,abstract,0.95,"...completed measures of depression (PHQ-9) and perceived stress (PSS-10) at baseline, post-intervention, and six-month follow-up.",This is a validated depression assessment scale that should have been detected as a clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
00d3864b-03c4-4083-a01a-956417564843,PSS-10,,,,,,,,,,,,PMID:33197677,,Effects of a mind-body program on symptoms of depression and perceived stress among adults with neurofibromatosis type 2 who are deaf: A live-video randomized controlled trial.,abstract,0.95,"...completed measures of depression (PHQ-9) and perceived stress (PSS-10) at baseline, post-intervention, and six-month follow-up.",This is a validated perceived stress scale that should have been detected as a clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
fccdbcef-d015-4182-b1e4-8968e061183c,Numerical Rating Scale-11,,,,,,,,,,,,PMID:33507822,,NF106: A Neurofibromatosis Clinical Trials Consortium Phase II Trial of the MEK Inhibitor Mirdametinib (PD-0325901) in Adolescents and Adults With NF1-Related Plexiform Neurofibromas.,methods,0.95,The Numerical Rating Scale-11 is a self-report measure of pain intensity that was adapted to assess PN-related pain for NF1 clinical trials. Patients were asked to choose their most important tumor pain and rate it from 0 (no pain) to 10 (worst pain) in the past week.,Clinical assessment tool with specific name and validation context not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
f6f80236-1d17-4241-9d85-aba3070b2a87,Brief Pain Inventory Pain Interference subscale,,,,,,,,,,,,PMID:33507822,,NF106: A Neurofibromatosis Clinical Trials Consortium Phase II Trial of the MEK Inhibitor Mirdametinib (PD-0325901) in Adolescents and Adults With NF1-Related Plexiform Neurofibromas.,methods,0.95,The Brief Pain Inventory Pain Interference subscale assesses the impact of pain on daily functioning in seven areas from 0 (does not interfere) to 10 (completely interfered) in the past week; it yields a mean total score.,Validated clinical assessment instrument with specific subscale name not captured,,AI validation - Sonnet 4.5,0,0,,
35d7d163-c2a4-4aab-af35-d0be089e3171,Pediatric Quality of Life Inventory NF1 module,,,,,,,,,,,,PMID:33507822,,NF106: A Neurofibromatosis Clinical Trials Consortium Phase II Trial of the MEK Inhibitor Mirdametinib (PD-0325901) in Adolescents and Adults With NF1-Related Plexiform Neurofibromas.,methods,0.95,The Pediatric Quality of Life Inventory NF1 module is a disease-specific health-related quality-of-life (QOL) measure assessing 16 domains. Responses on a five-point Likert scale are transformed to a scale of 0-100 (higher scores = better QOL),Disease-specific quality of life instrument with detailed scoring description not captured,,AI validation - Sonnet 4.5,0,0,,
e8f0ca04-3e10-4694-b012-46647980d0cb,P.L.E.A.S.E.® device,,,,,,,,,,,,PMID:33817379,,Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1.,methods,0.95,"cNFs were laser-porated using the P.L.E.A.S.E.® device with the following user-defined settings: density of 10%, 5 pulses per pore, repetition rate of 300 Hz, pulse duration of 125 μs, pore array size of 10mm and fluence of 36.2 J/cm2",Medical device with specific technical parameters not captured by current mining patterns,,AI validation - Sonnet 4.5,0,0,,
ab7cfbbf-79a8-4c30-80fb-21f128cc2070,Dermlite DL3,,,,,,,,,,,,PMID:33817379,,Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1.,methods,0.9,"visual and dermatoscopy observations (using the Dermlite DL3 [3Gen, San Jan Capistrano, CA, USA]) noting color and presence of necrosis, presence of flaccidity, and size",Clinical assessment device with manufacturer information not detected,,AI validation - Sonnet 4.5,0,0,,
dfd4e9c4-2ac1-4c8c-8384-963cc4e1d7b9,NIH Consensus Development Conference NF1 diagnostic criteria,,,,,,,,,,,,PMID:33817379,,Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1.,methods,0.85,"patients with a clinical diagnosis of NF1 according to the NIH Consensus Development Conference NF1 diagnostic criteria (NIH, 1998)",Standardized diagnostic criteria used for patient selection - represents a clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
d3b7a309-f6ab-4827-8c96-789290f12f79,n-back task,,,,,,,,,,,,PMID:33963966,,Cognitive and Electrophysiological Correlates of Working Memory Impairments in Neurofibromatosis Type 1.,abstract,0.8,EEG was recorded during a WM nback task. The NF1 group showed poorer performance on measures of WM,"The n-back task is a standardized cognitive assessment tool for working memory, but may not have been recognized by mining patterns focused on questionnaire names",,AI validation - Sonnet 4.5,0,0,,
8fd17983-e1c9-481a-9414-d4a4420a4501,Mullen Scales of Early Learning (MSEL),,,,,,,,,,,,PMID:34049498,,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,methods,0.95,"The Mullen Scales of Early Learning (MSEL) is a standardised measure that assesses developmental ability across five domains: Gross Motor, Visual Reception, Fine Motor, Receptive Language and Expressive Language.",Standardized developmental assessment tool not detected by mining patterns,,AI validation - Sonnet 4.5,0,0,,
c29f8d13-4f65-41a7-b739-133bdd365e58,Autism Observation Score for Infants (AOSI),,,,,,,,,,,,PMID:34049498,,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,methods,0.95,The Autism Observation Score for Infants (AOSI) is a standardised research assessment that examines ASD traits in infants in the first two years of life.,Standardized autism assessment tool not detected by mining patterns,,AI validation - Sonnet 4.5,0,0,,
436c0620-3573-480f-9184-3114c757740e,Infant Behaviour Questionnaire-Revised (IBQ-R),,,,,,,,,,,,PMID:34049498,,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,methods,0.95,"To measure ADHD-related early behaviours, we used the Activity Level subscale of the Infant Behaviour Questionnaire-Revised. The IBQ-R is a parent-report questionnaire consisting of 191 items and 14 scales that relate to different aspects of infant temperament.",Standardized temperament questionnaire not detected by mining patterns,,AI validation - Sonnet 4.5,0,0,,
