_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,softwareName,softwareType,softwareVersion,programmingLanguage,sourceRepository,documentation,licenseType,containerized,maintainer
PMID:32461556,10.1038/s41467-020-16432-0,Assessing the origin of high-grade serous ovarian cancer using CRISPR-modification of mouse organoids.,,Gene set enrichment analysis (GSEA) was performed using GSEA software v3.0 beta2,0.9,Accept,Experimental Usage,GSEA,Analysis Software,v3.0 beta2,,,,,,
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,Heat maps were generated using XenoBase® version 3.5 from Affymetrix array data using MAS 5.0 normalization,0.85,Accept,Experimental Usage,XenoBase version 3.5,Analysis Software,3.5,,,,,,
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,Microarray data was analyzed using Affymetrix expression console MAS 5.0 method,0.8,Accept,Experimental Usage,Affymetrix Expression Console MAS 5.0,Analysis Software,MAS 5.0,,,,,,
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,using StepOne Software v2.3 (Applied Biosystems) standard parameters,0.85,Accept,Experimental Usage,StepOne Software v2.3,Analysis Software,v2.3,,,,,,
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,gene list with significant expression deviation from the reference set are supplied directly to the Gene Targeted Therapy Map,0.8,Accept,Experimental Usage,Gene Targeted Therapy Map,Database,,,,,,,
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,"Z-score expression values were also supplied to two drug response pattern evaluation methods, PGSEA and CMAP",0.8,Accept,Experimental Usage,PGSEA,Analysis Software,,,,,,,
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,"Z-score expression values were also supplied to two drug response pattern evaluation methods, PGSEA and CMAP",0.8,Accept,Experimental Usage,CMAP,Analysis Software,,,,,,,
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,,"Postprocessing DTI analysis was performed using a previously described method for automated probabilistic tractography of the optic radiations. Briefly, using FSL version 5.0.7 (FMRIB)",0.85,Accept,Experimental Usage,FSL version 5.0.7,Analysis Software,5.0.7,,,,,,
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,,Probabilistic streamline fiber tracking (PROBTRACKX) was used with 1000 starting points seeded in each voxel of the lateral geniculate nucleus,0.8,Accept,Experimental Usage,PROBTRACKX,Analysis Software,,,,,,,
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,,Voxelwise statistical analysis of FA data was accomplished using Tract-Based Spatial Statistics (TBSS) in all participants adjusting for the natural logarithm of age,0.85,Accept,Experimental Usage,Tract-Based Spatial Statistics (TBSS),Analysis Software,,,,,,,
PMID:32642741,10.1093/noajnl/vdaa037,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,,b = 0 maps were registered to a standard space (Montreal Neurologic Institute 152 T1 map with 2 mm slice thickness),0.75,Accept,Experimental Usage,Montreal Neurologic Institute 152 T1 map,Database,,,,,,,
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,,"postcontrast thin-sliced (≤ 3 mm) T1-weighted magnetic resonance (MR) sequences were uploaded into the iPlan Net software (Brainlab, Feldkirchen, Germany), and volumes were measured manually or in combination with semiautomated segmentation",0.9,Accept,Experimental Usage,"iPlan Net software (Brainlab, Feldkirchen, Germany)",Analysis Software,,,,,,,
PMID:39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,,"Statistical evaluation was performed using the Statistical Package for Social Studies (SPSS 10.0 for Windows, SPSS Inc.)",0.8,Accept,Experimental Usage,"Statistical Package for Social Studies (SPSS 10.0 for Windows, SPSS Inc.)",Analysis Software,10.0,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,"directly sequenced through Sanger (Abi Prism 3700, ThermoFisher Scientific, Watham, MA, USA)",0.8,Accept,Experimental Usage,Abi Prism 3700,Analysis Software,,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,"libraries were run on a MiniSeq apparatus (Illumina, San Diego, CA, USA)",0.8,Accept,Experimental Usage,MiniSeq apparatus,Analysis Software,,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,Human Splicing Finder (HSF) Version 2.4.1 ( http://www.umd.be/HSF/ Assessing on 21 December 2020),0.9,Accept,Experimental Usage,Human Splicing Finder (HSF) Version 2.4.1,Web Application,2.4.1,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,Mutation taster ( http://www.mutationtaster.org/ Assessing on 21 December 2020),0.85,Accept,Experimental Usage,Mutation taster,Web Application,,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,Combined Annotation Dependent Depletion (CADD) v1.6 ( https://cadd.gs.washington.edu/ Assessing on 21 December 2020),0.9,Accept,Experimental Usage,Combined Annotation Dependent Depletion (CADD) v1.6,Web Application,v1.6,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,Protein sequence alignments were performed using Multalin ( http://multalin.toulouse.inra.fr/multalin/ Assessing on 28 December 2020),0.85,Accept,Experimental Usage,Multalin,Web Application,,,,,,,
PMID:33673681,10.3390/cancers13050999,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of ,,Densitometric analyses were performed using the ImageJ (Image Processing and analysis in Java) software,0.9,Accept,Experimental Usage,ImageJ,Analysis Software,,Java,,,,,
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,,"Target sites within the genes of interest were selected using Massachusetts Institute of Technology's CRISPR design tool (now unavailable, previously: crispr.mit.edu, ), or later, CRISPOR",0.9,Accept,Experimental Usage,CRISPOR,Web Application,,,,,,,
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,,Sequencing data were demultiplexed and analyzed using CRISPResso or CRISPResso2,0.85,Accept,Experimental Usage,CRISPResso,Analysis Software,,,,,,,
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,,Sequencing data were demultiplexed and analyzed using CRISPResso or CRISPResso2,0.85,Accept,Experimental Usage,CRISPResso2,Analysis Software,,,,,,,
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and ,,"Logistic regressions were performed in JMP (JMP Pro 15.0.0, SAS Institute Inc., Cary, NC)",0.8,Accept,Experimental Usage,JMP Pro 15.0.0,Analysis Software,15.0.0,,,,,,
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,,we used CRISPRscan to identify 3–6 gRNAs that target the gene of interest,0.85,Accept,Experimental Usage,CRISPRscan,Analysis Software,,,,,,,
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,,the authors used Cell Ranger from 10x Genomics to map zebrafish reads from scRNAseq to the genome,0.85,Accept,Experimental Usage,Cell Ranger,Analysis Software,,,,,,,
PMID:34415582,10.1002/glia.24075,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,,Variable genes were identified and clustered with K-nearest neighbors and shared nearest neighbor modularity optimization through Seurat,0.85,Accept,Experimental Usage,Seurat,Package/Library,,R,,,,,
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,band intensities were quantified using UN-SCAN-IT gel 6.1 software,0.85,Accept,Experimental Usage,UN-SCAN-IT gel 6.1,Analysis Software,6.1,,,,,,
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,"The software used was Olympus CellSens dimension, which is able to do deconvolution on captured z stacks",0.85,Accept,Experimental Usage,Olympus CellSens dimension,Analysis Software,,,,,,,
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,"imaged using a 40X/1.4 NA objective and EasyRatioPro imaging software (PTI, NJ, USA)",0.85,Accept,Experimental Usage,EasyRatioPro imaging software,Analysis Software,,,,,,,
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,"Sequence reads were aligned to human reference genome Ensembl GRCh37 (v.75), using STAR (v. 2.5.2a)",0.9,Accept,Experimental Usage,STAR,Analysis Software,v. 2.5.2a,,,,,,
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,Differentially expressed genes in pair-wise comparisons were identified by edgeR's quasi-likelihood F test (v. 3.18.1),0.9,Accept,Experimental Usage,edgeR,Package/Library,v. 3.18.1,R,,,,,
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,Quality checking of sequence reads was assessed by fastQC (v.0.10.1),0.8,Accept,Experimental Usage,fastQC,Analysis Software,v.0.10.1,,,,,,
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,Synergy scores were generated using the web-based SynergyFinder application (https://synergyfinder.fimm.fi/),0.9,Accept,Experimental Usage,SynergyFinder,Web Application,,,https://synergyfinder.fimm.fi/,,,,
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,Column scatter plots were generated using Graphpad Prism 8,0.85,Accept,Experimental Usage,GraphPad Prism 8,Analysis Software,8,,,,,,
PMID:38502231,10.1172/JCI176748,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,,reactions were performed using the QuantStudio 3 Real-Time PCR System (Thermo Fisher Scientific),0.85,Accept,Experimental Usage,QuantStudio 3 Real-Time PCR System,Analysis Software,,,,,,,
PMID:38502231,10.1172/JCI176748,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,,The target cell type was counted using the ImageJ Cell Counter extension (NIH),0.9,Accept,Experimental Usage,ImageJ Cell Counter extension,Plugin,,,,,,,
PMID:30542164,10.1038/s41586-018-0774-y,Disruption of a self-amplifying catecholamine loop reduces cytokine release syndrome.,,Statistical analysis was performed using GraphPad Prism 7 and R version 3.5.1.,0.8,Accept,Experimental Usage,GraphPad Prism 7,Analysis Software,7,,,,,,
PMID:30542164,10.1038/s41586-018-0774-y,Disruption of a self-amplifying catecholamine loop reduces cytokine release syndrome.,,Statistical analysis was performed using GraphPad Prism 7 and R version 3.5.1.,0.8,Accept,Experimental Usage,R version 3.5.1,Analysis Software,3.5.1,R,,,,,
PMID:32572180,10.1038/s41436-020-0873-7,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study.,,"Statistical analyses were conducted using SAS version 9.4 (SAS Institute, Cary, NC) and R version 3.5.0",0.8,Accept,Experimental Usage,SAS version 9.4,Analysis Software,9.4,,,,,,
PMID:32572180,10.1038/s41436-020-0873-7,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study.,,"Statistical analyses were conducted using SAS version 9.4 (SAS Institute, Cary, NC) and R version 3.5.0",0.8,Accept,Experimental Usage,R version 3.5.0,Analysis Software,3.5.0,R,,,,,
PMID:39269317,10.1158/1078-0432.CCR-24-1750,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,,IC50 values were calculated by nonlinear regression analysis using GraphPad Prism 9.0 software (RRID: SCR_002798),0.9,Accept,Experimental Usage,GraphPad Prism,Analysis Software,9.0,,,,,,
PMID:39269317,10.1158/1078-0432.CCR-24-1750,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,,The Bliss synergy scores were calculated using the Combenefit platform as previously described,0.85,Accept,Experimental Usage,Combenefit platform,Analysis Software,,,,,,,
PMID:39269317,10.1158/1078-0432.CCR-24-1750,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,,Band intensity quantifications were done using Image Studio Lite software (RRID: SCR_013715),0.9,Accept,Experimental Usage,Image Studio Lite software,Analysis Software,,,,,,,
PMID:39269317,10.1158/1078-0432.CCR-24-1750,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,,Primers were designed using the online NCBI Primer-BLAST tool (RRID: SCR_003095),0.85,Accept,Experimental Usage,NCBI Primer-BLAST tool,Web Application,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,we propose deep interactive networks (DINs) to address the above limitations. User interactions guide the model to recognize complicated tumors and quickly adapt to heterogeneous tumors.,0.95,Accept,Development,DINs (Deep Interactive Networks),Analysis Software,,Python,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,The structure of DINs follows the encoder-decoder scheme with skip connection like 3D U-Net. But 3D U-Net is originally evaluated to segment organs with fixed size and balance pixel spacing,0.85,Accept,Experimental Usage,3D U-Net,Analysis Software,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,DINs outperform automated methods by 44%–63% and outperform 'nnU-Net + Dim output 1' by 29%. The comparison between 'nnU-Net + Dim output 1' and 'DINs (DIM output 1)' indicates,0.85,Accept,Experimental Usage,nnU-Net,Analysis Software,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,Cai et al. perform volume measurements on the LRMRI data set using 3DQI software at Massachusetts General Hospital (MGH) and National Cancer Institute (NCI),0.9,Accept,Experimental Usage,3DQI software,Analysis Software,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,Cai et al. perform volume measurements on the LRMRI data set using 3DQI software at Massachusetts General Hospital (MGH) and National Cancer Institute (NCI) and MEDx software at NCI,0.9,Accept,Experimental Usage,MEDx software,Analysis Software,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,"We compare DINs with some conventional interactive segmentation methods, including Random Walk (RW), Graph Cut (GC) and Active Contour (AC)",0.8,Accept,Experimental Usage,Random Walk (RW),Analysis Software,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,"We compare DINs with some conventional interactive segmentation methods, including Random Walk (RW), Graph Cut (GC) and Active Contour (AC)",0.8,Accept,Experimental Usage,Graph Cut (GC),Analysis Software,,,,,,,
PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,"We compare DINs with some conventional interactive segmentation methods, including Random Walk (RW), Graph Cut (GC) and Active Contour (AC)",0.8,Accept,Experimental Usage,Active Contour (AC),Analysis Software,,,,,,,
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,The CellTiter‐Glo assay (Promega; G7570) is a luminescent viability assay,0.8,Accept,Experimental Usage,CellTiter‐Glo assay (Promega; G7570),Other,,,,,,,
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,An autophagy assay kit (Abcam; ab139484) was used to measure autophagic vacuoles,0.8,Accept,Experimental Usage,autophagy assay kit (Abcam; ab139484),Other,,,,,,,
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,The Annexin V‐FITC apoptosis kit (Abcam; ab14085) was used to detect apoptosis,0.8,Accept,Experimental Usage,Annexin V‐FITC apoptosis kit (Abcam; ab14085),Other,,,,,,,
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,Caspase activity was assessed using the generic caspase activity assay kit (Abcam; ab112130),0.8,Accept,Experimental Usage,generic caspase activity assay kit (Abcam; ab112130),Other,,,,,,,
PMID:30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,,Sections were viewed and imaged using an Olympus BX61 upright light microscope and Q imaging Retiga Exi camera with InVivo 3.2.0 software,0.85,Accept,Experimental Usage,Olympus BX61 upright light microscope,Analysis Software,,,,,,,
PMID:30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,,Sections were viewed and imaged using an Olympus BX61 upright light microscope and Q imaging Retiga Exi camera with InVivo 3.2.0 software,0.85,Accept,Experimental Usage,Q imaging Retiga Exi camera,Analysis Software,,,,,,,
PMID:30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,,Sections were viewed and imaged using an Olympus BX61 upright light microscope and Q imaging Retiga Exi camera with InVivo 3.2.0 software (Media Cybernetics),0.9,Accept,Experimental Usage,InVivo 3.2.0 software,Analysis Software,3.2.0,,,,,,
PMID:30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,,Computerized quantitative morphometric analysis was performed using Image-Pro Plus software (Media Cybernetics),0.9,Accept,Experimental Usage,Image-Pro Plus software,Analysis Software,,,,,,,
PMID:30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,,"The width and equatorial length of the testes were measured on testicular histological images using Image J1.45s, version 1.44p (NIH, Bethesda, MD)",0.9,Accept,Experimental Usage,"Image J1.45s, version 1.44p",Analysis Software,1.44p,,,,,,
PMID:30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,,"Differences between Nf1+/- and Nf1+/+ groups were analyzed by 2-tailed Student's t tests and were graphed using GraphPad 5 Prism software (San Diego, Calif., USA)",0.85,Accept,Experimental Usage,GraphPad 5 Prism software,Analysis Software,5,,,,,,
PMID:37269078,10.1177/17407745231178839,Perspectives of adolescents with neurofibromatosis 1 and cutaneous neurofibromas: Implications for clinical trials.,,"Surveys were created in REDCap, a secure web-based data capture tool",0.9,Accept,Experimental Usage,REDCap,Web Application,,,,,,,
PMID:37269078,10.1177/17407745231178839,Perspectives of adolescents with neurofibromatosis 1 and cutaneous neurofibromas: Implications for clinical trials.,,Weighted Kappa statistic was used to measure the agreement of adolescents and caregiver responses,0.75,Accept,Experimental Usage,Weighted Kappa statistic,Analysis Software,,,,,,,
PMID:38475852,10.1186/s13023-024-03093-1,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,,"The data were analyzed using IBM SPSS for Windows, version 28",0.85,Accept,Experimental Usage,"IBM SPSS for Windows, version 28",Analysis Software,version 28,,,,,,
PMID:38475852,10.1186/s13023-024-03093-1,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,,A post-hoc power analysis was conducted using GPower 3.1 (n = 19),0.85,Accept,Experimental Usage,GPower 3.1,Analysis Software,3.1,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,Burrows-Wheeler Aligner was used to map the paired-end clean reads to the human reference genome (GRCh37/hg19),0.8,Accept,Experimental Usage,Burrows-Wheeler Aligner,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,After sorting with SAMtools and marking duplicates with the Broad Picard,0.8,Accept,Experimental Usage,SAMtools,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,Aligned reads were further processed using GATK to remove low mapping quality reads,0.85,Accept,Experimental Usage,GATK,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,Somatic SNVs and indels were identified in tumors with matched normal samples by integrating the results from five algorithms for variant calling: VarScan2,0.85,Accept,Experimental Usage,VarScan2,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"integrating the results from five algorithms for variant calling: VarScan2, Freebayes, Strelka, MuTect, and VarDict",0.85,Accept,Experimental Usage,Freebayes,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"integrating the results from five algorithms for variant calling: VarScan2, Freebayes, Strelka, MuTect, and VarDict",0.85,Accept,Experimental Usage,Strelka,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"integrating the results from five algorithms for variant calling: VarScan2, Freebayes, Strelka, MuTect, and VarDict",0.85,Accept,Experimental Usage,MuTect,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"integrating the results from five algorithms for variant calling: VarScan2, Freebayes, Strelka, MuTect, and VarDict",0.85,Accept,Experimental Usage,VarDict,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"Somatic variants were annotated using AnnoVar algorithm, which aggregates information from genomic and protein resources",0.85,Accept,Experimental Usage,AnnoVar,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"MutationTaster2, Polyphen2, Provean, and SIFT were applied to predict the pathogenicity of missense SNVs",0.85,Accept,Experimental Usage,MutationTaster2,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"MutationTaster2, Polyphen2, Provean, and SIFT were applied to predict the pathogenicity of missense SNVs",0.85,Accept,Experimental Usage,Polyphen2,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,"MutationTaster2, Polyphen2, Provean, and SIFT were applied to predict the pathogenicity of missense SNVs",0.85,Accept,Experimental Usage,SIFT,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,The reads were aligned to the human reference genome (GRCh37/hg19) using STAR and the expression was quantitated at gene level using featureCounts,0.85,Accept,Experimental Usage,STAR,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,The reads were aligned to the human reference genome (GRCh37/hg19) using STAR and the expression was quantitated at gene level using featureCounts,0.85,Accept,Experimental Usage,featureCounts,Analysis Software,,,,,,,
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,Binding affinity of mutant and corresponding wild-type peptides to the patient's germline HLA alleles was predicted using netMHCpan-4.0,0.9,Accept,Experimental Usage,netMHCpan-4.0,Analysis Software,4.0,,,,,,
PMID:29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,,"We used the CatWalk XT (ver. 8, Noldus Information Technology, Wageningen, The Netherlands) system to study the functional recovery of the nerve",0.9,Accept,Experimental Usage,CatWalk XT,Analysis Software,ver. 8,,,,,,
PMID:29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,,A Grass neurostimulator was used to deliver stimuli starting with ten single electrical pulses followed by trains of pulses from 2 to 10 Hz,0.8,Accept,Experimental Usage,Grass neurostimulator,Analysis Software,,,,,,,
PMID:29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,,Digital recordings at 50 kHz (using Windaq DI-720 hardware with Pro+ software) were made,0.85,Accept,Experimental Usage,Windaq DI-720 hardware with Pro+ software,Analysis Software,,,,,,,
PMID:29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,,"images captured with a Leica DMR III microscope and CCD camera running Metamorph software (Molecular Devices, Inc., Sunnyvale, CA)",0.85,Accept,Experimental Usage,Metamorph software,Analysis Software,,,,,,,
PMID:29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,,"Using ImageJ software (NIH, Bethesda, MD), g-ratios were calculated on the EM micrographs",0.85,Accept,Experimental Usage,ImageJ software,Analysis Software,,,,,,,
