pmid,publicationTitle,year,journal,publicationType,queryType,totalMinedTools,acceptedTools,rejectedTools,uncertainTools,missedTools,cellLines,animalModels,geneticReagents,antibodies,computationalTools,patientDerivedModels,advancedCellularModels,clinicalAssessmentTools,acceptedToolNames,newToolsDiscovered,observationsExtracted,topObservationTypes,sampleMetadata,sampleContext,hasMethodsSection,likelyContainsTools,majorIssues,doi
40723243,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23099891,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
38554791,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
39093127,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29987130,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
38945076,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
37318402,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
37140985,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
37115514,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
37681415,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
37174087,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
38475852,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
39315661,,,,Epidemiological Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
39196570,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
39023130,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
39269317,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
37328102,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
36445254,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
38907342,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
38744290,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
39210910,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
38621478,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
39366539,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
39665502,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
36806881,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34694046,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
35945271,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31081992,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31091306,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30796033,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30479396,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29596064,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29200117,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28465357,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31474359,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32847704,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29273891,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30800298,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
30465317,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32642734,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33507559,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33461953,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,Yes,,
32642741,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32599735,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32572180,,,,Epidemiological Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32439933,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32353955,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30348676,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
36316421,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26423696,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
8659521,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
9001241,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
9222967,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
9458162,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28078640,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28198162,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29415745,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
28066715,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
27666129,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
30915713,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
26941216,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30298332,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30413310,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29570943,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29720369,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29774626,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
30531922,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28775147,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32383545,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32369930,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32152628,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
34230197,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31462295,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30197878,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32320652,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32088262,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32766157,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
33369425,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34242740,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34395726,,,,Other,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30258882,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
33585982,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29796169,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29596596,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32642731,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
34647023,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
35589737,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
36148553,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34930951,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
35393544,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
34646065,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29621614,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
34230202,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29987133,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33519543,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33669386,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
33816648,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34237737,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34106871,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34065204,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33978635,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33946854,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
33934112,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29219400,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34604833,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
34345017,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32642736,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32642729,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
31038470,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29987131,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
29987129,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
34049498,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34043012,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34040258,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22384355,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21697395,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21726432,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21855613,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
21949590,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21963267,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21963652,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21980365,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22108604,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22550514,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21551250,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22811580,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22821737,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
22901811,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22942771,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
22961690,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23071067,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23124644,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23140466,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21681782,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21478499,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23221337,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20739432,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20176786,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20195187,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20200958,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20428190,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20551058,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20554030,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20624961,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20668197,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20826448,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21460792,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20858602,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21072183,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21111000,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21157378,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21199799,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21216928,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21352477,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
21439418,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23175151,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23225063,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24848258,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24681606,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24506781,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
24509877,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24558021,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24559228,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2456020,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24595234,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24619350,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24676424,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24686726,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24500418,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24711647,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24719295,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24726726,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
24753394,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24786638,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24815379,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
24817309,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24824755,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24503545,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24470552,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23239959,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24040940,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23328114,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23356716,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23358504,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23432799,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23457304,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23535903,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23685747,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
23960073,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24249801,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
24465906,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24249802,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24249804,,,,Clinical Guidelines/Consensus Statement,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
24249806,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24336571,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24371224,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24375753,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24386979,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24414536,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
20049725,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19966217,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19846776,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
17581973,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
16314489,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1639394,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
16524466,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
16835260,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
16906226,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
17053831,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
17090653,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
17216419,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
17924978,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
16093333,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18055911,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18188004,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18218617,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18242512,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18242513,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18272679,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18328429,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18367665,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
16226708,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1605307,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19710506,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1427886,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
10887156,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
11080503,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
11404331,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
11433044,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
11756419,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
12057013,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
12082543,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
12095621,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
14681409,,,,Database/Resource Description,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1587809,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1519665,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15206577,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15240917,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15255999,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15446585,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15570216,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15623944,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
15681480,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18371380,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
