pmid,doi,title,journal,year,query_type,source,is_research,screening_reasoning
21681782,10.1002/ajh.22035,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease resembling acute leukemia with a variable phenotype.,Am J Hematol,2011,reconstructed,pubmed,True,Genetically engineered mouse model
21686274,10.4161/sgtp.1.3.14935,Inhibition of Cdc42-mediated activation of mixed lineage kinase 3 by the tumor suppressor protein merlin.,Small GTPases,2010,reconstructed,pubmed,True,Molecular mechanism research
21697395,10.1158/1535-7163.MCT-11-0309,Discovery of a small molecule targeting IRA2 deletion in budding yeast and neurofibromin loss in malignant peripheral nerve sheath tumor cells.,Mol Cancer Ther,2011,reconstructed,pubmed,True,Drug discovery research
21726432,10.1186/1741-7015-9-82,MIA is a potential biomarker for tumour load in neurofibromatosis type 1.,BMC Med,2011,reconstructed,pubmed,True,Biomarker research
21727212,10.1093/neuonc/nor056,Nilotinib alone or in combination with selumetinib is a drug candidate for neurofibromatosis type 2.,Neuro Oncol,2011,reconstructed,pubmed,True,Drug candidate research
21748792,10.1002/jor.21497,Hyperactivation of mTOR critically regulates abnormal osteoclastogenesis in neurofibromatosis Type 1.,J Orthop Res,2012,reconstructed,pubmed,True,Cellular mechanism research
21750658,10.1593/neo.11356,Multistep phosphorylation by oncogenic kinases enhances the degradation of the NF2 tumor suppressor merlin.,Neoplasia,2011,reconstructed,pubmed,True,Molecular mechanism research
21778190,10.1093/neuonc/nor072,"AR42, a novel histone deacetylase inhibitor, as a potential therapy for vestibular schwannomas and meningiomas.",Neuro Oncol,2011,reconstructed,pubmed,True,Drug mechanism research
21855613,10.1016/j.brainresbull.2011.08.005,Genetically engineered mouse models shed new light on the pathogenesis of neurofibromatosis type I-related neoplasms of the peripheral nervous system.,Brain Res Bull,2012,reconstructed,pubmed,True,Genetically engineered mouse models
21878642,10.1074/jbc.M111.246850,KIBRA protein phosphorylation is regulated by mitotic kinase aurora and protein phosphatase 1.,J Biol Chem,2011,reconstructed,pubmed,True,Molecular mechanism research
21896734,10.1073/pnas.1019012108,Neurofibromatosis-1 regulates mTOR-mediated astrocyte growth and glioma formation in a TSC/Rheb-independent manner.,Proc Natl Acad Sci U S A,2011,reconstructed,pubmed,True,Animal model research
21903164,10.1016/j.mcn.2011.08.008,Neurofibromatosis-1 heterozygosity impairs CNS neuronal morphology in a cAMP/PKA/ROCK-dependent manner.,Mol Cell Neurosci,2012,reconstructed,pubmed,True,Animal model research
21931722,10.1371/journal.pone.0024454,The probable cell of origin of NF1- and PDGF-driven glioblastomas.,PLoS One,2011,reconstructed,pubmed,True,Cell line research
21949590,10.2478/v10134-010-0025-8,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,Transl Neurosci,2010,reconstructed,pubmed,True,Animal model research
21949657,10.1371/journal.pgen.1002281,The receptor tyrosine kinase Alk controls neurofibromin functions in Drosophila growth and learning.,PLoS Genet,2011,reconstructed,pubmed,True,Genetic model in Drosophila
21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,Exp Neurol,2011,reconstructed,pubmed,True,Animal model for PET imaging
21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,PLoS One,2011,reconstructed,pubmed,True,Animal model research
22105171,10.1172/JCI45677,Valosin-containing protein and neurofibromin interact to regulate dendritic spine density.,J Clin Invest,2011,reconstructed,pubmed,True,Molecular interaction research
22384355,10.1534/g3.111.000687,The SPRED1 Variants Repository for Legius Syndrome.,G3 (Bethesda),2011,reconstructed,pubmed,True,Genetic variant repository
22433254,10.1016/j.neulet.2012.03.009,Lovastatin regulates brain spontaneous low-frequency brain activity in neurofibromatosis type 1.,Neurosci Lett,2012,reconstructed,pubmed,True,Drug effect on brain activity
22449146,10.1186/1423-0127-19-33,From neurodevelopment to neurodegeneration: the interaction of neurofibromin and valosin-containing protein/p97 in regulation of dendritic spine formation.,J Biomed Sci,2012,reconstructed,pubmed,True,Molecular interaction research
22493273,10.1073/pnas.1115453109,Neurofibromatosis-like phenotype in Drosophila caused by lack of glucosylceramide extension.,Proc Natl Acad Sci U S A,2012,reconstructed,pubmed,True,Genetic model in Drosophila
22550514,10.1155/2012/646725,Skin-derived precursor cells as an in vitro modelling tool for the study of type 1 neurofibromatosis.,Stem Cells Int,2012,reconstructed,pubmed,True,Cell culture model development
22821737,10.1002/ajmg.a.35535,The Learning Disabilities Network (LeaDNet): using neurofibromatosis type 1 (NF1) as a paradigm for translational research.,Am J Med Genet A,2012,reconstructed,pubmed,True,Research network development
22901811,10.1016/j.cell.2012.06.034,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,Cell,2012,reconstructed,pubmed,True,Neural progenitor research
22916147,10.1371/journal.pone.0042682,Applying microsatellite multiplex PCR analysis (MMPA) for determining allele copy-number status and percentage of normal cells within tumors.,PLoS One,2012,reconstructed,pubmed,True,Molecular analysis technique
22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,Pediatr Blood Cancer,2013,reconstructed,pubmed,True,Clinical drug trial
23055477,10.1523/JNEUROSCI.3242-12.2012,Neurofibromatosis type 1: modeling CNS dysfunction.,J Neurosci,2012,reconstructed,pubmed,True,CNS dysfunction modeling
23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,Cancer Res,2012,reconstructed,pubmed,True,Animal model development
23087000,10.1126/science.1226929,Dedifferentiation of neurons and astrocytes by oncogenes can induce gliomas in mice.,Science,2012,reconstructed,pubmed,True,Animal model of cancer
23213372,10.1242/bio.20122121,Stability of the tumor suppressor merlin depends on its ability to bind paxillin LD3 and associate with β1 integrin and actin at the plasma membrane.,Biol Open,2012,reconstructed,pubmed,True,Molecular biology research tool
23221337,10.1172/JCI63193,Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant mice.,J Clin Invest,2013,reconstructed,pubmed,True,Animal model research
23221339,10.1172/JCI66167,Normal hematopoiesis and neurofibromin-deficient myeloproliferative disease require Erk.,J Clin Invest,2013,reconstructed,pubmed,True,Molecular signaling research
23221341,10.1172/JCI60578,MEK inhibition exhibits efficacy in human and mouse neurofibromatosis tumors.,J Clin Invest,2013,reconstructed,pubmed,True,Therapeutic drug screening
23222849,10.1101/gr.142604.112,Somatic neurofibromatosis type 1 (NF1) inactivation characterizes NF1-associated pilocytic astrocytoma.,Genome Res,2013,reconstructed,pubmed,True,Genetic characterization method
23225063,10.1002/ana.23793,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,Ann Neurol,2013,reconstructed,pubmed,True,Animal model behavioral research
23239959,10.1159/000342698,Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured Fibroblasts Indicates a New Function of Neurofibromin in Regulation of Mechanosensoric.,Mol Syndromol,2012,reconstructed,pubmed,True,Cell culture research method
23244685,10.1186/1479-7364-6-18,Molecular heterogeneity in malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1.,Hum Genomics,2012,reconstructed,pubmed,True,Molecular characterization method
23267122,,"Neurofibromatosis type 2 protein, NF2: an uncoventional cell cycle regulator.",Anticancer Res,2013,reconstructed,pubmed,True,Molecular biology research
23268719,10.1021/np300696g,Isobutylhydroxyamides from the pericarp of Nepalese Zanthoxylum armatum inhibit NF1-defective tumor cell line growth.,J Nat Prod,2013,reconstructed,pubmed,True,Cell line drug screening
23308224,10.1371/journal.pone.0053447,"Neurofibromatosis type 2 tumor suppressor protein, NF2, induces proteasome-mediated degradation of JC virus T-antigen in human glioblastoma.",PLoS One,2013,reconstructed,pubmed,True,Molecular mechanism research
23312374,10.1016/j.tins.2012.12.002,Modeling cognitive dysfunction in neurofibromatosis-1.,Trends Neurosci,2013,reconstructed,pubmed,True,Cognitive modeling research
23318430,10.1038/onc.2012.579,EGFR-STAT3 signaling promotes formation of malignant peripheral nerve sheath tumors.,Oncogene,2014,reconstructed,pubmed,True,Molecular signaling research
23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,Oncotarget,2013,reconstructed,pubmed,True,Genomic analysis method
23348505,10.1126/science.1233009,"Genomic analysis of non-NF2 meningiomas reveals mutations in TRAF7, KLF4, AKT1, and SMO.",Science,2013,reconstructed,pubmed,True,Genomic screening method
23356716,10.1111/bpa.12039,Miniaturized handheld confocal microscopy identifies focal brain invasion in a mouse model of aggressive meningioma.,Brain Pathol,2013,reconstructed,pubmed,True,Imaging research tool
23358504,10.1074/mcp.M112.024802,Integrated proteomics identified novel activation of dynein IC2-GR-COX-1 signaling in neurofibromatosis type I (NF1) disease model cells.,Mol Cell Proteomics,2013,reconstructed,pubmed,True,Proteomics research method
23406822,10.1186/1866-1955-5-3,"Gyrification, cortical and subcortical morphometry in neurofibromatosis type 1: an uneven profile of developmental abnormalities.",J Neurodev Disord,2013,reconstructed,pubmed,True,Neuroimaging research method
23412344,10.1038/cdd.2012.168,Depletion of the novel p53-target gene carnitine palmitoyltransferase 1C delays tumor growth in the neurofibromatosis type I tumor model.,Cell Death Differ,2013,reconstructed,pubmed,True,Tumor model research
23413263,10.1093/brain/aws353,Loss of SOX10 function contributes to the phenotype of human Merlin-null schwannoma cells.,Brain,2013,reconstructed,pubmed,True,Molecular characterization method
23423222,10.1158/1541-7786.MCR-12-0593,RAS/MEK-independent gene expression reveals BMP2-related malignant phenotypes in the Nf1-deficient MPNST.,Mol Cancer Res,2013,reconstructed,pubmed,True,Genetic expression research
23424002,10.1002/ana.23813,Reduced microglial CX3CR1 expression delays neurofibromatosis-1 glioma formation.,Ann Neurol,2013,reconstructed,pubmed,True,Animal model research
23432799,10.1186/1477-7525-11-21,"Development of the adult PedsQL™ neurofibromatosis type 1 module: initial feasibility, reliability and validity.",Health Qual Life Outcomes,2013,reconstructed,pubmed,True,Clinical assessment tool development
23434321,10.1016/j.cell.2013.01.053,CXCR4/CXCL12 mediate autocrine cell- cycle progression in NF1-associated malignant peripheral nerve sheath tumors.,Cell,2013,reconstructed,pubmed,True,Molecular signaling research
23446537,,"[Quality of life in children with neurofibromatosis type 1, based on their mothers' reports].",Turk Psikiyatri Derg,2013,reconstructed,pubmed,True,Quality of life assessment tool
23457304,10.1074/jbc.M112.442244,Platelet-derived growth factor-BB activates calcium/calmodulin-dependent and -independent mechanisms that mediate Akt phosphorylation in the neurofibromin-deficient human Schwann cell line ST88-14.,J Biol Chem,2013,reconstructed,pubmed,True,Cell line signaling research
23475878,10.1158/2159-8290.CD-13-0017,An unholy alliance: cooperation between BRAF and NF1 in melanoma development and BRAF inhibitor resistance.,Cancer Discov,2013,reconstructed,pubmed,True,Molecular mechanism research
23487764,10.1073/pnas.1218173110,NMR-based functional profiling of RASopathies and oncogenic RAS mutations.,Proc Natl Acad Sci U S A,2013,reconstructed,pubmed,True,Computational research tool
23535903,10.1158/2159-8290.CD-13-0081,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",Cancer Discov,2013,reconstructed,pubmed,True,Molecular signaling research
23555837,10.1371/journal.pone.0059931,Genetic interactions between neurofibromin and endothelin receptor B in mice.,PLoS One,2013,reconstructed,pubmed,True,Animal model genetic research
23583712,10.1016/j.febslet.2013.03.035,Neurofibromin interacts with the cytoplasmic Dynein Heavy Chain 1 in melanosomes of human melanocytes.,FEBS Lett,2013,reconstructed,pubmed,True,Molecular interaction research
23685747,10.1038/ng.2641,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,Nat Genet,2013,reconstructed,pubmed,True,Genetic screening method
23714726,10.1158/1078-0432.CCR-12-3167,Therapeutic potential of HSP90 inhibition for neurofibromatosis type 2.,Clin Cancer Res,2013,reconstructed,pubmed,True,Drug discovery research
23723300,10.1158/1078-0432.CCR-12-3922,Genotype-specific abnormalities in mitochondrial function associate with distinct profiles of energy metabolism and catecholamine content in pheochromocytoma and paraganglioma.,Clin Cancer Res,2013,reconstructed,pubmed,True,Molecular characterization method
23749527,10.1158/2159-8290.CD-13-0192,Extending the convergence of canonical WNT signaling and classic cancer pathways for treatment of malignant peripheral nerve sheath tumors.,Cancer Discov,2013,reconstructed,pubmed,True,Molecular pathway research
23762458,10.1371/journal.pone.0066024,Motivational disturbances and effects of L-dopa administration in neurofibromatosis-1 model mice.,PLoS One,2013,reconstructed,pubmed,True,Animal model behavioral research
23848554,10.1186/1471-2164-14-473,MicroRNAome profiling in benign and malignant neurofibromatosis type 1-associated nerve sheath tumors: evidences of PTEN pathway alterations in early NF1 tumorigenesis.,BMC Genomics,2013,reconstructed,pubmed,True,MicroRNA profiling method
23858101,10.1158/1535-7163.MCT-13-0189,NF1 deletion generates multiple subtypes of soft-tissue sarcoma that respond to MEK inhibition.,Mol Cancer Ther,2013,reconstructed,pubmed,True,Animal model drug screening
23863460,10.1093/hmg/ddt333,Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.,Hum Mol Genet,2013,reconstructed,pubmed,True,Animal model research
23863479,10.1242/dev.096537,Tumor suppressor Nf2 limits expansion of the neural progenitor pool by inhibiting Yap/Taz transcriptional coactivators.,Development,2013,reconstructed,pubmed,True,Molecular mechanism research
23907387,10.1093/nar/gkt656,An integrative characterization of recurrent molecular aberrations in glioblastoma genomes.,Nucleic Acids Res,2013,reconstructed,pubmed,True,Genomic characterization method
23928514,10.1097/MAO.0b013e3182956169,Natural compounds as potential treatments of NF2-deficient schwannoma and meningioma: cucurbitacin D and goyazensolide.,Otol Neurotol,2013,reconstructed,pubmed,True,Drug discovery research
23934191,10.1038/onc.2013.320,LIM domain kinases as potential therapeutic targets for neurofibromatosis type 2.,Oncogene,2014,reconstructed,pubmed,True,Potential therapeutic target research
23960073,10.1074/jbc.M113.510933,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.",J Biol Chem,2013,reconstructed,pubmed,True,Drug screening research
24012335,10.1016/j.cell.2013.08.025,Spatial organization of Hippo signaling at the plasma membrane mediated by the tumor suppressor Merlin/NF2.,Cell,2013,reconstructed,pubmed,True,Molecular mechanism research
24035394,10.1016/j.celrep.2013.08.011,Nf1 loss and Ras hyperactivation in oligodendrocytes induce NOS-driven defects in myelin and vasculature.,Cell Rep,2013,reconstructed,pubmed,True,Animal model research
24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,J Transl Med,2013,reconstructed,pubmed,True,Drug resistance research method
24065580,10.1177/0883073813500849,Prevalence of Sleep Disturbances in Children With Neurofibromatosis Type 1.,J Child Neurol,2013,reconstructed,pubmed,True,Clinical assessment tool
24101736,10.1093/neuonc/not120,Detection of tumor progression in optic pathway glioma with and without neurofibromatosis type 1.,Neuro Oncol,2013,reconstructed,pubmed,True,Tumor progression imaging method
24132643,10.1002/path.4294,EZH2-miR-30d-KPNB1 pathway regulates malignant peripheral nerve sheath tumour cell survival and tumourigenesis.,J Pathol,2014,reconstructed,pubmed,True,Molecular mechanism research
24189137,10.1210/en.2013-1549,Succinate-to-fumarate ratio as a new metabolic marker to detect the presence of SDHB/D-related paraganglioma: initial experimental and ex vivo findings.,Endocrinology,2014,reconstructed,pubmed,True,Metabolic marker research
24197987,10.1007/s11060-013-1300-6,Vision specific quality of life in children with optic pathway gliomas.,J Neurooncol,2014,reconstructed,pubmed,True,Quality of life assessment tool
24211110,10.1016/j.ajpath.2013.09.022,Ras-Mek-Erk signaling regulates Nf1 heterozygous neointima formation.,Am J Pathol,2014,reconstructed,pubmed,True,Animal model signaling research
24213576,10.1038/onc.2013.477,PPARβ/δ promotes HRAS-induced senescence and tumor suppression by potentiating p-ERK and repressing p-AKT signaling.,Oncogene,2014,reconstructed,pubmed,True,Molecular mechanism research
24232507,10.1007/s00401-013-1209-3,Neuregulin-1 overexpression and Trp53 haploinsufficiency cooperatively promote de novo malignant peripheral nerve sheath tumor pathogenesis.,Acta Neuropathol,2014,reconstructed,pubmed,True,Animal model tumor research
24249801,10.1212/01.wnl.0000435743.49414.b6,Achieving consensus for clinical trials: the REiNS International Collaboration.,Neurology,2013,reconstructed,pubmed,True,Clinical trial consensus method
24249802,10.1212/01.wnl.0000435745.95155.b8,Functional outcome measures for NF1-associated optic pathway glioma clinical trials.,Neurology,2013,reconstructed,pubmed,True,Clinical outcome measure development
24249804,10.1212/01.wnl.0000435744.57038.af,Recommendations for imaging tumor response in neurofibromatosis clinical trials.,Neurology,2013,reconstructed,pubmed,True,Imaging research method
24249806,10.1212/01.wnl.0000435747.02780.bf,Patient-reported outcomes in neurofibromatosis and schwannomatosis clinical trials.,Neurology,2013,reconstructed,pubmed,True,Patient-reported outcome tool
24259290,10.18632/oncotarget.1422,Inhibition of SIRT2 in merlin/NF2-mutant Schwann cells triggers necrosis.,Oncotarget,2013,reconstructed,pubmed,True,Molecular mechanism research
24261697,10.1111/bpa.12110,High incidence of activating TERT promoter mutations in meningiomas undergoing malignant progression.,Brain Pathol,2014,reconstructed,pubmed,True,Molecular characterization method
24285727,10.1158/0008-5472.CAN-13-1934,Preclinical therapeutic efficacy of a novel pharmacologic inducer of apoptosis in malignant peripheral nerve sheath tumors.,Cancer Res,2014,reconstructed,pubmed,True,Drug discovery research
24295733,10.1016/j.brainresbull.2013.11.005,Rapamycin improves sociability in the BTBR T(+)Itpr3(tf)/J mouse model of autism spectrum disorders.,Brain Res Bull,2014,reconstructed,pubmed,True,Animal model behavioral research
24297905,10.1073/pnas.1222078110,Regulation of Son of sevenless by the membrane-actin linker protein ezrin.,Proc Natl Acad Sci U S A,2013,reconstructed,pubmed,True,Molecular interaction research
24309211,10.1093/brain/awt327,Neuronal merlin influences ERBB2 receptor expression on Schwann cells through neuregulin 1 type III signalling.,Brain,2014,reconstructed,pubmed,True,Molecular mechanism research
24336571,10.1126/science.1247005,Genome-scale CRISPR-Cas9 knockout screening in human cells.,Science,2014,reconstructed,pubmed,True,CRISPR screening method
24346802,10.1590/0001-3765201320120026,"Evaluation of Bcl-2, Bcl-x and cleaved caspase-3 in malignant peripheral nerve sheath tumors and neurofibromas.",An Acad Bras Cienc,2013,reconstructed,pubmed,True,Molecular marker analysis
24375753,10.1002/ana.24093,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,Ann Neurol,2014,reconstructed,pubmed,True,Animal model of neuronal dysfunction
24414536,10.1093/neuonc/not242,mTORC1 inhibition delays growth of neurofibromatosis type 2 schwannoma.,Neuro Oncol,2014,reconstructed,pubmed,True,Therapeutic drug targeting
24431436,10.1523/JNEUROSCI.3096-13.2014,Neurofibromin is the major ras inactivator in dendritic spines.,J Neurosci,2014,reconstructed,pubmed,True,Molecular mechanism research
24465906,10.1371/journal.pone.0086115,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",PLoS One,2014,reconstructed,pubmed,True,Animal model of bone fragility
24470552,10.1093/neuonc/not317,Treatment of orthotopic malignant peripheral nerve sheath tumors with oncolytic herpes simplex virus.,Neuro Oncol,2014,reconstructed,pubmed,True,Oncolytic virus therapeutic model
24500418,10.1093/neuonc/nou004,"Phase 2 randomized, flexible crossover, double-blinded, placebo-controlled trial of the farnesyltransferase inhibitor tipifarnib in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.",Neuro Oncol,2014,reconstructed,pubmed,True,Clinical trial with therapeutic intervention
24506781,10.1089/nat.2013.0461,Exon-skipping antisense oligonucleotides to correct missplicing in neurogenetic diseases.,Nucleic Acid Ther,2014,reconstructed,pubmed,True,Antisense oligonucleotide genetic reagent
24558021,10.1093/neuonc/nou020,Proteomic screening identifies a YAP-driven signaling network linked to tumor cell proliferation in human schwannomas.,Neuro Oncol,2014,reconstructed,pubmed,True,Proteomic screening method
24595234,10.1371/journal.pone.0090853,In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,PLoS One,2014,reconstructed,pubmed,True,In vivo functional genetic analysis
24619350,10.1007/s00415-014-7303-1,Longitudinal evaluation of quality of life in 288 patients with neurofibromatosis 2.,J Neurol,2014,reconstructed,pubmed,True,Longitudinal quality of life assessment tool
24676424,10.2340/00015555-1843,Neurofibromatosis type 1 gene mutation analysis using sequence capture and high-throughput sequencing.,Acta Derm Venereol,2014,reconstructed,pubmed,True,Genetic mutation analysis method
24681606,10.18632/oncotarget.1609,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,Oncotarget,2014,reconstructed,pubmed,True,Genetic mouse model
24686726,10.1038/oncsis.2014.10,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,Oncogenesis,2014,reconstructed,pubmed,True,Zebrafish disease model
24719295,10.1002/jor.22628,Maximizing bone formation in posterior spine fusion using rhBMP-2 and zoledronic acid in wild type and NF1 deficient mice.,J Orthop Res,2014,reconstructed,pubmed,True,Animal model with therapeutic intervention
24753394,10.1002/pbc.25041,Phase II trial of pirfenidone in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.,Pediatr Blood Cancer,2014,reconstructed,pubmed,True,Clinical drug trial
24815379,10.1016/j.jmoldx.2014.02.007,Application of COLD-PCR for improved detection of NF2 mosaic mutations.,J Mol Diagn,2014,reconstructed,pubmed,True,Mutation detection method
24817309,10.1371/journal.pone.0097320,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,PLoS One,2014,reconstructed,pubmed,True,Genetic mouse model
24832557,10.1016/j.ajpath.2014.04.006,Trp53 haploinsufficiency modifies EGFR-driven peripheral nerve sheath tumorigenesis.,Am J Pathol,2014,reconstructed,pubmed,True,Genetic mouse model
2491775,,Genetic analysis of eight loci tightly linked to neurofibromatosis 1.,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic linkage mapping
2491777,,Genetic linkage mapping of chromosome 17 markers and neurofibromatosis type I.,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic linkage mapping
2491778,,Flanking markers for the gene causing von Recklinghausen neurofibromatosis (NF1).,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic marker identification
2491779,,A refined genetic map of the region of chromosome 17 surrounding the von Recklinghausen neurofibromatosis (NF1) gene.,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic mapping
2491781,,Close flanking markers for neurofibromatosis type I (NF1).,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic marker identification
2491782,,"Linkage analysis of neurofibromatosis type I, using chromosome 17 DNA markers.",Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic linkage analysis
2491783,,Physical mapping of the von Recklinghausen neurofibromatosis region on chromosome 17.,Am J Hum Genet,1989,reconstructed,pubmed,True,Physical mapping method
2491784,,Multipoint linkage analysis in neurofibromatosis type I: an international collaboration.,Am J Hum Genet,1989,reconstructed,pubmed,True,Multipoint linkage analysis
2491785,,"The order of loci in the pericentric region of chromosome 17, based on evidence from physical and genetic breakpoints.",Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic mapping method
24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,J Bone Miner Res,2014,reconstructed,pubmed,True,Transcriptional dysregulation analysis
24958239,10.1186/gb-2014-15-6-r80,SVA retrotransposon insertion-associated deletion represents a novel mutational mechanism underlying large genomic copy number changes with non-recurrent breakpoints.,Genome Biol,2014,reconstructed,pubmed,True,Genomic mutation mechanism
24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",Nat Med,2014,reconstructed,pubmed,True,Animal model with therapeutic intervention
25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,J Bone Miner Res,2015,reconstructed,pubmed,True,Animal model with therapeutic intervention
25074460,10.1038/ejhg.2014.145,Neurofibromatosis type 1 molecular diagnosis: what can NGS do for you when you have a large gene with loss of function mutations?,Eur J Hum Genet,2015,reconstructed,pubmed,True,Genetic sequencing method
25079666,10.3791/51093,Primary culture of human vestibular schwannomas.,J Vis Exp,2014,reconstructed,pubmed,True,Primary cell culture method
25113746,10.1093/hmg/ddu414,A murine model of neurofibromatosis type 2 that accurately phenocopies human schwannoma formation.,Hum Mol Genet,2015,reconstructed,pubmed,True,Murine disease model
25184332,10.1371/journal.pone.0106767,Heat hyperalgesia and mechanical hypersensitivity induced by calcitonin gene-related peptide in a mouse model of neurofibromatosis.,PLoS One,2014,reconstructed,pubmed,True,Animal pain model
25246427,10.1093/neuonc/nou287,The impact of coexisting genetic mutations on murine optic glioma biology.,Neuro Oncol,2015,reconstructed,pubmed,True,Genetic mouse model
25274808,10.1523/JNEUROSCI.2894-13.2014,Hippocampal dysregulation of neurofibromin-dependent pathways is associated with impaired spatial learning in engrailed 2 knock-out mice.,J Neurosci,2014,reconstructed,pubmed,True,Animal behavioral model
25289889,10.1097/NEN.0000000000000126,Combinatorial therapy with tamoxifen and trifluoperazine effectively inhibits malignant peripheral nerve sheath tumor growth by targeting complementary signaling cascades.,J Neuropathol Exp Neurol,2014,reconstructed,pubmed,True,Drug combination therapy screening
25325900,10.1089/gtmb.2014.0109,The use of next-generation sequencing in molecular diagnosis of neurofibromatosis type 1: a validation study.,Genet Test Mol Biomarkers,2014,reconstructed,pubmed,True,Genetic sequencing validation
25329635,10.1371/journal.pgen.1004575,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,PLoS Genet,2014,reconstructed,pubmed,True,Genetic modifier analysis
25335493,10.1038/ejhg.2014.220,Expanding the mutational spectrum of LZTR1 in schwannomatosis.,Eur J Hum Genet,2015,reconstructed,pubmed,True,Genetic mutation spectrum
25336744,10.1242/dev.111260,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,Development,2014,reconstructed,pubmed,True,Developmental mouse model
25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,PLoS One,2014,reconstructed,pubmed,True,Drug screening method
25360213,,A chemical biology approach identified PI3K as a potential therapeutic target for neurofibromatosis type 2.,Am J Transl Res,2014,reconstructed,pubmed,True,Chemical biology screening
25367036,10.1101/gad.246603.114,NF1 regulation of RAS/ERK signaling is required for appropriate granule neuron progenitor expansion and migration in cerebellar development.,Genes Dev,2014,reconstructed,pubmed,True,Developmental mouse model
25377441,10.1111/pme.12620,Development and validation of the English Pain Interference Index and Pain Interference Index-Parent report.,Pain Med,2015,reconstructed,pubmed,True,"Pain assessment tool development/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,Dev Biol,2015,reconstructed,pubmed,True,Developmental mouse model
25437375,10.1016/j.cortex.2014.10.019,"Abnormal relationship between GABA, neurophysiology and impulsive behavior in neurofibromatosis type 1.",Cortex,2015,reconstructed,pubmed,True,Neurophysiological research method
25452392,10.1093/neuonc/nou317,Evidence of polyclonality in neurofibromatosis type 2-associated multilobulated vestibular schwannomas.,Neuro Oncol,2015,reconstructed,pubmed,True,Molecular characterization technique
