pmid,title,doi,journal,year,query_type,source,is_research,screening_reasoning,abstract,has_nf_tools,abstract_screening_reasoning
PMID:18988803,Ras signaling influences permissiveness of malignant peripheral nerve sheath tumor cells to oncolytic herpes.,10.2353/ajpath.2008.080376,The American journal of pathology,2008.0,bench,pubmed,True,Drug screening method,"Lack of expression of neurofibromin in neurofibromatosis 1 and its lethal derivative, malignant peripheral nerve sheath tumors (MPNSTs), is thought to result in the overactivation of the Ras signaling pathway. Our previous studies have shown that cells with overactivation in the Ras pathway are more permissive to infection with herpes simplex virus 1 and its mutant version R3616. In this study, we show that among five different mouse MPNST cell lines, only the ones with elevated levels of Ras signaling are highly permissive to infection with oncolytic herpes G207. Specific inhibitors of the Ras, ERK, and JNK pathways all reduced the synthesis of viral proteins in MPNST cells. The cell lines that contained lower levels of Ras and decreased activation of downstream signaling components underwent an enhancement in apoptosis upon exposure to G207. Additionally, mouse SW10 Schwann cells were able to become infected by parental herpes but were found to be resistant to G207. The immortalization of these cell lines with the expression of SV40 large T antigen increased the levels of Ras activation and permissiveness to oncolytic herpes. A Ras/Raf kinase inhibitor reduced the synthesis of both herpes simplex virus-1 and G207 proteins in SW10 cells. The results of this study, therefore, introduce Ras signaling as a divergent turning point for the response of MPNST cells to an assault by oncolytic herpes.",True,Parse error - defaulted to include
PMID:19016857,Polypyrimidine tract binding protein regulates alternative splicing of an aberrant pseudoexon in NF1.,10.1111/j.1742-4658.2008.06734.x,The FEBS journal,2008.0,bench,pubmed,True,Genetic splicing analysis,"In disease-associated genes, understanding the functional significance of deep intronic nucleotide variants represents a difficult challenge. We previously reported that an NF1 intron 30 exonization event is triggered from a single correct nomenclature is 'c.293-279 A>G' mutation [Raponi M, Upadhyaya M & Baralle D (2006) Hum Mutat 27, 294-295]. In this paper, we investigate which characteristics play a role in regulating inclusion of the aberrant pseudoexon. Our investigation shows that pseudoexon inclusion levels are strongly downregulated by polypyrimidine tract binding protein and its homologue neuronal polypyrimidine tract binding protein. In particular, we provide evidence that the functional effect of polypyrimidine tract binding protein is proportional to its concentration, and map the cis-acting elements that are principally responsible for this negative regulation. These results highlight the importance of evaluating local sequence context for diagnostic purposes, and the utility of developing therapies to turn off activated pseudoexons.",True,Parse error - defaulted to include
PMID:19041782,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,10.1016/j.stem.2008.10.003,Cell stem cell,2008.0,bench,pubmed,True,Cellular progenitor research,"Defining growth factor requirements for progenitors facilitates their characterization and amplification. We characterize a peripheral nervous system embryonic dorsal root ganglion progenitor population using in vitro clonal sphere-formation assays. Cells differentiate into glial cells, smooth muscle/fibroblast (SM/Fb)-like cells, and neurons. Genetic and pharmacologic tools revealed that sphere formation requires signaling from the EGFR tyrosine kinase. Nf1 loss of function amplifies this progenitor pool, which becomes hypersensitive to growth factors and confers tumorigenesis. DhhCre;Nf1(fl/fl) mouse neurofibromas contain a progenitor population with similar growth requirements, potential, and marker expression. In humans, NF1 mutation predisposes to benign neurofibromas, incurable peripheral nerve tumors. Prospective identification of human EGFR(+);P75(+) neurofibroma cells enriched EGF-dependent sphere-forming cells. Neurofibroma spheres contain glial-like progenitors that differentiate into neurons and SM/Fb-like cells in vitro and form benign neurofibroma-like lesions in nude mice. We suggest that expansion of an EGFR-expressing early glial progenitor contributes to neurofibroma formation.",True,Parse error - defaulted to include
PMID:19103750,"The neurofibromatosis 2 protein, merlin, regulates glial cell growth in an ErbB2- and Src-dependent manner.",10.1128/MCB.01392-08,Molecular and cellular biology,2009.0,bench,pubmed,True,Protein interaction research tool,"Individuals with the inherited cancer predisposition syndrome neurofibromatosis 2 (NF2) develop several central nervous system (CNS) malignancies, including glial cell neoplasms (ependymomas). Recent studies have suggested that the NF2 protein, merlin (or schwannomin), may regulate receptor tyrosine kinase signaling, intracellular mitogenic growth control pathways, or adherens junction organization in non-nervous-system cell types. For this report, we used glial fibrillary acidic protein conditional knockout mice and derivative glia to determine how merlin regulates CNS glial cell proliferation. We show that the loss of merlin in glial cells results in increased proliferation in vitro and in vivo. Merlin regulation of glial cell growth reflects deregulated Src activity, such that pharmacologic or genetic inhibition of Src activation reduces Nf2(-/-) glial cell growth to wild-type levels. We further show that Src regulates Nf2(-/-) glial cell growth by sequentially regulating FAK and paxillin phosphorylation/activity. Next, we demonstrate that Src activation results from merlin regulation of ErbB2 activation and that genetic or pharmacologic ErbB2 inhibition reduces Nf2(-/-) glial cell Src/Src effector activation and proliferation to wild-type levels. Lastly, we show that merlin competes with Src for direct binding to ErbB2 and present a novel molecular mechanism for merlin regulation of ErbB2-dependent Src signaling and growth control.",True,Parse error - defaulted to include
PMID:19144871,Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,10.3181/0809-RM-275,"Experimental biology and medicine (Maywood, N.J.)",2009.0,bench,pubmed,True,Protein binding partner identification,"Neurofibromatosis type 2 is an inherited disorder characterized by the development of benign and malignant tumors on the auditory nerves and central nervous system with symptoms including hearing loss, poor balance, skin lesions, and cataracts. Here, we report a novel protein-protein interaction between NF2 protein (merlin or schwannomin) and erythrocyte p55, also designated as MPP1. The p55 is a conserved scaffolding protein with postulated functions in cell shape, hair cell development, and neural patterning of the retina. The FERM domain of NF2 protein binds directly to p55, and surface plasmon resonance analysis indicates a specific interaction with a kD value of 3.7 nM. We developed a specific monoclonal antibody against human erythrocyte p55, and found that both p55 and NF2 proteins are colocalized in the non-myelin-forming Schwann cells. This finding suggests that the p55-NF2 protein interaction may play a functional role in the regulation of apico-basal polarity and tumor suppression pathways in non-erythroid cells.",True,Parse error - defaulted to include
PMID:1915269,The GTPase stimulatory activities of the neurofibromatosis type 1 and the yeast IRA2 proteins are inhibited by arachidonic acid.,10.1002/j.1460-2075.1991.tb07839.x,The EMBO journal,1991.0,bench,pubmed,True,Enzymatic activity research method,"Three proteins, GTPase activating protein (GAP), neurofibromatosis 1 (NF1) and the yeast inhibitory regulator of the RAS-cAMP pathway (IRA2), have the ability to stimulate the GTPase activity of Ras proteins from higher animals or yeast. Previous studies indicate that certain lipids are able to inhibit this activity associated with the mammalian GAP protein. Inhibition of GAP would be expected to biologically activate Ras protein. In these studies arachidonic acid is shown also to inhibit the activity of the catalytic fragments of the other two proteins, mammalian NF1 and the yeast IRA2 proteins. In addition, phosphatidic acid (containing arachidonic and stearic acid) was inhibitory for the catalytic fragment of NF1 protein, but did not inhibit the catalytic fragments of GAP or IRA2 proteins. These observations emphasize the biochemical similarity of these proteins and provide support for the suggestion that lipids might play an important role in their biological control, and therefore also in the control of Ras activity and cellular proliferation.",True,Parse error - defaulted to include
PMID:19191334,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,10.1002/glia.20845,Glia,2009.0,bench,pubmed,True,Microarray analysis tool,"Numerous studies have suggested that astrocytes in the central nervous system (CNS) exhibit molecular and functional heterogeneity. In this regard, astroglia from different CNS locations express distinct immune system, and neurotransmitter proteins, have varying levels of gap junction coupling and respond differently to injury. However, the relevance of these differences to human disease is unclear. As brain tumors in children arise in specific CNS locations, we hypothesized that regional astroglial cell heterogeneity might partly underlie the propensity for gliomas to arise in these areas. In this study, we performed high-density RNA microarray profiling on astrocytes from postnatal day 1 optic nerve, cerebellum, brainstem, and neocortex. We showed that astroglia from each region are molecularly distinct, and we were able to develop gene expression patterns that distinguish astroglia, but not neural stem cells, from these different brain regions. We next used these microarray data to determine whether brain tumor suppressor genes were differentially expressed in these distinct populations of astroglia. Interestingly, neurofibromatosis type 1 (NF1) gene expression was decreased at both the RNA and protein levels in neocortical astroglia relative to astroglia from the other brain regions. To determine the functional significance of this finding, we found increased astroglial cell proliferation in optic nerve, brainstem, and cerebellum, but not neocortex, following Nf1 inactivation in vitro and in vivo. These findings provide molecular evidence for CNS astroglial cell heterogeneity, and suggest that differences in tumor suppressor gene expression might contribute to the regional localization of human brain tumors.",True,Parse error - defaulted to include
PMID:19262146,Phosphorylation of merlin regulates its stability and tumor suppressive activity.,10.4161/cam.1.4.5192,Cell adhesion & migration,2007.0,bench,pubmed,True,Protein modification research method,"The neurofibromatosis-2 (NF2) tumor suppressor protein, merlin or schwannomin, inhibits cell proliferation by modulating the growth activities of its binding partners, including the cell surface glycoprotein CD44, membrane-cytoskeleton linker protein ezrin and PIKE (PI 3-kinase enhancer) GTPase, etc. Merlin exerts its growth suppressive activity through a folded conformation that is tightly controlled through phosphorylation by numerous protein kinases including PAK, PKA and Akt. Merlin inhibits PI 3-kinase activity through binding to PIKE-L. Now, we show that merlin is a physiological substrate of Akt, which phosphorylates merlin on both T230 and S315 residues. This phosphorylation abolishes the folded conformation of merlin and inhibits its association with PIKE-L, provoking merlin polyubiquitination and proteasome-mediated degradation. This finding demonstrates a negative feed-back loop from merlin/PIKE-L/PI 3-kinase to Akt in tumors- The proliferation repressive activity of merlin is also partially regulated by S518 phosphorylation- Thus, Akt-mediated merlin T230/S315 phosphorylation, combined with S518 phosphorylation by PAK and PKA, provides new insight into abrogating merlin function in the absence of merlin mutational inactivation.",True,Parse error - defaulted to include
PMID:19282654,"Tranilast, an anti-allergic drug, down-regulates the growth of cultured neurofibroma cells derived from neurofibromatosis type 1.",10.1620/tjem.217.193,The Tohoku journal of experimental medicine,2009.0,bench,pubmed,True,Cell culture experimental method,"Neurofibromas are benign tumors that comprise primarily of Schwann cells and fibroblasts. Mast cells have been found scattered in the tumor tissue, and their role in promoting the proliferation of neurofibroma has been suggested. Tranilast (N-[3,4-dimethoxycinnamolyl]anthranilic acid) is an anti-allergic drug that inhibits release of the chemical mediators from mast cells and it used for the treatment of keloids and hypertrophic scars by its inhibition of growth-promoting transforming growth factor (TGF)-beta(1) from fibroblasts. We assumed that tranilast would suppress neurofibroma cell growth. In order to prove this hypothesis, we investigated the effectiveness of tranilast in inhibiting the tumor growth using a new cell culture system obtained from patients with neurofibromas. We called this culture system with the mixture of Schwann cells and fibroblasts ""NF1 cells culture"". Mast cells were differentiated from CD34(+) peripheral blood mononuclear cells of normal healthy subjects, and were co-cultured with NF1 cells. Three days after tranilast (10 approximately 100 microM) added to the culture dishes, we counted viable cell numbers and measured the concentrations of TGF-beta(1), stem cell factor (SCF) and tryptase, which exists in the histamine granule, in the culture medium. Tranilast significantly suppressed proliferation of the NF1 cells and lowered the levels of TGF-beta(1), SCF and tryptase. These results suggest that tranilast retards tumor proliferation through not only suppression of cell growth factor, but also the inhibition of a chemical mediator released from mast cells. Thus, tranilast can be a potent therapeutic agent to inhibit the growth of neurofibromas.",True,Parse error - defaulted to include
PMID:19292874,Low U1 snRNP dependence at the NF1 exon 29 donor splice site.,10.1111/j.1742-4658.2009.06941.x,The FEBS journal,2009.0,bench,pubmed,True,Genetic splice site analysis,"Many disease-causing splicing mutations described in the literature produce changes in splice sites (SS) or in exon-regulatory sequences. The delineation of these splice aberrations can provide important insights into novel regulation mechanisms. In this study, we evaluated the effect of patient variations in neurofibromatosis type 1 (NF1) exon 29 and its 5'SS surrounding area on its splicing process. Only two of all nonsense, missense, synonymous and intronic variations analyzed in this study clearly altered exon 29 inclusion/exclusion levels. In particular, the intronic mutation +5g>a had the strongest effect, resulting in total exon exclusion. This finding prompted us to evaluate the exon 29 5'SS in relation to its ability to bind U1 snRNP. This was performed by direct analysis of the ability of U1 to bind to wild-type and mutant donor sites, by engineering an in vitro splicing system to directly evaluate the functional importance of U1 snRNA base pairing with the exon 29 donor site, and by coexpression of mutant U1 snRNP molecules to try to rescue exon 29 inclusion in vivo. The results revealed a low dependency on the presence of U1 snRNP, and suggest that exon 29 donor site definition may depend on alternative mechanisms of 5'SS recognition.",True,Parse error - defaulted to include
PMID:19306381,Neuregulin-1 beta and neuregulin-1 alpha differentially affect the migration and invasion of malignant peripheral nerve sheath tumor cells.,10.1002/glia.20866,Glia,2009.0,bench,pubmed,True,Cell migration research method,"Malignant peripheral nerve sheath tumors (MPNSTs) are the most common malignancy associated with neurofibromatosis Type 1 (NF1). These Schwann cell lineage-derived sarcomas aggressively invade adjacent nerve and soft tissue, frequently precluding surgical resection. Little is known regarding the mechanisms underlying this invasive behavior. We have shown that MPNSTs express neuregulin-1 (NRG-1) beta isoforms, which promote Schwann cell migration during development, and NRG-1 alpha isoforms, whose effects on Schwann cells are poorly understood. Hypothesizing that NRG-1 beta and/or NRG-1 alpha promote MPNST invasion, we found that NRG-1 beta promoted MPNST migration in a substrate-specific manner, markedly enhancing migration on laminin but not on collagen type I or fibronectin. The NRG-1 receptors erbB3 and erbB4 were present in MPNST invadopodia (processes mediating invasion), partially colocalized with focal adhesion kinase and the laminin receptor beta(1)-integrin and coimmunoprecipitated with beta(1)-integrin. NRG-1 beta stimulated human and murine MPNST cell migration and invasion in a concentration-dependent manner in three-dimensional migration assays, acting as a chemotactic factor. Both baseline and NRG-1 beta-induced migration were erbB-dependent and required the action of MEK 1/2, SAPK/JNK, PI-3 kinase, Src family kinases and ROCK-I/II. In contrast, NRG-1 alpha had no effect on the migration and invasion of some MPNST lines and inhibited the migration of others. While NRG-1 beta potently and persistently activated Erk 1/2, SAPK/JNK, Akt and Src family kinases, NRG-1 alpha did not activate Akt and activated these other kinases with kinetics distinct from those evident in NRG-1 beta-stimulated cells. These findings suggest that NRG-1 beta enhances MPNST migration and that NRG-1 beta and NRG-1 alpha differentially modulate this process.",True,Parse error - defaulted to include
PMID:19333415,Drosophila melanogaster as a model organism of brain diseases.,10.3390/ijms10020407,International journal of molecular sciences,2009.0,bench,pubmed,True,Drosophila disease model,"Drosophila melanogaster has been utilized to model human brain diseases. In most of these invertebrate transgenic models, some aspects of human disease are reproduced. Although investigation of rodent models has been of significant impact, invertebrate models offer a wide variety of experimental tools that can potentially address some of the outstanding questions underlying neurological disease. This review considers what has been gleaned from invertebrate models of neurodegenerative diseases, including Alzheimer's disease, Parkinson's disease, metabolic diseases such as Leigh disease, Niemann-Pick disease and ceroid lipofuscinoses, tumor syndromes such as neurofibromatosis and tuberous sclerosis, epilepsy as well as CNS injury. It is to be expected that genetic tools in Drosophila will reveal new pathways and interactions, which hopefully will result in molecular based therapy approaches.",True,Parse error - defaulted to include
PMID:19414599,Ral overactivation in malignant peripheral nerve sheath tumors.,10.1128/MCB.01153-08,Molecular and cellular biology,2009.0,bench,pubmed,True,Molecular signaling research method,"Ras leads an important signaling pathway that is deregulated in neurofibromatosis type 1 and malignant peripheral nerve sheath tumor (MPNST). In this study, we show that overactivation of Ras and many of its downstream effectors occurred in only a fraction of MPNST cell lines. RalA, however, was overactivated in all MPNST cells and tumor samples compared to nontransformed Schwann cells. Silencing Ral or inhibiting it with a dominant-negative Ral (Ral S28N) caused a significant reduction in proliferation, invasiveness, and in vivo tumorigenicity of MPNST cells. Silencing Ral also reduced the expression of epithelial mesenchymal transition markers. Expression of the NF1-GTPase-related domain (NF1-GRD) diminished the levels of Ral activation, implicating a role for neurofibromin in regulating RalA activation. NF1-GRD treatment caused a significant decrease in proliferation, invasiveness, and cell cycle progression, but cell death increased. We propose Ral overactivation as a novel cell signaling abnormality in MPNST that leads to important biological outcomes with translational ramifications.",True,Parse error - defaulted to include
PMID:19427284,The neurofibroma cell of origin: SKPs expand the playing field.,10.1016/j.stem.2009.04.010,Cell stem cell,2009.0,bench,pubmed,True,Cell of origin research tool,"Mounting evidence suggests that stem/progenitor cells may be the cells of origin for many tumor types. In this issue of Cell Stem Cell, Le et al. (2009) demonstrate that skin-derived precursors (SKPs) can initiate dermal neurofibromas and highlight the importance of the microenvironment in the formation of this complex tumor.",True,Parse error - defaulted to include
PMID:19427294,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,10.1016/j.stem.2009.03.017,Cell stem cell,2009.0,bench,pubmed,True,Cell origin and microenvironment model,"The tumor predisposition disorder neurofibromatosis type I (NF1) is one of the most common genetic disorders of the nervous system. It is caused by mutations in the Nf1 tumor-suppressor gene, which encodes a GTPase-activating protein (GAP) that negatively regulates p21-RAS. Development of malignant nerve tumors and neurofibromas occurs frequently in NF1. However, little is known about the molecular mechanisms mediating the initiation and progression of these complex tumors, or the identity of the specific cell type that gives rise to dermal or cutaneous neurofibromas. In this study, we identify a population of stem/progenitor cells residing in the dermis termed skin-derived precursors (SKPs) that, through loss of Nf1, form neurofibromas. We propose that SKPs, or their derivatives, are the cell of origin of dermal neurofibroma. We also provide evidence that additional signals from nonneoplastic cells in the tumor microenvironment play essential roles in neurofibromagenesis.",True,Parse error - defaulted to include
PMID:19430883,Suggested response criteria for phase II antitumor drug studies for neurofibromatosis type 2 related vestibular schwannoma.,10.1007/s11060-009-9867-7,Journal of neuro-oncology,2009.0,bench,pubmed,True,Clinical response criteria development,"Neurofibromatosis type 2 (NF2) is a tumor suppressor gene syndrome characterized by multiple schwannomas, especially vestibular schwannomas (VS), and meningiomas. Anticancer drug trials are now being explored, but there are no standardized endpoints in NF2. We review the challenges of NF2 clinical trials and suggest possible response criteria for use in initial phase II studies. We suggest two main response criteria in such trials. Objective radiographic response is defined as a durable 20% or greater reduction in VS volume based on post-contrast T1-weighted MRI images collected with 3 mm or finer cuts through the internal auditory canal. Hearing response is defined as a statistically significant improvement in word recognition scores using 50-word recorded lists in audiology. A possible composite endpoint incorporating both radiographic response and hearing response is outlined. We emphasize pitfalls in response assessment and suggest guidelines to minimize misinterpretations of response. We also identify research goals in NF2 to facilitate future trial conduct, such as identifying the expectations for time to tumor progression and time to measurable hearing loss in untreated NF2-related VS, and the relation of both endpoints to patient prognostic factors (such as age, baseline tumor volume, and measures of disease severity). These data would facilitate future use of endpoints based on stability of tumor size and hearing, which might be more appropriate for testing certain drugs. We encourage adoption of standardized endpoints early in the development of phase II trials for this population to facilitate comparison of results across trials of different agents.",True,Parse error - defaulted to include
PMID:19434310,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,2009.0,bench,pubmed,True,Immunohistochemical diagnostic tool,"The present study shows the histopathological and immunohistochemical aspects encountered in 49 benign tumors with neural origin diagnosed in the Pathology Department of the Emergency County Hospital of Craiova between 2000 and 2007. Histopathological criteria were used for the histopathological diagnosis, having been diagnosed 22 neurofibromas and 27 schwannomas. Histopathological examination was completed by the immunohistochemical examination using anti-S100 and anti-vimentin antibodies, anti-CD34, anti-CD57 and anti-neurofilament antibodies, as well as the Ki67 proliferation marker. Both tumors showed positive immunostaining for S100, CD34, CD57, but of varying intensity and distribution. Schwannomas and neurofibromas showed a low proliferation index (<5%).",True,Parse error - defaulted to include
PMID:19451225,"NF2/merlin is a novel negative regulator of mTOR complex 1, and activation of mTORC1 is associated with meningioma and schwannoma growth.",10.1128/MCB.01581-08,Molecular and cellular biology,2009.0,bench,pubmed,True,Molecular signaling pathway research,"Inactivating mutations of the neurofibromatosis 2 (NF2) gene, NF2, result predominantly in benign neurological tumors, schwannomas and meningiomas, in humans; however, mutations in murine Nf2 lead to a broad spectrum of cancerous tumors. The tumor-suppressive function of the NF2 protein, merlin, a membrane-cytoskeleton linker, remains unclear. Here, we identify the mammalian target of rapamycin complex 1 (mTORC1) as a novel mediator of merlin's tumor suppressor activity. Merlin-deficient human meningioma cells and merlin knockdown arachnoidal cells, the nonneoplastic cell counterparts of meningiomas, exhibit rapamycin-sensitive constitutive mTORC1 activation and increased growth. NF2 patient tumors and Nf2-deficient mouse embryonic fibroblasts demonstrate elevated mTORC1 signaling. Conversely, the exogenous expression of wild-type merlin isoforms, but not a patient-derived L64P mutant, suppresses mTORC1 signaling. Merlin does not regulate mTORC1 via the established mechanism of phosphoinositide 3-kinase-Akt or mitogen-activated protein kinase/extracellular signal-regulated kinase-mediated TSC2 inactivation and may instead regulate TSC/mTOR signaling in a novel fashion. In conclusion, the deregulation of mTORC1 activation underlies the aberrant growth and proliferation of NF2-associated tumors and may restrain the growth of these lesions through negative feedback mechanisms, suggesting that rapamycin in combination with phosphoinositide 3-kinase inhibitors may be therapeutic for NF2.",True,Parse error - defaulted to include
PMID:1946460,Identification and characterization of the neurofibromatosis type 1 protein product.,10.1073/pnas.88.22.9914,Proceedings of the National Academy of Sciences of the United States of America,1991.0,bench,pubmed,True,Protein characterization method,"The neurofibromatosis type 1 (NF1) gene responsible for von Recklinghausen neurofibromatosis is related to regulators of ras proteins, and a portion of NF1 that is homologous to the ras GTPase-activating protein (GAP) encodes a similar GTPase-stimulating activity. We have raised rabbit antisera to a bacterially synthesized 48-kDa peptide corresponding to the GAP-related domain of NF1 (NF1-GRD). These antisera immunoprecipitated the NF1-GRD peptide, and one of them specifically inhibited the GTPase-stimulating activity of NF1-GRD. The sera specifically detected a 280-kDa protein in lysates of mouse NIH 3T3 and human HeLa cells. This protein corresponds to the NF1 gene product, as shown by several criteria, including partial proteolysis. Subcellular fractionation revealed that while GAP is predominantly cytoplasmic, all of the NF1 was recovered in a pellet (100,000 x g) fraction. NF1 was present in a large molecular mass complex in fibroblast and Schwannoma cell lines and appears to associate with a very large (400-500 kDa) protein in both cell types. The relevance of these findings to cellular regulation of p21ras is discussed.",True,Parse error - defaulted to include
PMID:19710506,Nf1 deficiency cooperates with oncogenic K-RAS to induce acute myeloid leukemia in mice.,10.1182/blood-2009-02-205146,Blood,2009.0,bench,pubmed,True,Genetic mouse model,"Hyperactive RAS signaling is caused by mutations in RAS genes or a deficiency of the neurofibromatosis gene (NF1) and is common in myeloid malignancies. In mice, expression of oncogenic K-RAS or inactivation of Nf1 in hematopoietic cells results in myeloproliferative disorders (MPDs) that do not progress to acute myeloid leukemia (AML). Because NF1 is a RAS-GTPase-activating protein it has been proposed that NF1 deficiency is functionally equivalent to an oncogenic RAS. It is not clear, however, whether Nf1 deficiency would be redundant in K-RAS-induced MPD development or whether the 2 mutations would cooperate in leukemogenesis. Here, we show that the simultaneous inactivation of Nf1 and expression of K-RAS(G12D) in mouse hematopoietic cells results in AML that was fatal in primary mice within 4 weeks and transplantable to sublethally irradiated secondary recipients. The data point to a strong cooperation between Nf1 deficiency and oncogenic K-RAS.",True,Mouse model of NF1
PMID:19846776,PTEN dosage is essential for neurofibroma development and malignant transformation.,10.1073/pnas.0910398106,Proceedings of the National Academy of Sciences of the United States of America,2009.0,bench,pubmed,True,Genetic dosage research model,"Patients with neurofibromatosis type 1 (NF1) carry approximately a 10% lifetime risk of developing a malignant peripheral nerve sheath tumor (MPNST). Although the molecular mechanisms underlying NF1 to MPNST malignant transformation remain unclear, alterations of both the RAS/RAF/MAPK and PI3K/AKT/mTOR signaling pathways have been implicated. In a series of genetically engineered murine models, we perturbed RAS/RAF/MAPK or/and PTEN/PI3K/AKT pathway, individually or simultaneously, via conditional activation of K-ras oncogene or deletion of Nf1 or Pten tumor suppressor genes. Only K-Ras activation in combination with a single Pten allele deletion led to 100% penetrable development of NF lesions and subsequent progression to MPNST. Importantly, loss or decrease in PTEN expression was found in all murine MPNSTs and a majority of human NF1-associated MPNST lesions, suggesting that PTEN dosage and its controlled signaling pathways are critical for transformation of NFs to MPNST. Using noninvasive in vivo PET-CT imaging, we demonstrated that FDG can be used to identify the malignant transformation in both murine and human MPNSTs. Our data suggest that combined inhibition of RAS/RAF/MAPK and PTEN/PI3K/AKT pathways may be beneficial for patients with MPNST.",True,Mouse model development
PMID:19966217,Cardiac and vascular functions of the zebrafish orthologues of the type I neurofibromatosis gene NFI.,10.1073/pnas.0901932106,Proceedings of the National Academy of Sciences of the United States of America,2009.0,bench,pubmed,True,Zebrafish disease model,"Von Recklinghausen neurofibromatosis is a common autosomal dominant genetic disorder characterized by benign and malignant tumors of neural crest origin. Significant progress in understanding the pathophysiology of this disease has occurred in recent years, largely aided by the development of relevant animal models. Von Recklinghausen neurofibromatosis is caused by mutations in the NF1 gene, which encodes neurofibromin, a large protein that modulates the activity of Ras. Here, we describe the identification and characterization of zebrafish nf1a and nf1b, orthologues of NF1, and show neural crest and cardiovascular defects resulting from morpholino knockdown, including vascular and cardiac valvular abnormalities. Development of a zebrafish model of von Recklinghausen neurofibromatosis will allow for structure-function analysis and genetic screens in this tractable vertebrate system.",True,Zebrafish orthologous model
PMID:20049725,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,10.1002/emmm.200900027,EMBO molecular medicine,2009.0,bench,pubmed,True,Genomic analysis method,"Understanding the biological pathways critical for common neurofibromatosis type 1 (NF1) peripheral nerve tumours is essential, as there is a lack of tumour biomarkers, prognostic factors and therapeutics. We used gene expression profiling to define transcriptional changes between primary normal Schwann cells (n = 10), NF1-derived primary benign neurofibroma Schwann cells (NFSCs) (n = 22), malignant peripheral nerve sheath tumour (MPNST) cell lines (n = 13), benign neurofibromas (NF) (n = 26) and MPNST (n = 6). Dermal and plexiform NFs were indistinguishable. A prominent theme in the analysis was aberrant differentiation. NFs repressed gene programs normally active in Schwann cell precursors and immature Schwann cells. MPNST signatures strongly differed; genes up-regulated in sarcomas were significantly enriched for genes activated in neural crest cells. We validated the differential expression of 82 genes including the neural crest transcription factor SOX9 and SOX9 predicted targets. SOX9 immunoreactivity was robust in NF and MPSNT tissue sections and targeting SOX9 - strongly expressed in NF1-related tumours - caused MPNST cell death. SOX9 is a biomarker of NF and MPNST, and possibly a therapeutic target in NF1.",True,Integrative genomic analysis tool
PMID:20176786,Bioluminescent approaches for measuring tumor growth in a mouse model of neurofibromatosis.,10.1177/0192623309357075,Toxicologic pathology,2010.0,bench,pubmed,True,Bioluminescent imaging model,"Neurofibomatosis (NF1) patients are susceptible to multiple tumors of the nervous system including neurofibromas, optic glioma, malignant peripheral nerve sheath tumors (MPNSTs), and astrocytoma. The Nf1+/-;Trp53+/- (NPcis) mouse model of NF1 spontaneously develops astrocytoma and MPNSTs that are very similar to human NF1 tumors. To use this model for testing potential therapeutics, we have developed systems that take advantage of bioluminescent reporters of tumor growth. We have generated E2F1 promoter-driving luciferase (ELUX) reporter mice to detect proliferating tumors in NPcis mice in vivo using bioluminescence. The power of this system is that it enables looking at tumor evolution and detecting spontaneous tumors at early stages of development as they evolve within their natural haploinsufficient microenvironment. This system can be used to identify tumors at different stages of tumorigenesis and to examine where spontaneous NF1 tumors initiate. The ability to rapidly screen multiple animals at a time increases the potential for use of this model in preclinical trials. This model will be valuable for the characterization of spontaneous NF1 tumors and will be important for studying the treatment and prevention of NF1 tumors in vivo.",True,Bioluminescent mouse tumor measurement approach
