pmid,title,abstract,has_nf_tools,abstract_screening_reasoning
PMID:31752929,The impact of RASopathy-associated mutations on CNS development in mice and humans.,"The impact of RASopathy-associated mutations on CNS development in mice and  humans.  Kang M(1)(2), Lee YS(3)(4)(5).  Author information: (1)Department of Physiology, Seoul National University College of Medicine, 103  Daehak-ro, Jongro-gu, Seoul, 03080, South Korea. (2)Department of Biomedical Sciences, Seoul National University College of  Medicine, Seoul, 03080, Korea. (3)Department of Physiology, Seoul National University College of Medicine, 103  Daehak-ro, Jongro-gu, Seoul, 03080, South Korea. yongseok7@snu.ac.kr. (4)Department of Biomedical Sciences, Seoul National University College of  Medicine, Seoul, 03080, Korea. yongseok7@snu.ac.kr. (5)Neuroscience Research Institute, Seoul National University College of  Medicine, 103 Daehak-ro, Jongro-gu, Seoul, 03080, South Korea.  yongseok7@snu.ac.kr.  The RAS signaling pathway is involved in the regulation of developmental  processes, including cell growth, proliferation, and differentiation, in the  central nervous system (CNS). Germline mutations in the RAS signaling pathway  genes are associated with a group of neurodevelopmental disorders, collectively  called RASopathy, which includes neurofibromatosis type 1, Noonan syndrome,  cardio-facio-cutaneous syndrome, and Costello syndrome. Most mutations  associated with RASopathies increase the activity of the RAS-ERK signaling  pathway, and therefore, most individuals with RASopathies share common  phenotypes, such as a short stature, heart defects, facial abnormalities, and  cognitive impairments, which are often accompanied by abnormal CNS development.  Recent studies using mouse models of RASopathies demonstrated that particular  mutations associated with each disorder disrupt CNS development in a  mutation-specific manner. Here, we reviewed the recent literatures that  investigated the developmental role of RASopathy-associated mutations using  mutant mice, which provided insights into the specific contribution of RAS-ERK  signaling molecules to CNS development and the subsequent impact on cognitive  function in adult mice.  DOI: 10.1186/s13041-019-0517-5 PMCID: PMC6873535 PMID: 31752929 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare that they have no competing  interests.",False,Mutation impact review
PMID:31756343,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,"Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells  to promote growth of cutaneous neurofibroma.  Xu J(1), Zhang H(2), Li C(2), Du H(2), Shu M(3), Jia J(4).  Author information: (1)Teaching Department, The First Affiliated Hospital of Xi'an Jiaotong  University, Xi'an, Shaanxi, China. (2)Department of Plastic, Cosmetic and Maxillofacial Surgery, The First  Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China. (3)Department of Plastic, Cosmetic and Maxillofacial Surgery, The First  Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.  Electronic address: maoguo_shu@126.com. (4)Department of Plastic, Cosmetic and Maxillofacial Surgery, The First  Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.  Electronic address: jiayu0717@126.com.  AIM: Cutaneous neurofibroma (cNF), a hallmark feature of neurofibromatosis type  1 (NF1), results in psychological and physical damage to patients. Considering  the important role of mast cells in neurofibroma development, the aim of this  study was to elucidate the underlying mechanism of the interaction between cNF  cells and mast cells. MAIN METHODS: SW10 cells with Nf1 knocked down were used as a cNF cell model.  3-(4,5-Dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide and colony  formation assays, as well as a mouse xenograft tumor model, were used to assess  the cNF tumor growth in vivo and in vitro. ELISAs and IHC were used to examine  the inflammatory activity of mast cells. KEY FINDINGS: We demonstrated that cNF cells activated mast cells, which in turn  promoted the cNF cell growth, while suppression of the inflammatory activity of  cNF-associated mast cells reversed their stimulating effect on the growth of cNF  cells. Mechanistic studies revealed that SW10 cells upregulated  PLCγ/AKT/IκBα/p65 signaling in mast cells, thereby increasing inflammation.  Moreover, PLCγ modulated the AKT/IκBα/p65 signaling activity and played a  critical role in the interaction of mast cells and cNF cells. Knockdown of PLCγ  in mast cells diminished their cNF cell-induced inflammatory activity and  subsequently reduced the cNF cell growth in vivo and in vitro. SIGNIFICANCE: This study revealed a novel interaction between mast cells and cNF  cells, suggesting a potential strategy for treating cNF by targeting the newly  recognized signaling pathway.  Copyright © 2019 The Authors. Published by Elsevier Inc. All rights reserved.  DOI: 10.1016/j.lfs.2019.117079 PMID: 31756343 [Indexed for MEDLINE]",False,Signaling pathway mechanism study
PMID:31793149,Funding community collaboration to develop effective therapies for neurofibromatosis type 1 tumors.,"Funding community collaboration to develop effective therapies for  neurofibromatosis type 1 tumors.  La Rosa S(1), Browder V(1), Bakker AC(1), Blakeley JO(2), Verma SK(2), Wong  LM(3), Morris J(3), Bora N(4).  Author information: (1)Children's Tumor Foundation, New York, NY, USA. (2)Johns Hopkins University, Baltimore, MD, USA. (3)National Institute of Neurological Disorders and Stroke, Bethesda, MD, USA. (4)Congressionally Directed Medical Research Programs, Fort Detrick, MD, USA.  The time from identifying a drug target to a new drug approval is often measured  in decades and can take even longer for therapies to treat rare diseases. In  fact, 95% of rare diseases do not have a specific therapy approved at all.  Coordinated efforts to augment the drug development pipeline along with  long-term and comprehensive support that enable scientific breakthroughs for  rare diseases are possible, but it requires integration across multiple  stakeholders. This article analyzes the coordinated funding efforts of four  federal and philanthropic organizations to advance drug development for  neurofibromatosis type 1-associated tumors and discusses how these organizations  have been collaborating and evolved practices to optimize funding and research  support.  © 2019 The Authors. Published under the terms of the CC BY 4.0 license.  DOI: 10.15252/emmm.201911656 PMCID: PMC6949486 PMID: 31793149 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare that they have no conflict  of interest. Opinions, interpretations, conclusions, and recommendations are  those of the author/s and are not necessarily endorsed by the Department of  Defense or by the National Institute of Health.",False,Funding collaboration discussion
PMID:31801570,"Cutaneous neurofibromas: patients' medical burden, current management and therapeutic expectations: results from an online European patient community survey.","Cutaneous neurofibromas: patients' medical burden, current management and  therapeutic expectations: results from an online European patient community  survey.  Guiraud M(1), Bouroubi A(2), Beauchamp R(2), Bocquet A(2), Grégoire JM(2),  Rauly-Lestienne I(2), Blanco I(3), Wolkenstein P(4), Schmitt AM(2).  Author information: (1)Institut de Recherche Pierre Fabre, Centre de Recherche et Développement,  Dermatology Innovation Unit, 3 avenue Hubert Curien - BP 13562 31035, Toulouse  Cedex 1, France. marlene.guiraud@pierre-fabre.com. (2)Institut de Recherche Pierre Fabre, Centre de Recherche et Développement,  Dermatology Innovation Unit, 3 avenue Hubert Curien - BP 13562 31035, Toulouse  Cedex 1, France. (3)Genetic Counseling and Clinical Genetics Program, Laboratori Clínic  Metropolitana Nord, Hospital Germans Tias, 08916, Badalona, Spain. (4)CHU Henri Mondor, 94010, Créteil, France.  BACKGROUND: Neurofibromatosis type 1 is an inherited condition with variable  phenotypic expression and a high medical and social burden. The objectives of  this patient survey were to better understand the real-world experiences of  patients living with cutaneous neurofibromas (cNF), to perceive their  satisfaction and feelings about cNF current management (only laser and surgery  are currently available), and to highlight their expectations of new therapeutic  modalities. RESULTS: One hundred seventy patients from 4 European countries took part in the  study, 65% (n = 110) were women and mean age was 39 years old. 96% (n = 164) of  respondents have cNF on visible parts of the body and the survey confirmed that  total number of cNF and visibility increase with age. Patients reported that cNF  mainly impacts everyday mood, general daily life and social life. The visibility  of cNF had a higher impact than their number. 92% (n = 156) of patients have a  regular and multidisciplinary medical follow-up. The dermatologist is one of the  most consulted healthcare professionals. 76% (n = 130) of respondents have  treated their cNF: 65% (n = 111) had surgery and 38% (n = 64) had multiple laser  sessions. Frequency of operations and regrowth of cNF were the two most  unsatisfactory aspects with both treatments for patients. Indeed, after removal,  new cNF appear in more than 75% (n = 128) of cases. As a future treatment,  patients expected a topical (30%, n = 51) or oral medication (29%, n = 50).  Around 2 out of 3 patients would agree to take it at least once a day or more  for life but they would like a well-tolerated treatment. According to patients,  the most important effectiveness criteria of a new treatment are to block cNF  growth and reduce their number. 70% (n = 119) of patients would consider a  future treatment moderately effective to very effective if it could clear 30% of  cNF. CONCLUSIONS: This first cNF European patient community survey confirmed that the  visible stigma and unaesthetic aspect of cNF have an important impact on  patients' quality of life. The survey highlighted that patients were not  entirely satisfied with the actual surgery and laser treatments and revealed  their clear and realistic expectations for future treatment of cNF.  DOI: 10.1186/s13023-019-1265-4 PMCID: PMC6894276 PMID: 31801570 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare that they have no competing  interests.",False,Patient survey study
PMID:31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,"Biochemical and structural analyses reveal that the tumor suppressor  neurofibromin (NF1) forms a high-affinity dimer.  Sherekar M(1), Han SW(2)(3), Ghirlando R(4), Messing S(1), Drew M(1), Rabara  D(1), Waybright T(1), Juneja P(5), O'Neill H(6), Stanley CB(6), Bhowmik D(6),  Ramanathan A(7), Subramaniam S(8)(9), Nissley DV(1), Gillette W(1), McCormick  F(1)(2), Esposito D(10).  Author information: (1)NCI RAS Initiative, Cancer Research Technology Program, Frederick National  Laboratory for Cancer Research, Frederick, Maryland 21702. (2)Helen Diller Comprehensive Cancer Center, University of California San  Francisco, San Francisco, California 94158. (3)Department of Internal Medicine, Seoul National University Hospital, Seoul  03080, Republic of Korea. (4)Laboratory of Molecular Biology, NIDDK, National Institutes of Health,  Bethesda, Maryland 20892. (5)Robert P. Apkarian Integrated Electron Microscopy Core, Emory University,  Atlanta, Georgia 30322. (6)Oak Ridge National Laboratory, Oak Ridge, Tennessee 37830. (7)Argonne National Laboratory, Lemont, Illinois 60439. (8)Frederick National Laboratory for Cancer Research, Frederick, Maryland 21702. (9)Department of Biochemistry, Life Sciences Center, University of British  Columbia, Vancouver, British Columbia V6T1Z3, Canada. (10)NCI RAS Initiative, Cancer Research Technology Program, Frederick National  Laboratory for Cancer Research, Frederick, Maryland 21702 dom.esposito@nih.gov.  Neurofibromin is a tumor suppressor encoded by the NF1 gene, which is mutated in  Rasopathy disease neurofibromatosis type I. Defects in NF1 lead to aberrant  signaling through the RAS-mitogen-activated protein kinase pathway due to  disruption of the neurofibromin GTPase-activating function on RAS family small  GTPases. Very little is known about the function of most of the neurofibromin  protein; to date, biochemical and structural data exist only for its GAP domain  and a region containing a Sec-PH motif. To better understand the role of this  large protein, here we carried out a series of biochemical and biophysical  experiments, including size-exclusion chromatography-multiangle light scattering  (SEC-MALS), small-angle X-ray and neutron scattering, and analytical  ultracentrifugation, indicating that full-length neurofibromin forms a  high-affinity dimer. We observed that neurofibromin dimerization also occurs in  human cells and likely has biological and clinical implications. Analysis of  purified full-length and truncated neurofibromin variants by negative-stain EM  revealed the overall architecture of the dimer and predicted the potential  interactions that contribute to the dimer interface. We could reconstitute  structures resembling high-affinity full-length dimers by mixing N- and  C-terminal protein domains in vitro The reconstituted neurofibromin was capable  of GTPase activation in vitro, and co-expression of the two domains in human  cells effectively recapitulated the activity of full-length neurofibromin. Taken  together, these results suggest how neurofibromin dimers might form and be  stabilized within the cell.  © 2020 Sherekar et al.  DOI: 10.1074/jbc.RA119.010934 PMCID: PMC6983858 PMID: 31836666 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare that they have no conflicts  of interest with the contents of this article",True,Biochemical tool development (NF1 protein dimerization analysis)
PMID:31836719,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,"Engaging a community to enable disease-centric data sharing with the NF Data  Portal.  Allaway RJ(1), La Rosa S(2), Verma S(3), Mangravite L(1), Guinney J(1), Blakeley  J(3), Bakker A(2), Gosline SJC(4).  Author information: (1)Sage Bionetworks, Seattle, WA, 98146, United States. (2)Children's Tumor Foundation, New York, NY, 10017, United States. (3)Department of Neurology, The Johns Hopkins School of Medicine, The  Neurofibromatosis Therapeutic Acceleration Program, Baltimore, MD, 21287, United  States. (4)Sage Bionetworks, Seattle, WA, 98146, United States.  sara.gosline@sagebionetworks.org.  A significant challenge facing rare disease communities is finding a sufficient  quantity and variety of data to develop and test disease-specific hypotheses.  Here we describe an approach to data sharing in which stakeholders from the  neurofibromatosis (NF) research community collaborated to develop a  disease-focused data portal with the goal of supporting scientists within and  outside the community as well as clinicians and patient advocates.  DOI: 10.1038/s41597-019-0317-x PMCID: PMC6910996 PMID: 31836719 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare no competing interests.",True,NF Data Portal development (computational tool)
PMID:31848332,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,"A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis  type 2.  Tamura R(1), Fujioka M(2), Morimoto Y(1), Ohara K(3), Kosugi K(1), Oishi Y(1),  Sato M(1), Ueda R(1), Fujiwara H(4), Hikichi T(5), Noji S(6), Oishi N(2), Ogawa  K(2), Kawakami Y(6), Ohira T(1), Yoshida K(1), Toda M(7).  Author information: (1)Department of Neurosurgery, Keio University School of Medicine, 35  Shinanomachi, Shinjuku-ku, Tokyo, 160-8582, Japan. (2)Department of Otorhinolaryngology, Head and Neck Surgery, Keio University  School of Medicine, 35 Shinanomachi, Shinjuku-ku, Tokyo, 160-8582, Japan. (3)Department of Pathology, Keio University School of Medicine, 35 Shinanomachi,  Shinjuku-ku, Tokyo, 160-8582, Japan. (4)Department of Radiology, Keio University School of Medicine, 35 Shinanomachi,  Shinjuku-ku, Tokyo, 160-8582, Japan. (5)OncoTherapy Science, Inc., 3-2-1, Sakado, Takatsu-ku, Kawasaki City,  Kanagawa, 213-0012, Japan. (6)Division of Cellular Signaling Institute for Advanced Medical Research, Keio  University School of Medicine, 35 Shinanomachi, Shinjuku-ku, Tokyo, 160-8582,  Japan. (7)Department of Neurosurgery, Keio University School of Medicine, 35  Shinanomachi, Shinjuku-ku, Tokyo, 160-8582, Japan. todam@keio.jp.  Erratum in     Nat Commun. 2020 Apr 21;11(1):2028. doi: 10.1038/s41467-020-16007-z.  The anti-VEGF antibody bevacizumab has shown efficacy for the treatment of  neurofibromatosis type 2 (NF2). Theoretically, vascular endothelial growth  factor receptors (VEGFRs)-specific cytotoxic T lymphocytes (CTLs) can kill both  tumor vessel cells and tumor cells expressing VEGFRs. Here we show an  exploratory clinical study of VEGFRs peptide vaccine in seven patients with  progressive NF2-derived schwannomas. Hearing improves in 2/5 assessable patients  (40%) as determined by international guidelines, with increases in word  recognition scores. Tumor volume reductions of ≥20% are observed in two  patients, including one in which bevacizumab had not been effective. There are  no severe adverse events related to the vaccine. Both VEGFR1-specific and  VEGFR2-specific CTLs are induced in six patients. Surgery is performed after  vaccination in two patients, and significant reductions in the expression  of VEGFRs in schwannomas are observed. Therefore, this clinical immunotherapy  study demonstrates the safety and preliminary efficacy of VEGFRs peptide  vaccination in patients with NF2.  DOI: 10.1038/s41467-019-13640-1 PMCID: PMC6917794 PMID: 31848332 [Indexed for MEDLINE]  Conflict of interest statement: T.H. is an employee of OncoTherapy Science, Inc.  All the other authors declare no competing interest.",False,Vaccine efficacy study
PMID:31852972,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,"AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell  infiltration into cutaneous neurofibroma.  Jia J(1)(2), Zhang H(3), Zhang H(1), Liu W(1), Du H(1), Shu M(4), He L(5).  Author information: (1)Department of Plastic, Cosmetic and Maxillofacial Surgery, The First  Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China. (2)The School of Electronic and Information Engineering, Xi'an Jiaotong  University, Xi'an, Shaanxi, China. (3)Key Laboratory for Tumor Precision Medicine of Shaanxi Province, Xi'an,  Shaanxi, China. (4)Department of Plastic, Cosmetic and Maxillofacial Surgery, The First  Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.  maoguo_shu@126.com. (5)Department of Plastic, Cosmetic and Maxillofacial Surgery, The First  Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, China.  he_lin1@163.com.  Abundant mast cell infiltration and disease initiation at puberty are hallmark  features of cutaneous neurofibroma (cNF). However, the association between mast  cell infiltration and steroid hormones in cNF remains unclear. Here, we  determined that androgen receptor (AR) expression is positively associated with  mast cell density in cNF tissues. Moreover, both in vitro cell experiments and  in vivo mouse models verified that activated AR promoted mast cell infiltration  and that AR inhibition reduced mast cell infiltration. Analyses in cell models  and xenograft tumours both demonstrated that AR upregulated Yes associate   protein 1 (YAP)-adrenomedullin (AM) signalling. Clinical samples from cNF  patients further verified that AR was positively related to YAP and AM.  Mechanistic analysis revealed that AR accelerates AM transcription via enhancing  YAP- TEA domain transcription factor (TEAD) binding to the AM promoter.  Consequently, the upregulated AM enhanced mast cell recruitment. Interruption of  the YAP-TEAD interaction or inhibition of AM could impair mast cell accumulation  induced by active AR, which indicated that this newly found signalling pathway  may provide novel targets for cNF treatment.  DOI: 10.1038/s41598-019-56022-9 PMCID: PMC6920444 PMID: 31852972 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare no competing interests.",False,Molecular signaling mechanism study
PMID:31860870,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,"Aging (Albany NY). 2019 Dec 20;11(24):12002-12031. doi: 10.18632/aging.102529.  Epub 2019 Dec 20.  Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding  Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.  Diling C(1), Yinrui G(1), Longkai Q(1), Xiaocui T(1), Yadi L(1)(2), Xin Y(3),  Guoyan H(3), Ou S(1), Tianqiao Y(1), Dongdong W(1), Yizhen X(1), Yang BB(4),  Qingping W(1).  Author information: (1)State Key Laboratory of Applied Microbiology Southern China, Guangdong  Provincial Key Laboratory of Microbial Culture Collection and Application,  Guangdong Open Laboratory of Applied Microbiology, Guangdong Institute of  Microbiology, Guangdong Academy of Sciences, Guangzhou 510070, China. (2)Research and Development Institute of Chinese Materia Medica, Guangdong  Pharmaceutical University, Guangzhou 510006, China. (3)Department of Pharmacy, The Fifth Affiliated Hospital of Guangzhou Medical  University, Guangzhou 510700, China. (4)Sunnybrook Research Institute, Department of Laboratory Medicine and  Pathobiology, University of Toronto, Toronto, Canada.  Retraction in     Aging (Albany NY). 2025 Jul 31;17(7):1908. doi: 10.18632/aging.206282.  Recent studies have demonstrated circular RNAs (circRNAs) to be widely expressed  and to have important physiological functions. However, the expression,  regulation, and function of circRNAs in neuroglial cells are unknown. Herein, we  characterized the expression, regulation, and function of circRNAs in  astrocytes. Astrocyte circRNAs were identified by computational analysis of  newborn SD rat primary astrocytes cultured with 20 g/L D-galactose. In this  manner, 7376 circRNAs were identified, among which most circRNAs (5754) were  derived from annot_exons, whereas 27 were antisense, 853 were exon/intron, 329  were intergenic, 41 were intronic, and 372 were one exon. Among these,  circNF1-419 was demonstrated to regulate autophagy, in over-expressing  circNF1-419 transfected astrocytes, through the PI3K-I/Akt-AMPK-mTOR and  PI3K-I/Akt-mTOR signaling pathways. An adenovirus associated virus packaging  system (virus titer 1 ×1012), over-expressing circNF1-419 and injected into  mouse cerebral cortex, showed autophagy enhancing activity by binding the  proteins Dynamin-1 and Adaptor protein 2 B1 (AP2B1). This binding regulated  aging markers (p21, p35/25, and p16) and inflammatory factors (TNF-α and NF-κB),  and reduced the expression of Alzheimer's disease marker proteins (Tau, p-Tau,  Aβ1-42, and APOE), which delayed senile dementia. Transcriptome analysis of the  brain showed that circNF1-419 improved other signaling pathways, especially  those related to the synapses of SAMP8 mice. These findings provide novel  insights into circNF1-419 and its potential usefulness for the diagnosis and  treatment of dementia by regulating Dynamin-1 and AP2B1 mediated autophagy.  DOI: 10.18632/aging.102529 PMCID: PMC6949063 PMID: 31860870 [Indexed for MEDLINE]  Conflict of interest statement: CONFLICTS OF INTEREST: All the authors have  declared no conflicts of interest.",False,Circular RNA mechanism study
PMID:31881853,A phase 2 study of trametinib for patients with pediatric glioma or plexiform neurofibroma with refractory tumor and activation of the MAPK/ERK pathway: TRAM-01.,"A phase 2 study of trametinib for patients with pediatric glioma or plexiform  neurofibroma with refractory tumor and activation of the MAPK/ERK pathway:  TRAM-01.  Perreault S(1), Larouche V(2), Tabori U(3), Hawkin C(4), Lippé S(5), Ellezam  B(6), Décarie JC(7), Théoret Y(8), Métras MÉ(8), Sultan S(5), Cantin É(9),  Routhier MÈ(9), Caru M(5), Legault G(10), Bouffet É(3), Lafay-Cousin L(11),  Hukin J(12), Erker C(13), Jabado N(14).  Author information: (1)Division of Child Neurology, Department of Pediatrics, CHU Sainte-Justine,  Université de Montréal, 3175 Chemin de la Côte-Sainte-Catherine, Montreal, QC,  H3T 1C5, Canada. s.perreault@umontreal.ca. (2)Division of Hemato-Oncology, Department of Pediatrics, Centre Hospitalier  Universitaire de Québec-Université Laval, Quebec City, QC, Canada. (3)Division of Hemato-Oncology, Department of Pediatrics, Hospital for Sick  Children, Toronto, ON, Canada. (4)Department of Pathology, Hospital for Sick Children, Toronto, ON, Canada. (5)CHU Sainte-Justine Research Center, CHU Sainte-Justine, Université de  Montréal, Montreal, QC, Canada. (6)Department of Pathology, CHU Sainte-Justine, Université de Montréal,  Montreal, QC, Canada. (7)Department of Radiology, CHU Sainte-Justine, Université de Montréal,  Montreal, QC, Canada. (8)Department of Pharmacology, CHU Sainte-Justine, Université de Montréal,  Montreal, QC, Canada. (9)Division of Neuropsychology, Centre Hospitalier Universitaire de  Québec-Université Laval, Quebec City, QC, Canada. (10)Division of Neurology, Department of Pediatrics, McGill University Health  Center, Montreal Children's Hospital, Montreal, QC, Canada. (11)Departments of Oncology and Pediatrics, Alberta Children's Hospital,  University of Calgary, Cumming School of Medicine, Calgary, AB, Canada. (12)Division of Child Neurology and Oncology, BC Children's Hospital, University  of British Columbia, BC, Vancouver, British Columbia, Canada. (13)Division of Hemato-Oncology, Department of Pediatrics, IWK Health Centre,  Dalhousie University, Halifax, NS, Canada. (14)Division of Hemato-Oncology, Department of Pediatrics, McGill University  Health Center, Montreal Children's Hospital, Montreal, QC, Canada.  BACKGROUND: Pediatric low-grade gliomas (PLGG) are the most frequent brain  tumors in children. Up to 50% will be refractory to conventional chemotherapy.  It is now known that the majority of PLGG have activation of the MAPK/ERK  pathway. The same pathway is also activated in plexiform neurofibromas (PNs)  which are low-grade tumors involving peripheral nerves in patients with  neurofibromatosis type 1 (NF1). These lesions are known to be refractory to  chemotherapy. Specific MEK inhibitors such as trametinib are now available and  have been approved for other cancers harboring mutations in the MAPK/ERK pathway  such as melanoma. We have observed significant responses to trametinib in  patients with refractory PLGG in our institutions and results from the phase I  study are promising. The treatment appears not only efficacious but is also  usually well tolerated. We hypothesize that we will observe responses in the  majority of refractory PLGG and PN treated with trametinib in this phase 2  study. METHODS: The primary objective is to determine the objective response rate of  trametinib as a single agent for treatment of progressing/refractory tumors with  MAPK/ERK pathway activation. The TRAM-01 study is a phase II multicentric  open-label basket trial including four groups. Group 1 includes NF1 patients  with progressing/refractory glioma. Group 2 includes NF1 patients with plexiform  neurofibroma. Group 3 includes patients with progressing/refractory glioma with  KIAA1549-BRAF fusion. Group 4 includes other patients with  progressing/refractory glioma with activation of the MAPK/ERK pathway. Eligible  patients for a given study group will receive daily oral trametinib at full dose  for a total of 18 cycles of 28 days. A total of 150 patients will be enrolled in  seven Canadian centers. Secondary objectives include the assessment of  progression-free survival, overall survival, safety and tolerability of  trametinib, serum levels of trametinib and evaluation of quality of life during  treatment. DISCUSSION: Trametinib will allow us to target directly and specifically the  MAPK/ERK pathway. We expect to observe a significant response in most patients.  Following our study, trametinib could be integrated into standard treatment of  PLGG and PN. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT03363217 December 6, 2017.  DOI: 10.1186/s12885-019-6442-2 PMCID: PMC6935133 PMID: 31881853 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare that they have no competing  interests",False,Clinical trial protocol
PMID:31913576,Advancing RAS/RASopathy therapies: An NCI-sponsored intramural and extramural collaboration for the study of RASopathies.,"Advancing RAS/RASopathy therapies: An NCI-sponsored intramural and extramural  collaboration for the study of RASopathies.  Gross AM(1), Frone M(2), Gripp KW(3), Gelb BD(4)(5), Schoyer L(6), Schill L(6),  Stronach B(6), Biesecker LG(7), Esposito D(8), Hernandez ER(1), Legius E(9), Loh  ML(10), Martin S(1), Morrison DK(11), Rauen KA(12), Wolters PL(1), Zand D(13),  McCormick F(8), Savage SA(2), Stewart DR(2), Widemann BC(1), Yohe ME(1).  Author information: (1)Pediatric Oncology Branch, Center for Cancer Research, National Cancer  Institute, Bethesda, Maryland. (2)Clinical Genetics Branch, Division of Cancer Epidemiology and Genetics,  National Cancer Institute, Rockville, Maryland. (3)Department of Genetics, Division of Pediatrics, Al duPont Hospital for  Children, Wilmington, Delaware. (4)Department of Pediatrics, Mindich Child Health and Development Institute,  Icahn School of Medicine at Mount Sinai, New York, New York. (5)Department of Genetics and Genomic Sciences, Mindich Child Health and  Development Institute, Icahn School of Medicine at Mount Sinai, New York, New  York. (6)RASopathies Network, Altadena, California. (7)Medical Genomics and Metabolic Genetics Branch, National Human Genome  Research Institute, Bethesda, Maryland. (8)NCI RAS Initiative, Frederick National Laboratory for Cancer Research,  Frederick, Maryland. (9)Laboratory for Neurofibromatosis Research, Department of Human Genetics, KU  Leuven University Hospital, Leuven, Belgium. (10)Department of Pediatrics, Benioff Children's Hospital and the Helen Diller  Family Comprehensive Cancer Center, University of California San Francisco, San  Francisco, California. (11)Laboratory of Cell and Developmental Signaling, Center for Cancer Research,  National Cancer Institute, Frederick, Maryland. (12)Department of Pediatrics, Division of Genomic Medicine, University of  California Davis, Sacramento, California. (13)Center for Drug Evaluation and Research, Food and Drug Administration,  Rockville, Maryland.  RASopathies caused by germline pathogenic variants in genes that encode RAS  pathway proteins. These disorders include neurofibromatosis type 1 (NF1), Noonan  syndrome (NS), cardiofaciocutaneous syndrome (CFC), and Costello syndrome (CS),  and others. RASopathies are characterized by heterogenous manifestations,  including congenital heart disease, failure to thrive, and increased risk of  cancers. Previous work led by the NCI Pediatric Oncology Branch has altered the  natural course of one of the key manifestations of the RASopathy NF1. Through  the conduct of a longitudinal cohort study and early phase clinical trials, the  MEK inhibitor selumetinib was identified as the first active therapy for the  NF1-related peripheral nerve sheath tumors called plexiform neurofibromas (PNs).  As a result, selumetinib was granted breakthrough therapy designation by the FDA  for the treatment of PN. Other RASopathy manifestations may also benefit from  RAS targeted therapies. The overall goal of Advancing RAS/RASopathy Therapies  (ART), a new NCI initiative, is to develop effective therapies and prevention  strategies for the clinical manifestations of the non-NF1 RASopathies and for  tumors characterized by somatic RAS mutations. This report reflects discussions  from a February 2019 initiation meeting for this project, which had broad  international collaboration from basic and clinical researchers and patient  advocates.  Published 2020. This article is a U.S. Government work and is in the public  domain in the USA.  DOI: 10.1002/ajmg.a.61485 PMCID: PMC7456498 PMID: 31913576 [Indexed for MEDLINE]",False,RASopathy collaboration discussion
