pmid,title,verdict,reasoning
PMID:21621428,Epileptic seizures in neurofibromatosis type 1 are related to intracranial tumors but not to neurofibromatosis bright objects.,EXCLUDE,Clinical observation study
PMID:21636709,Control of proliferation in astrocytoma cells by the receptor tyrosine kinase/PI3K/AKT signaling axis and the use of PI-103 and TCN as potential anti-astrocytoma therapies.,INCLUDE,Molecular signaling mechanism
PMID:21659924,"ErbB expression, activation, and inhibition with lapatinib and tyrphostin (AG825) in human vestibular schwannomas.",INCLUDE,Molecular mechanism study
PMID:21666496,Comparative characterization of the human and mouse third ventricle germinal zones.,EXCLUDE,Comparative anatomy study
PMID:2167436,"Evi-2, a common integration site involved in murine myeloid leukemogenesis.",INCLUDE,Genetic integration site study
PMID:21681782,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease resembling acute leukemia with a variable phenotype.,INCLUDE,Animal model research
PMID:21686274,Inhibition of Cdc42-mediated activation of mixed lineage kinase 3 by the tumor suppressor protein merlin.,INCLUDE,Molecular mechanism study
PMID:21694737,Mortality in neurofibromatosis 1: in North West England: an assessment of actuarial survival in a region of the UK since 1989.,EXCLUDE,Mortality epidemiology
PMID:21697395,Discovery of a small molecule targeting IRA2 deletion in budding yeast and neurofibromin loss in malignant peripheral nerve sheath tumor cells.,INCLUDE,Drug discovery screening
PMID:21726432,MIA is a potential biomarker for tumour load in neurofibromatosis type 1.,INCLUDE,Biomarker identification
PMID:21727212,Nilotinib alone or in combination with selumetinib is a drug candidate for neurofibromatosis type 2.,INCLUDE,Drug candidate study
PMID:21732786,Emergence of a high-grade sarcoma in a recurrent meningioma: malignant progression or collision tumor?,EXCLUDE,Case report
PMID:21748792,Hyperactivation of mTOR critically regulates abnormal osteoclastogenesis in neurofibromatosis Type 1.,INCLUDE,Cellular mechanism study
PMID:21750658,Multistep phosphorylation by oncogenic kinases enhances the degradation of the NF2 tumor suppressor merlin.,INCLUDE,Molecular mechanism study
PMID:21750756,Solitary penile neurofibroma with erectile dysfunction.,EXCLUDE,Case report
PMID:21778190,"AR42, a novel histone deacetylase inhibitor, as a potential therapy for vestibular schwannomas and meningiomas.",INCLUDE,Drug mechanism study
PMID:21822956,Macrocephaly in neurofibromatosis type 1: a sign post for optic pathway gliomas?,EXCLUDE,Clinical feature description
PMID:21832260,Genetic architecture of declarative memory: implications for complex illnesses.,EXCLUDE,Genetic architecture review
PMID:21855613,Genetically engineered mouse models shed new light on the pathogenesis of neurofibromatosis type I-related neoplasms of the peripheral nervous system.,INCLUDE,Animal model research
PMID:21876680,A comprehensive map of mobile element insertion polymorphisms in humans.,INCLUDE,Genetic mapping
PMID:21878642,KIBRA protein phosphorylation is regulated by mitotic kinase aurora and protein phosphatase 1.,INCLUDE,Molecular mechanism study
PMID:21892375,Autism and metabolic cytopathy.,EXCLUDE,Clinical observation study
PMID:21896734,Neurofibromatosis-1 regulates mTOR-mediated astrocyte growth and glioma formation in a TSC/Rheb-independent manner.,INCLUDE,Molecular mechanism study
PMID:21903164,Neurofibromatosis-1 heterozygosity impairs CNS neuronal morphology in a cAMP/PKA/ROCK-dependent manner.,INCLUDE,Molecular mechanism study
PMID:21921333,The role of magnetic resonance imaging in the diagnostic evaluation of malignant peripheral nerve sheath tumors.,EXCLUDE,Diagnostic imaging review
PMID:21931722,The probable cell of origin of NF1- and PDGF-driven glioblastomas.,INCLUDE,Cell origin study
PMID:21949590,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,INCLUDE,Animal model research
PMID:21949657,The receptor tyrosine kinase Alk controls neurofibromin functions in Drosophila growth and learning.,INCLUDE,Genetic mechanism study
PMID:21961044,Erk1 positively regulates osteoclast differentiation and bone resorptive activity.,INCLUDE,Cellular mechanism study
PMID:21963267,Choroidal abnormalities detected by near-infrared reflectance imaging as a new diagnostic criterion for neurofibromatosis 1.,INCLUDE,Diagnostic imaging method
PMID:21963652,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,INCLUDE,Animal model imaging method
PMID:21980365,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,INCLUDE,Animal model research
PMID:21996526,Congenital pseudarthrosis of the tibia.,EXCLUDE,Clinical condition description
PMID:22012890,"Unfurling of the band 4.1, ezrin, radixin, moesin (FERM) domain of the merlin tumor suppressor.",INCLUDE,Molecular mechanism study
PMID:22069171,Histopathology of gastrointestinal stromal tumor.,EXCLUDE,Pathology review
PMID:22077553,Pathogenesis of plexiform neurofibroma: tumor-stromal/hematopoietic interactions in tumor progression.,INCLUDE,Plexiform neurofibroma cell/stromal interaction model
PMID:22105166,Another VCP interactor: NF is enough.,EXCLUDE,Protein interaction description
PMID:22105171,Valosin-containing protein and neurofibromin interact to regulate dendritic spine density.,EXCLUDE,Protein interaction mechanism
PMID:22108604,Exploring the somatic NF1 mutational spectrum associated with NF1 cutaneous neurofibromas.,INCLUDE,Somatic mutation genetic screening
PMID:22118770,SAG/RBX2/ROC2 E3 ubiquitin ligase is essential for vascular and neural development by targeting NF1 for degradation.,EXCLUDE,Protein degradation mechanism
PMID:22125493,The NF1 gene contains hotspots for L1 endonuclease-dependent de novo insertion.,INCLUDE,Genetic mutation analysis tool
PMID:22155606,Neurofibromatosis type 1-associated tumours: their somatic mutational spectrum and pathogenesis.,EXCLUDE,Mutational spectrum review
PMID:22160322,Molecular mechanisms promoting the pathogenesis of Schwann cell neoplasms.,EXCLUDE,Molecular mechanism review
PMID:22247700,Merlin-deficient human tumors show loss of contact inhibition and activation of Wnt/β-catenin signaling linked to the PDGFR/Src and Rac/PAK pathways.,EXCLUDE,Signaling pathway analysis
PMID:22250039,Mitotic recombination of chromosome arm 17q as a cause of loss of heterozygosity of NF1 in neurofibromatosis type 1-associated glomus tumors.,EXCLUDE,Chromosomal recombination mechanism
PMID:22325036,Distinct overlapping sequences at the carboxy-terminus of merlin regulate its tumour suppressor and morphogenic activity.,EXCLUDE,Protein structure analysis
PMID:22355270,Alternative splicing of CHEK2 and codeletion with NF2 promote chromosomal instability in meningioma.,EXCLUDE,Chromosomal instability description
PMID:22384355,The SPRED1 Variants Repository for Legius Syndrome.,INCLUDE,Genetic variant repository
PMID:22407831,Survivin is a viable target for the treatment of malignant peripheral nerve sheath tumors.,EXCLUDE,Potential therapeutic target
PMID:22426462,Regulation of mTOR complex 2 signaling in neurofibromatosis 2-deficient target cell types.,EXCLUDE,Signaling pathway regulation
PMID:22429592,Pheochromocytoma and paraganglioma: understanding the complexities of the genetic background.,EXCLUDE,Genetic background review
PMID:22431917,Merlin/NF2 regulates angiogenesis in schwannomas through a Rac1/semaphorin 3F-dependent mechanism.,EXCLUDE,Signaling mechanism description
PMID:22433254,Lovastatin regulates brain spontaneous low-frequency brain activity in neurofibromatosis type 1.,EXCLUDE,Pharmacological intervention study
PMID:22449146,From neurodevelopment to neurodegeneration: the interaction of neurofibromin and valosin-containing protein/p97 in regulation of dendritic spine formation.,EXCLUDE,Protein interaction mechanism
PMID:22466437,Effective neurofibromatosis therapeutics blocking the oncogenic kinase PAK1.,EXCLUDE,Potential therapeutic approach
PMID:22479462,Cross-species analyses identify the BNIP-2 and Cdc42GAP homology (BCH) domain as a distinct functional subclass of the CRAL_TRIO/Sec14 superfamily.,EXCLUDE,Protein domain analysis
PMID:22488919,Is double inactivation of the Nf1 gene responsible for the development of congenital pseudarthrosis of the tibia associated with NF1?,EXCLUDE,Genetic mechanism investigation
PMID:22491145,"The direct PAK1 inhibitor, TAT-PAK18, blocks preferentially the growth of human ovarian cancer cell lines in which PAK1 is abnormally activated by autophosphorylation at Thr 423.",EXCLUDE,Potential drug mechanism
PMID:22493273,Neurofibromatosis-like phenotype in Drosophila caused by lack of glucosylceramide extension.,INCLUDE,Drosophila animal model
PMID:22493760,Oncologic manifestations of neurofibromatosis type 1 in Korea.,EXCLUDE,Oncologic manifestation review
PMID:22495656,Ivermectin inactivates the kinase PAK1 and blocks the PAK1-dependent growth of human ovarian cancer and NF2 tumor cell lines.,EXCLUDE,Potential drug mechanism
PMID:22503123,Long-term natural history of neurofibromatosis Type 2-associated intracranial tumors.,EXCLUDE,Clinical tumor progression study
PMID:22525268,"The NF2 tumor suppressor regulates microtubule-based vesicle trafficking via a novel Rac, MLK and p38(SAPK) pathway.",EXCLUDE,Protein trafficking mechanism
PMID:22526161,MicroRNA-21 correlates with tumorigenesis in malignant peripheral nerve sheath tumor (MPNST) via programmed cell death protein 4 (PDCD4).,EXCLUDE,MicroRNA correlation study
PMID:22550514,Skin-derived precursor cells as an in vitro modelling tool for the study of type 1 neurofibromatosis.,INCLUDE,Cell culture model development
PMID:22555179,Succinate dehydrogenase-deficient GISTs are characterized by IGF1R overexpression.,EXCLUDE,Genetic characterization
PMID:22578218,Finding a better drug for epilepsy: the mTOR pathway as an antiepileptogenic target.,EXCLUDE,Potential therapeutic target review
PMID:22595235,"Merlin, a multi-suppressor from cell membrane to the nucleus.",EXCLUDE,Protein function review
PMID:22619737,Plasticity and mTOR: towards restoration of impaired synaptic plasticity in mTOR-related neurogenetic disorders.,EXCLUDE,Synaptic plasticity mechanism
PMID:22654338,Plexiform neurofibroma of the submandibular salivary gland: a rare tumour.,EXCLUDE,Case report
PMID:22691888,Pheochromocytoma: implications in tumorigenesis and the actual management.,EXCLUDE,Tumor review
PMID:22718995,MicroRNA-204 critically regulates carcinogenesis in malignant peripheral nerve sheath tumors.,EXCLUDE,MicroRNA regulation study
PMID:22723888,Abnormal brain activation in neurofibromatosis type 1: a link between visual processing and the default mode network.,EXCLUDE,Brain activation study
PMID:22742554,Differentiating neurotized melanocytic nevi from neurofibromas using Melan-A (MART-1) immunohistochemical stain.,EXCLUDE,Diagnostic technique description
PMID:22750751,Merlin: the wizard requires protein stability to function as a tumor suppressor.,EXCLUDE,Protein function mechanism
PMID:2277079,Structure and chromosomal localization of the gene for the oligodendrocyte-myelin glycoprotein.,EXCLUDE,Gene structure description
PMID:22776759,Computer-based identification of a novel LIMK1/2 inhibitor that synergizes with salirasib to destabilize the actin cytoskeleton.,INCLUDE,Computational drug discovery tool
PMID:22778675,Perioperative management of neurofibromatosis type 1.,EXCLUDE,Clinical management review
PMID:22798089,Pulmonary arterial hypertension associated with neurofibromatosis type 1.,EXCLUDE,Clinical condition description
PMID:22798428,Group I p21-activated kinases (PAKs) promote tumor cell proliferation and survival through the AKT1 and Raf-MAPK pathways.,EXCLUDE,Signaling pathway mechanism
PMID:22811580,Ras-driven transcriptome analysis identifies aurora kinase A as a potential malignant peripheral nerve sheath tumor therapeutic target.,INCLUDE,Transcriptome analysis tool
PMID:22821631,The plexiform neurofibroma microenvironment.,EXCLUDE,Tumor microenvironment description
PMID:22821737,The Learning Disabilities Network (LeaDNet): using neurofibromatosis type 1 (NF1) as a paradigm for translational research.,INCLUDE,Research network development
PMID:22825583,New strategies in pleural mesothelioma: BAP1 and NF2 as novel targets for therapeutic development and risk assessment.,EXCLUDE,Potential therapeutic targets review
PMID:22858714,Radiographic association of schwannomas with sensory ganglia.,EXCLUDE,Radiographic association study
PMID:22881119,The adverse influence of attention-deficit disorder with or without hyperactivity on cognition in neurofibromatosis type 1.,EXCLUDE,Cognitive impact study
PMID:22891239,Inhibition of transmitter release and attenuation of anti-retroviral-associated and tibial nerve injury-related painful peripheral neuropathy by novel synthetic Ca2+ channel peptides.,EXCLUDE,Potential therapeutic approach
PMID:22901811,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,INCLUDE,Neural progenitor cell model
PMID:22912849,Merlin is a negative regulator of human melanoma growth.,EXCLUDE,Tumor suppressor mechanism
PMID:22916147,Applying microsatellite multiplex PCR analysis (MMPA) for determining allele copy-number status and percentage of normal cells within tumors.,INCLUDE,Molecular genetic analysis tool
PMID:22918238,Convergent signaling in the regulation of connective tissue growth factor in malignant mesothelioma: TGFβ signaling and defects in the Hippo signaling cascade.,EXCLUDE,Signaling pathway mechanism
PMID:22931905,Development of drug treatments for neurofibromatosis type 2-associated vestibular schwannoma.,EXCLUDE,Drug development review
PMID:22942771,Secretome survey of human plexiform neurofibroma derived Schwann Cells reveals a secreted form of the RARRES1 protein.,INCLUDE,Secretome analysis method
PMID:22943010,Molecular pathology of pancreatic neuroendocrine tumors.,EXCLUDE,Molecular pathology review
PMID:22945628,Loss of tumor suppressor NF1 activates HSF1 to promote carcinogenesis.,EXCLUDE,Molecular mechanism description
PMID:22949158,Jelly Belly trans-synaptic signaling to anaplastic lymphoma kinase regulates neurotransmission strength and synapse architecture.,EXCLUDE,Synaptic signaling mechanism
PMID:22961690,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,INCLUDE,Clinical trial methodology
PMID:22980241,"Pattern of skin diseases at university of Benin teaching hospital, Benin city, Edo State, South-South Nigeria: a 12 month prospective study.",EXCLUDE,Epidemiological study
PMID:23045281,Rac1 is required for Prkar1a-mediated Nf2 suppression in Schwann cell tumors.,INCLUDE,Schwann cell tumor model
PMID:23055477,Neurofibromatosis type 1: modeling CNS dysfunction.,INCLUDE,CNS dysfunction modeling
PMID:23056445,Neurofibromin 1 is a miRNA target in neurons.,EXCLUDE,MicroRNA target mechanism
PMID:23056937,"Physical, cognitive, and psychosocial predictors of functional disability and health-related quality of life in adolescents with neurofibromatosis-1.",INCLUDE,Clinical assessment tool
PMID:23066466,Genitourinary plexiform neurofibroma mimicking sacrococcygeal teratoma.,EXCLUDE,Case report
PMID:23071067,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,INCLUDE,Animal tumor model
PMID:23073669,Temporal processing in the auditory system: insights from cochlear and auditory midbrain implantees.,EXCLUDE,Auditory processing study
PMID:23082153,Nf1 RasGAP inhibition of LIMK2 mediates a new cross-talk between Ras and Rho pathways.,EXCLUDE,Molecular pathway mechanism
PMID:23087000,Dedifferentiation of neurons and astrocytes by oncogenes can induce gliomas in mice.,INCLUDE,Oncogenic transformation model
PMID:23099891,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,EXCLUDE,Tumor microenvironment study
PMID:23108260,A-Z of malignant peripheral nerve sheath tumors.,EXCLUDE,Tumor type review
PMID:23124644,Anatomic MR imaging and functional diffusion tensor imaging of peripheral nerve tumors and tumorlike conditions.,INCLUDE,Imaging analysis method
PMID:23139750,Impaired Pten expression in human malignant peripheral nerve sheath tumours.,EXCLUDE,Tumor characterization
PMID:23140466,Regression of schwannomas induced by adeno-associated virus-mediated delivery of caspase-1.,INCLUDE,Viral vector gene therapy approach
PMID:23144792,c-Fms signaling mediates neurofibromatosis Type-1 osteoclast gain-in-functions.,EXCLUDE,Cellular signaling mechanism
PMID:23151902,"Histone deacetylase inhibitor AR-42 differentially affects cell-cycle transit in meningeal and meningioma cells, potently inhibiting NF2-deficient meningioma growth.",EXCLUDE,Drug mechanism study
PMID:23158014,An emerging role for microRNAs in NF1 tumorigenesis.,EXCLUDE,MicroRNA review
PMID:23163236,Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-based study.,EXCLUDE,Psychiatric comorbidity study
PMID:23175151,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,INCLUDE,MicroRNA profiling method
PMID:23175848,Neurofibromin mediates FAK signaling in confining synapse growth at Drosophila neuromuscular junctions.,EXCLUDE,Molecular interaction mechanism
PMID:23185366,The CREB-miR-9 negative feedback minicircuitry coordinates the migration and proliferation of glioma cells.,EXCLUDE,Molecular signaling mechanism
PMID:23197650,Heterozygous inactivation of the Nf1 gene in myeloid cells enhances neointima formation via a rosuvastatin-sensitive cellular pathway.,EXCLUDE,Cellular pathway study
PMID:23205330,Carbon dioxide laser treatment of cutaneous neurofibromas.,EXCLUDE,Treatment technique description
PMID:23205844,"Understanding relationships between autism, intelligence, and epilepsy: a cross-disorder approach.",EXCLUDE,Comorbidity relationship study
PMID:23213372,Stability of the tumor suppressor merlin depends on its ability to bind paxillin LD3 and associate with β1 integrin and actin at the plasma membrane.,EXCLUDE,Protein interaction mechanism
PMID:23221337,Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant mice.,INCLUDE,Animal disease model
PMID:23221339,Normal hematopoiesis and neurofibromin-deficient myeloproliferative disease require Erk.,EXCLUDE,Cellular signaling mechanism
PMID:23221341,MEK inhibition exhibits efficacy in human and mouse neurofibromatosis tumors.,EXCLUDE,Drug efficacy study
PMID:23225063,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,INCLUDE,Animal behavioral model
PMID:23229624,Prenatal rapamycin results in early and late behavioral abnormalities in wildtype C57BL/6 mice.,EXCLUDE,Behavioral study
PMID:23239957,LEOPARD Syndrome: Clinical Features and Gene Mutations.,EXCLUDE,Clinical genetic description
PMID:23239959,Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured Fibroblasts Indicates a New Function of Neurofibromin in Regulation of Mechanosensoric.,INCLUDE,Cell culture mechanosensory model
PMID:23244685,Molecular heterogeneity in malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1.,EXCLUDE,Molecular characterization
PMID:23267122,"Neurofibromatosis type 2 protein, NF2: an uncoventional cell cycle regulator.",EXCLUDE,Protein function review
PMID:23268719,Isobutylhydroxyamides from the pericarp of Nepalese Zanthoxylum armatum inhibit NF1-defective tumor cell line growth.,EXCLUDE,Potential drug mechanism
PMID:23295772,Optic pathway gliomas in adolescence--time to challenge treatment choices?,EXCLUDE,Clinical treatment review
PMID:23308224,"Neurofibromatosis type 2 tumor suppressor protein, NF2, induces proteasome-mediated degradation of JC virus T-antigen in human glioblastoma.",EXCLUDE,Protein interaction mechanism
PMID:23312374,Modeling cognitive dysfunction in neurofibromatosis-1.,INCLUDE,Animal model for cognitive dysfunction
PMID:23318430,EGFR-STAT3 signaling promotes formation of malignant peripheral nerve sheath tumors.,INCLUDE,Signaling pathway research
PMID:23325962,Congenital pseudarthrosis of the tibia: Management and complications.,EXCLUDE,Clinical management description
PMID:23328114,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,INCLUDE,Genomic analysis method
PMID:23348505,"Genomic analysis of non-NF2 meningiomas reveals mutations in TRAF7, KLF4, AKT1, and SMO.",INCLUDE,Genomic mutation analysis
PMID:23356716,Miniaturized handheld confocal microscopy identifies focal brain invasion in a mouse model of aggressive meningioma.,INCLUDE,Confocal microscopy imaging tool
PMID:23358504,Integrated proteomics identified novel activation of dynein IC2-GR-COX-1 signaling in neurofibromatosis type I (NF1) disease model cells.,INCLUDE,Proteomics research method
PMID:23362481,Radiofrequency ablation and excision of multiple cutaneous lesions in neurofibromatosis type 1.,EXCLUDE,Clinical procedure description
PMID:23406822,"Gyrification, cortical and subcortical morphometry in neurofibromatosis type 1: an uneven profile of developmental abnormalities.",EXCLUDE,Neuroimaging observation
PMID:23412344,Depletion of the novel p53-target gene carnitine palmitoyltransferase 1C delays tumor growth in the neurofibromatosis type I tumor model.,INCLUDE,Tumor model research
PMID:23413263,Loss of SOX10 function contributes to the phenotype of human Merlin-null schwannoma cells.,INCLUDE,Cell line characterization
PMID:23423222,RAS/MEK-independent gene expression reveals BMP2-related malignant phenotypes in the Nf1-deficient MPNST.,INCLUDE,Gene expression analysis
PMID:23424002,Reduced microglial CX3CR1 expression delays neurofibromatosis-1 glioma formation.,INCLUDE,Animal model research
PMID:23431398,Predicting future morphological changes of lesions from radiotracer uptake in 18F-FDG-PET images.,EXCLUDE,Imaging prediction study
PMID:23432799,"Development of the adult PedsQL™ neurofibromatosis type 1 module: initial feasibility, reliability and validity.",INCLUDE,Clinical assessment tool development
PMID:23434321,CXCR4/CXCL12 mediate autocrine cell- cycle progression in NF1-associated malignant peripheral nerve sheath tumors.,INCLUDE,Molecular signaling research
PMID:23446537,"[Quality of life in children with neurofibromatosis type 1, based on their mothers' reports].",INCLUDE,Quality of life assessment tool
PMID:23450503,Proteus: Mythology to modern times.,EXCLUDE,Review article
PMID:23457139,Genetic aspects of pheochromocytoma.,EXCLUDE,Genetic review
PMID:23457304,Platelet-derived growth factor-BB activates calcium/calmodulin-dependent and -independent mechanisms that mediate Akt phosphorylation in the neurofibromin-deficient human Schwann cell line ST88-14.,INCLUDE,Cell line signaling research
PMID:23475878,An unholy alliance: cooperation between BRAF and NF1 in melanoma development and BRAF inhibitor resistance.,INCLUDE,Genetic interaction research
PMID:23487764,NMR-based functional profiling of RASopathies and oncogenic RAS mutations.,INCLUDE,NMR functional profiling method
PMID:23524941,"PAK1-deficiency/down-regulation reduces brood size, activates HSP16.2 gene and extends lifespan in Caenorhabditis elegans.",INCLUDE,Genetic screening method
PMID:23535903,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",INCLUDE,Cell transformation research
PMID:23555837,Genetic interactions between neurofibromin and endothelin receptor B in mice.,INCLUDE,Genetic interaction animal model
PMID:23567558,The FBW7-KLF2 axis regulates endothelial functions.,EXCLUDE,Molecular pathway review
PMID:23583712,Neurofibromin interacts with the cytoplasmic Dynein Heavy Chain 1 in melanosomes of human melanocytes.,INCLUDE,Protein interaction research
PMID:23598837,Neurofibromatosis: types 1 and 2.,EXCLUDE,Review article
PMID:23666797,"Merlin, the NF2 gene product.",EXCLUDE,Review article
PMID:23669226,Normalizing tumor microenvironment to treat cancer: bench to bedside to biomarkers.,EXCLUDE,Review article
PMID:23672502,Mechanobiological dysregulation of the epidermis and dermis in skin disorders and in degeneration.,EXCLUDE,Review article
PMID:23682341,The impact of stereotactic radiosurgery in the management of neurofibromatosis type 2-related vestibular schwannomas.,EXCLUDE,Clinical treatment review
PMID:23685747,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,INCLUDE,Genetic screening method
PMID:23702730,Pilocytic astrocytomas of the optic nerve and their relation to pilocytic astrocytomas elsewhere in the central nervous system.,EXCLUDE,Clinical observation
PMID:23714726,Therapeutic potential of HSP90 inhibition for neurofibromatosis type 2.,INCLUDE,Drug target research
PMID:23723300,Genotype-specific abnormalities in mitochondrial function associate with distinct profiles of energy metabolism and catecholamine content in pheochromocytoma and paraganglioma.,INCLUDE,Genotype-specific metabolic analysis
PMID:23749527,Extending the convergence of canonical WNT signaling and classic cancer pathways for treatment of malignant peripheral nerve sheath tumors.,INCLUDE,Molecular pathway research
PMID:23762458,Motivational disturbances and effects of L-dopa administration in neurofibromatosis-1 model mice.,INCLUDE,Animal behavioral model
PMID:23776757,Natural history of multiple meningiomas.,EXCLUDE,Clinical observation
PMID:23848554,MicroRNAome profiling in benign and malignant neurofibromatosis type 1-associated nerve sheath tumors: evidences of PTEN pathway alterations in early NF1 tumorigenesis.,INCLUDE,MicroRNA profiling method
PMID:23853621,A Novel Medical Treatment of Cushing's Due to Ectopic ACTH in a Patient With Neurofibromatosis Type 1.,EXCLUDE,Clinical case report
PMID:23858101,NF1 deletion generates multiple subtypes of soft-tissue sarcoma that respond to MEK inhibition.,INCLUDE,Genetic deletion model
PMID:23863460,Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.,INCLUDE,Animal model research
PMID:23863479,Tumor suppressor Nf2 limits expansion of the neural progenitor pool by inhibiting Yap/Taz transcriptional coactivators.,INCLUDE,Animal model research
PMID:23875798,The RASopathies.,EXCLUDE,Review article
PMID:23891030,Imaging of the non-traumatic brachial plexus.,EXCLUDE,Clinical imaging review
PMID:23907387,An integrative characterization of recurrent molecular aberrations in glioblastoma genomes.,INCLUDE,Genomic characterization method
PMID:23928514,Natural compounds as potential treatments of NF2-deficient schwannoma and meningioma: cucurbitacin D and goyazensolide.,INCLUDE,Compound screening research
PMID:23934191,LIM domain kinases as potential therapeutic targets for neurofibromatosis type 2.,INCLUDE,Potential therapeutic target research
PMID:23934881,Rare variants in hypermutable genes underlie common morphology and growth traits in wild Saccharomyces paradoxus.,EXCLUDE,Genetic variation study
PMID:23935382,Reduced life expectancy seen in hereditary diseases which predispose to early-onset tumors.,EXCLUDE,Epidemiological observation
PMID:23940289,Hypoxia-inducible factor signaling in pheochromocytoma: turning the rudder in the right direction.,EXCLUDE,Molecular pathway review
PMID:23948079,Polyadenylation site-specific differences in the activity of the neuronal βCstF-64 protein in PC-12 cells.,EXCLUDE,Molecular mechanism study
PMID:23960073,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.",INCLUDE,Small molecule inhibitor research
PMID:24012335,Spatial organization of Hippo signaling at the plasma membrane mediated by the tumor suppressor Merlin/NF2.,INCLUDE,Molecular signaling research
PMID:24035394,Nf1 loss and Ras hyperactivation in oligodendrocytes induce NOS-driven defects in myelin and vasculature.,INCLUDE,Animal model research
PMID:24040940,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,INCLUDE,Drug resistance research method
PMID:24065580,Prevalence of Sleep Disturbances in Children With Neurofibromatosis Type 1.,INCLUDE,Clinical assessment tool
PMID:24082600,"Synchronous tricompartmental benign CNS tumors with tonsillar herniation, cervicodorsal syringomyelia and hydrocephalus.",EXCLUDE,Clinical case report
PMID:24101678,Autism traits in the RASopathies.,INCLUDE,Clinical assessment tool
PMID:24101736,Detection of tumor progression in optic pathway glioma with and without neurofibromatosis type 1.,EXCLUDE,Clinical imaging study
PMID:24132643,EZH2-miR-30d-KPNB1 pathway regulates malignant peripheral nerve sheath tumour cell survival and tumourigenesis.,INCLUDE,Molecular pathway research
PMID:24133387,Intrathoracic malignant peripheral nerve sheath tumors: imaging features and implications for management.,EXCLUDE,Clinical imaging review
PMID:24189137,Succinate-to-fumarate ratio as a new metabolic marker to detect the presence of SDHB/D-related paraganglioma: initial experimental and ex vivo findings.,INCLUDE,Metabolic marker research
PMID:24197987,Vision specific quality of life in children with optic pathway gliomas.,INCLUDE,Quality of life assessment tool
PMID:24205087,Transcriptome analysis of Nautilus and pygmy squid developing eye provides insights in lens and eye evolution.,EXCLUDE,Evolutionary biology study
PMID:24211110,Ras-Mek-Erk signaling regulates Nf1 heterozygous neointima formation.,INCLUDE,Animal model research
PMID:24213576,PPARβ/δ promotes HRAS-induced senescence and tumor suppression by potentiating p-ERK and repressing p-AKT signaling.,INCLUDE,Molecular pathway research
PMID:24216989,Lost in translation: ambiguity in nerve sheath tumor nomenclature and its resultant treatment effect.,EXCLUDE,Nomenclature review
PMID:24232507,Neuregulin-1 overexpression and Trp53 haploinsufficiency cooperatively promote de novo malignant peripheral nerve sheath tumor pathogenesis.,INCLUDE,Animal model research
PMID:24249801,Achieving consensus for clinical trials: the REiNS International Collaboration.,INCLUDE,Clinical trial consensus method
PMID:24249802,Functional outcome measures for NF1-associated optic pathway glioma clinical trials.,INCLUDE,Clinical outcome measure development
PMID:24249804,Recommendations for imaging tumor response in neurofibromatosis clinical trials.,INCLUDE,Imaging response assessment tool
PMID:24249805,Conclusions and future directions for the REiNS International Collaboration.,EXCLUDE,Review article
PMID:24249806,Patient-reported outcomes in neurofibromatosis and schwannomatosis clinical trials.,INCLUDE,Patient-reported outcome tool
PMID:24259290,Inhibition of SIRT2 in merlin/NF2-mutant Schwann cells triggers necrosis.,INCLUDE,Molecular mechanism research
PMID:24261697,High incidence of activating TERT promoter mutations in meningiomas undergoing malignant progression.,INCLUDE,Molecular mutation analysis
PMID:24285727,Preclinical therapeutic efficacy of a novel pharmacologic inducer of apoptosis in malignant peripheral nerve sheath tumors.,INCLUDE,Preclinical therapeutic research
PMID:24294527,Activated Ras as a Therapeutic Target: Constraints on Directly Targeting Ras Isoforms and Wild-Type versus Mutated Proteins.,EXCLUDE,Review article
