_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,name
PMID:29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,,"Tie2cre (4128) and VE-cadherin cre (VEcre, 6137) mice were purchased from The Jackson Laboratory (Bar Harbor, ME, USA)",0.85,Accept,Experimental Usage,VE-cadherin cre mice
PMID:26822862,10.1038/srep20010,Capturing the wide variety of impaired fracture healing phenotypes in Neurofibromatosis Type 1 with eight key factors: a computational study.,,The geometrical domain of the computational model is deduced from the real callus geometry at three weeks post-fracture in a standardised femoral rat fracture model,0.8,Accept,Experimental Usage,standardised femoral rat fracture model
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,"heterozygous germline knockout mouse model of Neurofibromatosis type 1 (Nf1 ± mice), in which only microglia from male Nf1 ± mice exhibited defects",0.9,Accept,Experimental Usage,Nf1 ± mice
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,mice used in this study were either bred onto a wild type or MacGreen (Csf1r-eGFP; [ 58 ] C57/BL6 background,0.85,Accept,Experimental Usage,MacGreen (Csf1r-eGFP)
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,CX3CR1-Cre ER [ 71 ] were intercrossed with Nf1 flox/flox [ 1 ] and R26R-EYFP mice [ 63 ] to generate litters,0.9,Accept,Experimental Usage,CX3CR1-Cre ER
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,CX3CR1-Cre ER [ 71 ] were intercrossed with Nf1 flox/flox [ 1 ] and R26R-EYFP mice,0.9,Accept,Experimental Usage,Nf1 flox/flox
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,intercrossed with Nf1 flox/flox [ 1 ] and R26R-EYFP mice [ 63 ] to generate litters heterozygous for Cre ER expression,0.85,Accept,Experimental Usage,R26R-EYFP mice
PMID:36890585,10.1186/s40478-023-01525-w,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,,hGFAP-Cre +/+ were intercrossed with Nf1 flox/flox [ 1 ] to generate litters heterozygous for Cre ER expression,0.85,Accept,Experimental Usage,hGFAP-Cre +/+
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"Mouse NF1-HGG cell lines 17, 5653, and 5746 were derived from three distinct high-grade murine brain tumors sporadically developed by the NPcis genetically engineered mouse model",0.95,Accept,Experimental Usage,NPcis genetically engineered mouse model
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,RT4-D6P2T or HEI-193 cells (2 × 10 6 in 0.1 mL phosphatebuffered saline) were subcutaneously inoculated into the back of 4-week-old BALB/c nude mice (male),0.85,Accept,Experimental Usage,BALB/c nude mice
PMID:20554030,10.1016/j.jneuroim.2010.05.002,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,,"OPG mice (Nf1 flox/mut; GFAP-Cre, Nf1+/− GFAP CKO) mice were generated as previously described",0.95,Accept,Experimental Usage,"Nf1 flox/mut; GFAP-Cre, Nf1+/− GFAP CKO mice"
PMID:34257279,10.1038/s41467-021-24505-x,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,,The Nf1 P1 mutation was backcrossed six generations into the w CS10 genetic background and w CS10 flies were used as controls.,0.9,Accept,Experimental Usage,Nf1 P1
PMID:34257279,10.1038/s41467-021-24505-x,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,,The Nf1 P1 mutation was backcrossed six generations into the w CS10 genetic background and w CS10 flies were used as controls.,0.85,Accept,Experimental Usage,w CS10
PMID:41444363,10.1038/s41598-025-32031-9,Focused ultrasound-mediated drug delivery of bevacizumab in treating NF2-related schwannomatosis in an animal model.,,Postn-Cre transgenic and conditional Nf2flox/flox knocking alleles were obtained from the Conway and Clapp labs at Indiana University School of Medicine,0.95,Accept,Experimental Usage,Postn-Cre; Nf2flox/flox
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,NF1-proficient and NF1-deficient engineered clones were injected into the flanks of 6- to 7-week-old athymic nude mice (RRID: JAX:002019),0.95,Accept,Experimental Usage,athymic nude mice (RRID: JAX:002019)
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,"S462-TY cells (1.0 × 10^6) in 50% Matrigel were injected subcutaneously into the flank of 6- to 7-week-old NOD-Rag1 null IL2rg null, NOD rag gamma, NOD-RG (NRG) mice (RRID: JAX:007799)",0.95,Accept,Experimental Usage,"NOD rag gamma, NOD-RG (NRG) mice (RRID: JAX:007799)"
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,"For the patient-derived xenograft (PDX) MPNST model, tumor tissue was implanted subcutaneously directly into NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ mice",0.9,Accept,Experimental Usage,NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ mice
PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,"The GEMM of high-grade PNSTs was generated as described previously. Dhh::Cre, Nf1fl/fl, Pten experimental class animals were randomized to a treatment or vehicle group",0.85,Accept,Experimental Usage,"Dhh::Cre, Nf1fl/fl, Pten"
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,S462 but not T265 cells form solid subcutaneous tumors in Foxn1 nude mice,0.85,Accept,Experimental Usage,Foxn1 nude mice
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,"Balb/c Nude (Balb/cAnNRj-Foxn1nu/Foxn1nu, Janvier)",0.9,Accept,Experimental Usage,Balb/cAnNRj-Foxn1nu/Foxn1nu
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,"Foxn1 (Nu/Nu) Nude (Crl:NU-Foxn1nu, Charles River)",0.9,Accept,Experimental Usage,Crl:NU-Foxn1nu
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,"SHO ® (SCID Hairless Outbred, Crl:SHO-PrkdcscidHrhr, Charles River)",0.9,Accept,Experimental Usage,Crl:SHO-PrkdcscidHrhr
PMID:30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,,"Shorn (ShrN NOD SCID, NOD.Cg-PrkdcscidHrhr/NCrHsd, Harlan)",0.9,Accept,Experimental Usage,NOD.Cg-PrkdcscidHrhr/NCrHsd
PMID:18451155,10.1158/0008-5472.CAN-07-6867,Pten haploinsufficiency accelerates formation of high-grade astrocytomas.,,"To generate Mut3 to Mut6 mice (see Fig. 1A for genetic configurations), we crossed Mut3 (8) or Mut4 males with wild-type",0.85,Accept,Experimental Usage,Mut3
PMID:18451155,10.1158/0008-5472.CAN-07-6867,Pten haploinsufficiency accelerates formation of high-grade astrocytomas.,,"we crossed Mut3 (8) or Mut4 males with wild-type (wt), loxP-Pten (Pten f hereafter; ref. 27)",0.85,Accept,Experimental Usage,Mut4
PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,Nf1flox/flox;GFAP-Cre mice (OPG mice) were generated as previously described. All mice were maintained on a C57BL/6 background and used in accordance with an approved Animal Studies protocol,0.9,Accept,Experimental Usage,Nf1flox/flox;GFAP-Cre mice
PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,All mice were maintained on a C57BL/6 background and used in accordance with an approved Animal Studies protocol at the Washington University School of Medicine,0.85,Accept,Experimental Usage,C57BL/6 background
PMID:28029918,10.1056/NEJMoa1605943,Activity of Selumetinib in Neurofibromatosis Type 1-Related Plexiform Neurofibromas.,,Selumetinib was evaluated in the DhhCre;Nf1fl/fl genetically engineered mouse model of neurofibroma with the use of an intermittent dosing schedule,0.9,Accept,Experimental Usage,DhhCre;Nf1fl/fl
PMID:18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,,"Xenografts were developed in male athymic Ncr Nu/Nu mice (National Cancer Institute, NIH, Bethesda, MD) from VS specimens derived from four separate patients.",0.9,Accept,Experimental Usage,athymic Ncr Nu/Nu mice
PMID:25026211,10.1016/j.ccr.2014.05.001,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,,1×10 6 FC-1801 cells were suspended in Ca/Mg-free PBS and injected subcutaneously into the right flank of nude mice.,0.85,Accept,Experimental Usage,nude mice
PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,2×10^6 cells were injected subcutaneously into flanks of 5-week old nude mice (BALB/c nu/nu),0.9,Accept,Experimental Usage,BALB/c nu/nu nude mice
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"Athymic nude (# 002019) and NOD scid gamma (NSG, # 005557) female mice were purchased from the Jackson Laboratory",0.9,Accept,Experimental Usage,athymic nude mice (#002019)
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"Athymic nude (# 002019) and NOD scid gamma (NSG, # 005557) female mice were purchased from the Jackson Laboratory",0.9,Accept,Experimental Usage,NOD scid gamma mice (#005557)
PMID:24465906,10.1371/journal.pone.0086115,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",,"...analyzed two conditional mouse models, Nf1Prx1 (limb knock-out) and Nf1Col1 (osteoblast specific knock-out)...",0.95,Accept,Experimental Usage,Nf1Prx1
PMID:24465906,10.1371/journal.pone.0086115,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",,"...analyzed two conditional mouse models, Nf1Prx1 (limb knock-out) and Nf1Col1 (osteoblast specific knock-out)...",0.95,Accept,Experimental Usage,Nf1Col1
PMID:26904939,10.1016/j.celrep.2016.01.074,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,,Genetic deletion of Stat3 in Schwann cell progenitors (SCPs) and Schwann cells (SCs) prevents neurofibroma formation,0.9,Accept,Experimental Usage,Nf1(fl/fl);DhhCre
PMID:26904939,10.1016/j.celrep.2016.01.074,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,,Knockdown of Arid1b or Gsk3β in Stat3(fl/fl);Nf1(fl/fl);DhhCre SCPs rescues neurofibroma formation after in vivo transplantation,0.9,Accept,Experimental Usage,Stat3(fl/fl);Nf1(fl/fl);DhhCre
PMID:26904939,10.1016/j.celrep.2016.01.074,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,,We injected 5×10^5 mouse sphere cells/injection subcutaneously into athymic female nude mice,0.85,Accept,Experimental Usage,"athymic female nude mice (Harlan, Indianapolis, IN)"
PMID:34010628,10.1016/j.stem.2021.04.029,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,,SKPs were isolated as previously reported from neonatal Nf1 f/f ; Trp53 f/f ;Nes-TK mice within 2 weeks of age,0.9,Accept,Experimental Usage,Nf1 f/f ; Trp53 f/f ;Nes-TK mice
PMID:34010628,10.1016/j.stem.2021.04.029,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,,BC and DRG were harvested from the E13.5 embryos as described from Nf1 f/f ;Trp53 f/f ;CGD mice,0.9,Accept,Experimental Usage,Nf1 f/f ;Trp53 f/f ;CGD mice
PMID:34010628,10.1016/j.stem.2021.04.029,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,,"A spontaneous MPNST GEMM, cisNP, was previously described (Vogel et al., 1999). cisNP mice have mixed backgrounds",0.85,Accept,Experimental Usage,cisNP mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"Several Nf1 alleles were used in these studies including Nf1 (germline mutant) mice (− Jacks et al., 1994)",0.85,Accept,Experimental Usage,Nf1 germline mutant mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"Nf1 mice for conditional deletion (fl Zhu et al., 2001)",0.85,Accept,Experimental Usage,Nf1fl mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"Nf1/p53 cis mutant mice (− Cichowski et al., 1999)",0.85,Accept,Experimental Usage,Nf1/p53 cis mutant mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"For conditional deletion of Nf1 we used Wnt-1-Cre (+ Danielian et al., 1998)",0.85,Accept,Experimental Usage,Wnt-1-Cre mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"3.9Periostin-Cre (+ Lindsley et al., 2007)",0.85,Accept,Experimental Usage,3.9Periostin-Cre mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"P0a-Cre (+ Giovannini et al., 2000) mice",0.85,Accept,Experimental Usage,P0a-Cre mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"Compound mutant mice were generated by mating Nf1 mice with +/− Ink4a mice (−/− Sharpless et al., 2001)",0.85,Accept,Experimental Usage,Ink4a mice
PMID:18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,,"or Ink4aArf mice (−/− Serrano et al., 1996)",0.85,Accept,Experimental Usage,Ink4aArf mice
PMID:24386979,10.1186/1471-2407-14-6,"Modulation of Ras signaling alters the toxicity of hydroquinone, a benzene metabolite and component of cigarette smoke.",,"Mx1-Cre, Nf1 flox/flox mice (129SV × C57BL/6 J) were generated and somatic Nf1 inactivation was induced as described elsewhere",0.9,Accept,Experimental Usage,"Mx1-Cre, Nf1 flox/flox mice (129SV × C57BL/6 J)"
PMID:21216928,10.1158/1535-7163.MCT-10-0654,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,,Five-six week-old Nf1 GFAP CKO mice (Nf1 flox/flox; GFAP-Cre) were used. These mice lack Nf1 gene expression in GFAP+ (glial) cells,0.95,Accept,Experimental Usage,Nf1 GFAP CKO mice (Nf1 flox/flox; GFAP-Cre)
PMID:25917366,10.1038/mp.2015.48,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,,Experimental mice were obtained by crossing Nf1 mice (in C57BL/6JOlaHsd background) with 129T2/SvEmsJ...homozygous 9a−/9a+ Nf1 mutants and wild-type (WT) littermates,0.9,Accept,Experimental Usage,Nf1 9a−/9a− mice
PMID:25917366,10.1038/mp.2015.48,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,,"Nf1 mice (in C57BL/6JOlaHsd background) with 129T2/SvEmsJ (Jackson Laboratories, Bar Harbor, ME, USA)",0.85,Accept,Experimental Usage,C57BL/6JOlaHsd
PMID:25917366,10.1038/mp.2015.48,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,,"crossing Nf1 mice (in C57BL/6JOlaHsd background) with 129T2/SvEmsJ (Jackson Laboratories, Bar Harbor, ME, USA)",0.85,Accept,Experimental Usage,129T2/SvEmsJ
PMID:25917366,10.1038/mp.2015.48,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,,+/− H-Ras mice in C57BL/6JOlaHsd background were obtained by crossing heterozygous G12V H-Ras mice to yield homozygous G12V H-Ras mice,0.9,Accept,Experimental Usage,G12V H-Ras mice
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,"Athymic nude mice (female, nu/nu Balb/c, 6 weeks, 20 g) were obtained from Charles River Laboratories (Sulzfeld, Germany).",0.9,Accept,Experimental Usage,"athymic nude mice (female, nu/nu Balb/c)"
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,"Nf1 flox/flox Nf1 flox/null ; GFAP-Cre (OPG-1), Nf1 flox/R681 *; GFAP-Cre (OPG-2), Nf1 flox/null ; Pten flox/wt ; GFAP-Cre (OPG-3), and Nf1 flox/null ; Olig2-Cre (OPG-4) mice",0.9,Accept,Experimental Usage,Nf1 flox/flox mice
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,"Nf1 flox/null ; GFAP-Cre (OPG-1), Nf1 flox/R681 *; GFAP-Cre (OPG-2), Nf1 flox/null ; Pten flox/wt ; GFAP-Cre (OPG-3), and Nf1 flox/null ; Olig2-Cre (OPG-4) mice",0.9,Accept,Experimental Usage,Nf1 flox/null ; GFAP-Cre mice
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,"Nf1 flox/null ; GFAP-Cre (OPG-1), Nf1 flox/R681 *; GFAP-Cre (OPG-2), Nf1 flox/null ; Pten flox/wt ; GFAP-Cre (OPG-3), and Nf1 flox/null ; Olig2-Cre (OPG-4) mice",0.9,Accept,Experimental Usage,Nf1 flox/R681*; GFAP-Cre mice
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,"Nf1 flox/null ; GFAP-Cre (OPG-1), Nf1 flox/R681 *; GFAP-Cre (OPG-2), Nf1 flox/null ; Pten flox/wt ; GFAP-Cre (OPG-3), and Nf1 flox/null ; Olig2-Cre (OPG-4) mice",0.9,Accept,Experimental Usage,Nf1 flox/null ; Pten flox/wt ; GFAP-Cre mice
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,"Nf1 flox/null ; GFAP-Cre (OPG-1), Nf1 flox/R681 *; GFAP-Cre (OPG-2), Nf1 flox/null ; Pten flox/wt ; GFAP-Cre (OPG-3), and Nf1 flox/null ; Olig2-Cre (OPG-4) mice",0.9,Accept,Experimental Usage,Nf1 flox/null ; Olig2-Cre mice
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,"...by in-house breeding to Nf1 and fl/+ DhhCre to obtain Nf1fl/fl;DhhCre or Nf1 mice, as previously described...",0.95,Accept,Experimental Usage,Nf1fl/fl;DhhCre mice
PMID:17924978,10.1111/j.1750-3639.2007.00105.x,Natural history of meningioma development in mice reveals: a synergy of Nf2 and p16(Ink4a) mutations.,,"To obtain Nf2 flox2/flox2 ;p16 Ink4a*/* mice, Nf2 flox2/flox2 mice (4) on the FVB/N background were bred to p16 Ink4a*/* mice",0.9,Accept,Experimental Usage,Nf2 flox2/flox2 mice
PMID:17924978,10.1111/j.1750-3639.2007.00105.x,Natural history of meningioma development in mice reveals: a synergy of Nf2 and p16(Ink4a) mutations.,,Nf2 flox2/flox2 mice (4) on the FVB/N background were bred to p16 Ink4a*/* mice (11) on a FVB/N/129Ola mixed background,0.9,Accept,Experimental Usage,p16 Ink4a*/* mice
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,Athymic nu/nu mice were anesthetized in isoflurane and injected s.c. with 10^6 STS26T cells in the left flank,0.85,Accept,Experimental Usage,athymic nu/nu mice
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,"Wild type (Nf1), Tumor Progenitor (flox/flox Nf1; GFAP-Cre), and OPG (flox/flox Nf1; GFAP-Cre) mice were generated as previously described",0.9,Accept,Experimental Usage,Nf1^flox/flox;GFAP-Cre mice
PMID:41023593,10.1186/s10020-025-01353-9,Selective inhibition of BRAF and CRAF sensitizes NF1-deficient malignant peripheral nerve sheath tumors to MEK inhibitors.,,"6- to 8-week-old NSG (NOD.Cg-Prkdc scid Il2rg tm1Wjl /SzJ, strain #:005557, Jackson Laboratory or Johns Hopkins Oncology Animal Facility) female mice were used for in vivo efficacy studies",0.95,Accept,Experimental Usage,"NSG (NOD.Cg-Prkdc scid Il2rg tm1Wjl /SzJ, strain #:005557, Jackson Laboratory)"
PMID:41023593,10.1186/s10020-025-01353-9,Selective inhibition of BRAF and CRAF sensitizes NF1-deficient malignant peripheral nerve sheath tumors to MEK inhibitors.,,"SCID (C.B-17/IcrHsd-Prkdc scid, Envigo) female mice were used for in vivo efficacy studies",0.9,Accept,Experimental Usage,"SCID (C.B-17/IcrHsd-Prkdc scid, Envigo)"
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,RNAseq data from murine peripheral nerve sheath tumors arising in DhhCre mice harboring Nf1-floxed alleles and Ink4a/Arf heterozygosity,0.85,Accept,Experimental Usage,DhhCre mice
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"RNAseq data from Nf1flox/flox;PostnCre+ and Nf1flox/flox;Arf flox/flox;PostnCre+ mice, available under GEO accession GSE213786 and GSE232707",0.85,Accept,Experimental Usage,Nf1flox/flox;PostnCre+ mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1+/ − mice [ 30 ] were bred with Nf1 f/wt mice to produce Nf1 flox/mut mice,0.85,Accept,Experimental Usage,Nf1+/− mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1+/ − mice [ 30 ] were bred with Nf1 f/wt mice to produce Nf1 flox/mut mice,0.85,Accept,Experimental Usage,Nf1flox/wt mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,"bred with Nf1 f/wt mice to produce Nf1 flox/mut mice, and intercrossed with Nf1 flox/flox ; Olig2-Cre mice",0.85,Accept,Experimental Usage,Nf1flox/mut mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,intercrossed with Nf1 flox/flox ; Olig2-Cre mice to generate Nf1 flox/mut ; Olig2-Cre (FMOC) mice,0.85,Accept,Experimental Usage,Nf1flox/flox; Olig2-Cre mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,intercrossed with Nf1 flox/flox ; Olig2-Cre mice to generate Nf1 flox/mut ; Olig2-Cre (FMOC) mice,0.85,Accept,Experimental Usage,Nf1flox/mut; Olig2-Cre (FMOC) mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,while Nf1 flox/mut ; GFAP-Cre (FMC; [ 11 ]) and Nf1 flox/flox [ 31 ] control mice were established,0.85,Accept,Experimental Usage,Nf1flox/mut; GFAP-Cre (FMC) mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,while Nf1 flox/mut ; GFAP-Cre (FMC; [ 11 ]) and Nf1 flox/flox [ 31 ] control mice were established,0.85,Accept,Experimental Usage,Nf1flox/flox mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Nf1 flox/mut mice were also intercrossed with Nf1 flox/flox ; Prom1-Cre ER mice [ 22 ] to generate Nf1 flox/mut ; Prom1-Cre ER (FMPrC) mice,0.85,Accept,Experimental Usage,Nf1flox/flox; Prom1-CreER mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,intercrossed with Nf1 flox/flox ; Prom1-Cre ER mice [ 22 ] to generate Nf1 flox/mut ; Prom1-Cre ER (FMPrC) mice,0.85,Accept,Experimental Usage,Nf1flox/mut; Prom1-CreER (FMPrC) mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,"Olig2-Cre mice (B6-Olig2 tm2 (TVA, cre)Rth /J; Jackson Laboratory; [ 20 ])",0.9,Accept,Experimental Usage,"B6-Olig2tm2(TVA,cre)Rth/J"
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,"Olig2-Cre mice (B6-Olig2 tm2 (TVA, cre)Rth /J; Jackson Laboratory; [ 20 ]) and GFAP-Cre mice [ 32 ]",0.85,Accept,Experimental Usage,GFAP-Cre mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,GFAP-Cre mice [ 32 ] were intercrossed with Rosa-GREEN mice (B6.Cg- Gt(ROSA)26Sor tm(CAGZsGreen1)Hze+ / J; Jackson Laboratory),0.85,Accept,Experimental Usage,Rosa-GREEN mice
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,Rosa-GREEN mice (B6.Cg- Gt(ROSA)26Sor tm(CAGZsGreen1)Hze+ / J; Jackson Laboratory) for cell fate mapping,0.9,Accept,Experimental Usage,B6.Cg-Gt(ROSA)26Sortm(CAGZsGreen1)Hze+/J
