animalModelId,strainNomenclature,backgroundStrain,backgroundSubstrain,donorId,transplantationDonorId,animalModelOfManifestation,animalModelGeneticDisorder,transplantationType,animalState,generation,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
b537d9ef-ed69-42ac-8ded-e591586cef38,DhhCre;Nf1(fl/fl) mouse,,,,,,,,,,PMID:19041782,,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,abstract,0.95,"DhhCre;Nf1(fl/fl) mouse neurofibromas contain a progenitor population with similar growth requirements, potential, and marker expression.",Specific genetically modified mouse strain with conditional Nf1 knockout - clear animal model nomenclature,,AI validation - Sonnet 4.5,0,0,,True
5814fd54-b80d-483e-b70a-e7c802c64f03,glial fibrillary acidic protein conditional knockout mice,,,,,,,,,,PMID:19103750,,"The neurofibromatosis 2 protein, merlin, regulates glial cell growth in an ErbB2- and Src-dependent manner.",abstract,0.9,we used glial fibrillary acidic protein conditional knockout mice and derivative glia to determine how merlin regulates CNS glial cell proliferation,This is a specific genetically modified mouse model that should have been detected. The phrase 'conditional knockout mice' is a clear indicator of an animal model tool.,,AI validation - Sonnet 4.5,0,0,,True
93a28391-17c2-4a5c-b487-602c0d4b101a,postnatal day 1 mice,,,,,,,,,,PMID:19191334,,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,abstract,0.9,"...astrocytes from postnatal day 1 optic nerve, cerebellum, brainstem, and neocortex...","Postnatal day 1 tissue isolation strongly implies use of neonatal mouse or rat models, but specific strain not mentioned in abstract",,AI validation - Sonnet 4.5,0,0,,True
c22edaac-46af-496c-b7d7-41dc026becac,Nf2-deficient mice,,,,,,,,,,PMID:19451225,,"NF2/merlin is a novel negative regulator of mTOR complex 1, and activation of mTORC1 is associated with meningioma and schwannoma growth.",abstract,0.95,mutations in murine Nf2 lead to a broad spectrum of cancerous tumors...Nf2-deficient mouse embryonic fibroblasts demonstrate elevated mTORC1 signaling,Mouse model described functionally rather than by strain name - 'Nf2-deficient mice' indicates knockout/mutant strain,,AI validation - Sonnet 4.5,0,0,,True
5c807350-6b2b-4e45-b479-11a4b056d1df,Nf1-deficient mice,,,,,,,,,,PMID:19710506,,Nf1 deficiency cooperates with oncogenic K-RAS to induce acute myeloid leukemia in mice.,abstract,0.9,expression of oncogenic K-RAS or inactivation of Nf1 in hematopoietic cells results in myeloproliferative disorders (MPDs),The mining may have focused on specific strain names rather than functional descriptions. 'Nf1 deficiency' and 'inactivation of Nf1' clearly refer to genetically modified mouse models.,,AI validation - Sonnet 4.5,0,0,,True
1255bc34-da43-4cd4-a38d-84a7077b207b,K-RAS(G12D) mice,,,,,,,,,,PMID:19710506,,Nf1 deficiency cooperates with oncogenic K-RAS to induce acute myeloid leukemia in mice.,abstract,0.85,simultaneous inactivation of Nf1 and expression of K-RAS(G12D) in mouse hematopoietic cells results in AML,The specific oncogenic K-RAS(G12D) mutation represents a genetically modified mouse model. The notation K-RAS(G12D) indicates a specific genetic construct/model.,,AI validation - Sonnet 4.5,0,0,,True
80577b9b-0c23-401d-b2ba-78f49916cfad,genetically engineered murine models,,,,,,,,,,PMID:19846776,,PTEN dosage is essential for neurofibroma development and malignant transformation.,abstract,0.9,"In a series of genetically engineered murine models, we perturbed RAS/RAF/MAPK or/and PTEN/PI3K/AKT pathway",Generic phrase not caught by specific strain/model name patterns,,AI validation - Sonnet 4.5,0,0,,True
389a945a-af69-4ff2-b0b7-1c769aeb111c,Nf1+/-;Trp53+/- (NPcis) mouse model,,,,,,,,,,PMID:20176786,,Bioluminescent approaches for measuring tumor growth in a mouse model of neurofibromatosis.,abstract,0.95,The Nf1+/-;Trp53+/- (NPcis) mouse model of NF1 spontaneously develops astrocytoma and MPNSTs that are very similar to human NF1 tumors.,Complex genotype notation with multiple alleles may not have been recognized by standard mouse model patterns,,AI validation - Sonnet 4.5,0,0,,True
97603c33-6d72-43c8-ab02-41121b2827aa,E2F1 promoter-driving luciferase (ELUX) reporter mice,,,,,,,,,,PMID:20176786,,Bioluminescent approaches for measuring tumor growth in a mouse model of neurofibromatosis.,abstract,0.9,We have generated E2F1 promoter-driving luciferase (ELUX) reporter mice to detect proliferating tumors in NPcis mice in vivo using bioluminescence.,Custom reporter mouse strain with specific promoter-reporter construct may not match standard naming patterns,,AI validation - Sonnet 4.5,0,0,,True
7760eaf7-65ee-418c-bc03-23dbf8573bf2,Nf1(ob)(-/-) mice,,,,,,,,,,PMID:20200958,,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,abstract,1.0,...we assessed bone healing in the Nf1(ob) (-/-) conditional mouse model lacking Nf1 specifically in osteoblasts...,Conditional knockout mouse model with specific nomenclature not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
74b5706b-f4b3-4b8b-89f7-39e39e5608e2,Nf1 flox/flox mice,,,,,,,,,,PMID:20200958,,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,methods,1.0,...WT and mice were generated by crossing 2.3-kb α1(I) collagen-cre Nf1 flox/flox mice and Nf1 flox/flox mice...,Floxed allele mouse strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
91807705-6ef1-4f3c-b4ad-72554e32b6c7,2.3-kb α1(I) collagen-cre mice,,,,,,,,,,PMID:20200958,,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,methods,1.0,...crossing 2.3-kb α1(I) collagen-cre Nf1 flox/flox mice and Nf1 flox/flox mice...,Cre-recombinase transgenic mouse strain with promoter-specific naming not captured,,AI validation - Sonnet 4.5,0,0,,True
7c57f2ef-a5c6-4546-a57b-ce470599093f,Nf1 GEM,,,,,,,,,,PMID:20551058,,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,abstract,0.95,...neurofibromatosis-1 (NF1) genetically engineered mouse (GEM) models to understand the spatial restriction of glioma formation...cortex of Nf1 GEM strains. Ectopic PDE4A1 expression...,"Standard abbreviation 'GEM' for genetically engineered mouse not recognized, and 'Nf1 GEM' pattern not captured",,AI validation - Sonnet 4.5,0,0,,True
2ff8c708-7ac1-4ef7-be3e-e3acbbc90ca8,neurofibromatosis-1 genetically engineered mouse models,,,,,,,,,,PMID:20551058,,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,abstract,0.9,...Previous studies from our laboratories have used neurofibromatosis-1 (NF1) genetically engineered mouse (GEM) models to understand the spatial restriction...,"Long descriptive phrase not captured by existing patterns, likely too specific for current regex",,AI validation - Sonnet 4.5,0,0,,True
2dc5a65b-d6df-49f1-a3f7-d5e186249dd8,Nf1 GEM strains,,,,,,,,,,PMID:20551058,,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,abstract,0.9,...Focal cAMP reduction was achieved by forced expression of phosphodiesterase 4A1 (PDE4A1) in the cortex of Nf1 GEM strains. Ectopic PDE4A1 expression produced...,"Specific strain terminology not recognized, 'strains' keyword may not be in animal model patterns",,AI validation - Sonnet 4.5,0,0,,True
a11e365a-1288-4c7b-b366-ff3972f7e9a1,Nf1 mutant mice,,,,,,,,,,PMID:20554030,,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,abstract,0.9,...sufficient for tumorigenesis in a mouse model of Neurofibromatosis-1 (NF1)-associated optic pathway glioma (OPG). We hypothesized that the distinct pattern of glioma in NF1 reflected spatiotemporal differences in CXCL12 effects...,The mining likely focused on specific strain nomenclature but missed the descriptive phrase 'Nf1 mutant mice' which clearly indicates a genetically modified animal model,,AI validation - Sonnet 4.5,0,0,,True
2abd25a8-f2e0-491b-b745-741c79e4e6d6,Nf1 OPG mice,,,,,,,,,,PMID:20554030,,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,abstract,0.85,"...sought to alter the pattern of gliomagenesis through manipulation of CXCL12-CXCR4 pathway activation in Nf1 OPG mice. Forced CXCL12 expression induced glioma at a low frequency. Further, treatment of Nf1 OPG mice with AMD3100...","This specific mouse model designation (OPG = optic pathway glioma) was not recognized by the mining patterns, likely because it uses a disease-specific abbreviation",,AI validation - Sonnet 4.5,0,0,,True
467809f4-e8b1-457c-8ee4-e49c5a577638,Nf1 heterozygous null mutants,,,,,,,,,,PMID:20624961,,Neurofibromin regulates corticostriatal inhibitory networks during working memory performance.,abstract,0.9,...electrophysiological studies in a mouse model of NF1 (Nf1 heterozygous null mutants; Nf1(+/-)) to demonstrate...,This is a specific mouse model strain mentioned with genetic nomenclature (Nf1(+/-)) in experimental context,,AI validation - Sonnet 4.5,0,0,,True
161f2d17-bb38-41c8-81a8-85ebe769b1a2,Nf1(+/-),,,,,,,,,,PMID:20624961,,Neurofibromin regulates corticostriatal inhibitory networks during working memory performance.,abstract,0.85,...mouse model of NF1 (Nf1 heterozygous null mutants; Nf1(+/-)) to demonstrate that (i) Neurofibromin regulates...,"Standard genetic nomenclature for heterozygous knockout mice, used in experimental context",,AI validation - Sonnet 4.5,0,0,,True
70ec512f-0073-45dd-ba63-26c42a7e30da,nf1 mutant Drosophila,,,,,,,,,,PMID:20668197,,A distinct set of Drosophila brain neurons required for neurofibromatosis type 1-dependent learning and memory.,abstract,0.85,A learning phenotype is also present in Drosophila melanogaster that lack a functional neurofibromin gene (nf1).,Generic reference to nf1 mutant flies without specific strain nomenclature or stock center information,,AI validation - Sonnet 4.5,0,0,,True
df493d91-886d-476f-8473-fe4450b5d9a4,Nf1 optic glioma (OPG) GEM model,,,,,,,,,,PMID:20826448,,Reduced striatal dopamine underlies the attention system dysfunction in neurofibromatosis-1 mutant mice.,abstract,0.95,"Using an Nf1 optic glioma (OPG) GEM model, we report novel defects in non-selective and selective attention without an accompanying hyperactivity phenotype.",Specific genetically engineered mouse model name not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
277ca892-3fb5-4ea7-a9ea-2094e5cc0a48,Nf1 OPG mice,,,,,,,,,,PMID:20826448,,Reduced striatal dopamine underlies the attention system dysfunction in neurofibromatosis-1 mutant mice.,abstract,0.95,"Specifically, Nf1 OPG mice exhibit reduced rearing in response to novel objects and environmental stimuli.",Mouse strain designation not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
80cd6503-51f1-4525-a866-90a86f05e2fa,olig2-EGFP,,,,,,,,,,PMID:20858602,,Oligodendrocyte progenitor cell numbers and migration are regulated by the zebrafish orthologs of the NF1 tumor suppressor gene.,abstract,0.92,...demonstrated that olig2-EGFP(+) OPCs exhibit enhanced cell migration within the developing spinal cord...,Transgenic reporter line not caught - needs fluorescent reporter patterns,,AI validation - Sonnet 4.5,0,0,,True
1389259b-4072-4841-ba67-fbacfed02520,Nf1+/- mice,,,,,,,,,,PMID:21157378,,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,abstract,0.95,...Previous studies from our laboratory have used Neurofibromatosis-1 (NF1) genetically engineered mice to characterize the role of stromal cells...Nf1+/- microglia in the tumor microenvironment...,Genetically engineered mouse model with heterozygous Nf1 knockout - clear animal model tool,,AI validation - Sonnet 4.5,0,0,,True
74b76164-d677-4393-94e6-8026b488cec7,CD11b-TK mice,,,,,,,,,,PMID:21157378,,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,abstract,0.98,"...we used CD11b-TK mice, in which resident brain microglia (CD11b+, CD68+, Iba1+, CD45low cells) can be ablated at specific times after ganciclovir administration...",Transgenic mouse model with conditional microglia ablation system - specialized research tool,,AI validation - Sonnet 4.5,0,0,,True
9c8d37b2-a7d9-4ea3-8074-33ef08c3d462,Cx3cr1-GFP mice,,,,,,,,,,PMID:21157378,,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,abstract,0.95,...reduced Cx3cr1 expression in Cx3cr1-GFP heterozygous knockout mice led to a similar increase in optic nerve microglia...,Genetically engineered reporter mouse line with GFP expression - research tool for tracking cells,,AI validation - Sonnet 4.5,0,0,,True
70eca821-8a6d-4f5c-825d-d7af562f4bb1,Nf1 mutant mice,,,,,,,,,,PMID:21199799,,Dose-dependent effects of focal fractionated irradiation on secondary malignant neoplasms in Nf1 mutant mice.,abstract,0.95,...Secondary malignant neoplasms (SMN) are increasingly common complications of cancer therapy that have proven difficult to model in mice...We developed a novel procedure for administering fractionated cranial irradiation (CI) and investigated the incidence and spectrum of cancer in control and heterozygous Nf1 mutant mice irradiated to a moderate (15 Gy) or high dose (30 Gy)...,The mining patterns likely failed to distinguish between disease/gene references (NF1) and actual animal model usage (Nf1 mutant mice). The context clearly shows experimental usage of a mouse strain.,,AI validation - Sonnet 4.5,0,0,,True
02b9e50f-c98b-4769-86d6-18fc3cf23e5a,heterozygous Nf1 mutant mice,,,,,,,,,,PMID:21199799,,Dose-dependent effects of focal fractionated irradiation on secondary malignant neoplasms in Nf1 mutant mice.,abstract,0.95,...We developed a novel procedure for administering fractionated cranial irradiation (CI) and investigated the incidence and spectrum of cancer in control and heterozygous Nf1 mutant mice irradiated to a moderate (15 Gy) or high dose (30 Gy). Heterozygous Nf1 inactivation cooperated with CI to induce solid tumors...,"More specific variant of the Nf1 mutant mouse model. The term 'heterozygous' combined with 'mutant mice' clearly indicates an animal model, not a gene reference.",,AI validation - Sonnet 4.5,0,0,,True
ab005770-22cd-4548-91ab-17baf1e5eedf,Nf1(+/-) mice,,,,,,,,,,PMID:21199799,,Dose-dependent effects of focal fractionated irradiation on secondary malignant neoplasms in Nf1 mutant mice.,abstract,0.9,"...CI-induced malignancies segregated according to radiation dose as Nf1(+/-) mice developed predominately hematologic abnormalities after 15 Gy, whereas solid tumors predominated at 30 Gy...",Standard genetic nomenclature for heterozygous knockout mice. The (+/-) notation is specific to animal model naming conventions and should be recognized as distinct from gene references.,,AI validation - Sonnet 4.5,0,0,,True
51d66c3b-00d5-4bee-b5d7-b836710781a9,genetically engineered mouse model of Nf1 optic glioma,,,,,,,,,,PMID:21216928,,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,abstract,0.9,"...rapamycin treatment in a genetically engineered mouse model of Nf1 optic glioma require 20 mg/kg/day, whereas only transient...",Specific mouse model mentioned but may not have matched standard nomenclature patterns,,AI validation - Sonnet 4.5,0,0,,True
a5783149-26c6-4966-b8ab-1dd78b639551,Nf1(+/-) mice,,,,,,,,,,PMID:21352477,,Motor deficits in neurofibromatosis type 1 mice: the role of the cerebellum.,abstract,0.95,"...we determined the cerebellar contribution to motor problems in Nf1(+/-) mice, a validated mouse model for NF1. Using the Rotarod...","This is a clear animal model reference with explicit validation statement, should have been detected by animal model patterns",,AI validation - Sonnet 4.5,0,0,,True
1644c45b-a748-4d8b-969a-2376525225f0,Nf1(flox/-);Col2.3Cre(+) mice,,,,,,,,,,PMID:21439418,,Primary osteopathy of vertebrae in a neurofibromatosis type 1 murine model.,abstract,0.98,"...we report a novel murine NF1 model, Nf1(flox/-);Col2.3Cre(+) mice. These mice display short vertebral segments...","Complex genetic nomenclature with special characters (flox, -/-, +) may not have been captured by standard animal model patterns",,AI validation - Sonnet 4.5,0,0,,True
538faeb2-ccfb-4813-a8dc-24a3d8e10e45,Nf1(Prx1) mice,,,,,,,,,,PMID:21478499,,Neurofibromin (Nf1) is required for skeletal muscle development.,abstract,0.95,"Nf1 gene inactivation in the early limb bud mesenchyme using Prx1-cre (Nf1(Prx1)) resulted in muscle dystrophy characterized by fibrosis, reduced number of muscle fibers and reduced muscle force.",Specific mouse strain nomenclature not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
102dd3de-dffd-4ca5-964f-25dfe6d71946,Nf1 mutant mice,,,,,,,,,,PMID:21681782,,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease resembling acute leukemia with a variable phenotype.,abstract,0.9,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease resembling acute leukemia with a variable phenotype.,"The mining system may not have recognized 'Nf1 mutant mice' as a specific animal model tool, possibly treating 'Nf1' as just a gene reference rather than identifying the complete mouse model designation",,AI validation - Sonnet 4.5,0,0,,True
6773a121-3206-4f01-b3a8-3557e05f069a,p19ARF gene loss mice,,,,,,,,,,PMID:21681782,,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease resembling acute leukemia with a variable phenotype.,abstract,0.85,Nf1 mutant mice with p19ARF gene loss develop accelerated hematopoietic disease...We find that Nf1 mutant hematopoietic cells with loss of p19 develop accelerated hematopoietic disease,"The mining system may not have captured the compound genotype (Nf1 mutant + p19ARF loss) as a distinct animal model, or may have missed 'p19ARF gene loss' as a genetic modification",,AI validation - Sonnet 4.5,0,0,,True
d47f77ba-1436-4c9a-9df8-c8f2125c0bc1,Nf1Prx1 mice,,,,,,,,,,PMID:21726432,,MIA is a potential biomarker for tumour load in neurofibromatosis type 1.,methods,1.0,...mice bearing conditional inactivation of NF1 in the developing limbs. These mice do not develop tumours but recapitulate aspects of NF1 bone dysplasia...,Conditional knockout mouse model not recognized - needs pattern for 'Nf1Prx1' or 'conditional inactivation' context,,AI validation - Sonnet 4.5,0,0,,True
9225f4d0-b804-4706-b57d-c0538ded1412,Nf1+/- mice,,,,,,,,,,PMID:21949590,,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE,abstract,0.95,Learning deficits also are observed in mice with a heterozygous mutation of Nf1 (Nf1(+/-)). Dysregulation of regulated neurotransmitter release has been observed in Nf1(+/-) mice.,The mining system likely failed to recognize 'Nf1(+/-)' or 'Nf1+/-' as an animal model designation. The parenthetical notation and special characters may have interfered with pattern matching.,,AI validation - Sonnet 4.5,0,0,,True
29200e03-9ee6-4c79-b00a-242e06d34337,Nf1 haploinsufficient mice,,,,,,,,,,PMID:21949590,,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE,abstract,0.9,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,The term 'haploinsufficient' may not be in the animal model pattern dictionary. This is a specific genetic terminology describing mice with one functional copy of the Nf1 gene.,,AI validation - Sonnet 4.5,0,0,,True
0cc9c93f-07ba-4068-8663-c42c561517ae,Nf1 mutant mice,,,,,,,,,,PMID:21963652,,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,abstract,0.9,"Using a novel mouse model of NF1-associated attention deficit (ADD), we demonstrate a presynaptic defect in striatal dopaminergic homeostasis...defective attention system function in Nf1 mutant mice","Mining patterns may not recognize 'Nf1 mutant mice' as distinct from gene references. The context clearly indicates this is a mouse model, not just gene mention.",,AI validation - Sonnet 4.5,0,0,,True
d0a16445-ca1d-4565-acaf-84934c47dec4,Nf1+/- mice,,,,,,,,,,PMID:21980365,,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,methods,1.0,"Nf1+/− mice were obtained from Dr. Tyler Jacks at the Massachusetts Institute of Technology (Cambridge, MA)",Standard mouse strain nomenclature not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
0726a863-6fad-4fee-ace2-ef4e010d356d,Nf1flox/flox mice,,,,,,,,,,PMID:21980365,,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,methods,1.0,Nf1 mice were provided by Dr. Luis Parada at the University of Texas Southwestern Medical Center flox/flox,Conditional knockout mouse strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
4378c719-f960-44fd-95e8-ccebb7adadab,PeriCre transgenic mice,,,,,,,,,,PMID:21980365,,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,methods,1.0,3.9kb ( peri-EGFP/Cre PeriCre ) transgenic mice were generated as described elsewhere,Custom transgenic mouse line name not captured,,AI validation - Sonnet 4.5,0,0,,True
b4d22615-4afb-4454-bc6b-4cfdca10254c,Col2.3Cre transgenic mice,,,,,,,,,,PMID:21980365,,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,methods,1.0,Col2.3Cre transgenic mice were generated as described elsewhere,Tissue-specific Cre driver mouse line not recognized,,AI validation - Sonnet 4.5,0,0,,True
42afd763-6e26-4b08-8f4d-7c74ccc4bb09,ROSA26 reporter mice,,,,,,,,,,PMID:21980365,,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,methods,1.0,adult PeriCre transgenic mice were crossed with ROSA26 reporter mice,Standard reporter mouse strain not captured,,AI validation - Sonnet 4.5,0,0,,True
661fee60-5998-4cba-97d9-b45cdd3a815e,Nf1-deficient mice (biallelic inactivation model),,,,,,,,,,PMID:22901811,,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,abstract,0.9,"...we show that biallelic Nf1 inactivation promotes Erk-dependent, ectopic Olig2 expression specifically in transit-amplifying progenitors...",Technical terminology 'biallelic Nf1 inactivation' not recognized as standard mouse model nomenclature,,AI validation - Sonnet 4.5,0,0,,True
3c9378f5-1b55-45b2-8a72-2997f633c840,Nf1(+/-) mice,,,,,,,,,,PMID:23071067,,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,abstract,0.95,"...delivered fractionated abdominal irradiation to Nf1(+/-) and wild-type mice. Similar to irradiated cancer survivors, irradiated wild-type and Nf1(+/-) mice developed diverse in-field malignancies...",This is a genetically modified mouse strain that should be recognized as an animal model. The Nf1(+/-) notation indicates heterozygous knockout mice.,,AI validation - Sonnet 4.5,0,0,,True
19c6742f-c4d7-4cd4-9181-cfd8b53440c3,Nf1 mutant mice,,,,,,,,,,PMID:23221337,,Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant mice.,abstract,0.9,Conditional inactivation of the Nf1 tumor suppressor in hematopoietic cells of mice causes a progressive MPN that accurately models JMML and chronic myelomonocytic leukemia (CMML),Animal model mentioned with conditional inactivation context but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
8342c591-cff8-4aea-9806-b0f730787568,neurofibromatosis-1 mice,,,,,,,,,,PMID:23225063,,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,abstract,0.95,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,"The mining patterns likely failed to recognize 'neurofibromatosis-1 mice' as an animal model, possibly due to the hyphenated disease name format",,AI validation - Sonnet 4.5,0,0,,True
3771ff65-d48a-4eb1-9ce0-2417bdc9ca5b,orthotopic model of NF2,,,,,,,,,,PMID:23960073,,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.",abstract,0.9,"...FRAX597 inhibits the proliferation of NF2-deficient schwannoma cells in culture and displayed potent anti-tumor activity in vivo, impairing schwannoma development in an orthotopic model of NF2...",Animal model mentioned but not detected - may need patterns for 'orthotopic model' terminology,,AI validation - Sonnet 4.5,0,0,,True
ca1a3654-d06b-4ee4-a383-0bbbc6bb19a3,Nf1 GEM,,,,,,,,,,PMID:24375753,,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,abstract,0.98,...we leveraged Nf1 genetically engineered mice (GEM) to define the potential role of sex as a clinically relevant modifier of NF1-associated neuronal dysfunction...,The term 'Nf1 GEM' or 'Nf1 genetically engineered mice' was not recognized as an animal model despite being the primary experimental tool,,AI validation - Sonnet 4.5,0,0,,True
94e68566-3055-4c4a-bb93-dccb3a3be5c6,Nf1 genetically engineered mice,,,,,,,,,,PMID:24375753,,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,methods,0.98,"...Nf1 GEM were employed as experimental platforms to investigate sexually dimorphic differences in learning/memory, visual acuity, retinal ganglion cell (RGC) death...",Full descriptive name for the animal model was not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
ba593e5d-3abb-4c4a-a458-10562f136528,genetically modified mouse model of NF2 schwannoma,,,,,,,,,,PMID:24414536,,mTORC1 inhibition delays growth of neurofibromatosis type 2 schwannoma.,methods,0.95,"cohorts of mice allografted with Nf2(-/-) Schwann cells, and a genetically modified mouse model of NF2 schwannoma in order to evaluate",Explicit mention of genetically modified mouse model should have been caught by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
9a3656f9-7af9-44fb-b33b-ecf65b53626b,Nf1Prx1 mice,,,,,,,,,,PMID:24465906,,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",methods,1.0,"Nf1Prx1 and Nf1Col1 mice were bred and genotyped as described previously [11], [13]. All experimental procedures were approved by the 'Landesamt für Gesundheitsschutz und Technische Sicherheit (LaGeTSi), Berlin, Germany",Standard mouse model nomenclature not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
586691dc-43b1-482b-92cd-e90c2641aca0,Nf1Col1 mice,,,,,,,,,,PMID:24465906,,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",methods,1.0,"Nf1Prx1 and Nf1Col1 mice were bred and genotyped as described previously [11], [13]. All experimental procedures were approved by the 'Landesamt für Gesundheitsschutz und Technische Sicherheit",Standard mouse model nomenclature not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
6cae0ed6-4499-44fd-a276-947a51837ada,athymic mice,,,,,,,,,,PMID:24470552,,Treatment of orthotopic malignant peripheral nerve sheath tumors with oncolytic herpes simplex virus.,methods,0.9,...human NF1(-) MPNST stemlike cells (MSLCs) were implanted into the sciatic nerves of immunocompetent and athymic mice...,Immunodeficient mouse strain not detected by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
acb624b2-3c47-4805-ab3f-ca577f67588f,y w Mer4/FM7,,,,,,,,,,PMID:24595234,,In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,methods,0.95,"...crossed to female flies of the following genotype, y w Mer4/FM7...",Specific Drosophila strain with genetic markers - standard nomenclature for fly strains,,AI validation - Sonnet 4.5,0,0,,True
da347b13-8262-43b8-834e-ca0875b7c3f8,Dhh-Cre; Nf1fl/fl; Ptenfl/fl,,,,,,,,,,PMID:24681606,,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,methods,1.0,"In a mouse model of MPNSTs representing NF1-associated Schwann cell tumors, the Desert Hedgehog promoter was used to drive Cre Recombinase (Dhh-Cre) resulting in Cre Recombinase expression in Schwann cells and their precursors. Combined with floxed alleles of Nf1 (Nf1fl/fl) and Pten (Ptenfl/fl)",Complex genetically engineered mouse model nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
d958f65e-9585-4fe1-96fc-bedf68bc5b8f,Nf1(+/-) mice,,,,,,,,,,PMID:24719295,,Maximizing bone formation in posterior spine fusion using rhBMP-2 and zoledronic acid in wild type and NF1 deficient mice.,abstract,0.95,"In this study, 16 wild type and 16 Nf1(+/-) mice were subjected to posterolateral fusion using collagen sponges containing 5 μg rhBMP-2 introduced bilaterally.",This is a clear animal model reference with specific genotype notation (heterozygous knockout) that should have been detected by animal model mining patterns,,AI validation - Sonnet 4.5,0,0,,True
